year,commandant_VERB en_ADP,commandant_VERB sans_ADP
1856,1.9414459018207708e-07,8.801221973442352e-09
1857,1.8354473851900366e-07,5.369659827891837e-09
1858,2.353858121750818e-07,3.4255732694887797e-09
1859,2.255832782793732e-07,0.0
1860,3.2177603515037845e-07,9.154367819341758e-10
1861,2.0184325322247787e-07,9.431927461278633e-10
1862,1.3960577582849965e-07,5.421583626485926e-09
1863,3.076686532210715e-07,7.991393324857654e-09
1864,1.706923171695962e-07,6.712618905169165e-09
1865,1.5108970430333102e-07,9.41368871743009e-10
1866,2.452268930142054e-07,4.379051787850585e-09
1867,1.4849603502398168e-07,0.0
1868,2.1093262603244511e-07,3.457911734727759e-09
1869,1.596910710333077e-07,4.883519366671862e-09
1870,2.2420130108002922e-07,0.0
1871,3.982941336744261e-07,1.0621177271019633e-09
1872,2.6910660011481013e-07,6.047339295989218e-10
1873,2.2387656173350479e-07,0.0
1874,2.198656190444126e-07,7.169530746864439e-09
1875,1.899547008576974e-07,1.1443054281912168e-09
1876,1.9589088395832732e-07,2.418405919968336e-09
1877,1.7812270058925606e-07,0.0
1878,2.017055606984286e-07,6.039088673581716e-10
1879,1.4112541180111293e-07,0.0
1880,2.8623594516830053e-07,1.2835692508872398e-09
1881,2.0638622544311147e-07,2.091752326904839e-09
1882,2.535701710826288e-07,0.0
1883,1.7883728631318263e-07,1.8958017378167824e-09
1884,2.620873686964842e-07,6.601696966868076e-10
1885,2.1335054611881787e-07,6.445635691854079e-10
1886,2.7233617316824166e-07,5.162771099520569e-09
1887,1.834627845198611e-07,7.1818169189441505e-09
1888,2.1811714390196357e-07,3.804368819970705e-09
1889,2.0737602568488e-07,0.0
1890,2.071186173679962e-07,1.9663159989136147e-09
1891,2.0461246208469674e-07,3.1871101313640793e-09
1892,2.2378588937499444e-07,2.5074049503359674e-09
1893,2.2909309294050217e-07,3.695050043717174e-09
1894,4.795471397756046e-07,0.0
1895,3.0514376447854374e-07,1.2037228991346183e-09
1896,2.5062373509854297e-07,2.94851448812139e-09
1897,2.8609164282045185e-07,0.0
1898,2.2972921698283244e-07,2.26334195829736e-09
1899,2.6255996488089295e-07,0.0
1900,2.284063338464648e-07,1.038210628578895e-09
1901,2.4311014001909825e-07,1.676621730339889e-09
1902,3.7121746743196127e-07,3.437198747846537e-09
1903,2.0466834982357796e-07,6.480264325148255e-09
1904,2.155224727573568e-07,5.374625189347171e-10
1905,1.9198024148181503e-07,0.0
1906,1.6564273508379301e-07,1.0288369045596824e-09
1907,1.7485666958805268e-07,6.685696440911215e-09
1908,1.9989354171912055e-07,1.964555629285769e-09
1909,1.7823186482246456e-07,2.7504918342913243e-09
1910,2.308673110462678e-07,3.206490406526541e-09
1911,3.6497765520948633e-07,2.6601871816467337e-09
1912,2.6724330837168964e-07,5.209421227725386e-10
1913,1.5643819750721377e-07,1.590896969716482e-09
1914,2.1898352287053058e-07,2.678697486047099e-09
1915,5.47805434791826e-07,1.1780761921542648e-09
1916,3.450062990850711e-07,4.394984820521586e-09
1917,4.419469057381775e-07,4.386569774084137e-09
1918,3.2276718542334493e-07,4.594550517822427e-09
1919,4.2264024102678377e-07,9.207848372660976e-10
1920,2.3625362643997505e-07,3.028892692213958e-09
1921,1.4236765366604232e-07,1.5145494858259667e-09
1922,2.1396012783725382e-07,7.377935484775833e-10
1923,1.5923922802585366e-07,0.0
1924,1.5727782098906573e-07,1.289162443462999e-09
1925,3.0354971158885746e-07,0.0
1926,1.6496284160893993e-07,7.802296586589819e-09
1927,2.2632926999222036e-07,3.3447675740205796e-09
1928,1.3025687017886867e-07,2.2852082448565625e-09
1929,1.648780134644312e-07,3.342121912552898e-09
1930,1.722591029817977e-07,3.1510811737689437e-09
1931,1.7222088288804116e-07,2.2810713318222042e-09
1932,2.871398692150251e-07,0.0
1933,2.649722929959353e-07,1.1470662197865522e-09
1934,9.920748169633953e-07,3.5944740517379614e-09
1935,1.3883209959431042e-07,0.0
1936,1.5519634999350274e-07,1.2124714565686645e-08
1937,1.989396647417152e-07,1.3850230295986421e-08
1938,1.1668693034039279e-07,2.5930428915188486e-09
1939,1.9423443475830027e-07,0.0
1940,2.4089937866733635e-07,0.0
1941,3.276167959143095e-07,5.9030051957620344e-09
1942,1.5777900941316148e-07,0.0
1943,2.3225882017641197e-07,5.806470415592457e-09
1944,2.538417049890995e-07,6.4263723231761105e-09
1945,2.65777487129526e-07,0.0
1946,1.9071912404911018e-07,0.0
1947,2.7060377050247553e-07,5.960435700558264e-09
1948,1.5003205433572475e-07,2.174377566888097e-09
1949,2.4248010532801345e-07,0.0
1950,1.4783152124664412e-07,0.0
1951,1.428627847133157e-07,3.1984206394497505e-09
1952,1.4551829252695825e-07,2.1089607837865287e-09
1953,2.0147057711028538e-07,1.0773827385790469e-09
1954,1.1531592747360264e-07,5.863521668203475e-09
1955,1.2295146234464482e-07,1.8771215692936494e-09
1956,1.2471232224697815e-07,9.593255967388359e-09
1957,1.3782658925265423e-07,1.7670075402875796e-09
1958,1.6461764928976663e-07,0.0
1959,1.6509092404248804e-07,3.100299128533379e-09
1960,1.7302082966352827e-07,6.920833350854139e-10
1961,1.6189211038408757e-07,2.779263708063695e-09
1962,1.5981730072667233e-07,1.9025869768540815e-09
1963,1.8428251280511176e-07,1.939815863494232e-09
1964,1.4540684389885428e-07,1.8251904432275978e-09
1965,1.4993398878004882e-07,5.472043373977442e-10
1966,1.8445118499244018e-07,1.6617224263271169e-09
1967,1.7798511464661715e-07,1.9721342336964653e-09
1968,2.60502119431294e-07,1.7965663401398047e-09
1969,2.956684284072253e-07,9.083515606356229e-10
1970,2.055630083930282e-07,9.197450023812337e-10
1971,1.3668137022193605e-07,1.541519245584766e-09
1972,1.6878183117796652e-07,4.104117490300041e-09
1973,1.4940782122607743e-07,5.513203782392395e-10
1974,1.8451874694846992e-07,5.625571675160757e-10
1975,1.5649455775701426e-07,3.998036124386317e-09
1976,1.554079318566437e-07,1.7140580066410394e-09
1977,1.4398115766312003e-07,2.938390863960194e-09
1978,1.6455437901186087e-07,1.7821774056514528e-09
1979,1.480549300936218e-07,2.925986564150662e-09
1980,1.2905291768561256e-07,5.685150683554241e-10
1981,1.638317321805971e-07,1.2651099057237047e-09
1982,3.457578756638213e-07,1.8622506869903077e-09
1983,1.5030451905317932e-07,1.2630632095778083e-09
1984,1.3801640363908518e-07,5.799008495621649e-10
1985,1.6061540009104647e-07,2.4062232206745193e-09
1986,1.156935702795181e-07,1.7983456945813714e-09
1987,1.6193664720276502e-07,3.0554083707556856e-09
1988,1.2952556360801282e-07,0.0
1989,2.008652728591187e-07,5.488122178931576e-10
1990,2.2284982037490408e-07,3.8140557934163155e-09
1991,1.5650112317189269e-07,1.1722930404189924e-09
1992,1.344426365790241e-07,1.65298330578878e-09
1993,1.7282327036127754e-07,3.877445031719162e-09
1994,1.5772030792504665e-07,2.1099706426497278e-09
1995,1.2742759381012547e-07,3.795715741716776e-09
1996,1.644132368028295e-07,1.067618438099771e-09
1997,1.8028803339120714e-07,2.876936688878118e-09
1998,1.802352826985043e-07,9.536258449571733e-10
1999,1.5767193772830979e-07,2.7421206694189237e-09
2000,1.833483054269891e-07,1.7672125984802278e-09
2001,1.5772362615962265e-07,3.5049694258049158e-09
2002,3.1588606930199603e-07,4.38122149670761e-10
2003,1.675103007414691e-07,2.5001538617175356e-09
2004,1.7266781782154794e-07,7.047666006343434e-09
2005,1.5582973134087297e-07,2.702249757291497e-09
2006,2.058944943428287e-07,1.2353669198716943e-09
2007,1.537874538826145e-07,3.1955835755326234e-09
2008,1.4901038980497106e-07,1.2772318758180745e-09
2009,1.5496625849209522e-07,9.53638501499654e-10
2010,1.2376337465980214e-07,3.7790344187271785e-09
2011,1.3689819766682376e-07,3.823972000160936e-09
2012,1.1846799097270377e-07,2.0425516833455504e-09
2013,1.1435412616833673e-07,2.2313000336282585e-09
2014,1.2624545320250036e-07,3.2481678735596375e-09
2015,1.0262744254418976e-07,2.438232948875907e-09
2016,1.0087426360883e-07,2.4856081637381067e-09
2017,8.779483451348824e-08,3.2702947017071438e-09
2018,6.324593471163098e-08,1.8070267504555204e-09
2019,6.811137431839143e-08,7.65296326310505e-10
