year,remontant_VERB en_ADP,remontant_VERB sans_ADP
1873,9.996627703401373e-08,2.095101514498765e-08
1874,7.946230340394322e-08,2.2703515512034755e-08
1875,8.124568751100014e-08,2.2313955128083762e-08
1876,7.497058618355368e-08,1.0882827083946722e-08
1877,1.0390490778888761e-07,2.1028373708986692e-08
1878,2.9833097414666554e-07,1.69094480639842e-08
1879,7.697749815349653e-08,1.5273313169750224e-08
1880,6.738738234091102e-08,1.6044616302224313e-08
1881,8.157833697453043e-08,9.064259565150223e-09
1882,6.988154410692005e-08,8.652000893505374e-09
1883,1.1501197061392077e-07,2.9068958795619437e-08
1884,6.667713936536757e-08,1.5183903911974994e-08
1885,9.861822658496777e-08,1.353583467533781e-08
1886,1.2326115750305178e-07,1.1616234640854373e-08
1887,9.597519423643064e-08,1.566941953967671e-08
1888,1.3949351895803375e-07,2.5362458577760094e-08
1889,1.196641123968334e-07,1.8168895721260014e-08
1890,9.241685161587299e-08,2.3595791986963377e-08
1891,1.1792307041957883e-07,1.2748440525456317e-08
1892,8.775917414993728e-08,2.820830502514582e-08
1893,1.3055843384179866e-07,1.5396040997650573e-08
1894,8.759139435987606e-08,1.449354058991048e-08
1895,1.2277973482355264e-07,2.3472596089035846e-08
1896,1.2029938867286205e-07,2.0049897742069334e-08
1897,9.672344347677608e-08,1.1070755867592652e-08
1898,7.355861553204335e-08,2.8291774256672397e-08
1899,9.72853779757088e-08,1.6029977345510815e-08
1900,9.447716387001037e-08,2.387884379118077e-08
1901,1.3189424041826214e-07,1.676621685930968e-08
1902,9.918773713479823e-08,2.1605249145295602e-08
1903,8.640352522348849e-08,2.3220946943069976e-08
1904,1.1340458794251163e-07,1.2361637935498493e-08
1905,1.2076176081343704e-07,2.0643035725242953e-08
1906,9.825392455198312e-08,1.7490227932626112e-08
1907,9.205689721625276e-08,1.2857108266928208e-08
1908,9.724550320555636e-08,2.6030361865991836e-08
1909,9.846760862242121e-08,2.9155213354670195e-08
1910,1.0581418230515283e-07,3.4202564336283103e-08
1911,8.086968716902732e-08,1.1704822888702893e-08
1912,1.0106276948640414e-07,2.8651816919023076e-08
1913,1.1560517365616363e-07,1.5378670781274195e-08
1914,1.011208325962798e-07,1.875088229130739e-08
1915,1.0367070357730768e-07,2.4739600590351074e-08
1916,8.680095220370276e-08,1.7579939282086343e-08
1917,9.211796270225392e-08,4.386569774084137e-09
1918,8.15532681386344e-08,1.6080926812378493e-08
1919,1.049694700050452e-07,2.3940405213807026e-08
1920,9.692456659493587e-08,2.1202249733676126e-08
1921,7.87565699322812e-08,3.256281289054641e-08
1922,9.148639779077428e-08,8.853522359686394e-09
1923,8.174280274886314e-08,4.0340601970001444e-08
1924,6.703644883643278e-08,2.9650736976805092e-08
1925,1.0008341710943114e-07,2.74954441437103e-08
1926,7.690835523987971e-08,2.1177662290483568e-08
1927,7.804457724525093e-08,2.3413372574054847e-08
1928,7.769707699445405e-08,2.2852082892654835e-08
1929,1.0137770090068443e-07,3.0079096546842266e-08
1930,9.138135281805404e-08,2.2057568216382606e-08
1931,1.072103525956436e-07,2.5091784650044247e-08
1932,9.753987928462493e-08,2.301502632917618e-08
1933,1.0897128754905339e-07,2.867665571670841e-08
1934,8.626738079442475e-08,3.4746584276490466e-08
1935,9.09589594755289e-08,3.7101681726881e-08
1936,7.881064467696319e-08,3.8799086610197264e-08
1937,6.043736533456467e-08,2.5182236629284205e-08
1938,8.816345831164085e-08,3.630260181353151e-08
1939,6.117619921752748e-08,5.6587985852729616e-08
1940,1.1918179332326417e-07,6.846613587185857e-08
1941,9.444808490854939e-08,2.9515025090631752e-08
1942,5.4615812983271894e-08,3.3376331032286544e-08
1943,1.2774234736667722e-07,3.193558839598154e-08
1944,8.354284197764628e-08,5.7837352684941834e-08
1945,7.189063211399116e-08,5.010559345208776e-08
1946,1.0858461330087721e-07,3.619487021211398e-08
1947,1.0132740202450918e-07,2.622591566137089e-08
1948,1.1959076751111297e-07,2.8266908813634473e-08
1949,7.657266420935116e-08,3.8286334103077024e-08
1950,1.084806875439881e-07,2.552486733087278e-08
1951,8.315893529342588e-08,4.477788806411809e-08
1952,1.3075556726249715e-07,3.9015773722894664e-08
1953,1.0989303689257213e-07,2.8011951869189033e-08
1954,1.0847514797518443e-07,3.8112890177188774e-08
1955,1.1075017525286057e-07,4.974372247446013e-08
1956,1.0639792868971654e-07,3.314033847345854e-08
1957,8.569986253981199e-08,2.0320587545974433e-08
1958,1.0340304124056843e-07,3.6397871383542224e-08
1959,8.525822403626648e-08,4.0303889337067744e-08
1960,8.512625321310807e-08,3.4604165088936156e-08
1961,8.893643999030587e-08,4.029932298976746e-08
1962,8.181124044881471e-08,1.6489087428794846e-08
1963,5.948769121744135e-08,3.362347633650842e-08
1964,7.544120506075558e-08,2.9203048812487253e-08
1965,8.481667279625071e-08,2.7360216592331454e-08
1966,7.477750729734112e-08,3.26805427164345e-08
1967,8.085750596853458e-08,2.465167803222812e-08
1968,7.635406840122982e-08,2.1558795526566144e-08
1969,7.720988459691824e-08,2.2254614040484455e-08
1970,7.449934291692273e-08,2.345349692234322e-08
1971,6.988220313530746e-08,4.573173872923775e-08
1972,6.771793836790607e-08,2.8728821988011077e-08
1973,6.946637087779095e-08,2.6463378655083858e-08
1974,7.200731522161163e-08,2.9815529711818556e-08
1975,7.139350444163028e-08,3.541117621352896e-08
1976,6.113473771662825e-08,2.9710338966815186e-08
1977,5.641710532078292e-08,2.8208553715103335e-08
1978,5.821779569537e-08,3.8019785875142986e-08
1979,5.793453716762542e-08,2.8674669083628146e-08
1980,8.75513199716238e-08,3.581644847372445e-08
1981,5.8195054997156603e-08,4.1116070548241623e-08
1982,7.324852879797561e-08,2.483000827169235e-08
1983,7.95729815372681e-08,2.1472073896688926e-08
1984,6.78483971228161e-08,2.7255339596354844e-08
1985,7.459292294953457e-08,3.428868033950039e-08
1986,8.632059422808425e-08,2.517683933556114e-08
1987,7.882953623195021e-08,3.116516467116526e-08
1988,5.756691789926549e-08,2.518552633112847e-08
1989,7.354083964017377e-08,3.018467154003446e-08
1990,8.39092253457352e-08,3.596109721115681e-08
1991,6.447611422544242e-08,1.992898113201136e-08
1992,6.942529529041508e-08,2.4794748587630977e-08
1993,4.929894714678085e-08,2.4372512896775334e-08
1994,7.859640716034733e-08,4.43093841617781e-08
1995,6.235818150734929e-08,3.0907969517102174e-08
1996,7.633471899026745e-08,3.576521723225312e-08
1997,7.719780237280816e-08,5.226434840466254e-08
1998,6.007842978661415e-08,3.2423279394677706e-08
1999,7.312322125585524e-08,2.2851006420410158e-08
2000,5.6550803817501105e-08,2.694999290397959e-08
2001,6.002260244386548e-08,2.8477876945487424e-08
2002,6.046085632149811e-08,2.2782351449812666e-08
2003,7.542130209259312e-08,1.6667692559479974e-08
2004,8.016720354220297e-08,2.4666830356068203e-08
2005,9.638024067726292e-08,2.5220997068586826e-08
2006,6.09447701194199e-08,2.3471972365740612e-08
2007,5.831940175227146e-08,2.7561907645079486e-08
2008,7.961412240575783e-08,2.6821870724447194e-08
2009,9.488703422988465e-08,1.3350939465084366e-08
2010,9.400348366384037e-08,2.0312309889636282e-08
2011,8.489217462326337e-08,1.644307973114323e-08
2012,9.259567645969469e-08,1.599998711299122e-08
2013,9.427242630977162e-08,1.6455837581474952e-08
2014,9.051560745376719e-08,1.7756649817179948e-08
2015,1.0196246824634159e-07,1.6402658786773827e-08
2016,1.0688114571166807e-07,2.2163338275760225e-08
2017,8.553078600925801e-08,1.7106157657043042e-08
2018,1.0274237194352054e-07,1.8844707683207673e-08
2019,9.821302970891566e-08,1.5305926637232403e-08
