year,rampant_VERB en_ADP,rampant_VERB sans_ADP
1800,4.4018303668735825e-08,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,0.0,0.0
1803,9.751696339321825e-09,0.0
1804,4.943701892301533e-09,4.943701892301533e-09
1805,4.5486043376286034e-08,5.685755422035754e-09
1806,0.0,0.0
1807,1.1387820464392462e-08,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,1.4378708002027452e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,0.0,0.0
1816,1.3905623319487859e-08,0.0
1817,1.556873407970727e-09,3.113746815941454e-09
1818,3.5763532135746345e-09,0.0
1819,7.24573512300708e-09,1.035105001712111e-09
1820,8.306536791735653e-09,0.0
1821,8.875339574387908e-09,0.0
1822,2.5064039732569654e-08,2.0051231786055723e-09
1823,9.882686891060644e-10,0.0
1824,8.421112696055388e-09,2.5263338088166165e-09
1825,8.101007864524945e-08,0.0
1826,6.1655889282974385e-09,1.7615968683770689e-09
1827,2.027800150017356e-08,0.0
1828,2.7516904310687096e-09,9.172301251858528e-10
1829,3.429270423183084e-09,0.0
1830,5.218417697960831e-09,6.262101504006523e-09
1831,1.7150327380477393e-08,0.0
1832,5.411987746839486e-09,1.3529969367098715e-09
1833,2.0850531967653296e-08,6.950177322551099e-09
1834,4.667265685043276e-09,0.0
1835,7.563087933704082e-09,0.0
1836,5.376600054063374e-09,6.720750067579218e-10
1837,3.6181031504156635e-08,0.0
1838,1.830527018853445e-08,7.574594285131298e-09
1839,4.194885327990505e-09,1.3982950353153e-09
1840,1.9109065441114126e-09,6.369688665408546e-10
1841,3.017657945747487e-08,0.0
1842,3.3541325272778977e-09,0.0
1843,6.497602011990011e-09,3.5441467538532834e-09
1844,6.037417232818143e-09,7.1351298203126134e-09
1845,7.812318791877715e-09,0.0
1846,2.3418005312692003e-08,1.7563503984519002e-09
1847,2.1572894581822766e-09,0.0
1848,5.63165514222419e-09,0.0
1849,8.379414939696517e-10,8.379414939696517e-10
1850,2.0366988096043315e-08,8.82569484161877e-09
1851,8.384270167027807e-09,1.2898877521649865e-09
1852,2.148479971708639e-08,0.0
1853,1.7915795513800958e-09,3.5831591027601917e-09
1854,8.832629738719788e-09,4.1565315633818045e-09
1855,5.306937111981824e-09,1.0613874223963649e-09
1856,8.801221973442352e-09,5.177189232874468e-10
1857,7.810414537345878e-09,9.763018171682347e-10
1858,2.4468380654951716e-09,3.9149408159744326e-09
1859,1.323965115318515e-08,5.092173349652285e-09
1860,6.408057640072684e-09,4.577183909670879e-10
1861,1.2733101684148096e-08,0.0
1862,4.066187830886747e-09,4.517986429419807e-09
1863,4.994620717013731e-09,9.989241656072068e-10
1864,1.9178911792039344e-09,1.4384183844029508e-09
1865,2.871175119878444e-08,1.882737743486018e-09
1866,7.298419202328432e-09,5.352174259343201e-09
1867,1.8925964795357686e-08,3.88224918879132e-09
1868,1.1361710683388537e-08,4.93987406535723e-10
1869,5.860222973552709e-09,4.883519144627257e-10
1870,8.027668307875047e-09,7.454262984651905e-09
1871,1.1683295220166201e-08,0.0
1872,6.652073114565837e-09,0.0
1873,2.3944017879529156e-09,3.591602570907071e-09
1874,1.4936523129449597e-08,3.5847653734322193e-09
1875,1.0298748520654044e-08,9.154443425529735e-09
1876,4.232210137899983e-09,6.650616057868319e-09
1877,8.040260901509555e-09,6.184815992682502e-10
1878,5.435179861734696e-09,3.6234530931267273e-09
1879,4.887460214320072e-09,4.887460214320072e-09
1880,8.343199908722454e-09,0.0
1881,9.064259565150223e-09,4.183504653809678e-09
1882,5.989846840748214e-09,1.3310770263785798e-09
1883,6.951272890631799e-09,1.2638677882037541e-09
1884,9.242375753615306e-09,1.3203393933736152e-09
1885,5.80107206715752e-09,7.7347630522695e-09
1886,8.38950331427668e-09,5.162771099520569e-09
1887,6.528924512139156e-09,5.876032105334161e-09
1888,4.4384300679212174e-09,8.242799331981132e-09
1889,1.0650732740202784e-08,6.265136742733546e-10
1890,7.209825181320184e-09,3.9326319978272295e-09
1891,7.0116419337296065e-09,4.461953917456185e-09
1892,1.2537024751679837e-08,1.2537024751679837e-09
1893,9.23762488724833e-09,6.158416554491453e-10
1894,6.9316934414587195e-09,6.301539290376468e-10
1895,5.416753268150387e-09,3.611168697403855e-09
1896,4.717623180994224e-09,2.358811590497112e-09
1897,1.5149455023788505e-08,8.740070001067579e-09
1898,7.921697076085366e-09,3.3950129374460403e-09
1899,1.4371703827009696e-08,2.2110313580014918e-09
1900,1.038210584169974e-08,3.114631885736685e-09
1901,1.397184773432869e-08,8.38310842965484e-09
1902,7.856454153909453e-09,2.455141867585553e-09
1903,1.5660639007819555e-08,2.1600881083827517e-09
1904,1.5586412160928376e-08,2.6873125946735854e-09
1905,1.1353670004154992e-08,1.0321518084666081e-09
1906,4.115347618238729e-09,2.0576738091193647e-09
1907,4.6285588695127444e-09,8.742834012309686e-09
1908,8.349361202419914e-09,9.822778146428846e-10
1909,1.1001967337165297e-08,2.7504918342913243e-09
1910,5.34415089958884e-09,2.67207544979442e-09
1911,8.51259862599818e-09,2.6601871816467337e-09
1912,5.2094213387476884e-09,2.0837684910901544e-09
1913,5.30298971401777e-10,2.6514948014977335e-09
1914,3.3483718020477227e-09,2.6786975415582504e-09
1915,2.120537156979907e-08,8.246533234057551e-09
