year,rampant_VERB en_ADP,rampant_VERB sans_ADP
1916,2.197492365851872e-08,1.8678685265172135e-08
1917,1.5352993543160665e-08,1.0966424435210342e-09
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,3.6831393490643904e-09,0.0
1920,9.843900805606154e-09,0.0
1921,1.2116395886607734e-08,3.7863738810983705e-09
1922,2.2133805899215986e-09,2.951174193910333e-09
1923,1.3800733000834953e-08,0.0
1924,1.289162443462999e-09,2.578324886925998e-09
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,2.229227691330493e-09
1927,0.0,1.1149224876660924e-09
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,0.0,2.2280812750352652e-09
1930,1.8906487042613662e-08,0.0
1931,6.843213995466613e-09,3.4216069977333063e-09
1932,8.767629289252454e-09,7.671675517073595e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,2.182448710641438e-08,6.0623572828433225e-09
1937,3.399602022113868e-08,0.0
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,1.74280327946974e-08,6.535512131478072e-09
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,7.462981344019681e-09,6.396841278899501e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,1.3681550115052232e-08,3.9090144454689835e-09
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,9.593255967388359e-09,5.232684952005684e-09
1957,7.951533764760654e-09,1.7670075402875796e-09
1958,9.099467845885556e-09,3.3088973783179654e-09
1959,9.300897829689347e-09,7.750747599288843e-09
1960,1.3841666701708277e-09,0.0
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,3.805173953708163e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,1.2932106496776896e-09
1964,6.692365273064382e-09,1.2167936658258327e-09
1965,5.472043540510896e-09,1.6416130677043839e-09
1966,4.985167390003653e-09,5.539074754423723e-10
1967,2.1693477236794934e-08,3.944268467392931e-09
1968,9.88111459321317e-09,4.4914158503495116e-10
1969,2.7250546263957176e-09,2.2708788183223305e-09
1970,1.0117195081704722e-08,5.518470125309705e-09
1971,1.3359833239690033e-08,1.0276794970565106e-09
1972,1.1799337507056862e-08,1.0260293725750103e-09
1973,6.064523994098181e-09,3.3079223804577396e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,4.569184142155791e-09,4.569184142155791e-09
1976,9.141642998145016e-09,0.0
1977,5.289103488514968e-09,2.3507127355770763e-09
1978,6.534650598410963e-09,1.1881182704343018e-09
1979,6.437170796402825e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,0.0
1981,1.2018543993352893e-08,1.8976649140967083e-09
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,1.89459470334441e-09
1984,6.378909400694965e-09,3.479405208395292e-09
1985,1.2031116103372597e-09,4.210890747202711e-09
1986,5.994485574589703e-09,5.395036861699509e-09
1987,6.110816741511371e-09,1.2221633705067347e-09
1988,4.1975875553212916e-09,1.798966087207532e-09
1989,6.036934507847036e-09,1.0976244357863152e-09
1990,3.2691906959314565e-09,0.0
1991,2.344586080837985e-09,0.0
1992,6.61193322315512e-09,0.0
1993,5.539207315052863e-09,4.4313659408601325e-09
1994,5.2749266066243194e-09,2.1099706426497278e-09
1995,5.422450655157007e-09,1.0844901643380922e-09
1996,8.540947504798169e-09,2.135236876199542e-09
1997,5.753873377756236e-09,2.3974471297094624e-09
1998,8.10582001520288e-09,4.768129224785866e-10
1999,9.597422329088445e-09,3.1991407301035224e-09
2000,4.859834756842929e-09,8.836062992401139e-10
2001,9.638665865452367e-09,2.628727069353687e-09
2002,3.9430991805033955e-09,3.504977197366088e-09
2003,8.333845613606172e-09,2.9168460979889232e-09
2004,1.1452457648886138e-08,1.7619165015858584e-09
2005,8.106749271874492e-09,1.8014998381943315e-09
2006,8.235780057930242e-09,3.294311934354255e-09
2007,5.592271090648637e-09,2.3966877371606188e-09
2008,7.2376473703172906e-09,2.554463751636149e-09
2009,5.721831008997924e-09,1.430457752249481e-09
2010,7.085689368580006e-09,3.30665506087513e-09
2011,1.1471915806193778e-08,2.2943831279320648e-09
2012,1.2255309989051e-08,5.10637893080812e-09
2013,1.2829975026829032e-08,6.693900211907078e-09
2014,1.0177592324467355e-08,7.145968927702029e-09
2015,1.2856137668326717e-08,3.103205470367243e-09
2016,1.3256575948084048e-08,5.592618063099408e-09
2017,1.2074934496730805e-08,2.26405022507592e-09
2018,1.3939920218142277e-08,3.872199894061623e-09
2019,1.1479444728124122e-08,6.887666881283394e-09
