year,payant_VERB en_ADP,payant_VERB cent_DET
1903,3.564145245604777e-08,4.860198465905796e-09
1904,2.5260739278110123e-08,5.374625189347171e-10
1905,4.3866453580676534e-08,5.160759042333041e-10
1906,2.6749759740596346e-08,1.5432553013283723e-09
1907,2.674278576364486e-08,0.0
1908,1.3751889405000384e-08,4.911389073214423e-10
1909,2.9155213354670195e-08,1.1001967115120692e-09
1910,1.60324518105881e-08,0.0
1911,2.606983251496331e-08,0.0
1912,1.719108944087111e-08,0.0
1913,2.2272556354785422e-08,1.060597942803554e-09
1914,2.8795997586428257e-08,6.696743715117748e-10
1915,4.7123048574349014e-08,3.534228465440492e-09
1916,3.076489463182952e-08,1.0987462051303964e-09
1917,2.0836205649743533e-08,0.0
1918,1.4932289182922887e-08,0.0
1919,4.327688785110695e-08,0.0
1920,3.710393414735336e-08,0.0
1921,2.9533715528717863e-08,3.0290989716519334e-09
1922,3.6889676535700744e-08,0.0
1923,2.44166811214086e-08,0.0
1924,5.285566118118368e-08,0.0
1925,4.179307566687385e-08,3.299453377181294e-09
1926,3.566764306128789e-08,0.0
1927,1.6723836537835268e-08,1.0034302277972529e-08
1928,4.227635130860108e-08,0.0
1929,1.6710609784809094e-08,4.4561625500705304e-09
1930,1.05036033204442e-08,0.0
1931,1.710803587684495e-08,0.0
1932,2.9590749517360848e-08,8.767629289252454e-09
1933,2.982372038218273e-08,0.0
1934,3.4746584276490466e-08,0.0
1935,2.393656828303392e-08,0.0
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,2.895957251780601e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.070583532936098e-08,0.0
1940,2.282204625281281e-08,0.0
1941,2.066051862925633e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,1.6705326011390298e-08,0.0
1947,1.4305045148432782e-08,0.0
1948,6.523132700664291e-09,0.0
1949,1.1780409536754632e-08,0.0
1950,5.317680518146517e-09,0.0
1951,1.2793681891665187e-08,0.0
1952,2.5307528517259925e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,2.1586897602787758e-08,1.8771215692936494e-09
1956,9.593255967388359e-09,0.0
1957,1.767007518083119e-08,0.0
1958,1.4890038535497752e-08,8.272243445794913e-10
1959,1.2401196514133517e-08,2.325224457422337e-09
1960,8.997083078554624e-09,6.920833350854139e-10
1961,2.1539294070560544e-08,0.0
1962,1.0147130247162295e-08,3.805173953708163e-09
1963,1.551852757408767e-08,0.0
1964,7.300761772910391e-09,6.083968329129164e-10
1965,1.5321720781003023e-08,0.0
1966,1.2185964348709888e-08,0.0
1967,1.7256175155466735e-08,0.0
1968,2.0660513300185812e-08,2.245707841908029e-09
1969,1.4533624859147665e-08,4.5417578031781147e-10
1970,1.7015283404475667e-08,4.5987250119061684e-10
1971,1.5929032315398217e-08,0.0
1972,1.3338381399385923e-08,0.0
1973,1.1577728109557484e-08,1.6539611902288698e-09
1974,1.518904291231138e-08,0.0
1975,1.2565256390928425e-08,1.1422960355389478e-09
1976,1.5997875024709174e-08,2.856763492431469e-09
1977,1.7630345183761165e-08,0.0
1978,2.0198010819427736e-08,5.940591352171509e-10
1979,1.2289143924704149e-08,0.0
1980,1.30758464056413e-08,1.1370301367108482e-09
1981,4.427884781055269e-09,1.2651099057237047e-09
1982,6.828252296919857e-09,6.207502289967692e-10
1983,9.47297440490047e-09,0.0
1984,7.538710988796993e-09,0.0
1985,1.9851341903631692e-08,0.0
1986,1.2588419251446936e-08,1.1988970927134801e-09
1987,1.7721369260925712e-08,6.110816852533674e-10
1988,5.99655392008458e-09,5.996553809062277e-10
1989,1.0427432250992297e-08,0.0
1990,1.5801088049105516e-08,0.0
1991,1.52398094144246e-08,0.0
1992,9.366905473484621e-09,2.7549720282848966e-09
1993,2.714211727594673e-08,5.539207426075166e-10
1994,3.164955852952289e-09,5.274926606624319e-10
1995,1.301388213859056e-08,1.626735190995987e-09
1996,1.8683323110835204e-08,0.0
1997,1.006927874414032e-08,0.0
1998,9.536258005482523e-09,4.768129224785866e-10
1999,1.1882523409667556e-08,4.570201161957499e-10
2000,6.627047466345459e-09,1.3254094488601709e-09
2001,1.533424159871899e-08,3.066848330846028e-09
2002,9.200564754507923e-09,4.38122149670761e-10
2003,8.333845447072719e-09,4.1669229178253886e-10
2004,1.2773894303430566e-08,8.809582507929292e-10
2005,1.5763123362155795e-08,0.0
2006,9.059357708451898e-09,4.1178899179428186e-10
2007,1.4380126089896805e-08,7.988958938831558e-10
2008,1.532678259308362e-08,0.0
2009,1.4781396551200032e-08,4.76819250749827e-10
2010,1.4171378959204617e-08,1.8895172093635892e-09
2011,2.14142423793362e-08,3.82397197240536e-10
2012,2.6212745307674368e-08,0.0
2013,2.23130010024164e-08,5.578250084070646e-10
2014,2.1654451343167125e-08,1.7323561474213989e-09
2015,1.5294370436791382e-08,1.7732603163622684e-09
2016,1.470651400659051e-08,6.214020409345267e-10
2017,1.8867084478069174e-08,5.031222660711876e-10
2018,1.2907333535316923e-08,1.290733298020541e-09
2019,1.887730927130349e-08,1.2754939326953263e-09
