year,serrant_VERB en_ADP,serrant_VERB sans_ADP
1800,3.772997558826319e-08,3.144164484325529e-09
1801,7.143547708921005e-08,4.7623651688866175e-09
1802,1.7902721083373763e-08,0.0
1803,7.801356893821776e-09,9.751696339321825e-09
1804,2.7190360185613827e-08,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,9.360507036149102e-09,1.1700633351097167e-08
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,1.600324850414836e-08,8.00162425207418e-09
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,2.4275012222574333e-08,0.0
1816,1.1588019432906549e-08,2.3176038865813098e-09
1817,6.227493631882908e-09,0.0
1818,7.152706427149269e-09,8.344824387052086e-09
1819,1.552657524772627e-08,0.0
1820,3.9159386844289656e-08,4.746592452420373e-09
1821,7.889190412058156e-09,0.0
1822,7.017931125119503e-09,0.0
1823,2.075364236020505e-08,3.9530747564242574e-09
1824,4.210556348027694e-09,3.3684450784221553e-09
1825,7.044354433105582e-09,0.0
1826,2.1139162309502524e-08,4.403992281964975e-09
1827,2.4886637417509405e-08,4.608636583469661e-09
1828,1.1923991238838028e-08,2.7516904310687096e-09
1829,3.343538745870234e-08,1.714635211591542e-09
1830,1.878630406793036e-08,0.0
1831,9.354723218280014e-09,0.0
1832,1.2176972319366541e-08,4.058990921151917e-09
1833,2.3167257001688313e-09,0.0
1834,1.9602515166639023e-08,0.0
1835,1.2100940693926532e-08,0.0
1836,1.2097349955109138e-08,1.3441500135158435e-09
1837,1.87863058442872e-08,6.957890930081589e-10
1838,1.704283758563463e-08,6.312161904276081e-10
1839,2.51693106356754e-08,1.3982950353153e-09
1840,2.229390982932955e-08,1.9109065441114126e-09
1841,3.852329122366882e-09,1.926164561183441e-09
1842,1.2745704047745221e-08,6.708265054555795e-09
1843,4.1348376944583265e-09,0.0
1844,3.2931368743049916e-09,5.488561272137815e-10
1845,1.674068439427856e-09,0.0
1846,1.3465353276842507e-08,0.0
1847,4.314578916364553e-09,4.853901280910122e-09
1848,1.2067832289019975e-08,0.0
1849,2.513824481908955e-09,0.0
1850,6.1100964288129944e-09,2.7155984128057753e-09
1851,1.9993259936512686e-08,0.0
1852,5.859490670445666e-09,0.0
1853,7.763511389313749e-09,0.0
1854,6.754363734984281e-09,0.0
1855,3.714855978387277e-09,0.0
1856,2.847454094734303e-08,4.141751386299575e-09
1857,1.4644527812635033e-08,3.4170564155999728e-09
1858,1.1744822836501356e-08,1.9574704079872163e-09
1859,1.7822606501738392e-08,5.092173349652285e-10
1860,6.865776031039772e-09,0.0
1861,4.715963619617014e-09,9.431927461278633e-10
1862,1.0391368654438793e-08,1.8071945051545413e-09
1863,6.493007298491449e-09,0.0
1864,9.10998321224099e-09,9.589455896019672e-10
1865,9.88437331983505e-09,7.530950973944073e-09
1866,1.2650594016783145e-08,0.0
1867,2.135237053835226e-08,0.0
1868,8.397785578040384e-09,9.87974813071446e-10
1869,1.1720445947105418e-08,1.4650557433881772e-09
1870,8.027668307875047e-09,1.1468097582678638e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,5.442605477412599e-09,1.2094678591978436e-09
1873,1.3169209722718733e-08,1.7958012854535355e-09
1874,4.779687479139483e-09,0.0
1875,1.4875970455463516e-08,1.716458086775674e-09
1876,4.836811839936672e-09,6.04601479992084e-10
1877,2.4120783148617875e-08,1.2369631985365004e-09
1878,3.6234532041490297e-09,3.0195443923020093e-09
1879,2.5659166347224982e-08,1.221865053580018e-09
1880,4.492492378105339e-09,6.417846254436199e-10
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,2.1962770935246567e-08,1.3310770263785798e-09
1883,1.64302811356265e-08,1.2638677882037541e-09
1884,4.621187876807653e-09,3.300848483434038e-09
1885,6.445635691854079e-09,0.0
1886,1.4197620412659262e-08,6.453463874400711e-10
1887,3.9173548849191775e-09,3.9173548849191775e-09
1888,1.3949351895803375e-08,6.340614699951175e-10
1889,5.6386229019267375e-09,6.265136742733546e-10
1890,9.83157938394541e-09,0.0
1891,2.5496880162734215e-09,5.099376032546843e-09
1892,1.0656471260972467e-08,1.8805537127519756e-09
1893,2.6481191017779793e-08,2.463366621796581e-09
1894,8.192000855444803e-09,6.301539290376468e-10
1895,1.1435367319734269e-08,1.2037228991346183e-09
1896,1.8870493501133012e-08,2.948514543632541e-09
1897,1.4566783557157237e-08,0.0
1898,1.4145887128336199e-08,1.6975064687230201e-09
1899,8.291367592505594e-09,1.1055156790007459e-09
1900,1.193942211763499e-08,5.710158568206225e-09
1901,2.1237208436275523e-08,5.588738916095792e-10
1902,2.897067474805226e-08,2.455141867585553e-09
1903,1.9440792975444765e-08,5.400220270956879e-10
1904,1.1824175416563776e-08,5.374625189347171e-10
1905,1.1353670004154992e-08,1.5482277682110634e-09
1906,1.1831624013858288e-08,7.201858220895474e-09
1907,7.1999805006939255e-09,1.028568674676933e-09
1908,1.8663278034125597e-08,0.0
1909,6.0510818578052294e-09,5.500983557560346e-10
1910,1.2825961848150769e-08,0.0
1911,7.980560989828689e-09,2.6601871816467337e-09
1912,1.3544495303108306e-08,1.0418842455450772e-09
1913,2.1742257771961704e-08,0.0
1914,2.1429579888376793e-08,0.0
1915,7.068456930880984e-09,1.1780761921542648e-09
1916,1.7579939504130948e-08,0.0
1917,2.522277586791688e-08,2.1932848870420685e-09
1918,1.8378202071289707e-08,1.1486376294556067e-09
1919,1.4732557618302167e-08,0.0
1920,1.4387240288016301e-08,0.0
1921,1.741731875393171e-08,7.572747429129834e-10
1922,1.623145795548453e-08,2.2133805899215986e-09
1923,1.4862327368803108e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,1.1146138789719373e-08,0.0
1927,1.1149224876660924e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,1.4482528509773829e-08,0.0
1930,1.0503603542488804e-08,0.0
1931,7.983749661377715e-09,0.0
1932,7.671675517073595e-09,0.0
1933,1.3764794637438627e-08,0.0
1934,2.2765002327673756e-08,0.0
1935,7.180970484910176e-09,0.0
1936,8.487300195980652e-09,1.2124714565686645e-09
1937,1.7627564963262898e-08,2.5182236296217297e-09
1938,1.2965214679638848e-08,0.0
1939,1.5294050470515685e-09,0.0
1940,1.2678914362851401e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,1.7419411024732767e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.087188761239588e-08,4.348755133776194e-09
1949,8.835307485632882e-09,0.0
1950,1.595304244261797e-08,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,1.0544803696888039e-08,0.0
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,9.772536113672459e-10
1955,5.631364707880948e-09,9.385607846468247e-10
1956,8.721141808720745e-09,8.72114158667614e-10
1957,3.534015080575159e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,0.0
1959,7.750748043378053e-09,7.750747821333448e-10
1960,6.228750015768725e-09,0.0
1961,7.642975030641708e-09,3.47407969059077e-09
1962,1.2683912808952869e-09,6.341956404476434e-10
1963,9.052474325699222e-09,3.879631726988464e-09
1964,1.1559539991878864e-08,0.0
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,4.431259803538978e-09,2.769537488234164e-09
1967,7.888536712741256e-09,1.4791006197611978e-09
1968,8.533689976886194e-09,1.7965663401398047e-09
1969,5.450109363813738e-09,9.083515606356229e-10
1970,5.5184699032651e-09,2.2993624781975086e-09
1971,5.652237122788506e-09,5.138397485282553e-10
1972,7.182205663536223e-09,2.565073486948677e-09
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,3.937900228123681e-09,0.0
1975,7.4249242310031605e-09,3.4268881066168433e-09
1976,6.284879505713548e-09,0.0
