year,poussant_VERB en_ADP,poussant_VERB sans_ADP
1907,3.857132568896304e-08,2.5714217422034835e-09
1908,3.388858349495649e-08,2.9468334439286537e-09
1909,4.7308457595818254e-08,2.7504918342913243e-09
1910,4.008112863829183e-08,1.0153886620400954e-08
1911,4.575521872496324e-08,8.51259862599818e-09
1912,3.177746898952449e-08,6.772247651554153e-09
1913,3.977242279962212e-08,1.060597942803554e-09
1914,3.4153391226254826e-08,7.366418142140674e-09
1915,5.0657277039789506e-08,9.424609537234119e-09
1916,7.361599418942433e-08,3.2962386153911893e-09
1917,7.018511372081093e-08,5.483212106582869e-09
1918,8.844509657990329e-08,4.594550517822427e-09
1919,8.839534459958998e-08,1.012863304339362e-08
1920,6.890731185649202e-08,5.300562211374427e-09
1921,5.5281056177136634e-08,6.058197943303867e-09
1922,3.9840852394945614e-08,4.426761179843197e-09
1923,4.671016995416721e-08,1.0615948120573648e-09
1924,6.059063628605088e-08,1.1602462102189293e-08
1925,8.138651841349542e-08,2.1996355847875293e-09
1926,3.6782257240020044e-08,4.458455382660986e-09
1927,4.4596899062554485e-08,3.3447675740205796e-09
1928,5.1417186841540286e-08,1.1426041446327417e-08
1929,3.0079096546842266e-08,5.570203187588163e-09
1930,3.991369190714522e-08,7.352522590764465e-09
1931,3.649714308551211e-08,6.843213995466613e-09
1932,4.931791552920117e-08,4.383814644626227e-09
1933,3.0970788600370724e-08,4.588264879146209e-09
1934,4.7926318913482646e-08,1.1981580172459871e-09
1935,3.949533766700597e-08,7.180970484910176e-09
1936,3.273672799508631e-08,2.424942913137329e-09
1937,4.658713592675667e-08,8.813782592653752e-09
1938,6.482607073365898e-08,5.186085783037697e-09
1939,4.5882153187903896e-08,6.117620188206274e-09
1940,3.296517903095264e-08,5.0715658339584024e-09
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,6.068423541449874e-09
1943,3.483882360377777e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,1.6065930807940276e-08
1945,5.010559478435539e-08,1.3071024262956144e-08
1946,5.568441707737293e-08,4.1763312808029696e-09
1947,4.649139762058496e-08,1.3112957830685446e-08
1948,5.3272251943070614e-08,1.0871887834440486e-08
1949,2.7487622844546422e-08,7.853606653895895e-09
1950,5.424034488221707e-08,5.317680518146517e-09
1951,5.010858705745136e-08,1.4925962688039363e-08
1952,6.64322619137181e-08,5.272402070488624e-09
1953,3.878577725657806e-08,4.3095309543161875e-09
1954,4.8862680124273083e-08,1.5636057781875934e-08
1955,4.3173796537843145e-08,3.754243138587299e-09
1956,2.703553869665143e-08,2.616342476002842e-09
1957,3.445664731316356e-08,4.417518850718949e-09
1958,2.4816729671250926e-08,4.1361216673863055e-09
1959,4.262911146302173e-08,6.200598257066758e-09
1960,2.6991250345886897e-08,2.076250060767393e-09
1961,4.794229990778831e-08,4.16889545107324e-09
1962,3.297817485758969e-08,5.7077609305622445e-09
1963,4.202934689168103e-08,7.1126584622049904e-09
1964,3.285342842218597e-08,3.6503808864551957e-09
1965,2.024656114985035e-08,2.73602163147757e-09
1966,2.3818022332200428e-08,1.6617224263271169e-09
1967,3.401931397695179e-08,8.381570493209978e-09
1968,3.817703331243649e-08,3.5931326525240337e-09
1969,3.179230456673565e-08,3.633406214786916e-09
1970,3.2191075804988145e-08,4.598724956395017e-09
1971,3.237190437932469e-08,4.1107179882260425e-09
1972,3.334595388704287e-08,6.156176013405457e-09
1973,2.370677543162003e-08,3.859242758696979e-09
1974,3.3190872494870405e-08,4.5004573956397564e-09
1975,2.5701661243715535e-08,2.8557400888473694e-09
1976,2.4568166057115093e-08,2.856763492431469e-09
1977,2.8796230511218823e-08,1.7630346071939584e-09
1978,3.089107558640336e-08,1.7821774056514528e-09
1979,3.160065631391262e-08,2.925986564150662e-09
1980,2.956278433163817e-08,5.6851505725319385e-09
1981,2.9097527554089453e-08,7.590659656386833e-09
1982,3.786576252551299e-08,3.7245013739806154e-09
1983,4.799640040964448e-08,1.8945948143667124e-09
1984,3.0734745637417404e-08,2.8995041922996734e-09
1985,3.248401336808371e-08,4.210890747202711e-09
1986,3.2969669661042644e-08,7.193382445258578e-09
1987,2.3221103262471843e-08,3.055408426266837e-09
1988,2.5185526109083867e-08,2.99827696004229e-09
1989,1.7013178421620978e-08,5.488121956886971e-09
1990,1.9070278800548124e-08,4.90378582185258e-09
1991,3.165191264642431e-08,7.033758464558559e-09
1992,3.030469308828998e-08,6.060938417817852e-09
1993,2.0495068142611927e-08,7.754890618549837e-09
1994,2.953958855300698e-08,6.857404422078162e-09
1995,3.090796896199066e-08,2.168980273165033e-09
1996,1.9217132551929694e-08,3.2028553142993132e-09
1997,4.603098591182686e-08,1.1507746755512471e-08
1998,2.6224710292233055e-08,1.43043876743576e-09
1999,1.9651864940906094e-08,3.1991407301035224e-09
2000,2.0322944216388805e-08,3.976228346580513e-09
2001,3.329720854594598e-08,4.3812117267449935e-09
2002,2.8039817023817193e-08,6.133709873346049e-09
2003,3.041853657848037e-08,3.333538334260311e-09
2004,2.951210209545252e-08,3.9643121285681815e-09
2005,2.5220998067787548e-08,3.1526248278623825e-09
2006,2.1824816065496577e-08,8.235780057930242e-09
2007,2.196963749812042e-08,2.3966876816494675e-09
2008,3.278228399850036e-08,7.2376475923618955e-09
2009,2.0980047477081598e-08,3.814554005998616e-09
2010,2.645324048700104e-08,7.085689368580006e-09
2011,2.906218632414692e-08,4.9711634531046656e-09
2012,4.493613728340229e-08,6.808505564892542e-09
2013,3.1238199804661804e-08,1.0040850539905222e-08
2014,3.204858967098545e-08,9.094869579673315e-09
2015,4.277990620082939e-08,7.758013967351651e-09
2016,4.411954335203916e-08,1.1599504023962481e-08
2017,3.723104669006716e-08,8.301517390174595e-09
2018,5.214562581734583e-08,1.1358453122500833e-08
2019,3.443833529459539e-08,9.94885196448081e-09
