year,commençant_VERB en_ADP,commençant_VERB sans_ADP
1885,2.12705981272876e-07,1.933690763067375e-09
1886,2.1102826508467842e-07,5.808117542471791e-09
1887,1.7236360849715027e-07,0.0
1888,1.9719311694643693e-07,1.268122939990235e-09
1889,1.685321819877572e-07,0.0
1890,1.264996569716459e-07,1.9663159989136147e-09
1891,1.9441371779116423e-07,6.374220040683554e-10
1892,2.7393399104624905e-07,4.387958441043338e-09
1893,2.0261190103454396e-07,6.15841644346915e-09
1894,2.350474130885516e-07,6.301539290376468e-10
1895,1.8537331958334846e-07,7.824199066419624e-09
1896,2.7539125269093745e-07,5.897029087265082e-09
1897,2.1675374894947197e-07,2.330685422435863e-09
1898,1.9691074815142429e-07,3.3950129374460403e-09
1899,2.1999761656843475e-07,1.6582735185011188e-09
1900,2.133522880587435e-07,7.26747462209687e-09
1901,1.7157428922054407e-07,2.794369402536745e-09
1902,2.1556146245771401e-07,4.910283846193408e-10
1903,1.9116779093053538e-07,5.400220270956879e-10
1904,2.590569234683926e-07,2.1498500757388683e-09
1905,1.8888377528725186e-07,5.160759042333041e-10
1906,1.5998413971374248e-07,2.572092316910357e-09
1907,1.4502818268535833e-07,4.114274698707732e-09
1908,1.6158469362537176e-07,5.893666887857307e-09
1909,1.7988216044484417e-07,4.400786846048277e-09
1910,1.2451871400642744e-07,0.0
1911,1.521627015499405e-07,0.0
1912,1.4013342797269956e-07,2.0837684910901544e-09
1913,1.9037733300919513e-07,4.242391771214216e-09
1914,1.6072185360371805e-07,4.68772043404897e-09
1915,1.5197183245163615e-07,1.1780761921542648e-09
1916,1.801943767532066e-07,4.394984820521586e-09
1917,1.250172424471785e-07,0.0
1918,1.0567466457445107e-07,1.1486376294556067e-09
1919,1.4364243527964504e-07,9.207848372660976e-10
1920,1.1661237131477264e-07,7.572231730534895e-10
1921,1.7190136092359865e-07,7.572747429129834e-10
1922,1.460831272614982e-07,2.2133805899215986e-09
1923,1.4013051918837505e-07,0.0
1924,1.534103324374314e-07,2.578324886925998e-09
1925,1.2647905123230885e-07,1.2097995494286806e-08
1926,1.3709749957513395e-07,1.1146138456652466e-09
1927,1.3713547097893297e-07,0.0
1928,1.4396811520711594e-07,2.2852082448565625e-09
1929,1.5039548717510343e-07,5.570202965543558e-09
1930,1.1764036200734296e-07,3.1510811737689437e-09
1931,1.836262448762227e-07,0.0
1932,1.3151443534198393e-07,1.0959536611565568e-09
1933,2.087660564420446e-07,3.4411986593596566e-09
1934,1.6534580815630306e-07,1.1981580172459871e-08
1935,1.6635914956708575e-07,1.196828414151696e-08
1936,1.4913398960203494e-07,7.274828739411987e-09
1937,1.271702911864736e-07,2.5182236296217297e-09
1938,1.2316954212110431e-07,5.186085783037697e-09
1939,1.330582408698433e-07,6.117620188206274e-09
1940,1.0903866409783802e-07,7.607348528892999e-09
1941,1.2691460726799164e-07,0.0
1942,1.6384744117026173e-07,0.0
1943,1.335488235554294e-07,8.709705845433291e-09
1944,9.31823986860536e-08,1.6065930807940276e-08
1945,2.2002891153505288e-07,6.535512131478072e-09
1946,1.5034793143797742e-07,5.568441707737293e-09
1947,1.0847992615303781e-07,1.1920870957027319e-09
1948,9.675979839585125e-08,2.174377566888097e-09
1949,1.0896879287791705e-07,3.9268033269479474e-09
1950,1.318784812465168e-07,4.2541445921528975e-09
1951,1.5672260489374423e-07,3.1984206394497505e-09
1952,1.3181004998585877e-07,5.272402070488624e-09
1953,1.432919072286154e-07,2.1547654771580937e-09
1954,1.3779276253345074e-07,6.840775057526116e-09
1955,3.810556856720382e-07,0.0
1956,1.1163061452990064e-07,0.0
1957,1.660987054563634e-07,0.0
1958,1.5634540329045876e-07,1.4062814024384807e-08
1959,1.1936151311786602e-07,6.200598257066758e-09
1960,1.3703250534291556e-07,2.076250060767393e-09
1961,1.5285950349941402e-07,2.08444772553662e-09
1962,1.1225262497305266e-07,1.9025869768540815e-09
1963,1.441929926571106e-07,3.879631726988464e-09
1964,1.6305035455133066e-07,4.258777774879263e-09
1965,1.8167183402084675e-07,5.47204326295514e-09
1966,2.1270046879351412e-07,1.1078149508847446e-09
1967,1.4396580194642183e-07,1.4791006197611978e-09
1968,1.5495384486641228e-07,4.491415683816058e-09
1969,1.3625272954342904e-07,4.541757636644661e-09
1970,1.4945856907644384e-07,2.7592350626548523e-09
1971,1.669979194929283e-07,3.083038491169532e-09
1972,1.5749550641430687e-07,1.5390440033513642e-09
1973,1.7642252059246744e-07,5.513203671370093e-09
1974,2.2896076234957263e-07,5.625571675160757e-10
1975,1.9133458728504138e-07,4.569184142155791e-09
1976,4.885065680859668e-07,1.7140580066410394e-09
1977,1.6925131385292502e-07,5.289103821581875e-09
1978,1.829702194200422e-07,7.128709622605811e-09
1979,3.0839899523016356e-07,4.681578680276743e-09
1980,1.8817848523866587e-07,2.2740602734216964e-09
1981,1.8533860313141304e-07,4.427884725544118e-09
1982,1.3035754697909852e-07,8.069752865935698e-09
1983,1.8819641400824594e-07,2.5261264191556165e-09
1984,1.635320394655082e-07,5.799008384599347e-09
1985,1.7685740516526494e-07,2.4062232206745193e-09
1986,2.6735406066791256e-07,2.3977941854269602e-09
1987,1.6621421927709434e-07,3.6664902225425067e-09
1988,1.7689833775591524e-07,2.99827696004229e-09
1989,4.0996271977178367e-07,3.2928733073589456e-09
1990,1.9397197092985152e-07,3.814055737905164e-09
1991,1.3188296854593773e-07,4.10302547493302e-09
1992,1.5317644663781493e-07,5.509944056569793e-09
1993,1.539899665559119e-07,3.323524566667402e-09
1994,1.5402785713547473e-07,1.0549853213248639e-09
1995,1.393569863950006e-07,2.7112254663563817e-09
1996,1.1903945207336619e-07,2.135236876199542e-09
1997,1.256262405213704e-07,2.876936688878118e-09
1998,1.3255398734202117e-07,2.86087753487152e-09
1999,1.5675789932778628e-07,2.285100553223174e-09
2000,1.1442701453034942e-07,4.859834756842929e-09
2001,1.279313788238312e-07,3.943090742808408e-09
2002,9.813936152625047e-08,3.066854992184176e-09
2003,1.0167291675244883e-07,6.667076668520622e-09
2004,1.2201271504252986e-07,3.9643119897903034e-09
2005,1.3060874248793652e-07,1.8014998381943315e-09
2006,8.729926315176328e-08,4.941467679486777e-09
2007,1.0665260186115688e-07,1.997239706952314e-09
2008,1.0813896955674807e-07,1.7029758714315335e-09
2009,9.82247627678845e-08,3.814554005998616e-09
2010,9.069682427309544e-08,1.8895172093635892e-09
2011,8.833374987027298e-08,3.823971805871906e-09
2012,5.140421754923352e-08,3.744677901096338e-09
2013,5.661923790922785e-08,3.904775169871755e-09
2014,4.157654794056942e-08,2.5985342766432495e-09
2015,4.632642447433e-08,3.989835573037226e-09
2016,5.46833776038369e-08,2.6927420293532123e-09
2017,5.811062031568781e-08,2.264050280587071e-09
2018,4.362678862612768e-08,2.581466596041082e-09
2019,5.612173081814831e-08,3.06118530524202e-09
