year,aidant_VERB en_ADP
1948,5.435944139264848e-09
1949,5.890204768377316e-09
1950,9.571825110299415e-09
1951,1.1727541604500402e-08
1952,7.381362632230548e-09
1953,5.386913581872932e-09
1954,1.07497895029951e-08
1955,9.385608290557457e-09
1956,9.593255301254544e-09
1957,9.718541527092839e-09
1958,4.9633461784992505e-09
1959,1.7826719656000023e-08
1960,7.612916519406099e-09
1961,1.111705483225478e-08
1962,8.244543714397423e-09
1963,1.4871922360271128e-08
1964,1.5818317322668918e-08
1965,1.4227312938874803e-08
1966,1.273987226824147e-08
1967,6.409436092980059e-09
1968,9.431973424511852e-09
1969,1.4533624970169967e-08
1970,1.0577067222072856e-08
1971,6.679916619845017e-09
1972,7.69522046084603e-09
1973,7.718485406371656e-09
1974,9.00091468025721e-09
1975,8.567219822452898e-09
1976,1.314111219841152e-08
1977,9.990529292736028e-09
1978,8.910887139279566e-09
1979,5.851973128301324e-09
1980,1.193881615790815e-08
1981,1.138598904049104e-08
1982,1.5518756057986138e-08
1983,1.326216381158929e-08
1984,1.0438215014563212e-08
1985,5.414002135495366e-09
1986,5.994485352545098e-09
1987,9.166224945733603e-09
1988,5.99655392008458e-09
1989,1.4269117443177493e-08
1990,7.62811153132148e-09
1991,1.1722930182145319e-08
1992,1.3774860863069449e-08
1993,1.0524494165053966e-08
1994,1.2132331583813993e-08
1995,1.2471637056421514e-08
1996,9.074756945892659e-09
1997,8.630809844589749e-09
1998,4.7681290027412615e-09
1999,1.1425503210205079e-08
2000,1.8555732950176207e-08
2001,3.5049694258049158e-09
2002,9.63868718173444e-09
2003,8.333845613606172e-09
2004,8.369103632333008e-09
2005,1.3961623857028371e-08
2006,4.941467679486777e-09
2007,1.6377365241737607e-08
2008,1.1495087548496485e-08
2009,1.3827758493789588e-08
2010,1.1809482280966677e-08
2011,1.185431308670104e-08
2012,1.4638286915946708e-08
2013,1.2272150407000026e-08
2014,6.929424548052232e-09
2015,1.10828768384863e-08
2016,1.3670844151159045e-08
2017,1.0062445099379147e-08
2018,1.2132893467686756e-08
2019,7.90806176098613e-09
