year,peut_VERB ôter_VERB,peut_VERB oter_VERB,peut_VERB sauter_VERB
1936,4.7286388138445545e-08,0.0,4.607391446143083e-08
1937,3.1477796369472344e-08,1.2591118148108649e-09,3.273690651894867e-08
1938,2.2040865133021725e-08,0.0,2.3337385357535823e-08
1939,4.282334131744392e-08,3.058810094103137e-09,2.2941076593951948e-08
1940,3.550096039361961e-08,2.5357829169792012e-09,3.550096039361961e-08
1941,2.9515025090631752e-08,0.0,2.066051862925633e-08
1942,1.8205270180260413e-08,0.0,3.034211815133858e-08
1943,4.3548528338988035e-08,0.0,2.9032351633873077e-08
1944,2.8918675454292497e-08,0.0,4.819779064746399e-08
1945,5.2284097051824574e-08,0.0,5.446259976338297e-08
1946,1.9489545977080525e-08,1.3921104269343232e-09,4.872386583087973e-08
1947,4.7683485604466114e-08,1.1920870957027319e-09,7.986983519003843e-08
1948,2.717971980814582e-08,0.0,5.218506160531433e-08
1949,4.712163814701853e-08,0.0,5.988375306742455e-08
1950,4.785912821603233e-08,0.0,2.4461330738745346e-08
1951,5.863770979885885e-08,0.0,6.716683031982029e-08
1952,3.374337254058446e-08,1.0544803918932644e-09,3.268889159357968e-08
1953,3.124409886368085e-08,0.0,3.5553629373907825e-08
1954,5.570345606997762e-08,0.0,3.127211556375187e-08
1955,4.880516257799172e-08,0.0,7.320774386698758e-08
1956,3.226822542501395e-08,0.0,3.8373023869553435e-08
1957,4.8592706747285774e-08,8.835037701437898e-10,4.50586910005768e-08
1958,4.4670112941957996e-08,1.6544486891589827e-09,5.707848060865217e-08
1959,3.5653439312000046e-08,0.0,3.642851353902188e-08
1960,3.737250153790228e-08,6.920833350854139e-10,6.159541499073384e-08
1961,3.335116360858592e-08,1.3896318540318475e-09,6.183861955832981e-08
1962,5.390662849436012e-08,1.2683912808952869e-09,3.7417542841922113e-08
1963,4.7202188824257973e-08,0.0,5.237503231114715e-08
1964,6.996563683969725e-08,6.083968329129164e-10,4.4412967525886415e-08
1965,6.292849974443016e-08,5.472043373977442e-10,5.4720434405908236e-08
1966,4.652822838124848e-08,1.1078149508847446e-09,4.874385695075034e-08
1967,6.261526408479767e-08,1.9721342336964653e-09,5.719189388742052e-08
1968,6.871866276014771e-08,1.796566312384229e-09,6.692209808534244e-08
1969,4.859681013158479e-08,4.5417578031781147e-10,5.359274268812442e-08
1970,5.564457339346518e-08,4.5987250119061684e-10,4.736686776141141e-08
1971,4.573173839617084e-08,3.083038491169532e-09,5.960541216154525e-08
1972,3.9502129567381417e-08,2.0520587451500205e-09,5.4379555081141007e-08
1973,3.859242525550144e-08,5.513203782392395e-10,4.079770832277063e-08
1974,2.5877628928583363e-08,0.0,4.444201451292429e-08
1975,4.6262989883416594e-08,1.1422960355389478e-09,4.16938057412608e-08
1976,3.7709277478370495e-08,5.713526873840635e-10,4.285145038807059e-08
1977,2.4094806150287695e-08,0.0,5.1128001388178745e-08
1978,3.148513272321907e-08,0.0,5.287126469966097e-08
1979,4.388979846225993e-08,0.0,4.7986180362613595e-08
1980,3.9227540327146926e-08,1.7055452605774235e-09,6.310516909024955e-08
1981,3.1627749308427155e-08,6.325549528618524e-10,5.4399727389409236e-08
1982,3.600351305976801e-08,1.8622506869903077e-09,6.269577568218665e-08
1983,3.410270821291306e-08,1.2630632095778083e-09,6.883694680936969e-08
1984,3.131464509920079e-08,2.3196033982486597e-09,6.262929019840158e-08
1985,3.128090142467954e-08,1.2031116103372597e-09,6.61711396787723e-08
1986,3.057187569766029e-08,1.7983456945813714e-09,6.114375139532058e-08
1987,3.727598141267663e-08,1.2221633705067347e-09,6.538574126579988e-08
1988,3.537966719591168e-08,1.1993107618124554e-09,5.157036397918091e-08
1989,3.5123981945162086e-08,2.1952488715726304e-09,6.64062795863174e-08
1990,4.0320017546946474e-08,1.6345953479657283e-09,7.192219442231362e-08
1991,3.868566977871524e-08,0.0,5.8614652687083435e-08
1992,3.4712648755430564e-08,5.509944167592096e-10,4.683452559106627e-08
1993,3.76666093870881e-08,5.539207426075166e-10,7.200969776022248e-08
1994,3.9034457444131476e-08,5.274926606624319e-10,5.274926451193096e-08
1995,3.741491028108612e-08,0.0,5.53089982702204e-08
1996,3.95018808774239e-08,0.0,6.298948562744044e-08
1997,4.363354122460805e-08,0.0,4.794894437054609e-08
1998,3.433052953027982e-08,9.536258449571733e-10,4.72044803245808e-08
1999,4.8901153348879234e-08,4.570201161957499e-10,5.5756455452637965e-08
2000,4.1971297548570874e-08,0.0,5.478359099697627e-08
2001,4.249775287235025e-08,0.0,5.695575211461801e-08
2002,3.1106672793157486e-08,4.38122149670761e-10,6.133710428457562e-08
2003,4.791961316641391e-08,1.6667691671301554e-09,5.083645859826902e-08
2004,3.832168360418109e-08,4.404791253964646e-10,5.417893333969914e-08
2005,4.008337128880157e-08,9.007499190971657e-10,6.035024568973313e-08
2006,4.200247616381603e-08,0.0,5.888582421675892e-08
2007,4.433872291542684e-08,1.1983438685803094e-09,5.2727127552998354e-08
2008,3.2356542334355254e-08,4.257439678578834e-10,6.513882766512324e-08
2009,4.052963475942306e-08,2.384096253749135e-09,6.913879246894794e-08
2010,3.164941375644048e-08,1.4171379625338432e-09,6.613310432612707e-08
2011,2.791499476018089e-08,0.0,7.724423056743035e-08
2012,3.540422710557323e-08,0.0,9.838290537800276e-08
2013,3.346950094851309e-08,0.0,6.944921437934681e-08
2014,5.738429820212332e-08,0.0,9.268105571891283e-08
2015,3.879006982288047e-08,4.433150790905671e-10,8.22349477402895e-08
2016,4.204820314157587e-08,0.0,7.684671743390936e-08
2017,3.9746659297179576e-08,0.0,8.729170986043755e-08
2018,3.304277385041132e-08,0.0,8.931874617701396e-08
2019,6.300939503489644e-08,5.1019755087367e-10,9.107026244237204e-08
