year,peut_VERB ôter_VERB,peut_VERB oter_VERB,peut_VERB sauter_VERB
1800,2.7354229814591235e-07,9.432493897065797e-09,4.087413785214267e-08
1801,2.333558910549982e-07,0.0,1.904946067554647e-08
1802,3.8043282302169246e-07,4.475680270843441e-09,4.475680270843441e-09
1803,2.2428901047533145e-07,1.950339223455444e-09,5.851017803593095e-08
1804,3.9549615848955e-07,9.887403784603066e-09,3.460591457837836e-08
1805,3.2693094453861704e-07,5.685755422035754e-09,2.842877711017877e-09
1806,3.7749865100522584e-07,5.76333825108577e-09,4.3225035994964855e-08
1807,2.619198653519561e-07,2.8469551160981155e-09,5.693910232196231e-09
1808,3.2404858529844205e-07,6.798221985349073e-09,1.8128591960930862e-08
1809,2.3042110797177884e-07,0.0,6.7770917766551975e-09
1810,2.7145469516653975e-07,0.0,2.3401266702194334e-08
1811,1.9555199060050654e-07,2.5070767684098882e-09,2.2563691359778204e-08
1812,2.053750307595692e-07,5.3344164641089264e-09,1.8670457180292033e-08
1813,4.02603831162196e-07,0.0,0.0
1814,1.8250727862323401e-07,0.0,0.0
1815,1.4834729711310501e-07,5.394447111228828e-09,8.091670444798638e-09
1816,3.939926500606816e-07,0.0,2.3176038865813098e-09
1817,3.331709024223528e-07,4.670620334934483e-09,6.227493631882908e-09
1818,3.4094566103703983e-07,3.5763532135746345e-09,2.6226590676969863e-08
1819,2.4428479150628846e-07,1.035105001712111e-09,9.315945348475907e-09
1820,3.666742713903659e-07,0.0,2.7292905713238724e-08
1821,3.0767844805268396e-07,9.86148829262845e-10,2.2681422962023134e-08
1822,2.3560197348615475e-07,0.0,1.7043547018147365e-08
1823,3.8740131458325777e-07,2.9648061783404955e-09,4.0519015698237126e-08
1824,2.6779139261634555e-07,0.0,1.3473780313688621e-08
1825,2.9057960659883975e-07,4.4027217427355936e-09,9.68598712347557e-09
1826,2.71285927055942e-07,7.92718590769681e-09,9.688783109140786e-09
1827,3.198393869752181e-07,9.217273055917019e-10,1.474763688946723e-08
1828,2.1738354405442806e-07,1.8344602503717056e-09,3.0268594741755805e-08
1829,2.8291481157793896e-07,8.57317605795771e-10,1.7146351893870815e-08
1830,3.0893033908796497e-07,1.0436835840010872e-09,2.922314124020886e-08
1831,2.3386809289149824e-07,1.5591206103948707e-09,2.6505050598757407e-08
1832,1.826545883432118e-07,4.058990921151917e-09,1.3529969367098715e-09
1833,1.586957125709887e-07,1.1583628500844156e-09,3.359252431778259e-08
1834,2.184280276651407e-07,2.8003592777992026e-09,1.120143711119681e-08
1835,2.064722934846941e-07,3.025235173481633e-09,1.5882484660778573e-08
1836,3.19235624601788e-07,5.376600220596828e-09,1.4113575197427508e-08
1837,2.2891461526342027e-07,1.3915781860163179e-09,1.3915782304252389e-08
1838,1.8557756220616284e-07,1.8936485712828244e-09,1.5149188570262595e-08
1839,2.4190504177568073e-07,6.9914749545318955e-09,1.3283802502428443e-08
1840,1.993712572812001e-07,1.9109065441114126e-09,3.630722389402763e-08
1841,1.46388501320871e-07,3.852329122366882e-09,1.4767261191650505e-08
1842,1.7978150879116583e-07,6.037438549100216e-09,1.2745703159566801e-08
1843,1.6480281317399204e-07,1.1813822142769936e-09,4.134837805480629e-09
1844,2.0527218680399528e-07,2.195424508855126e-09,1.811225303072206e-08
1845,1.9921414207146881e-07,2.2320911785556063e-09,3.2923345827384765e-08
1846,1.8324588779705664e-07,4.0981511517657054e-09,2.3418005312692003e-08
1847,2.178862388291236e-07,2.1572894581822766e-09,2.3190860787281053e-08
1848,1.6090443466509896e-07,8.045221711050488e-10,4.263967667839097e-08
1849,1.2652915870603465e-07,0.0,1.6758828991214614e-08
1850,1.6904600386169477e-07,4.752297222410107e-09,1.5614691761811628e-08
1851,1.1480000949859459e-07,5.159551008659946e-09,3.353708066811123e-08
1852,1.58206248102033e-07,1.9531636308300904e-09,3.190167419120371e-08
1853,1.6303373229220597e-07,5.971931837933653e-10,3.1054046445433414e-08
1854,1.283329140733258e-07,2.597832282624779e-09,1.6626126253527218e-08
1855,1.5549325382835377e-07,2.653468555990912e-09,1.8043586180738203e-08
1856,1.346069211649592e-07,4.65947025407587e-09,2.1226476576430287e-08
1857,1.332652033170234e-07,9.763018171682347e-10,1.9526035899275485e-08
1858,1.5806573117060907e-07,5.3830435664536935e-09,2.6425849952715907e-08
1859,1.2323059195296082e-07,5.092173349652285e-10,1.5276519604867644e-08
1860,1.2358395906630903e-07,3.204028764525191e-09,1.4189270203246451e-08
1861,1.5043924861402047e-07,1.414789119191795e-09,3.0182167876091626e-08
1862,1.902072170878455e-07,1.8071945051545413e-09,1.2198563048571032e-08
1863,1.5583216850245662e-07,9.989241656072068e-10,1.6482248454963155e-08
1864,1.5199287872746936e-07,9.589455562952764e-09,1.965838514195184e-08
1865,8.660593664444605e-08,1.4120533076145136e-09,1.7415324293779122e-08
1866,1.0607035960674693e-07,9.731225825149181e-10,3.065336073859726e-08
1867,1.4364321998527885e-07,2.426405742994575e-09,1.649955905236311e-08
1868,8.348386870693503e-08,9.87974813071446e-10,1.531360993567432e-08
1869,8.106641757876787e-08,4.883519144627257e-10,2.8324411260882698e-08
1870,1.0722671106577764e-07,1.7202146374017957e-09,1.8922360567330543e-08
1871,8.390730243945654e-08,2.1242354542039266e-09,2.973929724703339e-08
1872,9.917636134559871e-08,1.2094678591978436e-09,1.3908880269752899e-08
1873,7.781805777540285e-08,0.0,4.19020302899753e-08
1874,8.48394492436455e-08,0.0,3.525019565131515e-08
1875,1.178634576604054e-07,0.0,3.1468399441791917e-08
1876,1.2152489148320456e-07,1.209202959984168e-09,3.567148709748835e-08
1877,9.895705943563371e-08,3.7108897066318036e-09,2.9068635498674666e-08
1878,6.2202616391005e-08,2.4156354139215352e-09,3.32149880932775e-08
1879,8.61414832797891e-08,6.109325378922392e-09,3.0546626561545054e-08
1880,6.161132404258751e-08,3.2089231272180996e-09,1.8611753915820373e-08
1881,6.066081681410651e-08,2.0917522713936876e-09,2.370652651961791e-08
1882,9.184431348785438e-08,1.9966155395678697e-09,1.8635077481121698e-08
1883,6.888079440159345e-08,0.0,4.2971503688704615e-08
1884,7.393900602892245e-08,2.6406787867472303e-09,3.895001299270007e-08
1885,6.896830484492966e-08,3.222817901438191e-09,2.5782542323327107e-08
1886,5.485444276587259e-08,5.808117431449489e-09,4.065682190912412e-08
1887,8.226444947467826e-08,2.6115698492645834e-09,3.3297514079322355e-08
1888,6.594239465584906e-08,1.9021844099853524e-09,2.4728397107764977e-08
1889,6.327788071303075e-08,6.265136742733546e-10,1.566284169030041e-08
1890,7.406456603575862e-08,1.3108772956016423e-09,3.1461055982617836e-08
1891,7.967774706685304e-08,6.374220040683554e-10,3.059625441892422e-08
1892,6.519253048509199e-08,1.8805537127519756e-09,2.1312942521944933e-08
1893,5.9120800699474785e-08,0.0,3.4487133149241345e-08
1894,4.7891699495039575e-08,1.8904617871129403e-09,3.276800342177921e-08
1895,5.8982422501685505e-08,2.4074457982692365e-09,3.5509824414248214e-08
1896,3.833068973335685e-08,0.0,3.774098544795379e-08
1897,5.710179351581246e-08,2.9133566670225264e-09,3.1464253424928756e-08
1898,5.8846890027552945e-08,5.6583548957434e-10,3.395012981854961e-08
1899,4.366786754417262e-08,5.527578395003729e-10,2.7085134135518274e-08
1900,3.7894686499839736e-08,0.0,3.426094963288051e-08
1901,4.0238919751800495e-08,5.588738916095792e-10,3.073806453812722e-08
1902,3.879124221839447e-08,1.4730851538580225e-09,3.0443761289689064e-08
1903,5.886240117547459e-08,3.2401321625741275e-09,3.456140973412403e-08
1904,3.0097901060344157e-08,5.374625189347171e-10,2.741058935384899e-08
1905,4.541468001661997e-08,1.0321518084666081e-09,3.148063143498803e-08
1906,2.983626856689625e-08,5.144184522798412e-10,3.189394348623864e-08
1907,5.348557152728972e-08,5.142843373384665e-10,3.5485619775954547e-08
1908,3.3397444809679655e-08,4.911389073214423e-10,4.174680867663483e-08
1909,6.931239227014885e-08,1.1001967115120692e-09,4.2357573448725816e-08
1910,5.2907090264397993e-08,1.068830135508847e-09,3.313373397872965e-08
1911,3.990280461607654e-08,5.320374141248863e-10,1.755723388896513e-08
1912,5.365703970028335e-08,1.5628263683176158e-09,3.9070659596518453e-08
1913,5.196929819817342e-08,1.5908969142053309e-09,2.969674284258872e-08
1914,5.2234600644851525e-08,8.705766885164223e-09,3.549274296688054e-08
1915,3.2986132936230206e-08,0.0,1.767114277129167e-08
1916,8.570220444426013e-08,0.0,1.8678685265172135e-08
1917,2.631941953268324e-08,0.0,4.7155623406069935e-08
1918,5.168869421368072e-08,0.0,2.986458014220261e-08
1919,2.9465114792515124e-08,9.207848372660976e-10,4.4197673076951105e-08
1920,5.073395215049459e-08,1.514446346106979e-09,2.8774479687854182e-08
1921,3.7863738810983705e-08,0.0,1.817459427400081e-08
1922,5.1645550058765366e-08,0.0,3.6151885041135756e-08
1923,6.581888101209188e-08,0.0,4.0340601970001444e-08
1924,4.383152329978657e-08,0.0,3.738571052736006e-08
1925,4.9491799103407175e-08,1.0998177923937646e-09,2.969508017258704e-08
1926,4.458455293843144e-08,0.0,4.0126099776216506e-08
1927,6.243566019747959e-08,3.3447675740205796e-09,4.7941668412931904e-08
1928,2.9707706517001498e-08,0.0,2.5137291359556002e-08
1929,3.342121956961819e-08,2.2280812750352652e-09,3.4535258208734376e-08
1930,4.411513643276521e-08,0.0,6.722306267192835e-08
1931,4.219981875053236e-08,1.1405356659111021e-09,4.676196141417677e-08
1932,3.06867029564728e-08,2.1919073223131136e-09,2.520693342944469e-08
1933,2.2941325283909464e-08,2.2941324395731044e-09,2.064719240024715e-08
1934,3.9539216345474415e-08,0.0,3.2350264689284813e-08
1935,3.949533677882755e-08,4.787313656606784e-09,2.2739740757060645e-08
