year,travaillant_VERB en_ADP,travaillant_VERB sans_ADP
1800,1.2262241000371432e-07,1.4148740357100564e-07
1801,1.3096504858367553e-07,5.476719877606229e-08
1802,1.4993528907325526e-07,5.147032311469957e-08
1803,9.361628405812894e-08,5.4609499811064666e-08
1804,7.415552971679062e-08,5.6852570651244605e-08
1805,6.254330742194725e-08,7.960057502032214e-08
1806,6.051504897186533e-08,6.339671898558663e-08
1807,1.6512339584551228e-07,7.117387923472052e-08
1808,8.157866204783204e-08,3.6257183921861724e-08
1809,5.4216732658929345e-08,5.873479480555943e-08
1810,7.488405628919281e-08,7.722418615685456e-08
1811,1.5543875520052097e-07,1.0279014617253779e-07
1812,3.200649700829672e-08,5.067695596494559e-08
1813,1.35159851311073e-07,3.163315653864629e-08
1814,3.4613449884091096e-08,7.866692897096073e-08
1815,1.0249449644561537e-07,1.1867783911156948e-07
1816,7.416332437060191e-08,9.965696889935316e-08
1817,8.874178480944295e-08,1.2143612915238577e-07
1818,1.335171828653614e-07,5.4837415719433125e-08
1819,6.003609342997152e-08,7.349245834120666e-08
1820,9.374520004712394e-08,1.2459804565878585e-07
1821,1.1833785862336299e-07,7.198886153858552e-08
1822,1.0727409005539812e-07,8.72228582693424e-08
1823,9.981513537926645e-08,1.0772128367086964e-07
1824,9.179012838700373e-08,7.157945702829238e-08
1825,1.2944001070991362e-07,8.805442908155214e-08
1826,1.3652375230321923e-07,1.0305341446859018e-07
1827,1.8711064048160253e-07,7.373818622369299e-08
1828,4.586150598173688e-08,7.06267186956211e-08
1829,1.0202079181453882e-07,5.3153691226270894e-08
1830,1.1376150865771706e-07,1.2419835115906608e-07
1831,1.0134283767726515e-07,4.5214498811674275e-08
1832,9.065079353831607e-08,9.741577855493233e-08
1833,1.135195623058749e-07,2.7800708068959068e-08
1834,1.0454674281845655e-07,9.241185838781973e-08
1835,8.924443761770817e-08,8.924443761770817e-08
1836,1.0753200285762432e-07,8.669767481706003e-08
1837,1.4820307114860043e-07,7.72325918774186e-08
1838,1.0667553418386433e-07,1.022570224051833e-07
1839,1.629013781645483e-07,8.249940652849119e-08
1840,1.5605736924939606e-07,8.153201491722939e-08
1841,1.091493242455499e-07,7.704657978280238e-08
1842,1.1873629146563758e-07,8.854910182876097e-08
1843,1.0278025541765601e-07,6.202256619403101e-08
1844,1.2239492197529955e-07,9.714753312906055e-08
1845,1.61268587817176e-07,8.816759988761191e-08
1846,1.0421012164307797e-07,6.030136590062796e-08
1847,1.7150451014913415e-07,1.0247125104001498e-07
1848,1.1504666730388635e-07,1.3033258916550494e-07
1849,1.508294644736452e-07,1.064185666255213e-07
1850,1.072661364176497e-07,1.1541293432060229e-07
1851,1.8574384030856095e-07,1.0448091103398838e-07
1852,1.9075898194387264e-07,9.635607245428446e-08
1853,1.5049267765299135e-07,1.128695146235259e-07
1854,1.402829354901769e-07,1.2729378173759187e-07
1855,1.1250706677401467e-07,1.300199592435547e-07
1856,1.2218166034472233e-07,9.991975402634523e-08
1857,1.6401870084337133e-07,1.0983395348773684e-07
1858,1.0766087210622999e-07,8.808616835942473e-08
1859,1.1355546392088911e-07,1.323965066468702e-07
1860,1.2724570996880402e-07,1.3594235781511088e-07
1861,1.3016060462778256e-07,1.0139322093039027e-07
1862,1.513525447471853e-07,1.0481728218714181e-07
1863,1.423467000383205e-07,1.1287843304508272e-07
1864,1.1459400028890343e-07,1.5774654382738618e-07
1865,1.4167602024883763e-07,1.0684536949634449e-07
1866,1.3039841917361628e-07,1.1969407864853565e-07
1867,2.0867089389753346e-07,1.334523194174153e-07
1868,1.7289559917088582e-07,1.0373735293001118e-07
1869,1.4162204831080771e-07,1.4552887339647214e-07
1870,1.5539271869258187e-07,1.4277781534843825e-07
1871,1.6887671794307835e-07,1.242677696300376e-07
1872,1.4634561074089447e-07,1.3122725928127466e-07
1873,1.3288929512356162e-07,1.3049490066308067e-07
1874,1.6071698949460256e-07,1.0873788625076486e-07
1875,1.2644574576281542e-07,1.0642040376707129e-07
1876,1.7110221706140294e-07,9.915464072030034e-08
1877,1.5462039471003663e-07,1.1503757624264921e-07
1878,1.509772169505652e-07,9.602151118670577e-08
1879,1.6434084670891025e-07,1.1363344987191937e-07
1880,1.6237151090336965e-07,1.0846160058974874e-07
1881,1.7779894245784078e-07,1.1574362646094016e-07
1882,1.5906371042540002e-07,1.1646924091834876e-07
1883,1.5482380000264584e-07,1.0300522834683079e-07
1884,2.066331168393276e-07,1.201508812442853e-07
1885,1.7338760655016827e-07,1.2955728051489146e-07
1886,2.5555716831604514e-07,1.1809838551535279e-07
1887,1.9456195854417047e-07,9.793386901435497e-08
1888,1.94022812038952e-07,1.2173979868634888e-07
1889,2.2053280934741792e-07,1.4723072006006532e-07
1890,1.9400983575224018e-07,1.284659725264703e-07
1891,2.1289895490994581e-07,1.05174629339011e-07
1892,1.8304056137452562e-07,7.334159679572849e-08
1893,2.5865350083975613e-07,1.0284555451711697e-07
1894,1.8778587618228926e-07,1.1405785915741262e-07
1895,2.16670126507168e-07,9.62978337071263e-08
1896,2.293944323383812e-07,1.4034928463857455e-07
1897,3.041544367476945e-07,1.1245557163253039e-07
1898,2.4953345878486743e-07,1.329713437137059e-07
1899,3.156247334601403e-07,1.2105396685058167e-07
1900,3.1924976062747135e-07,1.4223486299869137e-07
1901,3.766809940630722e-07,1.3301198009685322e-07
1902,5.013399595465984e-07,1.4141617299401332e-07
1903,4.6657904384517224e-07,1.2960527939753774e-07
1904,4.939280406901503e-07,1.0534265282302613e-07
1905,4.0408742441044865e-07,1.0373125558515994e-07
1906,3.852994261421827e-07,1.100855482327745e-07
1907,3.800561371170019e-07,1.1005684807940952e-07
1908,3.536200117171262e-07,1.222935912537082e-07
1909,4.5438123552621335e-07,1.0396858785011176e-07
1910,4.4249566644172234e-07,1.303972796407038e-07
1911,5.868372463524452e-07,1.1438804481400666e-07
1912,6.897273685524397e-07,1.0262559990703579e-07
1913,6.326466848172174e-07,8.113574367918375e-08
1914,4.4265475418470146e-07,1.5067673642121804e-07
1915,5.595861898299859e-07,1.354787597662721e-07
1916,4.99929512898234e-07,1.6041694372859183e-07
1917,6.426324908881398e-07,1.1953402678788194e-07
1918,6.26007498283343e-07,1.4128243019939646e-07
1919,6.18767411530996e-07,1.4916714152768407e-07
1920,5.913912919375264e-07,1.2948516125987908e-07
1921,5.732569716698777e-07,7.724202677472647e-08
1922,6.094174871407176e-07,9.296198388852872e-08
1923,4.777176525472271e-07,1.1465223703766014e-07
1924,6.020388729766069e-07,1.2504876401031595e-07
1925,5.213136544668373e-07,1.0228305447057551e-07
1926,5.784846131007271e-07,1.0588831500513152e-07
1927,5.295881972955385e-07,1.1372209440807524e-07
1928,6.638529805869098e-07,8.6837914636817e-08
1929,6.015819220550611e-07,1.0917598558535246e-07
1930,6.16561523614223e-07,1.0713675857587646e-07
1931,5.999217824737002e-07,1.1633463437021874e-07
1932,6.038704931654593e-07,1.1945894629050713e-07
1933,7.375635853179574e-07,9.520649335570397e-08
1934,6.637795362252064e-07,1.1142869738023364e-07
1935,6.30728566264338e-07,1.1848601300101791e-07
1936,6.826214367094963e-07,1.3579680935293936e-07
1937,8.096089212372704e-07,1.3220674111025232e-07
1938,6.962319893943913e-07,1.0890780099970243e-07
1939,8.381139702251517e-07,1.085877601170182e-07
1940,6.82125624429375e-07,9.128818678760808e-08
1941,6.493305981791764e-07,1.0035108743977617e-07
1942,7.919292723812532e-07,9.102635090130207e-08
1943,7.751638282371687e-07,1.016132320508234e-07
1944,9.735954211720355e-07,1.188878862024012e-07
1945,1.0347893741879943e-06,8.496165548876888e-08
1946,1.0148485216632253e-06,1.531321451864187e-07
1947,7.748566037690807e-07,1.12056187440146e-07
1948,8.643150941622935e-07,7.827759507250676e-08
1949,9.532315168314653e-07,8.737137324743571e-08
1950,9.61436654733916e-07,8.614643021154222e-08
1951,9.851134894489633e-07,1.002171732267243e-07
1952,1.0007019088931202e-06,1.3602797377387787e-07
1953,8.597514273844808e-07,8.726800393432654e-08
1954,9.332772261672062e-07,9.088458496897545e-08
1955,9.995671987894639e-07,6.851493417059373e-08
1956,1.002059200061467e-06,1.0116524329362164e-07
1957,1.031048913802124e-06,9.983592441642486e-08
1958,1.0894544839601394e-06,8.934023165707572e-08
1959,1.0858798100699119e-06,8.138285334524653e-08
1960,1.0104416432454855e-06,7.474499841286786e-08
1961,1.0672373029763094e-06,9.449496651825484e-08
1962,9.620748038230431e-07,8.434801945789161e-08
1963,1.193633423213214e-06,1.2285500883280065e-07
1964,1.114583053407614e-06,6.99656346192512e-08
1965,1.1409210820545468e-06,9.028871872374111e-08
1966,1.1039375529264817e-06,7.976267379916635e-08
1967,9.929695412580486e-07,7.592716788629161e-08
1968,1.0864734942828136e-06,6.692209453262876e-08
1969,1.017807889525102e-06,7.811823365955206e-08
1970,1.0678239164008119e-06,7.449934535941338e-08
1971,1.1386688729686512e-06,7.604828144991416e-08
1972,1.1773687624838658e-06,7.490014564126568e-08
1973,1.0601890956252191e-06,7.55308890987294e-08
1974,1.2123106465367073e-06,6.019361764586506e-08
1975,1.1131675137221464e-06,6.682431674676081e-08
1976,1.2684030217258169e-06,7.484720532247024e-08
1977,1.1330435256695637e-06,5.876781683511467e-08
1978,1.1685143554984734e-06,6.594056278785843e-08
1979,1.1522535494634667e-06,7.724605133319074e-08
1980,9.11898176525483e-07,7.163289966749531e-08
1981,1.1341709971190994e-06,5.756249921162748e-08
1982,1.166389708373572e-06,6.455802270544098e-08
1983,1.4114731641257094e-06,5.1154061764258074e-08
1984,1.046720996100703e-06,5.8569985750267506e-08
1985,1.057535143900168e-06,6.316336076395146e-08
1986,1.0142669513157898e-06,6.713823541559805e-08
1987,1.0119512481310267e-06,8.432927200985318e-08
1988,9.684434267853703e-07,6.416312725576745e-08
1989,8.440731882330965e-07,6.201577917863688e-08
1990,9.251809380828036e-07,5.993515950208916e-08
1991,9.39006696398792e-07,6.916528638711839e-08
1992,9.080387819437874e-07,6.226237037054716e-08
1993,8.691016546436003e-07,4.874502623763988e-08
1994,9.067598902845475e-07,5.5386727648709666e-08
1995,8.160788631528249e-07,6.886512782244836e-08
1996,8.925289911587697e-07,1.9377274074194872e-07
1997,8.71711812067133e-07,5.7059245328616726e-08
1998,9.536258609443848e-07,5.8171174988075336e-08
1999,1.0474901586121632e-06,7.952149827517019e-08
2000,8.23521055792753e-07,6.450325873430529e-08
2001,8.398783162277823e-07,6.52800542511045e-08
2002,1.2495243382204535e-06,7.229015253074067e-08
2003,9.129728368861834e-07,6.917092365554822e-08
2004,9.051846134866537e-07,7.444096850051096e-08
2005,8.714755530547791e-07,7.521262057608169e-08
2006,8.845227483789131e-07,4.982646917284228e-08
2007,8.080831896961627e-07,6.191443180370015e-08
2008,8.11467980810221e-07,5.960415716543821e-08
2009,7.657717038256351e-07,6.103286498415628e-08
2010,7.203784235798594e-07,6.707786104342972e-08
2011,7.273194775336833e-07,6.19483464525672e-08
2012,6.621271335660595e-07,6.536164942616551e-08
2013,6.163966368433194e-07,6.72179161220754e-08
2014,5.12127760643466e-07,6.431372057136286e-08
2015,4.6104768003374375e-07,6.361571580626446e-08
2016,4.014256891338164e-07,8.202506585064384e-08
2017,4.769599062370844e-07,5.961998805759094e-08
2018,4.6027550659744065e-07,7.331365514673394e-08
2019,4.479534592150003e-07,6.045840805768421e-08
