year,charmant_VERB en_ADP,charmant_VERB sans_ADP
1934,1.1981580172459871e-08,7.188948103475923e-09
1935,2.154291056655211e-08,2.393656828303392e-09
1936,1.576212937948185e-08,6.0623572828433225e-09
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.089252066321933e-08,6.535512131478072e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.4305045148432782e-08,5.960435700558264e-09
1948,2.1743776335014786e-08,5.435944139264848e-09
1949,1.1780409536754632e-08,9.817008317369869e-10
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,8.619061908632375e-09,0.0
1954,5.863521668203475e-09,4.886268278880834e-09
1955,8.447047505910632e-09,0.0
1956,1.5698054411927842e-08,1.744228317335228e-09
1957,1.1485549400447326e-08,8.835037701437898e-10
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,1.1626121954044777e-08,7.750747821333448e-10
1960,6.2287499602575735e-09,7.612916519406099e-09
1961,1.181187059273725e-08,2.08444772553662e-09
1962,1.2049716779927166e-08,3.805173953708163e-09
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,7.909158661334459e-09,1.8251904432275978e-09
1965,4.3776345326485e-09,6.0192477668863376e-09
1966,1.38476865529924e-08,2.215629901769489e-09
1967,8.381570104631919e-09,4.437302081328198e-09
1968,1.0779397818794223e-08,8.533690198930799e-09
1969,4.541757803178115e-09,1.3625273131978588e-09
1970,1.0577067943717822e-08,3.219107425067591e-09
1971,8.735275613958038e-09,4.624557625731995e-09
1972,8.721249500354133e-09,3.5911027485013847e-09
1973,4.410563136936219e-09,2.205281512956958e-09
1974,7.313243344242437e-09,3.3753431161187564e-09
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,4.570821499072508e-09,3.4281160132820787e-09
1977,3.5260691033656144e-09,2.3507127355770763e-09
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,4.096381456264453e-09,2.925986564150662e-09
1980,1.2507331170752423e-08,2.8425752862659692e-09
1981,5.0604397339171214e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,2.483000915987077e-09
1983,1.0736036948344463e-08,3.157658134966823e-09
1984,7.538710988796993e-09,2.8995041922996734e-09
1985,6.617113856854928e-09,3.0077789148208467e-09
1986,8.991728306373403e-09,3.5966913891627428e-09
1987,5.49973533381376e-09,4.277571630240118e-09
1988,2.99827696004229e-09,3.597932174415064e-09
1989,7.683371272548811e-09,4.939309850016116e-09
1990,5.993515905799995e-09,5.993515905799995e-09
1991,8.20605094986604e-09,2.9307325455363298e-09
1992,5.5099441120809445e-09,2.2039776670368383e-09
1993,3.877445031719162e-09,5.539207426075166e-10
1994,8.967375231261343e-09,4.2199412852994556e-09
1995,7.049185846152994e-09,1.626735190995987e-09
1996,6.4057106285986265e-09,1.067618438099771e-09
1997,1.5343662340683295e-08,1.438468344439059e-09
1998,5.2449422582867555e-09,1.9072516899143466e-09
1999,1.0511462811280126e-08,1.3710603763428253e-09
2000,1.3695897749244068e-08,2.6508188977203417e-09
2001,7.009938934876558e-09,4.381211837767296e-09
2002,7.886198694073698e-09,3.504977197366088e-09
2003,9.167230530238157e-09,2.5001538617175356e-09
2004,8.369103104977071e-09,3.0833537945085254e-09
2005,6.755624171184138e-09,1.3511248786457486e-09
2006,5.353256837814513e-09,1.6471559671771274e-09
2007,1.2382886549477945e-08,3.1955835755326234e-09
2008,1.9158479247494142e-08,3.405951742863067e-09
2009,1.811913175053803e-08,3.337734755248789e-09
2010,1.4171379458804978e-08,3.7790344187271785e-09
2011,2.5238214962364225e-08,3.4415748029203996e-09
2012,2.655317102306931e-08,4.425528388196653e-09
2013,2.398647502843687e-08,5.578249862026041e-09
2014,2.9233510639992133e-08,7.145969149746634e-09
2015,2.194409667866104e-08,7.979671146074452e-09
2016,2.5477482151758934e-08,9.735297901158901e-09
2017,2.7420163917213358e-08,7.043711836018929e-09
2018,2.9170574067372e-08,8.776987137082415e-09
2019,2.9591457728628257e-08,5.867272001580659e-09
