year,soit_VERB au_ADP,soit_VERB sot_ADJ
1800,3.1347320104124776e-06,0.0
1801,2.5478652787569445e-06,4.7623651688866175e-09
1802,2.7928245174280164e-06,6.713520406265161e-09
1803,3.032777378564333e-06,0.0
1804,3.0304892404409145e-06,0.0
1805,2.9338498526154666e-06,0.0
1806,2.9652376269950764e-06,8.645007376628655e-09
1807,3.254069753211297e-06,0.0
1808,2.6943619784169925e-06,0.0
1809,3.0745405459331465e-06,1.8072244145628247e-08
1810,3.0023825181579866e-06,9.360507036149102e-09
1811,3.028548626105021e-06,0.0
1812,2.77656375047286e-06,0.0
1813,3.315730121133953e-06,0.0
1814,2.6935556434182217e-06,0.0
1815,2.503023448063857e-06,0.0
1816,2.6281627469870728e-06,6.952811659743929e-09
1817,3.0359032292537336e-06,0.0
1818,2.722796800247451e-06,4.768470951432846e-09
1819,2.804099367481605e-06,0.0
1820,3.0413791911598764e-06,1.1866481131050932e-09
1821,3.1073549018323376e-06,1.97229765852569e-09
1822,3.0377616297982968e-06,1.2030739071633434e-08
1823,2.7108210141069122e-06,1.4824030003524058e-08
1824,2.8867574606294966e-06,8.421112696055388e-10
1825,2.831830374638855e-06,3.522177216552791e-09
1826,2.5657658118127813e-06,1.0569580766173203e-08
1827,2.9937702947790967e-06,0.0
1828,2.7837934668539788e-06,1.8344602503717056e-09
1829,2.7374151365666677e-06,2.571952872898464e-09
1830,2.9097898661678556e-06,9.39315203396518e-09
1831,2.8812549248691255e-06,0.0
1832,2.8453526224048176e-06,0.0
1833,2.847255989202324e-06,1.3900354645102198e-08
1834,3.009452880231578e-06,0.0
1835,3.075907898164587e-06,1.5882484660778573e-08
1836,3.242089735788767e-06,0.0
1837,3.0566014013189147e-06,6.957890930081589e-10
1838,2.8808706784566596e-06,6.312161904276081e-10
1839,2.9168434556581246e-06,2.0974426639952526e-09
1840,2.8536205407547754e-06,0.0
1841,2.98362894479709e-06,0.0
1842,3.064335408531349e-06,6.708265054555795e-10
1843,3.2824705851197677e-06,0.0
1844,3.1608625183920935e-06,0.0
1845,2.962542997142492e-06,5.580227946389016e-10
1846,3.334724026249347e-06,0.0
1847,3.143710097575081e-06,0.0
1848,3.024198783840859e-06,1.6090443422100975e-09
1849,3.0903281391658766e-06,0.0
1850,2.9966629009337e-06,2.0366988096043315e-09
1851,3.1647395886125196e-06,0.0
1852,2.8945885808262517e-06,1.3021090872200602e-09
1853,3.0122424892198296e-06,2.9859659189668264e-09
1854,3.20780332963011e-06,2.0782657816909023e-09
1855,3.28074845157289e-06,5.306937111981824e-10
1856,3.0623075062408134e-06,5.177189232874468e-10
1857,3.0836494016028837e-06,9.763018171682347e-10
1858,3.1804001139335014e-06,0.0
1859,3.208578400304418e-06,5.092173349652285e-10
1860,3.0232299805810214e-06,0.0
1861,3.3525786129473545e-06,5.659156698811785e-09
1862,3.690743001882879e-06,0.0
1863,3.1770782200624126e-06,4.994620828036034e-10
1864,2.9746493295235155e-06,0.0
1865,3.186062912163834e-06,6.589582213223366e-09
1866,3.3261330738554307e-06,0.0
1867,3.3683364932812765e-06,5.82337378318698e-09
1868,3.0454323018958007e-06,4.93987406535723e-10
1869,3.1098249042571524e-06,1.4650557433881772e-09
1870,3.027577800907011e-06,5.734048791339319e-10
1871,3.46462795519642e-06,1.0621177271019633e-09
1872,3.2843100843393813e-06,6.047339295989218e-10
1873,3.22166770416743e-06,1.0176207432266438e-08
1874,3.099029695974309e-06,1.7923826867161097e-09
1875,3.370551530323951e-06,3.432916173551348e-09
1876,3.3851636267456797e-06,1.209202959984168e-09
1877,3.29032208057356e-06,0.0
1878,3.056382752220088e-06,0.0
1879,3.4126691765834494e-06,1.221865053580018e-09
1880,3.2808029359898683e-06,4.492492600149944e-09
1881,3.368418347804436e-06,2.7890030285249168e-09
1882,3.5692830238076567e-06,6.655385131892899e-10
1883,3.206432555913352e-06,4.423537092179686e-09
1884,3.3536621586449655e-06,0.0
1885,3.3923381401734787e-06,1.933690763067375e-09
1886,3.3558011764966977e-06,0.0
1887,3.3232226854806868e-06,5.876032105334161e-09
1888,3.3953992755186846e-06,6.340614699951175e-10
1889,3.4163791227115325e-06,1.8795409673089125e-09
1890,3.4653042391141753e-06,0.0
1891,3.518569478444533e-06,1.2748440081367107e-09
1892,3.483412328364466e-06,0.0
1893,3.6186855894015935e-06,0.0
1894,3.6114121257924126e-06,3.150769645188234e-09
1895,3.446860631584059e-06,0.0
1896,3.6007259396342306e-06,2.358811590497112e-09
1897,3.584594210792602e-06,2.9133566670225264e-09
1898,3.7198025069073992e-06,2.8291773368493978e-09
1899,3.7349847730183683e-06,2.7637891975018647e-09
1900,3.444782976202987e-06,2.595526460424935e-09
1901,3.7014217610931155e-06,0.0
1902,4.206149128549441e-06,2.9461704187383475e-09
1903,3.6030268688591605e-06,5.400220270956879e-10
1904,3.7203155471843274e-06,0.0
1905,3.75651642059438e-06,0.0
1906,3.6657458224453876e-06,2.0576738091193647e-09
1907,3.7481042483022975e-06,1.028568674676933e-09
1908,3.6913999394982966e-06,1.4734167219643268e-09
1909,3.7665233634243123e-06,5.500983557560346e-10
1910,3.7211320744745535e-06,0.0
1911,3.816304413817306e-06,0.0
1912,3.5595975873548014e-06,5.2094213387476884e-09
1913,3.682926248416152e-06,0.0
1914,3.836564403059128e-06,0.0
1915,3.791049209667108e-06,0.0
1916,3.873080387961636e-06,0.0
1917,3.931463197659468e-06,0.0
1918,3.8525307104464446e-06,1.1486376294556067e-09
1919,4.114066683769124e-06,3.6831393490643904e-09
1920,4.034485058923565e-06,7.572231730534895e-09
1921,4.04157530908833e-06,0.0
1922,3.545097982282641e-06,7.377935484775833e-10
1923,3.472476663546331e-06,0.0
1924,3.819788346959285e-06,1.289162443462999e-09
1925,3.676690816689643e-06,3.299453377181294e-09
1926,3.7607071448064744e-06,3.343841648018042e-09
1927,3.391594191270997e-06,1.1149224654616319e-08
1928,3.4460939275504643e-06,1.1426041224282812e-09
1929,3.4914033477662088e-06,3.342121912552898e-09
1930,3.6878152229746775e-06,2.100720708497761e-09
1931,3.574438778741751e-06,0.0
1932,3.640758123424348e-06,1.0959536611565568e-09
1933,3.753200701339665e-06,3.4411986593596566e-09
1934,3.4279300535899893e-06,2.3963160344919743e-09
1935,3.545005839100668e-06,0.0
1936,3.6725761134448476e-06,0.0
1937,3.969979488260833e-06,1.2591118148108649e-09
1938,3.662673023541174e-06,1.2965214457594243e-09
1939,3.635395785295259e-06,0.0
1940,3.4435932150245208e-06,2.5357829169792012e-09
1941,3.470967101293354e-06,0.0
1942,3.337632897171261e-06,0.0
1943,3.2835590140223303e-06,0.0
1944,3.3192213777510915e-06,0.0
1945,3.1936868154502918e-06,2.178504043826024e-09
1946,3.3661229892345546e-06,2.7842208538686464e-09
1947,3.4391712659953555e-06,1.1920870957027319e-09
1948,3.674698049849212e-06,2.174377566888097e-09
1949,3.983741805768659e-06,2.945102384188658e-09
1950,3.658564338593351e-06,1.0635361480382244e-09
1951,3.7901282468055797e-06,3.1984206394497505e-09
1952,3.6168677866044163e-06,1.0544803918932644e-09
1953,3.470249779979895e-06,0.0
1954,3.3627297568727954e-06,2.9317608341017376e-09
1955,3.5214801386018735e-06,0.0
1956,3.446595158607124e-06,0.0
1957,3.4465480922563074e-06,1.7670075402875796e-09
1958,3.7117556814791897e-06,8.272243445794913e-10
1959,3.5513926164298937e-06,4.650448914844674e-09
1960,3.4334253982137852e-06,1.3841666701708277e-09
1961,3.4956189551849093e-06,4.86371165564492e-09
1962,3.6580404056962834e-06,1.2683912808952869e-09
1963,3.5375776477053478e-06,6.466053248388448e-10
1964,3.486722327750158e-06,1.2167936658258327e-09
1965,3.56777219678861e-06,1.0944086747954884e-09
1966,3.3478168433020983e-06,4.431259803538978e-09
1967,3.3171297637579755e-06,1.9721342336964653e-09
1968,3.4202132752625403e-06,2.245707841908029e-09
1969,3.3708925712971904e-06,1.8167031212712459e-09
1970,3.669322769184191e-06,1.3796175313274261e-09
1971,3.4843472747070336e-06,2.569198631618974e-09
1972,3.4566928945878317e-06,0.0
1973,3.4369312302828803e-06,1.6539611902288698e-09
1974,3.538484683929255e-06,1.1251143350321513e-09
1975,3.686760528864852e-06,5.140332159925265e-09
1976,3.569240327294665e-06,1.142705374768127e-09
1977,3.343301255398501e-06,2.938390863960194e-09
1978,3.4740578200853633e-06,5.940591352171509e-10
1979,3.469634975772351e-06,2.3407893401383717e-09
1980,3.448612289957964e-06,1.1370301367108482e-09
1981,3.3512761490328558e-06,1.8976649140967083e-09
1982,3.4712351997256974e-06,0.0
1983,3.3212247174674303e-06,6.315316047889041e-10
1984,3.5008614389653303e-06,5.799008495621649e-10
1985,3.4475163523950414e-06,1.8046674155058895e-09
1986,3.404268262841015e-06,4.196139880008332e-09
1987,3.278453142741e-06,6.110816852533674e-10
1988,3.084027522248789e-06,5.996553809062277e-10
1989,3.197379871977546e-06,2.7440609784434855e-09
1990,3.102461977988469e-06,1.089730194969718e-09
1991,3.233770435429051e-06,5.861465202094962e-10
1992,3.12909722666177e-06,0.0
1993,3.043794546186973e-06,0.0
1994,3.0768647825141215e-06,1.0549853213248639e-09
1995,3.131465280858947e-06,0.0
1996,3.090755310353188e-06,5.338092190498855e-10
1997,3.251417869165607e-06,0.0
1998,3.191785697964633e-06,0.0
1999,3.0643199586677383e-06,0.0
2000,3.108968817500113e-06,0.0
2001,3.2986143700952653e-06,8.762423564512289e-10
2002,3.1965392039978724e-06,4.38122149670761e-10
2003,3.2810349992473675e-06,4.1669229178253886e-10
2004,3.1974379552934806e-06,1.7619165015858584e-09
2005,3.259363694496642e-06,0.0
2006,3.115595465175147e-06,1.2353669198716943e-09
2007,3.250307843316591e-06,0.0
2008,3.3118624163108734e-06,1.2772318758180745e-09
2009,3.334397080223539e-06,0.0
2010,3.434669894275544e-06,1.4171379625338432e-09
2011,3.2744671063511532e-06,1.1471915639660324e-09
2012,3.3092741382745317e-06,1.0212758416727752e-09
2013,3.346113297553188e-06,8.367375126105969e-10
2014,3.1760585184059664e-06,8.661780737106994e-10
2015,3.3332861075763276e-06,1.7732603163622684e-09
2016,3.2971590933073003e-06,1.4499380585064614e-09
2017,3.354316175929739e-06,5.031222660711876e-10
2018,3.260908673752283e-06,2.5814667070633845e-10
2019,3.2805702154803384e-06,2.04079020349468e-09
