year,sortant_VERB en_ADP,sortant_VERB sans_ADP
1860,3.707519011242333e-08,2.334363813361051e-08
1861,4.904602440847228e-08,1.461948750947073e-08
1862,5.421583537668084e-08,3.207770271629329e-08
1863,4.04564275413577e-08,2.1476870060155306e-08
1864,3.404256854189214e-08,1.0548401263577034e-08
1865,3.012380389577629e-08,1.0825741858511151e-08
1866,3.989802443982171e-08,1.9949013108089275e-08
1867,2.9602150064533816e-08,1.067618526917613e-08
1868,3.7049055823246135e-08,6.915823802522425e-09
1869,2.3929243475606654e-08,1.5138909126299893e-08
1870,3.899153355746421e-08,1.9495765002375265e-08
1871,4.354682658913589e-08,1.0621176826930423e-08
1872,2.7817760095416588e-08,1.9956219787786722e-08
1873,4.728943653331541e-08,1.496501056408306e-08
1874,4.4809568278125766e-08,1.7326366119618797e-08
1875,4.9777286292851386e-08,4.577221712764867e-09
1876,3.990369834561136e-08,3.627608879952504e-09
1877,4.0201303175280145e-08,3.710889595609501e-09
1878,7.669642920760111e-08,1.268208649207736e-08
1879,5.498392852132383e-08,4.887460103297769e-09
1880,6.546202957480318e-08,8.984985200299889e-09
1881,5.856906426515707e-08,1.8825771164188154e-08
1882,2.9283695024417966e-08,6.655385131892899e-10
1883,3.728409847525427e-08,6.319338829996468e-09
1884,5.0172896060018957e-08,5.941527270181268e-09
1885,3.867381437316908e-08,4.511945039809007e-09
1886,5.162771188338411e-08,4.517424767591649e-09
1887,4.7661148805389075e-08,1.1752064210668323e-08
1888,2.9166828063864614e-08,3.1703073499755874e-09
1889,3.0072656143076415e-08,8.771191772893872e-09
1890,3.867087983167039e-08,5.243509182406569e-09
1891,3.6970476458009216e-08,8.92390783491237e-09
1892,4.638699024894777e-08,8.775916882086676e-09
1893,2.9560398795425158e-08,8.621783287310336e-09
1894,3.906954404442331e-08,2.5836310868498913e-08
1895,2.407445731655855e-08,8.426059849853118e-09
1896,4.835563927052533e-08,8.255840455717589e-09
1897,4.8944393427063915e-08,3.4960281336537946e-09
1898,6.054439705138748e-08,6.224190496340043e-09
1899,5.30647525920358e-08,4.9748205555033564e-09
1900,4.516216134398121e-08,6.22926377147337e-09
1901,4.4709910662632524e-08,5.588738916095792e-10
1902,5.794135021774949e-08,4.910283735171106e-09
1903,2.6461079549733313e-08,5.400220270956879e-09
1904,4.3534464033712084e-08,7.524475265086039e-09
1905,2.1159112462143526e-08,1.3934049469810361e-08
1906,3.806696469155213e-08,1.18316245689698e-08
1907,3.857132524487383e-08,1.697138252154673e-08
1908,4.862275382322423e-08,9.331639461152008e-09
1909,8.416504826413984e-08,1.0451868703853506e-08
1910,1.1008950551172347e-07,6.947395991829808e-09
1911,4.8947441211311116e-08,1.0640748615564632e-08
1912,8.595544809253397e-08,3.646594803896619e-09
1913,6.893886972392238e-08,5.302989602995467e-09
1914,4.218948657097599e-08,1.3393487430235496e-09
1915,1.2487608103128878e-07,1.1780761921542648e-09
1916,1.39540770494051e-07,4.394984820521586e-09
1917,6.141197916864627e-08,2.1932848870420685e-09
1918,2.5270027848023346e-08,4.594550517822427e-09
1919,1.0589025656315698e-07,6.445493971884986e-09
1920,5.073395126231617e-08,7.572231730534895e-09
1921,6.588290579756517e-08,3.0290989716519334e-09
1922,4.648099505288883e-08,6.640142102831703e-09
1923,7.218844721990081e-08,5.307974060286824e-09
1924,4.8988171741370934e-08,2.578324886925998e-09
1925,2.7495444809844116e-08,5.499089184013428e-09
1926,5.3501465480110255e-08,1.1146138456652466e-09
1927,3.5677520937582585e-08,6.689535148041159e-09
1928,5.141718428802733e-08,2.2852082448565625e-09
1929,5.7930111374560056e-08,1.1140406375176326e-08
1930,2.941009036305786e-08,5.251801771244402e-09
1931,4.334035708097872e-08,3.4216069977333063e-09
1932,3.616647159532249e-08,2.1919073223131136e-09
1933,4.129438391231588e-08,5.735331320977366e-09
1934,4.7926320689839486e-08,2.3963160344919743e-09
1935,3.351119381989065e-08,4.787313656606784e-09
1936,3.8799086166108054e-08,3.6374143697059935e-09
1937,4.280980281379243e-08,7.554670666820584e-09
1938,3.1116513810047763e-08,1.2965214457594243e-09
1939,5.352917753498332e-08,3.058810094103137e-09
1940,2.028626333583361e-08,1.2678914806940611e-08
1941,5.017554416397729e-08,8.854508237732261e-09
1942,2.4273694831933312e-08,1.517105907566929e-08
1943,2.3225881884414434e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,4.357008043243127e-08,0.0
1946,3.619487021211398e-08,8.352662561605939e-09
1947,6.198852764427443e-08,1.7881306657585583e-08
1948,4.566192846056083e-08,6.523132700664291e-09
1949,2.4542520016268554e-08,4.908504269707237e-09
1950,2.3397794812751727e-08,3.190608444114673e-09
1951,5.117472845483917e-08,0.0
1952,2.7416489856157966e-08,1.7926167217297007e-08
1953,2.477980309834038e-08,2.1547654771580937e-09
1954,3.0294862618518437e-08,1.2704297169818801e-08
1955,2.1586898490966178e-08,6.569925492527773e-09
1956,2.180285396669035e-08,6.104799332717903e-09
1957,2.208759364297208e-08,1.236905244894615e-08
1958,3.39161982942926e-08,8.272243445794913e-10
1959,2.0927018340444192e-08,2.3252243464000344e-09
1960,1.730208309957959e-08,2.076250060767393e-09
1961,2.91822690456911e-08,6.94815938118154e-09
1962,3.6783347034941016e-08,8.8787386332001e-09
1963,1.5518528240221485e-08,8.405869333927285e-09
1964,2.1902285762820384e-08,1.4601524378488051e-08
1965,2.8454625877749606e-08,5.47204326295514e-09
1966,3.489617084184715e-08,3.8773522170743036e-09
1967,2.9088979891511713e-08,8.381570493209978e-09
1968,3.593132680279609e-08,9.881115009546804e-09
1969,3.088395295058888e-08,6.358460868938209e-09
1970,2.20738796130604e-08,3.6789800095249348e-09
1971,2.6205827285963323e-08,6.166077093361366e-09
1972,2.7702792060324555e-08,3.078088173236182e-09
1973,2.3155456219114967e-08,7.1671650836435674e-09
1974,9.000914735768362e-09,3.937900283634832e-09
1975,2.341706872854843e-08,5.140332159925265e-09
1976,2.628222439682304e-08,7.998937512354587e-09
1977,3.290997829807907e-08,1.3516598507123945e-08
1978,2.5544542925359792e-08,5.346532216954358e-09
1979,1.814111783016159e-08,4.681578791299046e-09
1980,2.274060340035078e-08,8.527726191864815e-09
1981,3.3525412002077815e-08,5.69299452024552e-09
1982,1.6139506286982908e-08,4.966001831974154e-09
1983,1.894594836571173e-08,4.420721344544631e-09
1984,2.145633182237816e-08,6.378909400694965e-09
1985,1.8046674599148105e-08,8.421781494405423e-09
1986,2.2779044428489215e-08,3.5966912781404403e-09
1987,2.3832186446526293e-08,9.166225667378569e-09
1988,1.7989661094119924e-08,2.398621523624911e-09
1989,2.0854864946073803e-08,5.488122178931576e-09
1990,2.0160009439607052e-08,8.172976739828641e-09
1991,2.227356699080474e-08,9.964490843561435e-09
1992,1.818281503140895e-08,4.4079553340736766e-09
1993,1.550978068198816e-08,5.539207315052863e-09
1994,2.2154691858844444e-08,7.912389854425328e-09
1995,1.9520823180130265e-08,6.506940930517402e-09
1996,2.135236965017384e-08,1.0676184380997711e-08
1997,2.3015493733069547e-08,7.192341833217597e-09
1998,1.811889094316399e-08,6.675381136744818e-09
1999,2.5136106529544122e-08,8.683381930163492e-09
2000,1.9439337695104086e-08,7.068850504943214e-09
2001,2.4534785758589805e-08,7.886181485616817e-09
2002,1.9277375029602695e-08,5.695587890208742e-09
2003,1.7917769490338742e-08,5.000307723435071e-09
2004,1.7619165015858584e-08,7.928623979580607e-09
2005,1.8014998826032524e-08,3.602999676388663e-09
2006,1.8530504242164625e-08,7.823991232669414e-09
2007,2.71624605030496e-08,1.0385647009059085e-08
2008,3.2356542334355254e-08,1.0217855450633806e-08
2009,2.3364143508786128e-08,1.1920481268745675e-08
2010,3.259417252765573e-08,1.1337103256181535e-08
2011,3.709252682781994e-08,1.2619107508937688e-08
2012,4.4595711123918136e-08,1.7702113552786614e-08
2013,4.713621404306423e-08,1.4224537325802089e-08
2014,5.4136129357118534e-08,1.4291938521537872e-08
2015,4.80996864560268e-08,1.7067631419287466e-08
2016,6.317587253334978e-08,1.6984988082668906e-08
2017,7.094024256915077e-08,1.2326495657521974e-08
2018,5.369450839509682e-08,1.7295826937324676e-08
2019,5.306054706721852e-08,1.2754938882864053e-08
