year,apprenant_VERB en_ADP,apprenant_VERB sans_ADP
1872,2.7817760095416588e-08,6.652073114565837e-09
1873,3.4120223979527964e-08,1.1972009161809183e-08
1874,1.7326366119618797e-08,5.974609140757536e-10
1875,3.2040552211398676e-08,1.1443054281912168e-09
1876,2.6602465119651697e-08,1.209202959984168e-08
1877,1.36065949618569e-08,3.0924081073635534e-09
1878,2.0532901601200138e-08,2.4156354694326865e-09
1879,2.1382638437650314e-08,9.16398767980553e-09
1880,1.5402831232691483e-08,8.343199908722454e-09
1881,2.022027167924989e-08,4.880755410940907e-09
1882,1.4641846846075168e-08,9.317538740560849e-09
1883,2.0221885166371578e-08,2.5277355764075082e-09
1884,1.914492120391742e-08,1.9805090900604227e-09
1885,3.8673814151124475e-09,6.445635691854079e-10
1886,1.4842967244188543e-08,1.2906927748801422e-09
1887,2.9380160526670807e-08,1.3057849246322917e-09
1888,1.1413106459912115e-08,1.9021844099853524e-09
1889,2.6313575318681615e-08,2.5060546970934183e-09
1890,1.5730527991308918e-08,0.0
1891,1.1473595407096582e-08,2.5496880162734215e-09
1892,1.629813173309458e-08,6.268512375839919e-10
1893,1.6011882930655474e-08,6.158416554491453e-10
1894,2.6466465019581165e-08,6.301539290376468e-10
1895,6.018614717717696e-09,1.2639090662958097e-08
1896,2.4767521755730826e-08,5.307326134129653e-09
1897,1.3984112756659783e-08,5.826713334045053e-09
1898,9.61920332276378e-09,4.52668391659472e-09
1899,1.6582735185011188e-08,1.6582735185011188e-09
1900,8.305684695564253e-09,5.19105292084987e-09
1901,1.3412973842719111e-08,6.147612641171918e-09
1902,8.838510923148135e-09,1.1293653123800595e-08
1903,9.720396043633173e-09,2.7001101354784396e-09
1904,7.524475265086039e-09,3.2247751136083025e-09
1905,1.5482276793932215e-08,8.257214467732865e-09
1906,1.6975809202790515e-08,8.230695236477459e-09
1907,1.0799971028596644e-08,2.0571372938427146e-09
1908,1.6698723293018247e-08,1.964555629285769e-09
1909,1.1001967115120692e-08,3.850688656825696e-09
1910,2.7255167900364086e-08,1.6032452032632705e-09
1911,1.1172785807644914e-08,4.25629931299909e-09
1912,1.4586378993541871e-08,1.927485904218429e-08
1913,1.9621061331243084e-08,0.0
1914,2.8126324380650658e-08,8.705766774141921e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,3.076489463182952e-08,0.0
1917,2.52227767560953e-08,7.676496771580332e-09
1918,1.033773866510046e-08,0.0
1919,1.5653342400057113e-08,1.2890987832747669e-08
1920,1.590168619003407e-08,7.572231730534895e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,1.0329109456641561e-08,6.640141769764796e-09
1923,1.8047111360885992e-08,2.1231896241147297e-09
1924,1.0313299436681689e-08,1.289162443462999e-09
1925,1.6497267552040284e-08,2.1996355847875293e-09
1926,2.3406890647947876e-08,0.0
1927,8.919380123373344e-09,1.1149224654616319e-08
1928,1.2568645568755699e-08,2.2852082448565625e-09
1929,1.5596568925246856e-08,5.570202965543558e-09
1930,1.0503603875555712e-08,6.302162347537887e-09
1931,2.167017854048936e-08,7.983749661377715e-09
1932,1.205549005067752e-08,2.1919073223131136e-09
1933,1.3764794859483231e-08,3.4411986593596566e-09
1934,1.9170528275935794e-08,0.0
1935,2.6330225999515733e-08,3.590485242455088e-09
1936,9.699771208460106e-09,2.424942913137329e-09
1937,1.6368453148452033e-08,0.0
1938,1.555825723809079e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,7.607348750937604e-09,5.0715658339584024e-09
1941,8.854507793643052e-09,5.9030051957620344e-09
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,1.7881307101674793e-08,4.7683483828109274e-09
1948,2.717971980814582e-08,4.348755133776194e-09
1949,2.0615717133409817e-08,4.908504269707237e-09
1950,1.2762433776458693e-08,3.190608444114673e-09
1951,1.4925962799061665e-08,6.396841056854896e-09
1952,6.326882462381889e-09,0.0
1953,1.723812426135396e-08,0.0
1954,1.6613311615287785e-08,2.9317608341017376e-09
1955,1.9709776921672528e-08,2.815682353940474e-09
1956,1.4825940475304833e-08,2.616342476002842e-09
1957,1.1485549233913872e-08,4.417518795207798e-09
1958,1.2408365002158916e-08,2.4816730892496253e-09
1959,2.2477168126755487e-08,1.5501495642666896e-09
1960,1.3841666979264033e-08,2.076250060767393e-09
1961,2.153929345993788e-08,2.779263708063695e-09
1962,1.331810839388936e-08,3.170978146727066e-09
1963,1.099229041123806e-08,2.5864212993553792e-09
1964,2.129388909644092e-08,3.041984220075733e-09
1965,1.5868925395956524e-08,1.0944086747954884e-09
1966,1.273987182415226e-08,3.8773522170743036e-09
1967,1.4791006641701188e-08,1.9721342336964653e-09
1968,1.751652198289655e-08,3.5931326802796093e-09
1969,2.0437909559190004e-08,4.087582022860303e-09
1970,1.6555410375929114e-08,1.3796175313274261e-09
1971,1.3359833683779243e-08,0.0
1972,2.0520587007410995e-08,2.565073486948677e-09
1973,1.4334329723197925e-08,0.0
1974,1.3501371687318908e-08,1.6876715580593782e-09
1975,1.7134440977173426e-08,5.711480177694739e-10
1976,1.9425991037991253e-08,1.7140580066410394e-09
1977,2.52701610747863e-08,2.938390863960194e-09
1978,3.207919463399378e-08,4.158414057542359e-09
1979,2.8089471859615855e-08,3.5111840102075575e-09
1980,4.4344176552968406e-08,5.685150683554241e-10
1981,4.7441621742194684e-08,2.5302198114474095e-09
1982,5.276376979779229e-08,2.483000915987077e-09
1983,4.2312618742101904e-08,2.5261264191556165e-09
1984,4.5812166060699155e-08,4.639206796497319e-09
1985,3.1882456563714356e-08,3.0077789148208467e-09
1986,4.615753690373481e-08,3.5966913891627428e-09
1987,4.522004326545925e-08,3.6664902225425067e-09
1988,3.777828871953659e-08,3.597932174415064e-09
1989,3.0733484202016825e-08,5.488121956886971e-09
1990,4.0320017102857264e-08,5.993515905799995e-09
1991,3.5754939453624957e-08,4.10302547493302e-09
1992,5.289546534115175e-08,5.509944167592096e-10
1993,3.5450928637104084e-08,6.647049133334804e-09
1994,5.5386727648709666e-08,7.384897138251745e-09
1995,6.235818705846441e-08,1.0844901643380922e-09
1996,3.843426465977018e-08,1.067618438099771e-09
1997,4.6030986133871465e-08,5.753873377756236e-09
1998,7.390600265111402e-08,4.7681290027412615e-09
1999,4.661605279565606e-08,2.7421207526856506e-09
2000,8.747702073819141e-08,4.859834756842929e-09
2001,9.288169078303099e-08,5.257454027685071e-09
2002,9.37581416948774e-08,5.6955880012310445e-09
2003,8.583860999777926e-08,6.667076501987168e-09
2004,6.34289936130017e-08,3.0833537945085254e-09
2005,6.980812194967712e-08,5.854874363109275e-09
2006,5.559151250444927e-08,3.706100981659688e-09
2007,4.9531546864045595e-08,3.1955835755326234e-09
2008,7.705966065252312e-08,3.8316958494988285e-09
2009,7.724471906556118e-08,4.76819250749827e-09
2010,8.880731083849014e-08,8.502827775203059e-09
2011,8.412738461416325e-08,2.6767803529281764e-09
2012,4.9021239290070184e-08,4.765953853791416e-09
2013,6.498661053733201e-08,6.136075203500013e-09
2014,5.4136128024850905e-08,2.3819897165822113e-09
2015,7.536356205761763e-08,9.309616369468365e-09
2016,5.7168983769173565e-08,9.528164313099552e-09
2017,6.993399281896018e-08,7.043711836018929e-09
2018,9.319094917970006e-08,8.776987137082415e-09
2019,4.591777780227346e-08,8.928457084778074e-09
