year,seront_VERB en_ADP,seront_VERB sans_ADP
1838,2.7603084618021967e-06,5.005544494451897e-07
1839,3.114702167295036e-06,6.613935283894534e-07
1840,2.7695407425198937e-06,6.465234037023038e-07
1841,2.6972725208906922e-06,6.516856956295669e-07
1842,2.5122453735093586e-06,5.386737029766664e-07
1843,2.6226684894936625e-06,6.473974281107076e-07
1844,2.240430603706045e-06,5.000079568162619e-07
1845,2.6706970857048873e-06,5.429561724668019e-07
1846,2.844116806954844e-06,5.91890056966804e-07
1847,3.315753929200582e-06,6.628271762565419e-07
1848,2.525395075281267e-06,6.227001563274825e-07
1849,2.238141632915358e-06,4.6673341103087296e-07
1850,2.5390845621586777e-06,5.729912686547323e-07
1851,2.4978676265163813e-06,4.791933179149055e-07
1852,2.5371596166223753e-06,4.954525252287567e-07
1853,2.314123548785574e-06,5.303075454321515e-07
1854,2.280896751472028e-06,5.081359972791688e-07
1855,2.119590590154985e-06,4.882382427240373e-07
1856,2.229297706435318e-06,5.67937661344331e-07
1857,2.1156461116333958e-06,4.979139021088486e-07
1858,2.2109627479949268e-06,4.888782427769911e-07
1859,2.1494063275895314e-06,4.638969812731375e-07
1860,2.4959383608802455e-06,5.684862571797566e-07
1861,2.2504577827930916e-06,6.008137916069245e-07
1862,2.2196866211743327e-06,5.84627400712634e-07
1863,2.2705546598444926e-06,6.043491111995536e-07
1864,2.4409960133198183e-06,4.74198600386444e-07
1865,2.3656600660615368e-06,5.008082553104032e-07
1866,2.0824822968279477e-06,5.215936766944651e-07
1867,2.0726358798128786e-06,4.571348313220369e-07
1868,2.0564696114888648e-06,4.7669783498349716e-07
1869,2.063775127680856e-06,5.044675503995677e-07
1870,2.0206787212373456e-06,5.080367486698378e-07
1871,2.257000232930295e-06,6.000965413477388e-07
1872,2.1976031803205842e-06,4.517362413025694e-07
1873,2.0974960079911398e-06,5.962060640740674e-07
1874,2.200448534495081e-06,5.179986146686133e-07
1875,2.230823383797542e-06,5.509830884875555e-07
1876,2.2829751742392546e-06,5.235849016571592e-07
1877,2.2562207959708758e-06,5.356050678528845e-07
1878,2.086505219267565e-06,5.217772809373855e-07
1879,2.215852191511658e-06,6.628617938986281e-07
1880,2.646077973622596e-06,5.012337851439952e-07
1881,2.2918632112123305e-06,5.682593950950832e-07
1882,2.1789730908494676e-06,4.81184372347343e-07
1883,2.091069291054737e-06,5.750598575104959e-07
1884,2.0537879663606873e-06,6.033951081008126e-07
1885,2.356524419155903e-06,5.414333941189398e-07
1886,2.2309625364869135e-06,5.014341581954795e-07
1887,2.5155945877486374e-06,5.007685217606195e-07
1888,2.1684902549168328e-06,4.603286356541503e-07
1889,2.211593255196931e-06,4.7113829282352526e-07
1890,2.2691285721521126e-06,5.446694899546856e-07
1891,2.332327085241559e-06,5.118498620504397e-07
1892,2.3814077394490596e-06,6.036577246959496e-07
1893,2.2779981918574777e-06,4.840515543946822e-07
1894,2.294390469614882e-06,5.17986507020396e-07
1895,2.312953483851743e-06,5.200083137424372e-07
1896,2.196643208662863e-06,5.726014933316037e-07
1897,2.281158458572463e-06,5.803406679660839e-07
1898,2.7001669877790846e-06,5.811130563415645e-07
1899,2.5023348371178145e-06,6.168777417769888e-07
1900,2.0634436168620596e-06,4.910736493002332e-07
1901,2.622236252136645e-06,5.605505180028558e-07
1902,2.4433572889392963e-06,5.20981132012821e-07
1903,2.4003979888220783e-06,5.249013952379755e-07
1904,2.323450416952255e-06,5.342377562556067e-07
1905,2.3455650079995394e-06,5.56329837309022e-07
1906,2.8035806280968245e-06,5.39624977591302e-07
1907,2.427422032269533e-06,5.605699016086874e-07
1908,2.367780780332396e-06,6.055742574062606e-07
1909,2.450688270982937e-06,6.007073807268171e-07
1910,2.2504218577523716e-06,5.873221766705683e-07
1911,2.1696484964195406e-06,5.448063120638835e-07
1912,2.24526047531981e-06,5.808504397464276e-07
1913,2.1652106170222396e-06,6.241618848434882e-07
1914,2.1014382127759745e-06,6.428874144148722e-07
1915,2.2159613308758708e-06,6.856403160782065e-07
1916,2.0986053641536273e-06,7.141850346670253e-07
1917,2.2086378521635197e-06,7.731329105808982e-07
1918,2.1984924387652427e-06,6.317507086350815e-07
1919,2.394961256868555e-06,6.279752824411844e-07
1920,2.101294285239419e-06,6.33038553132792e-07
1921,2.120369344993378e-06,6.762463726772694e-07
1922,2.0577062969096005e-06,6.101552685322531e-07
1923,2.285613618369098e-06,5.90246713727538e-07
1924,2.0871539163636044e-06,5.620748311230273e-07
1925,1.911483423100435e-06,4.4432638901525934e-07
1926,2.1701532659790246e-06,5.29441592789226e-07
1927,1.801714688554057e-06,4.961405011272291e-07
1928,1.9789904399658553e-06,5.313108886184637e-07
1929,2.0754578144988045e-06,5.837572985001316e-07
1930,1.8444327452016296e-06,4.768635903928953e-07
1931,2.2012338831700617e-06,5.782515586361114e-07
1932,2.1097107492096256e-06,6.455167067542789e-07
1933,2.2792205527366605e-06,5.299446002027253e-07
1934,2.0081129150639754e-06,4.5050740027363645e-07
1935,2.0034908629895654e-06,5.529347504307225e-07
1936,1.7799080751501606e-06,5.165128413864295e-07
1937,1.988137455555261e-06,6.194829893502174e-07
1938,1.9214448911952786e-06,5.613937901216559e-07
1939,1.7679922166280448e-06,5.674092449226009e-07
1940,1.8891582840296905e-06,4.488335889618611e-07
1941,1.6528414334970876e-06,5.401249723036017e-07
1942,1.4230453189156833e-06,5.825686457683332e-07
1943,1.5271017446139012e-06,5.138726351106015e-07
1944,1.6130194353536353e-06,6.265713068387413e-07
1945,1.8756919644147274e-06,5.816605721520318e-07
1946,1.77494075614959e-06,5.582363087341946e-07
1947,1.814356551221863e-06,6.127327765170776e-07
1948,1.5264130297509837e-06,5.435944103737711e-07
1949,2.057644906017231e-06,6.675565487057611e-07
1950,1.761215912665648e-06,5.775001454821904e-07
1951,1.5107206081665936e-06,5.21342542469938e-07
1952,1.5954287846398074e-06,5.398939606493514e-07
1953,1.539579898235388e-06,5.688580699825252e-07
1954,1.666217372076062e-06,5.814658834424336e-07
1955,1.5026357687020209e-06,5.819076704938198e-07
1956,1.4843383269180777e-06,5.703626584363519e-07
1957,1.6168119145731907e-06,5.786949941466446e-07
1958,1.695809942248161e-06,5.674759222529246e-07
1959,1.7555444173922297e-06,6.355613209052535e-07
1960,1.684530843704124e-06,6.166462753753876e-07
1961,1.7898457826959202e-06,5.76002378238627e-07
1962,1.702181066320918e-06,6.348298597913526e-07
1963,1.5078836668180884e-06,5.806516014672525e-07
1964,1.7156791045636055e-06,6.296907031355659e-07
1965,1.8927797782453126e-06,6.035663773218403e-07
1966,1.6096551007649396e-06,5.832645797454461e-07
1967,1.8424664176563965e-06,5.793144168819708e-07
1968,1.6887723859326798e-06,5.946634473730228e-07
1969,2.6006105144915637e-06,7.280438012458035e-07
1970,2.0565498743962962e-06,6.254265940697223e-07
1971,1.7326676697848598e-06,6.479519356616947e-07
1972,1.7201382433995605e-06,5.868888024451735e-07
1973,1.768635797816387e-06,6.362237172652385e-07
1974,1.8440623534843326e-06,6.12624774021242e-07
1975,1.599785605321813e-06,5.945651082583936e-07
1976,1.5975020914993365e-06,5.776375928689959e-07
1977,1.593195520399604e-06,5.553558821702609e-07
1978,1.5623754734406248e-06,5.809898198094743e-07
1979,1.4536301478074165e-06,5.389667308008939e-07
1980,1.5270314861481893e-06,5.753372533945367e-07
1981,1.3846628235114622e-06,5.300810244079912e-07
1982,1.496008053436526e-06,5.363281729842129e-07
1983,1.4291559864432202e-06,5.393279707277543e-07
1984,1.3633468824991724e-06,5.526455311155587e-07
1985,1.4461401178778033e-06,5.095177471048373e-07
1986,1.361947056466306e-06,5.257163593341829e-07
1987,1.412209826412436e-06,4.961983108842105e-07
1988,1.4385732356458902e-06,5.27097085978312e-07
1989,1.5449063539563213e-06,5.641789471155789e-07
1990,1.388316263728484e-06,5.165321113054233e-07
1991,1.3926841120337485e-06,5.204981334827607e-07
1992,1.3548952892961097e-06,5.069148869552009e-07
1993,1.3183313285480835e-06,4.974208422936499e-07
1994,1.4110428310232237e-06,4.594461131546268e-07
1995,1.4217665693649906e-06,4.3704955032808357e-07
1996,1.2597897693922278e-06,4.564068945001054e-07
1997,1.391478349432873e-06,4.775715183313878e-07
1998,1.3646385923493654e-06,4.987463171346462e-07
1999,1.2979371604160406e-06,4.4376653818289924e-07
2000,1.3978651622892357e-06,5.09399058046256e-07
2001,1.250835907740111e-06,4.573984995204228e-07
2002,1.3721985396841774e-06,4.223497569455503e-07
2003,1.2909126780868974e-06,4.387769934055541e-07
2004,1.3011753026148654e-06,4.166932399130019e-07
2005,1.1907914085895754e-06,4.4812307464781043e-07
2006,1.2246604228494107e-06,4.237308814936114e-07
2007,1.2594593954418087e-06,4.094341363725107e-07
2008,1.1605781082835165e-06,4.0105081211549987e-07
2009,1.2726305840260466e-06,4.3581280806392897e-07
2010,1.1412683988965e-06,4.4167464352540264e-07
2011,1.1735769476217683e-06,4.355504188424675e-07
2012,1.121020432037767e-06,4.0987202964970493e-07
2013,1.0579151421552524e-06,3.9521901840089413e-07
2014,1.0162434591620695e-06,4.0407206824966124e-07
2015,1.0420120588605641e-06,3.624100770593941e-07
2016,1.0930461940006353e-06,3.744982848274958e-07
2017,1.2215808737892075e-06,4.455147575299634e-07
2018,1.0271655810356606e-06,3.4049546115966223e-07
2019,1.037996867125912e-06,3.4208744636998745e-07
