year,grand_ADJ or_NOUN,grand_ADJ sort_NOUN
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,3.1002992395556817e-09,3.100299128533379e-09
1960,0.0,6.2287499602575735e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,1.9025869213429303e-09,6.341956404476434e-10
1963,7.1126584622049904e-09,7.759263453976928e-09
1964,3.0419841090534305e-09,6.083968440151466e-09
1965,2.7360217424998723e-09,2.188817349590977e-09
1966,5.539074865446025e-09,1.6617224263271169e-09
1967,5.916402701089396e-09,3.451234853457663e-09
1968,3.1439910119779313e-09,4.0422742653145605e-09
1969,1.8167031212712459e-09,1.8167030935156703e-09
1970,4.138852427448825e-09,2.7592350626548523e-09
1971,4.624557625731995e-09,3.5968781286754847e-09
1972,6.669190699692962e-09,4.617132176587546e-09
1973,4.410563081425067e-09,0.0
1974,7.313243399753588e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,5.7135269293517865e-09,2.285410749536254e-09
1977,3.5260691033656144e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,4.158414057542359e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,2.8425753417771205e-09,3.411090521154847e-09
1981,3.795329717171114e-09,1.8976649140967083e-09
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,3.1576580239445207e-09,1.2630632095778083e-09
1984,5.219107590548333e-09,8.69851302098823e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,3.6664902225425067e-09
1988,3.5979322854373663e-09,3.597932174415064e-09
1989,1.0976244357863152e-09,4.939310072060721e-09
1990,0.0,2.179460389939436e-09
1991,2.344586136349136e-09,4.68917216167597e-09
1992,3.30596661157756e-09,1.6529832502776287e-09
1993,2.7696036575264316e-09,2.769603768548734e-09
1994,2.6374633033121597e-09,2.637463358823311e-09
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,5.871901631593346e-09,3.2028553142993132e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,4.7681292247858664e-09,1.43043876743576e-09
1999,5.027221361419976e-09,0.0
2000,3.97622823555821e-09,2.2090156370779823e-09
2001,5.257454194218525e-09,4.3812117822561447e-10
2002,3.943099347036849e-09,2.1906108038649563e-09
2003,8.333845835650777e-10,8.333845835650777e-10
2004,4.845270351605535e-09,1.3214374039449694e-09
2005,3.15262471684008e-09,3.602999676388663e-09
2006,4.941467901531382e-09,1.6471559671771274e-09
2007,5.192823337996089e-09,3.5950315224742013e-09
2008,2.5544638071473003e-09,2.9802078582719105e-09
2009,2.860915504498962e-09,2.384096253749135e-09
2010,6.140931096965119e-09,2.45637233331486e-08
2011,4.588766200352978e-09,0.0
2012,3.4042526853017563e-09,2.7234021704458655e-09
2013,8.367375126105969e-10,1.2272150018421968e-08
2014,1.5158116428715118e-09,3.4647122532094343e-09
2015,4.43315073539452e-09,4.43315073539452e-09
2016,2.278474020567245e-09,3.728412079073706e-09
2017,2.515611330355938e-10,2.5156113858670892e-09
2018,3.6140533898887384e-09,4.130346731301415e-09
2019,1.275493877184175e-09,2.8060866408274876e-09
