year,grand_ADJ or_NOUN,grand_ADJ sort_NOUN
1800,0.0,9.432493897065797e-09
1801,2.3811825844433088e-09,2.1430643926123594e-08
1802,0.0,6.713520406265161e-09
1803,3.900678446910888e-09,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,5.685755422035754e-09
1806,5.76333825108577e-09,0.0
1807,8.540865348294346e-09,0.0
1808,9.064295980465431e-09,0.0
1809,2.259030518203531e-09,1.581321384946932e-08
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,1.4378708224072057e-08,0.0
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,1.556873407970727e-09,4.670620334934483e-09
1818,1.1921177378582115e-09,2.384235475716423e-09
1819,1.035105001712111e-09,4.140420006848444e-09
1820,2.3732962262101864e-09,1.1866481131050932e-09
1821,0.0,0.0
1822,1.5038423839541792e-08,4.010246357211145e-09
1823,6.917880934764753e-09,0.0
1824,4.463189817727198e-08,3.3684450784221553e-09
1825,1.3208164340028361e-08,0.0
1826,6.165589039319741e-09,8.807984341885344e-10
1827,5.530363722527909e-09,1.1982455028203276e-08
1828,9.172301251858528e-10,0.0
1829,4.286587973467704e-09,0.0
1830,9.39315247805439e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,0.0
1832,2.705993873419743e-09,2.705993873419743e-09
1833,1.2741991461950875e-08,0.0
1834,1.8669061851994684e-09,5.60071877764301e-09
1835,2.193295500774184e-08,0.0
1836,7.392825018825988e-09,2.016224964762614e-09
1837,5.566312855087574e-09,1.3915781860163179e-09
1838,8.205810475558906e-09,1.2624323808552163e-09
1839,4.894032512581248e-09,9.788065469251706e-09
1840,1.2102408852854296e-08,4.458782010274831e-09
1841,4.494383976094696e-09,6.420548537278137e-10
1842,1.0062397581833693e-08,0.0
1843,6.497602234034616e-09,1.7720733769266417e-09
1844,4.939705144924034e-09,0.0
1845,1.2834524387717039e-08,1.674068439427856e-09
1846,1.1123552079439492e-08,0.0
1847,1.6179670936367074e-09,3.235934187273415e-09
1848,5.63165514222419e-09,0.0
1849,9.217356211621563e-09,0.0
1850,1.1541293254424545e-08,0.0
1851,3.8696632564949596e-09,0.0
1852,2.6042181744401205e-09,1.3021090872200602e-09
1853,2.149895506065036e-08,5.971931837933653e-10
1854,4.676097953293379e-09,7.27393034694046e-09
1855,2.1227748447927297e-09,5.837630823180007e-09
1856,3.1063135952358323e-09,5.177189232874468e-10
1857,7.322263739784063e-09,6.8341128311999455e-09
1858,1.1255454956948796e-08,2.446837954472869e-09
1859,5.601390906662118e-09,5.092173349652285e-10
1860,4.577184048448757e-09,6.865775947773045e-09
1861,6.602349444939648e-09,1.8863854922557266e-09
1862,1.8071945051545413e-09,1.536115368239166e-08
1863,7.491931519609807e-09,4.994620828036034e-10
1864,3.835782358407869e-09,2.8768367688059016e-09
1865,7.530951029455224e-09,9.41368871743009e-10
1866,1.167747110120132e-08,4.865612912574591e-10
1867,1.4073153309368536e-08,3.88224918879132e-09
1868,1.4819622196071691e-09,4.93987406535723e-10
1869,4.88351925564956e-09,5.371870948067681e-09
1870,1.204150246181257e-08,9.17447806614291e-09
1871,1.0621177048975028e-08,0.0
1872,4.8378714367913744e-09,6.047339295989218e-10
1873,5.9860043588599865e-09,0.0
1874,1.0754296286830112e-08,5.974609140757536e-10
1875,3.432916173551348e-09,5.721527140956084e-10
1876,3.627608879952504e-09,0.0
1877,3.092407996341251e-09,0.0
1878,4.22736201599605e-09,6.6429977074733415e-09
1879,4.887460214320072e-09,0.0
1880,4.492492378105339e-09,1.2835692508872398e-09
1881,9.064259565150223e-09,2.7890030285249168e-09
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,1.2638677882037541e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,3.222817901438191e-09,6.445635691854079e-10
1886,5.808117542471791e-09,0.0
1887,5.8760321608453125e-09,0.0
1888,5.072491537916335e-09,9.510921827882157e-09
1889,2.506054641582267e-09,4.385595886446936e-09
1890,3.277193294515257e-09,0.0
1891,5.736798036615198e-09,3.1871101313640793e-09
1892,7.522214851007902e-09,1.2537024751679837e-09
1893,8.621783287310336e-09,6.158416498980301e-09
1894,5.671385361338821e-09,0.0
1895,5.416753046105782e-09,2.4074457982692365e-09
1896,3.538217385745668e-09,2.358811590497112e-09
1897,3.4960281336537946e-09,4.078699600285063e-09
1898,6.2241903853177405e-09,5.6583548957434e-10
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,1.038210628578895e-09,0.0
1901,5.588738916095792e-10,2.235495566438317e-09
1902,9.820567470342212e-09,9.820567692386817e-10
1903,2.1600881083827517e-09,0.0
1904,4.299700151477737e-09,0.0
1905,7.741138396966107e-09,1.5482277682110634e-09
1906,3.600929110447737e-09,4.115347562727578e-09
1907,6.171411992550446e-09,4.114274698707732e-09
1908,9.822778146428846e-10,2.4556945366072114e-09
1909,2.2003934230241384e-09,2.7504918342913243e-09
1910,3.7409054742809644e-09,1.068830135508847e-09
1911,5.32037403022656e-09,9.576673565270255e-09
1912,4.688479104952847e-09,4.688479104952847e-09
1913,4.7726907426159926e-09,3.181793939432964e-09
1914,6.027069177072519e-09,0.0
1915,0.0,1.1780761921542648e-09
1916,4.394984820521586e-09,2.197492410260793e-09
1917,4.3865698851064394e-09,0.0
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,3.6831394045755417e-09,2.762354567309444e-09
1920,3.786115865267448e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,0.0
1922,2.21338064543275e-09,8.853522359686394e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,0.0
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,0.0
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,6.575721966939341e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,0.0
1936,2.424942913137329e-09,0.0
1937,7.55467088886519e-09,0.0
1938,3.889564337278273e-09,3.8895642262559704e-09
1939,1.3764645423464117e-08,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,5.960435478513659e-09,5.960435478513659e-09
1948,2.174377566888097e-09,6.523132700664291e-09
1949,9.817008317369869e-10,5.890204768377316e-09
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,0.0,5.272402070488624e-09
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,8.835037701437898e-10,7.951533653738352e-09
