year,menaçant_VERB en_ADP,menaçant_VERB sans_ADP
1849,4.022119171054328e-08,4.1897074254393374e-08
1850,3.2587180953669304e-08,3.394497838371535e-08
1851,4.385618268543112e-08,1.9348316726564008e-08
1852,2.7344290387532055e-08,1.2370036550635177e-08
1853,2.388772735173461e-08,2.6873692604567623e-08
1854,1.8704392701351935e-08,1.558699302961486e-08
1855,4.7231740296638236e-08,2.2289135870323662e-08
1856,3.209857268871019e-08,2.019103817474388e-08
1857,2.6848299583548396e-08,1.0739319655783675e-08
1858,6.019221387987272e-08,1.663849857891364e-08
1859,2.49516496353408e-08,1.8331824946926645e-08
1860,2.9751696217772405e-08,2.4259074749011234e-08
1861,4.0557289082698844e-08,3.489813238388706e-08
1862,2.2138133104476765e-08,1.445755604123633e-08
1863,3.1965573299430616e-08,1.5982786649715308e-08
1864,2.8768367243969806e-08,1.0068928801842958e-08
1865,2.9653119071326728e-08,1.3649848362717876e-08
1866,2.092213513549268e-08,1.4596838404656864e-08
1867,1.455843445796745e-08,1.358787216076962e-08
1868,1.0373735648272486e-08,1.1855697756857353e-08
1869,2.539429999615095e-08,2.6371003158942585e-08
1870,2.3509599600401998e-08,9.17447806614291e-09
1871,3.717412155879174e-08,2.0180236148803488e-08
1872,2.660829245826335e-08,1.69325495846806e-08
1873,3.292302608315367e-08,1.1373408881354408e-08
1874,3.943242177228967e-08,2.0911132381229436e-08
1875,3.032409523484603e-08,1.2587359599081083e-08
1876,2.478866001354163e-08,1.5719638923883394e-08
1877,2.9068635498674666e-08,6.184816214727107e-09
1878,1.8117265909722846e-08,6.6429977074733415e-09
1879,2.5659165459046562e-08,8.55305515301552e-09
1880,2.888030792291829e-08,7.059631101924424e-09
1881,2.719277958362909e-08,2.7890030285249168e-09
1882,2.6621540527571597e-08,9.317538740560849e-09
1883,1.64302811356265e-08,9.479008689083912e-09
1884,1.9805090900604227e-08,9.242375753615306e-09
1885,1.6758653131887513e-08,6.445635580831777e-09
1886,2.710454793941608e-08,1.355227396970804e-08
1887,2.546280519766242e-08,7.834709769838355e-09
1888,2.7264643875923866e-08,1.4583413587843097e-08
1889,2.944614330147033e-08,1.566284169030041e-08
1890,2.2940351840361473e-08,7.865263995654459e-09
1891,1.3385862196457765e-08,7.649063604731055e-09
1892,3.447681962143179e-08,6.8953633913793055e-09
1893,2.0938616174248637e-08,1.1085149687062312e-08
1894,1.5123694296903523e-08,1.5123694296903523e-08
1895,1.9861428057765806e-08,5.416753268150387e-09
1896,1.8280790214930676e-08,1.8280790214930676e-08
1897,2.0393496669157685e-08,1.2236098356765979e-08
1898,1.810673566637888e-08,9.05336783318944e-09
1899,3.205995469102163e-08,6.633094074004475e-09
1900,1.557315876254961e-08,8.824790675987515e-09
1901,1.5089595351014395e-08,8.38310842965484e-09
1902,2.1605249145295602e-08,2.455141867585553e-09
1903,2.2680925582108102e-08,4.860198465905796e-09
1904,4.03096898082822e-08,5.912087708281888e-09
1905,1.5998352864698973e-08,9.28936660926638e-09
1906,2.9321851613417493e-08,1.0288369267641428e-08
1907,1.3885677496716653e-08,5.142843484406967e-09
1908,3.094175227147389e-08,1.080505640516094e-08
1909,1.4302557360679202e-08,9.351672325408344e-09
1910,1.0153886620400954e-08,8.550641084070776e-09
1911,1.3832972989291648e-08,1.4897047151407605e-08
1912,1.927485904218429e-08,1.1981668990301841e-08
1913,1.856046338843953e-08,5.302989602995467e-09
1914,2.8795998474606677e-08,8.036092680185902e-09
1915,4.123266705846618e-08,1.5314990164938536e-08
1916,2.5271162940043723e-08,1.0987462051303964e-09
1917,2.9609346086090227e-08,6.57985488317081e-09
1918,3.331049214239101e-08,1.378365155346728e-08
1919,3.222746869369075e-08,4.603924352863942e-09
1920,2.0445025228355007e-08,2.1202248845497706e-08
1921,3.1048266180278006e-08,8.330022005509363e-09
1922,1.696925089333945e-08,1.0329110011753073e-08
1923,1.3800733000834953e-08,1.0615948120573648e-09
1924,2.0626599095407983e-08,1.0313299547703991e-08
1925,2.859526304632709e-08,6.598906754362588e-09
1926,2.1177662290483568e-08,6.687683296036084e-09
1927,4.4596899506643695e-09,5.574612327308159e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,1.6710609784809094e-08,7.798284684668033e-09
1930,2.2057568216382606e-08,6.302162347537887e-09
1931,3.5356606531422585e-08,4.5621426636444085e-09
1932,1.4247397928102146e-08,4.383814644626227e-09
1933,1.8353059516584835e-08,2.2941324395731044e-09
1934,3.1152108448395666e-08,2.3963160344919743e-09
1935,2.154291145473053e-08,7.180970484910176e-09
1936,2.7886843056990074e-08,3.6374143697059935e-09
1937,3.1477796369472344e-08,5.0364472592434595e-09
1938,1.5558256905023882e-08,5.186085783037697e-09
1939,2.7529290846928234e-08,1.070583532936098e-08
1940,2.5357829613881222e-08,0.0
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,4.247896612241675e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,2.832055301382752e-08,1.742803235060819e-08
1946,4.315542412314244e-08,6.960552134671616e-09
1947,2.5033829231801974e-08,7.152522574216391e-09
1948,1.848220954059343e-08,8.697510267552389e-09
1949,2.0615717133409817e-08,3.9268033269479474e-09
1950,2.6588404367089424e-08,2.1270722960764488e-09
1951,1.4925962688039363e-08,9.595261474260042e-09
1952,2.4253049346611988e-08,1.2653764258629963e-08
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,2.34540866728139e-08,9.772536557761669e-09
1955,3.660387193349379e-08,4.6928039232341234e-09
1956,9.593255967388359e-09,2.616342476002842e-09
1957,2.2087593976038988e-08,2.6505113659425206e-09
1958,2.4816730004317833e-08,9.926692356998501e-09
1959,1.9376869886400527e-08,4.650448914844674e-09
1960,2.6991250123842292e-08,7.612916519406099e-09
1961,1.945484662257968e-08,4.86371165564492e-09
1962,2.663621678777872e-08,7.610347907416326e-09
1963,2.392439668597035e-08,1.6165133231993423e-08
1964,1.3384730657151067e-08,4.258777774879263e-09
1965,2.134096988015699e-08,5.47204326295514e-09
1966,2.6033651678858405e-08,6.6468897053084675e-09
1967,2.1693477236794934e-08,5.916402479044791e-09
1968,2.380450325745187e-08,3.5931326802796093e-09
1969,2.9067249940339934e-08,8.629339909305145e-09
1970,1.609553734738256e-08,1.1496812390987543e-08
1971,1.9525909777939887e-08,5.652237344833111e-09
1972,2.8728821988011077e-08,7.182205497002769e-09
1973,1.2129047988196362e-08,6.064523994098181e-09
1974,2.4752514704573514e-08,5.06301445213353e-09
1975,2.1703623787061588e-08,1.7134440533084216e-09
1976,3.199575004941835e-08,4.570821499072508e-09
1977,2.8208553715103335e-08,4.7014254711541525e-09
1978,2.5544542481270582e-08,2.970295565063452e-09
1979,2.691907674545746e-08,5.266775904289034e-09
1980,2.7288724169238776e-08,2.8425752862659692e-09
1981,2.0241758491579276e-08,1.2018544381930951e-08
1982,2.669225906970496e-08,4.345251713999687e-09
1983,2.2103606056589342e-08,3.78918940668882e-09
1984,3.073474630355122e-08,7.538710988796993e-09
1985,2.707001200974446e-08,6.015557829641693e-09
1986,2.577628777089558e-08,2.997242676272549e-09
1987,3.238733015109574e-08,6.110816741511371e-09
1988,3.47800117594943e-08,6.596209356501959e-09
1989,2.8538234886354985e-08,5.488121956886971e-09
1990,2.7788120249283565e-08,7.628111475810329e-09
1991,3.57549367890897e-08,4.68917216167597e-09
1992,1.8182815253453555e-08,7.713921945651236e-09
1993,2.049506697687775e-08,1.0524494165053966e-08
1994,3.481451571474281e-08,5.802419433820205e-09
1995,3.0907969517102174e-08,5.964695848348356e-09
1996,2.93595068256991e-08,1.014237493990322e-08
1997,2.3494983736327413e-08,5.753873377756236e-09
1998,1.8118891276230897e-08,1.0489884516573511e-08
1999,3.7475651026852574e-08,5.0272213059088244e-09
2000,4.1971297548570874e-08,9.277866475088103e-09
2001,2.8477876057309004e-08,6.133696661692056e-09
2002,3.986911423226047e-08,7.009954394732176e-09
2003,3.5835537204320644e-08,1.4167538253673229e-08
2004,3.7000248198637564e-08,1.4095332012686868e-08
2005,3.693074646093919e-08,1.0358624180639708e-08
2006,4.4884998828820244e-08,1.317724773741702e-08
2007,4.353982774318865e-08,7.988958827809256e-09
2008,5.236650935103171e-08,1.1069342775726909e-08
2009,3.9575997590191037e-08,1.1443662017995848e-08
2010,4.959982646823846e-08,5.196172381261022e-09
2011,5.2770811720392885e-08,1.0324724186716594e-08
2012,5.208506692611081e-08,1.05531832161887e-08
2013,6.861247925371572e-08,8.925200134513034e-09
2014,6.517989703525018e-08,9.744502982300673e-09
2015,6.561063514709531e-08,9.087958829923082e-09
2016,6.690428477895694e-08,1.1599504468051691e-08
2017,7.19464807730219e-08,1.1823373391450787e-08
2018,7.66695578136023e-08,1.3681773936013997e-08
2019,6.351959314088163e-08,1.020395146156261e-08
