year,tentant_VERB en_ADP
1999,3.199140669041256e-08
2000,2.4299172562969318e-08
2001,3.6802177832973015e-08
2002,3.5487892957597467e-08
2003,3.208530774401197e-08
2004,3.039305895846667e-08
2005,3.873224718731194e-08
2006,4.529678743203647e-08
2007,4.6335962622379157e-08
2008,4.640609141404184e-08
2009,5.054284124561548e-08
2010,6.093692972442e-08
2011,5.8506769873289954e-08
2012,7.489356179668505e-08
2013,7.223834175285049e-08
2014,7.600712248478914e-08
2015,6.0734165030496e-08
2016,7.08398264492871e-08
2017,6.389652762450737e-08
2018,8.260693729056356e-08
2019,6.964196774816855e-08
