year,impliquant_VERB en_ADP
1914,6.696743604095445e-09
1915,2.3561523843085297e-09
1916,1.0987462051303964e-09
1917,1.864292187292449e-08
1918,3.44591288836682e-09
1919,5.524709134618888e-09
1920,1.741613253614105e-08
1921,9.087297137000405e-09
1922,2.2133805899215986e-08
1923,9.554353752605493e-09
1924,9.02413699321869e-09
1925,1.4297631523163545e-08
1926,1.3375366592072169e-08
1927,8.919379901328739e-09
1928,5.713020723163709e-09
1929,3.0079096546842266e-08
1930,2.7309368988426286e-08
1931,1.1405356659111021e-08
1932,1.53433514782364e-08
1933,1.8353059516584835e-08
1934,1.0783422155213884e-08
1935,9.574627313213568e-09
1936,4.122403041151301e-08
1937,1.888667711114067e-08
1938,1.6854778905894818e-08
1939,2.9058696782158222e-08
1940,2.5357829613881222e-08
1941,8.854508237732261e-09
1942,1.517105907566929e-08
1943,1.4516175816936538e-08
1944,2.8918675454292497e-08
1945,1.742803235060819e-08
1946,3.062643116891195e-08
1947,2.0265479960812627e-08
1948,8.697510267552389e-09
1949,1.0798709482173763e-08
1950,9.571825110299415e-09
1951,4.264560704569931e-09
1952,1.8980646387944944e-08
1953,2.693456835345387e-08
1954,1.6613311615287785e-08
1955,2.2525458831523792e-08
1956,1.657016923672927e-08
1957,2.3854601849393475e-08
1958,1.4062814024384807e-08
1959,1.4726420971555854e-08
1960,2.145458388724819e-08
1961,2.779263752472616e-08
1962,1.3952304200870458e-08
1963,2.0691370394843034e-08
1964,2.5552667537454e-08
1965,2.2435377999840966e-08
1966,2.0494576702390077e-08
1967,1.9721342781053863e-08
1968,2.515192853991266e-08
1969,2.497966811176866e-08
1970,1.977451802304131e-08
1971,2.2608949379332444e-08
1972,3.026786643545165e-08
1973,3.087394162548662e-08
1974,1.518904291231138e-08
1975,1.599214449754527e-08
1976,2.6853577139718254e-08
1977,2.11564152863275e-08
1978,2.3762364520507617e-08
1979,1.8141117053005473e-08
1980,2.5583178242527538e-08
1981,3.352541355639005e-08
1982,5.2143018791639406e-08
1983,2.7155859783078995e-08
1984,3.421414973558967e-08
1985,4.1507352221969995e-08
1986,3.476801424540099e-08
1987,3.0554083707556856e-08
1988,2.338656024392094e-08
1989,4.061210390204906e-08
1990,3.0512445903241314e-08
1991,3.8099525312418336e-08
1992,3.361066092111287e-08
1993,3.157348160698348e-08
1994,3.3759530282395644e-08
1995,4.0126135303353294e-08
1996,3.896807143632941e-08
1997,3.6920688728514506e-08
1998,3.480734278582531e-08
1999,2.8792268125243936e-08
2000,3.976228413193894e-08
2001,3.811654281093979e-08
2002,3.724038322161505e-08
2003,5.0003073681637034e-08
2004,3.523832958762796e-08
2005,4.5037495510769077e-08
2006,3.3766696105885785e-08
2007,3.674920989737984e-08
2008,3.193079933794252e-08
2009,3.7191902890754136e-08
2010,3.7317963830219014e-08
2011,3.4033352136475514e-08
2012,2.382976838077866e-08
2013,1.840822605458925e-08
2014,2.1004817440939405e-08
2015,2.5268960257562867e-08
2016,1.864206033985738e-08
2017,2.2892063356039216e-08
2018,1.652138692520566e-08
2019,1.3010037491767434e-08
