year,était_VERB allemand_ADJ,était_VERB salement_ADV
1882,5.390861801402025e-08,0.0
1883,5.371438049905919e-08,0.0
1884,6.79974796469196e-08,0.0
1885,4.640857564908174e-08,0.0
1886,7.679621916167889e-08,0.0
1887,4.0479333662801764e-08,6.528924623161458e-10
1888,6.213802450361072e-08,0.0
1889,5.325366103647866e-08,0.0
1890,6.685474218670606e-08,0.0
1891,5.8005403147376455e-08,0.0
1892,5.014809900671935e-08,6.268512375839919e-10
1893,5.357822363549758e-08,0.0
1894,5.6713853169299e-08,0.0
1895,5.4769392576758946e-08,0.0
1896,4.8945342001616154e-08,0.0
1897,4.777905182606901e-08,1.1653427112179315e-09
1898,8.60069953034781e-08,0.0
1899,6.964748955340383e-08,0.0
1900,6.85219028184747e-08,5.191053142894475e-10
1901,6.035837962770074e-08,0.0
1902,5.9414436037741325e-08,0.0
1903,5.346217868407166e-08,0.0
1904,4.568431322127253e-08,0.0
1905,5.7800502162308476e-08,0.0
1906,4.73264982758792e-08,0.0
1907,8.125692474436619e-08,0.0
1908,7.416197433940397e-08,0.0
1909,4.400786757230435e-08,0.0
1910,6.519863759990585e-08,5.344150677544235e-10
1911,4.415910392907563e-08,0.0
1912,6.720153500339165e-08,5.209421227725386e-10
1913,5.6211691301655264e-08,0.0
1914,8.90666917996441e-08,0.0
1915,3.275051767559489e-07,4.712304768617059e-09
1916,4.4169597401833016e-07,0.0
1917,3.4434571460906227e-07,1.0966424435210342e-09
1918,4.985087400655175e-07,0.0
1919,2.4308720014687424e-07,0.0
1920,1.2191292952934418e-07,0.0
1921,1.2343578248419362e-07,0.0
1922,1.2173593688658002e-07,0.0
1923,9.872831796542414e-08,0.0
1924,8.379555893611723e-08,0.0
1925,6.268961527666761e-08,1.0998177923937646e-09
1926,8.136681373116517e-08,1.1146138456652466e-09
1927,6.689534970405475e-08,1.1149224876660924e-09
1928,6.512843597761275e-08,0.0
1929,8.912325100141061e-08,0.0
1930,7.247486522032887e-08,0.0
1931,6.386999906737856e-08,0.0
1932,1.1069132099805756e-07,5.4797681947604815e-09
1933,8.717703181559955e-08,2.2941324395731044e-09
1934,8.626737724171107e-08,0.0
1935,3.8298509252854274e-08,3.590485242455088e-09
1936,6.911087169214625e-08,2.424942913137329e-09
1937,7.680581859403901e-08,0.0
1938,7.130867984983524e-08,0.0
1939,6.117620365841958e-08,0.0
1940,7.86092684279538e-08,0.0
1941,9.149658097840074e-08,0.0
1942,5.765002519808604e-08,0.0
1943,6.67744117777147e-08,2.9032352077962287e-09
1944,6.426372145540427e-08,6.4263723231761105e-09
1945,1.6774481537140673e-07,2.178504043826024e-09
1946,6.682130138102593e-08,0.0
1947,9.65590558621443e-08,4.7683483828109274e-09
1948,7.610321617335103e-08,1.0871887834440486e-09
1949,5.4975245689092844e-08,9.817008317369869e-10
1950,4.998619829166273e-08,1.0635361480382244e-09
1951,5.757157062191709e-08,0.0
1952,6.53777849635162e-08,5.272402070488624e-09
1953,3.98631598841348e-08,0.0
1954,7.427127357573227e-08,9.772536113672459e-10
1955,5.162084271148615e-08,9.385607846468247e-10
1956,4.8838392885386384e-08,8.72114158667614e-10
1957,6.449577583111932e-08,8.835037701437898e-10
1958,5.790570334340828e-08,6.617794756635931e-09
1959,4.727956337546857e-08,1.5501495642666896e-09
1960,5.4674583083169637e-08,3.460416619915918e-09
1961,4.516303597768001e-08,1.3896318540318475e-09
1962,6.59563461624657e-08,3.805173953708163e-09
1963,4.78487933719407e-08,2.5864212993553792e-09
1964,6.570685862072878e-08,1.8251904432275978e-09
1965,6.347570469245056e-08,5.47204326295514e-09
1966,7.311578897883919e-08,3.8773522170743036e-09
1967,6.50804317103848e-08,4.930335695263466e-09
1968,6.69220963089856e-08,4.491415683816058e-09
1969,7.085142250673471e-08,2.2708788183223305e-09
1970,6.392227724916211e-08,1.8394900047624674e-09
1971,5.5494691508783944e-08,0.0
1972,5.335352781798974e-08,2.565073486948677e-09
1973,4.0246387555953334e-08,2.7566018356850464e-09
1974,5.625571652956296e-08,3.3753431161187564e-09
1975,5.8257096924307916e-08,2.8557400888473694e-09
1976,5.370715161490125e-08,3.4281160132820787e-09
1977,3.937443704415955e-08,2.938390863960194e-09
1978,6.237620819860012e-08,1.1881182704343018e-09
1979,5.208256226296726e-08,1.1703946700691858e-09
1980,4.946081233470068e-08,3.411090521154847e-09
1981,4.111607143642004e-08,3.795329828193417e-09
1982,5.338451902758834e-08,3.1037510339615437e-09
1983,5.494324994970157e-08,1.89459470334441e-09
1984,5.219107812592938e-08,3.479405208395292e-09
1985,5.594468888148185e-08,4.812446441349039e-09
1986,6.533989260759654e-08,8.392279760016663e-09
1987,6.110816919147055e-08,4.277571630240118e-09
1988,5.4568640273089386e-08,2.99827696004229e-09
1989,5.81740948746301e-08,3.841685636274406e-09
1990,4.7403263536693885e-08,1.6345953479657283e-09
1991,4.7477869635770276e-08,4.10302547493302e-09
1992,5.289546578524096e-08,2.2039776670368383e-09
1993,4.874502579355067e-08,2.2156829704300662e-09
1994,4.8529325891166764e-08,2.637463358823311e-09
1995,4.392185104507007e-08,2.1689803286761844e-09
1996,5.017806525842161e-08,3.2028553142993132e-09
1997,4.986690083086387e-08,2.876936688878118e-09
1998,6.103205496543751e-08,3.337690568372409e-09
1999,5.07292323703723e-08,3.1991407301035224e-09
2000,4.5947526228218294e-08,1.7672125984802278e-09
2001,4.863145131039914e-08,4.381211837767296e-09
2002,4.77553143696241e-08,1.752488598683044e-09
2003,5.416999826479696e-08,5.000307723435071e-09
2004,6.34289936130017e-08,7.047666006343434e-09
2005,6.575474387204849e-08,4.053374524914943e-09
2006,6.753339309994999e-08,3.706100981659688e-09
2007,5.7919953722063156e-08,7.988958827809256e-09
2008,5.6623949085121694e-08,1.0643598891135753e-08
2009,5.864876762018412e-08,8.105927484791664e-09
2010,6.235406857513226e-08,1.322662068758973e-08
2011,6.844909705705504e-08,2.0649448373433188e-08
2012,7.999994178220504e-08,2.9616998631354363e-08
2013,7.865332918299828e-08,2.8170163091090217e-08
2014,8.401927420464972e-08,3.551330252093976e-08
2015,8.400820838971867e-08,3.014542571122547e-08
2016,7.72609816124259e-08,3.1070101158547914e-08
2017,6.31418437535558e-08,3.9243538196842565e-08
2018,7.692770598310972e-08,4.569196221382299e-08
2019,7.219295028448869e-08,2.831596468411135e-08
