year,entrant_VERB en_ADP,entrant_VERB sans_ADP
1891,1.026249385027711e-06,2.549687994068961e-08
1892,1.1070192396100964e-06,1.5044429702015805e-08
1893,1.0518575681572884e-06,1.9091091818523864e-08
1894,1.0057256396578396e-06,3.213785015887538e-08
1895,9.527466922065742e-07,1.5046536461227333e-08
1896,9.240644542884979e-07,1.47425724961181e-08
1897,9.29943492211649e-07,1.0488084178916779e-08
1898,1.038873987724287e-06,1.9238407311661376e-08
1899,1.12707322941219e-06,1.0502398950507086e-08
1900,1.0615703294192258e-06,1.7130475371551768e-08
1901,1.0333578348564743e-06,1.676621685930968e-08
1902,1.699449183156787e-06,1.1293653123800595e-08
1903,1.0244217607535688e-06,1.0800440319869153e-08
1904,9.765693809171694e-07,1.7736263124845664e-08
1905,1.0811789721287823e-06,1.0837593933388234e-08
1906,1.129662951626642e-06,1.8004646384905953e-08
1907,9.010261319275514e-07,1.1828539925318182e-08
1908,9.375841454328793e-07,1.3751889627044989e-08
1909,1.0567389132631888e-06,1.265226190483304e-08
1910,1.0533320775607535e-06,1.6566866878342523e-08
1911,1.0502418508195888e-06,1.1172785585600309e-08
1912,9.569706547196688e-07,1.5628263128064646e-08
1913,1.048931421276933e-06,2.0151361468379037e-08
1914,1.18666302562076e-06,3.9510787530616653e-08
1915,1.093254719641834e-06,6.715034572835066e-08
1916,9.559091771471628e-07,8.130721584898026e-08
1917,1.1558610957251858e-06,9.869782324756216e-09
1918,1.0705302448954512e-06,1.722956355365568e-08
1919,1.1261198117340498e-06,2.4861191438851904e-08
1920,1.053297395969821e-06,8.329454903588385e-09
1921,1.1222812057454234e-06,1.5145495524393482e-08
1922,1.1037391356438775e-06,1.2542490601674672e-08
1923,1.2218956655374313e-06,1.4862327368803108e-08
1924,1.0313299259046005e-06,5.156649662829693e-09
1925,1.128413019912955e-06,1.649726644181726e-08
1926,1.167000644564098e-06,8.916910765321973e-09
1927,1.1204971013256682e-06,1.0034302500017134e-08
1928,1.1357484854812583e-06,7.998228745975666e-09
1929,1.2789186207839975e-06,8.912325322185666e-09
1930,1.1238855615047783e-06,1.3654684494213143e-08
1931,1.2237947375481895e-06,1.1405356659111021e-08
1932,1.367750125158551e-06,1.53433514782364e-08
1933,1.3856559704095162e-06,1.491186085722518e-08
1934,1.3347480329883865e-06,1.4377896206951846e-08
1935,1.4158480539094853e-06,1.3165112555668657e-08
1936,1.1906469303823997e-06,8.487299751891442e-09
1937,1.2578527091022806e-06,2.1404900962807005e-08
1938,1.2005789038482817e-06,1.8151300351654243e-08
1939,1.2388181147571231e-06,6.117620188206274e-09
1940,1.5062550851041578e-06,1.7750480196809804e-08
1941,1.339982137693596e-06,1.7709016475464523e-08
1942,1.0498372660094901e-06,1.517105907566929e-08
1943,1.074197031769586e-06,0.0
1944,1.0153668714707464e-06,6.4263723231761105e-09
1945,1.0783595136842905e-06,1.5249527862692958e-08
1946,1.0176327345234881e-06,1.1136883415474585e-08
1947,9.48901345942943e-07,2.026548062694644e-08
1948,1.1524200829171605e-06,1.0871888278529696e-08
1949,1.1584069685710574e-06,1.47255123650325e-08
1950,1.2124311759009743e-06,4.2541445921528975e-09
1951,1.0991905456947393e-06,1.1727541715522705e-08
1952,1.3086101157133712e-06,1.8980646387944944e-08
1953,1.190507948223285e-06,1.4005975934594517e-08
1954,1.179545066065657e-06,1.7590565004610426e-08
1955,1.0643279537703165e-06,1.1262729415761896e-08
1956,1.0936311998221981e-06,1.2209597999301991e-08
1957,1.0142623434461484e-06,9.718541194025931e-09
1958,1.0447843727945383e-06,1.5717262158432277e-08
1959,1.1199831071451172e-06,1.0851047393956037e-08
1960,1.1661603753765348e-06,1.591791587429725e-08
1961,1.1964730184388372e-06,2.0844478476611528e-08
1962,1.1732619320525828e-06,1.839167362849281e-08
1963,1.1244466593396396e-06,1.8751553643170382e-08
1964,1.0987646845705967e-06,6.6923653285755336e-09
1965,1.0342162237719776e-06,1.2038495533772675e-08
1966,1.0939672954179969e-06,1.1632057428379028e-08
1967,9.79657713173765e-07,1.4297973360832827e-08
1968,9.746372313657048e-07,1.167768146070891e-08
1969,1.0872968552178008e-06,1.5896152283367826e-08
1970,1.033333476563314e-06,6.438215210957665e-09
1971,1.079063427056326e-06,1.644287195290417e-08
1972,9.680587336191593e-07,1.0773308467548759e-08
1973,9.18499752700086e-07,7.1671648615989625e-09
1974,9.833499499123377e-07,9.563471903284437e-09
1975,1.0417739586543462e-06,9.138368284311582e-09
1976,7.987510328710812e-07,1.199840671262109e-08
1977,8.450812103433236e-07,7.639816557158952e-09
1978,8.649500937707444e-07,8.316828115084718e-09
1979,8.596548592976205e-07,9.948355028654987e-09
1980,8.425393485111954e-07,1.534990723417451e-08
1981,7.679216986744564e-07,1.644642921849737e-08
1982,8.13803544552627e-07,7.449002858983533e-09
1983,8.033082048441997e-07,1.0104505676622466e-08
1984,7.834460529210219e-07,8.69851302098823e-09
1985,8.000692339749094e-07,7.820225245147583e-09
1986,8.278384253657123e-07,4.7955883708539204e-09
1987,7.064104190490639e-07,7.94406213033838e-09
1988,8.311223620438568e-07,5.3968984281560495e-09
1989,7.754716797592209e-07,6.036934507847036e-09
1990,7.715289527254754e-07,7.083246489347772e-09
1991,7.104095729459914e-07,9.37834432335194e-09
1992,7.151907261970791e-07,8.264915862810085e-09
1993,7.511165254214802e-07,9.970573089379542e-09
1994,7.722492636474954e-07,7.912389743403025e-09
1995,7.764949394584164e-07,1.1387146947594573e-08
1996,7.035605520400168e-07,8.540947282753564e-09
1997,7.4033170172072e-07,8.151320507465698e-09
1998,7.333382789909138e-07,1.1920323395031573e-08
1999,8.253783310152585e-07,1.0511462644746672e-08
2000,7.510653396991529e-07,1.2812291672048559e-08
2001,7.548828051540113e-07,1.2267393323384113e-08
2002,7.956298073708012e-07,9.63868718173444e-09
2003,8.371348130253864e-07,1.2084076683738232e-08
2004,8.179697310595202e-07,7.04766583980998e-09
2005,9.21467169234802e-07,1.1259374099736874e-08
2006,8.112243028435273e-07,1.4000825387938676e-08
2007,7.681384079916143e-07,1.6377366129916027e-08
2008,7.454777080084796e-07,2.1287198226360715e-08
2009,7.929504253212372e-07,1.5735035052699686e-08
2010,7.406907389650996e-07,2.078468919197718e-08
2011,6.913741188441236e-07,1.9502256670689277e-08
2012,6.553186455704463e-07,3.6425505722803564e-08
2013,6.992336718525394e-07,3.430623918276865e-08
2014,6.156360665698912e-07,3.2481679235196736e-08
2015,6.603177933328652e-07,3.5686862576156386e-08
2016,6.961773726388287e-07,3.417711114117594e-08
2017,6.135575834065321e-07,2.767172380124805e-08
2018,6.350407923960688e-07,3.5882387727781406e-08
2019,6.283083102687215e-07,3.571382700684467e-08
