year,courant_VERB en_ADP,courant_VERB sans_ADP
1800,6.288328968651058e-09,2.515331631869344e-08
1801,2.3811825844433088e-09,5.9529565277216534e-08
1802,0.0,4.0281122437590966e-08
1803,3.315576790896557e-08,1.755305234496518e-08
1804,9.887403784603066e-09,2.4718509905596875e-08
1805,5.685755510853596e-08,7.960057502032214e-08
1806,8.645007376628655e-09,4.610670600868616e-08
1807,1.9928686256776018e-08,1.9928686256776018e-08
1808,1.1330369975581789e-08,7.931259204951857e-08
1809,4.518061036407062e-09,7.680704072754452e-08
1810,2.3401266702194334e-08,9.360507036149102e-09
1811,7.521229861140455e-09,5.264861258069686e-08
1812,2.1337665856435706e-08,2.6672083208723052e-08
1813,6.039057609541487e-08,2.8757416448144113e-09
1814,1.8880061958270744e-08,6.293354459785405e-08
1815,1.6183340889597275e-08,2.4275012000529728e-08
1816,6.952811659743929e-09,5.0987285504788815e-08
1817,1.401186100480345e-08,2.9580595417577626e-08
1818,5.960588467246453e-09,2.5034471606844022e-08
1819,1.449147024601416e-08,6.624672188593195e-08
1820,3.5599443393152796e-08,5.22125169766241e-08
1821,2.465372084259343e-08,6.212737524435852e-08
1822,7.118187284049782e-08,3.308453244699194e-08
1823,2.174191093828881e-08,3.063632869615418e-08
1824,3.3684450784221553e-09,3.115811608722652e-08
1825,2.0252519661312363e-08,4.3146669348459454e-08
1826,2.906634755106552e-08,5.637109878886548e-08
1827,9.217272889383565e-09,5.7147094167930845e-08
1828,4.494427585655103e-08,3.210305266065916e-08
1829,1.5431716904323878e-08,2.914879893012312e-08
1830,1.7742621594152297e-08,6.053364742797385e-08
1831,2.0268567268999504e-08,1.0913843828674885e-08
1832,2.3000948701223933e-08,8.253281258419065e-08
1833,2.548398292390175e-08,3.8225973497674204e-08
1834,2.8937046536725575e-08,7.747660912826859e-08
1835,1.9664028627630614e-08,4.5378527602224494e-08
1836,3.763620171071125e-08,3.8980349614803345e-08
1837,4.1051556820548285e-08,4.174734469231112e-08
1838,2.651107955387033e-08,3.724175656749651e-08
1839,3.705481788074394e-08,2.866504900111977e-08
1840,5.4779322411491194e-08,4.2039946634986336e-08
1841,4.751206006403663e-08,3.531301606685133e-08
1842,3.4212151334145346e-08,2.6162233712767602e-08
1843,4.666459885172003e-08,4.134837894298471e-08
1844,1.4819115268238647e-08,3.0735943568060975e-08
1845,2.0646843346128207e-08,7.700714377278928e-08
1846,3.922515734444687e-08,6.6741314697083e-08
1847,3.99098540881937e-08,1.0247124571094446e-07
1848,3.3789932407657375e-08,3.539897530657754e-08
1849,4.1059134758825167e-08,7.206296803730083e-08
1850,4.6844071732721204e-08,5.4311967367937086e-08
1851,6.384944484238986e-08,3.676180071465751e-08
1852,2.408901877970493e-08,3.190167419120371e-08
1853,1.851298847554972e-08,4.060913738612726e-08
1854,2.2341357042154897e-08,4.156531718813028e-08
1855,3.555647865027822e-08,3.237231638308913e-08
1856,2.7439103156279288e-08,4.763014105346741e-08
1857,2.928905484811395e-08,6.199516633387248e-08
1858,3.229826139872216e-08,6.459652079904288e-08
1859,1.1202781147190422e-08,5.9578428857065546e-08
1860,3.890606334322477e-08,4.897586691754441e-08
1861,4.904602235455968e-08,3.065376574795664e-08
1862,6.776979422085105e-08,5.1956842384015545e-08
1863,3.146611238236119e-08,4.545104970166136e-08
1864,3.7398878216521325e-08,3.452204133669312e-08
1865,5.177528938915543e-08,4.4715022406993654e-08
1866,3.795178216137174e-08,5.887391490988492e-08
1867,3.7366650218473296e-08,3.882249366427004e-08
1868,2.173544577654951e-08,5.878449993446111e-08
1869,2.2952539424636598e-08,3.760309696954067e-08
1870,2.5229815125982213e-08,2.465641024684828e-08
1871,2.442870794538976e-08,7.222400300044285e-08
1872,6.410179764770874e-08,3.205089882385437e-08
1873,2.514121955066173e-08,4.010622961514443e-08
1874,5.317401985394099e-08,4.9589254647042225e-08
1875,4.176714918369129e-08,3.776207790906483e-08
1876,1.269663130187837e-08,3.929909553335165e-08
1877,3.89643424192343e-08,4.9478529717816855e-08
1878,4.166971345753723e-08,3.381889779330294e-08
1879,5.3151130496864596e-08,4.154341226580982e-08
1880,6.610381531046983e-08,2.6954953824542827e-08
1881,5.299105709788421e-08,2.928453235462314e-08
1882,4.059785041476971e-08,4.0597848416368265e-08
1883,5.497825039668669e-08,4.486730587061061e-08
1884,7.261866841190567e-08,4.027035060971684e-08
1885,5.743061298191243e-07,5.3498775243188135e-08
1886,1.5875521075514598e-07,4.323820945728585e-08
1887,1.2143799832387003e-07,4.1785117199655275e-08
1888,8.623236236182663e-08,3.297119732792453e-08
1889,1.1903760022136112e-07,4.51089832154139e-08
1890,1.474736945894506e-07,4.391439034634459e-08
1891,1.8485237640586405e-07,6.501704186145929e-08
1892,8.149066133000815e-08,3.0715710863660206e-08
1893,1.1023565349432829e-07,2.8328715429015716e-08
1894,1.4367509049151295e-07,6.175508304728794e-08
1895,1.1435367452961032e-07,4.513960716323595e-08
1896,1.0142889983466574e-07,3.479246973858707e-08
1897,7.749528951883633e-08,4.603103764821981e-08
1898,1.9464741196628665e-07,4.4135168741910036e-08
1899,8.788850003327298e-08,2.432134493801641e-08
1900,1.4534948511446544e-07,3.010810889492177e-08
1901,1.6933878743685682e-07,3.856229824350521e-08
1902,1.3797898246181717e-07,4.910283735171106e-08
1903,1.3662557840632417e-07,3.348136479175423e-08
1904,1.773626250312077e-07,3.33226779503093e-08
1905,1.2282607220193142e-07,5.780050182924157e-08
1906,1.5329669489361208e-07,2.777859720026754e-08
1907,1.3834249362743023e-07,3.805704196224724e-08
1908,1.635492521412374e-07,2.603036164394723e-08
1909,1.6337920794029515e-07,4.1807474815414025e-08
1910,1.7635696614171081e-07,5.18382625713798e-08
1911,1.3620158112459535e-07,4.2562992907946295e-08
1912,1.344030606809099e-07,4.063348657545873e-08
1913,1.5378670292776064e-07,2.6514948459066545e-08
1914,1.8884816732622767e-07,4.018046162457267e-08
1915,1.755333548514315e-07,6.008188424555527e-08
1916,1.7360190684989618e-07,2.5271163162088328e-08
1917,1.4585344487727525e-07,4.934890984742424e-08
1918,1.8378201716018339e-07,3.445912710731136e-08
1919,1.2983066000060717e-07,8.471220447336947e-08
1920,1.794618911254986e-07,4.543338860685253e-08
1921,1.862895908644191e-07,4.392193631019836e-08
1922,1.6600355490226093e-07,5.016996240669869e-08
1923,1.921486640910075e-07,3.715581797791856e-08
1924,1.9208520596336598e-07,4.512068585427187e-08
1925,1.5947358322776495e-07,3.409435223034052e-08
1926,1.7833821108759196e-07,5.127223801082437e-08
1927,1.728129801481515e-07,5.5746123384103896e-08
1928,1.6453498785651277e-07,3.6563331917705e-08
1929,1.5707972922385238e-07,4.3447585085232276e-08
1930,1.6595694241061665e-07,5.041729700394626e-08
1931,2.0985855986310753e-07,5.246463974373228e-08
1932,1.6329709873197373e-07,3.1782654730250215e-08
1933,1.6403046498858487e-07,2.7529589052832648e-08
1934,1.365900121896857e-07,4.313368862085554e-08
1935,1.4002893067299738e-07,3.2314365405738954e-08
1936,1.551963531021272e-07,4.001155806676593e-08
1937,2.0397612088274286e-07,3.651424385076041e-08
1938,1.841060472962397e-07,2.5930429359277696e-08
1939,1.7588157863457354e-07,3.6705722017416065e-08
1940,1.6736167252062728e-07,6.085878978545622e-08
1941,1.5052663115966425e-07,2.9515025090631752e-08
1942,1.3350532412914617e-07,5.461581054078124e-08
1943,1.7709734856374837e-07,7.83873517207212e-08
1944,1.9279116791892648e-07,7.390328171652527e-08
1945,1.3724574898787978e-07,5.8819608739213436e-08
1946,1.795822504035982e-07,5.4292307538617024e-08
1947,1.8000515455973698e-07,4.649139739854036e-08
1948,1.9025803821293152e-07,5.979538286737807e-08
1949,1.462734271484578e-07,3.435953033203987e-08
1950,1.71229314283039e-07,3.19060831088791e-08
1951,1.5139190012725123e-07,3.3050344683260846e-08
1952,2.09841592990756e-07,3.58523338794825e-08
1953,1.9177412635684732e-07,2.8011951869189033e-08
1954,1.4365628131507435e-07,6.449873679592599e-08
1955,1.783265450860938e-07,4.786659868472043e-08
