year,courant_VERB en_ADP,courant_VERB sans_ADP
1956,2.0494683150573678e-07,5.232685040823526e-08
1957,1.5019564686413744e-07,5.654424273249248e-08
1958,1.6709931438541048e-07,4.301566730591233e-08
1959,1.612155540176019e-07,5.425523552649025e-08
1960,1.7509707905816185e-07,3.668041514970355e-08
1961,1.5563877253654823e-07,4.794229724325305e-08
1962,1.83282540477947e-07,5.0735650347633054e-08
1963,1.7781646644010607e-07,4.13827423439983e-08
1964,1.697427207680846e-07,3.1636634645337836e-08
1965,1.9371033221915468e-07,2.681301225493371e-08
1966,1.7004959318445145e-07,4.818994980837488e-08
1967,1.4002153481129653e-07,3.3526282583462574e-08
1968,1.877411857087452e-07,3.817703486674873e-08
1969,1.5896151717154083e-07,3.542570925496591e-08
1970,1.6233499167128684e-07,3.587005537042387e-08
1971,1.9577294874117968e-07,2.466430859549007e-08
1972,1.8468528750759106e-07,3.283293920075536e-08
1973,1.6153687143471984e-07,2.8117340233890786e-08
1974,1.3107581686711e-07,2.7565302096466127e-08
1975,1.1822763701374583e-07,3.71246211550158e-08
1976,1.2512623998039984e-07,3.256710273680241e-08
1977,1.398674058794569e-07,3.2322301724008184e-08
1978,1.4257419667096372e-07,3.564354977836359e-08
1979,1.357657795075795e-07,2.633387907735596e-08
1980,1.3928619702063827e-07,3.8659023593456965e-08
1981,1.5434340228104304e-07,3.795329700517769e-08
1982,1.4898004829788647e-07,4.345251713999687e-08
1983,1.7935497620413798e-07,2.9681984869966982e-08
1984,1.6295214178008166e-07,2.7255339596354844e-08
1985,1.4738116949075675e-07,3.248401336808371e-08
1986,1.6604724639712742e-07,2.9372978938013716e-08
1987,1.4604852571764582e-07,2.8109757743699504e-08
1988,1.4931418923502804e-07,4.1376221449063166e-08
1989,1.5531385644251827e-07,3.45751683950013e-08
1990,1.585557383165792e-07,2.887784944505256e-08
1991,1.7467166557594282e-07,2.2273567212849343e-08
1992,1.9780699034299687e-07,3.361065892271142e-08
1993,1.4069587361831282e-07,3.323524444542869e-08
1994,1.5033540945452728e-07,2.3737170395943252e-08
1995,1.2959657391675705e-07,3.253470381991974e-08
1996,1.217085017213293e-07,3.736664644371501e-08
1997,1.246672574062302e-07,2.685140920721807e-08
1998,1.3303081203286382e-07,2.5747897702821376e-08
1999,1.521876924481802e-07,2.6964186217171005e-08
2000,1.4888765631493328e-07,3.1368023289957137e-08
2001,1.3581756075353724e-07,2.9792239786274877e-08
2002,1.3669410670047455e-07,3.461164810314443e-08
2003,1.5084261306697044e-07,2.5834921590917048e-08
2004,1.4888194233009244e-07,3.611928889313276e-08
2005,1.3781473684471024e-07,3.1075872986008335e-08
2006,1.3630215556226233e-07,2.882522948111088e-08
2007,1.3980677948666198e-07,4.433872224929303e-08
2008,1.366638071598203e-07,4.5554603644859526e-08
2009,1.3207893623246036e-07,4.577464940425102e-08
2010,1.3935189535629888e-07,5.668551805726452e-08
2011,1.3077984695186728e-07,6.65371115982083e-08
2012,1.0451056020599481e-07,6.672335495228054e-08
2013,9.622481744742117e-08,9.761937347363414e-08
2014,8.943288287710516e-08,8.315309862894082e-08
2015,9.243119070134753e-08,8.467317758054094e-08
2016,8.513207605531647e-08,9.217462859645309e-08
2017,9.433542658143779e-08,9.282605850646775e-08
2018,8.88024578316049e-08,9.422353786092685e-08
2019,7.219295294902395e-08,8.928456796120088e-08
