year,prenant_VERB en_ADP,prenant_VERB sans_ADP
1859,1.242490313302369e-06,5.6523124847274175e-08
1860,1.3035820245477225e-06,4.165237496578378e-08
1861,1.264821420932094e-06,4.244367196593046e-08
1862,1.2939512714638113e-06,4.517986340601965e-08
1863,1.1407714168854e-06,3.046718816124283e-08
1864,1.2845075616496615e-06,5.034464223285795e-08
1865,1.1395270291814086e-06,4.377365159236035e-08
1866,1.1575293399346265e-06,4.81695678899996e-08
1867,1.2709513299569153e-06,4.173418055586353e-08
1868,1.2255827073204273e-06,5.384462875568374e-08
1869,1.1852300545456274e-06,5.860222884734867e-08
1870,1.030981984229129e-06,3.612450871770534e-08
1871,1.2756034237781932e-06,4.354682658913589e-08
1872,1.0830784589188625e-06,4.0517173505172366e-08
1873,1.2259337651698843e-06,5.866284202848959e-08
1874,1.0814042923357192e-06,4.899179373296647e-08
1875,1.004700180828877e-06,4.977728690347405e-08
1876,9.564795249161762e-07,5.2600327649088285e-08
1877,9.759639922890528e-07,3.092408029647942e-08
1878,1.0405349684106113e-06,4.166971101504657e-08
1879,1.09112550461532e-06,2.932476128592043e-08
1880,1.1712569261135286e-06,2.823852374156388e-08
1881,1.0472706364339501e-06,2.7890029841159958e-08
1882,1.0681892916863944e-06,3.5273542087210785e-08
1883,1.0142539181856591e-06,4.297150574261721e-08
1884,9.783714745026373e-07,4.7532217273271726e-08
1885,1.0203441291878335e-06,4.0607503359879615e-08
1886,1.04094370101393e-06,3.613939725255477e-08
1887,9.956610114159048e-07,1.8933881629212834e-08
1888,9.840634191959907e-07,2.53624587998047e-08
1889,9.955302004982514e-07,2.9446143023914573e-08
1890,1.0487018045068908e-06,5.1779652843197965e-08
1891,1.0670444723359651e-06,3.633305345474014e-08
1892,1.0035888209358745e-06,6.14314212832312e-08
1893,1.048162523886731e-06,4.4340598970293854e-08
1894,1.0164382686639328e-06,3.717908314548879e-08
1895,9.63580198742875e-07,3.972285589348701e-08
1896,9.258335254003214e-07,4.0689499769541726e-08
1897,9.037232970854348e-07,4.8944393427063915e-08
1898,8.572407850238051e-07,3.960848549144913e-08
1899,1.0043609961485345e-06,3.040167939616367e-08
1900,9.748797893394112e-07,2.6474371028761823e-08
1901,9.076111950889754e-07,3.968004597121322e-08
1902,8.273828058236177e-07,2.1114219705964388e-08
1903,8.964365676433772e-07,2.6461079549733313e-08
1904,8.18017980463992e-07,2.579820179704484e-08
1905,9.857049576567078e-07,2.4255568220610257e-08
1906,7.942620925405208e-07,2.572092228092515e-08
1907,9.354831860264312e-07,2.0571373937627868e-08
1908,8.570373850602664e-07,1.9645555626723876e-08
1909,9.197644388336812e-07,3.300590201149589e-08
1910,8.053634843463442e-07,1.9773357728958274e-08
1911,8.549841439275951e-07,2.819798339270818e-08
1912,8.533031987667528e-07,4.896855959612978e-08
1913,8.362814796214479e-07,2.17422575499171e-08
1914,8.149936903123489e-07,1.6741860009439335e-08
1915,1.047309737600699e-06,5.419150550523e-08
1916,9.405267604734036e-07,4.8344831249380604e-08
1917,1.0363271201185853e-06,1.5352993543160665e-08
1918,9.028291501067542e-07,2.2972752589112133e-08
1919,9.124977822239089e-07,3.6831394822911534e-08
1920,9.003383496519746e-07,2.7260033785836413e-08
1921,9.117588035678637e-07,2.2718241510233383e-08
1922,9.244552998666222e-07,3.024953443286904e-08
1923,9.628665154082228e-07,4.564857825073432e-08
1924,9.655827000187855e-07,3.480738675065709e-08
1925,9.062498591561052e-07,2.969508017258704e-08
1926,9.084103140821753e-07,3.0094573277850145e-08
1927,9.900511486193864e-07,2.7873062524719217e-08
1928,1.0123472407030931e-06,3.085031030636287e-08
1929,1.073935166573392e-06,2.5622933996771735e-08
1930,1.0030941410832384e-06,3.5712252044461934e-08
1931,1.1165844284732884e-06,3.649714219733369e-08
1932,1.0521154933940124e-06,3.397456405096477e-08
1933,1.156242745992131e-06,2.064719240024715e-08
1934,1.0016600953122179e-06,3.1152110224752505e-08
1935,1.0005485506781042e-06,3.351119648442591e-08
1936,1.019688497194693e-06,2.0612015205756506e-08
1937,1.0790588049758298e-06,1.636845392560815e-08
1938,1.0009145796630037e-06,2.9819993585533666e-08
1939,9.895250485669749e-07,4.282334220562234e-08
1940,9.813479948661552e-07,3.0429395003750415e-08
1941,6.965546290871316e-07,2.066051862925633e-08
1942,7.797924013175361e-07,3.3376331032286544e-08
1943,6.532279499538163e-07,4.645176376882887e-08
1944,8.739866501628057e-07,3.213186161588055e-08
1945,7.624764322144983e-07,4.574858669670334e-08
1946,8.422267967489461e-07,2.0881655515836428e-08
1947,9.012178665557258e-07,3.695469930065087e-08
1948,9.991264846576087e-07,3.152847383169899e-08
1949,1.135827872644768e-06,1.472551192094329e-08
1950,9.380388661384131e-07,2.4461331182834556e-08
1951,9.584600064727056e-07,2.3455083209000804e-08
1952,9.258337598794242e-07,3.796129366406831e-08
1953,1.0084302601853778e-06,3.124409930777006e-08
1954,9.068913442433768e-07,2.7363100230104465e-08
1955,1.015522755665188e-06,2.627970197011109e-08
1956,1.065723473914204e-06,3.226822542501395e-08
1957,1.0336994193949067e-06,2.8272120644601273e-08
1958,1.0538837926787892e-06,2.8952851893748743e-08
1959,1.021548541757511e-06,2.2477168570844697e-08
1960,1.106641200010472e-06,3.5988331870129286e-08
1961,1.252753094149739e-06,3.057190012256683e-08
1962,1.3115166268562461e-06,2.7904608401740916e-08
1963,1.1768216694463263e-06,3.362347633650842e-08
1964,1.213143292488894e-06,2.6161064203833462e-08
1965,1.1491291616039234e-06,2.5718603247071314e-08
1966,1.2041948025398597e-06,2.7141466407698545e-08
1967,1.3578144688608518e-06,3.944268511801852e-08
1968,1.5648092528408597e-06,3.5482184301827147e-08
1969,1.861212382436861e-06,2.7704723182253588e-08
1970,1.8008607725050751e-06,2.161400769473687e-08
1971,1.7825101252810782e-06,2.466430859549007e-08
1972,1.8247932445092374e-06,2.411168970040123e-08
1973,1.6313569943804396e-06,3.142526106003629e-08
1974,1.7720550715694117e-06,3.431598738501407e-08
1975,1.6608984765298374e-06,2.5701659911447905e-08
1976,1.679776957530521e-06,2.4568166168137395e-08
1977,1.739527391464435e-06,2.5270162518076233e-08
1978,1.8172268596572394e-06,2.5544543147404397e-08
1979,1.917691633934737e-06,2.5748682186410576e-08
1980,1.7669448908463892e-06,3.1268327926881057e-08
1981,1.92043688684862e-06,3.289285843699474e-08
1982,2.0031610432624802e-06,3.7245013295716944e-08
1983,1.960905620990161e-06,3.22081112891226e-08
1984,2.0731455947498034e-06,1.2177917896316615e-08
1985,2.1343200131695994e-06,2.4062232428789798e-08
1986,1.8205252914071934e-06,2.697518497463136e-08
1987,1.967682976555807e-06,2.5665431113708337e-08
1988,1.9962527915140527e-06,3.17817343553628e-08
1989,1.9696871049745823e-06,2.414773736525433e-08
1990,1.9239187025732463e-06,1.9070278467481216e-08
1991,2.0690971069825537e-06,4.044410939485488e-08
1992,2.06512714839846e-06,2.6998727253868537e-08
1993,1.9714039467544353e-06,4.0990133065577083e-08
1994,2.033484236108052e-06,3.112206625743852e-08
1995,2.0822212007942653e-06,2.8738989577004048e-08
1996,2.09093066416699e-06,2.1352369428129236e-08
1997,2.2152412100240326e-06,2.6371919314982506e-08
1998,2.3015759182953843e-06,2.6701524324934667e-08
1999,2.2755032063059843e-06,3.107736779028869e-08
2000,2.3870624943356233e-06,3.1368023734046346e-08
2001,2.300136173971623e-06,2.8915998262490916e-08
2002,2.392585152222182e-06,2.7601695595791398e-08
2003,2.4718186608652104e-06,3.083522903679636e-08
2004,2.409861366459154e-06,4.0083599550655435e-08
2005,2.4896728660905865e-06,3.422849803591532e-08
2006,2.4073184761164157e-06,3.829637651442397e-08
2007,2.2748560155605446e-06,3.235528422962375e-08
2008,2.4420673270242332e-06,3.1079308904224945e-08
2009,2.305897830012782e-06,4.291373079112759e-08
2010,2.2556110721438927e-06,4.487603311176258e-08
2011,2.0029964886703056e-06,4.206369252912623e-08
2012,1.866551713192166e-06,4.799996400350892e-08
2013,1.8416593050574193e-06,5.466685015775852e-08
2014,1.512779974177647e-06,5.5435398049752393e-08
2015,1.6801641535835188e-06,5.5192728165565086e-08
2016,1.5673830091600394e-06,5.75832526106268e-08
2017,1.7254578565939482e-06,4.93059828521325e-08
2018,1.6549783552477493e-06,5.5759679540301477e-08
2019,1.5336537870780376e-06,5.255034629669808e-08
