year,dormant_VERB en_ADP,dormant_VERB sans_ADP
1846,1.2879903366069811e-08,5.854501328173001e-09
1847,5.9325460100012606e-09,3.775256551818984e-09
1848,3.2180886289090438e-09,0.0
1849,5.02764896381791e-09,0.0
1850,2.0366988096043315e-09,8.146795238417326e-09
1851,6.449438760824933e-10,6.449438760824933e-10
1852,5.859490670445666e-09,5.208436348880241e-09
1853,4.777545248302317e-09,2.9859659189668264e-09
1854,5.7152309551611324e-09,1.558699391779328e-09
1855,7.429711956774554e-09,4.776243400783642e-09
1856,2.0708756931497874e-09,8.28350277259915e-09
1857,1.2203773103180993e-08,7.810414537345878e-09
1858,9.787352261980686e-09,1.9574704079872163e-09
1859,3.055304009791371e-09,5.092173349652285e-09
1860,1.1442959468865865e-08,4.577183909670879e-10
1861,4.244367357575385e-09,6.6023493339173456e-09
1862,9.035972858839614e-09,3.6143890103090826e-09
1863,9.989241656072068e-10,7.491931519609807e-09
1864,2.205574922697906e-08,5.274200631788517e-09
1865,6.589582213223366e-09,6.589582213223366e-09
1866,3.4059290943133647e-09,4.379051787850585e-09
1867,1.067618526917613e-08,9.7056229719783e-09
1868,3.457911734727759e-09,3.457911734727759e-09
1869,2.441759683335931e-09,2.9301114867763545e-09
1870,2.8670243956696595e-09,7.454262984651905e-09
1871,0.0,1.0621177271019633e-09
1872,1.3304146229131675e-08,6.047339295989218e-10
1873,5.387403856360606e-09,5.986004469882289e-10
1874,1.1351757756017378e-08,2.3898436563030145e-09
1875,1.602027666081085e-08,4.005069165202713e-09
1876,1.5719638923883394e-08,1.4510435519810017e-08
1877,8.658742500777805e-09,3.710889595609501e-09
1878,1.0266450800600069e-08,4.22736201599605e-09
1879,1.0385853066452455e-08,9.163987790827832e-09
1880,7.059630657835214e-09,4.492492600149944e-09
1881,1.045876146799074e-08,0.0
1882,5.989846840748214e-09,3.3276925659464496e-09
1883,1.6430281357671106e-08,1.8958017378167824e-09
1884,3.9610181801208455e-09,6.601696966868076e-10
1885,9.668453704314572e-09,1.933690763067375e-09
1886,7.098810428374236e-09,5.808117542471791e-09
1887,1.3710741875172516e-08,9.793386546164129e-09
1888,1.838778329599222e-08,1.9021844099853524e-09
1889,1.1903759755682586e-08,2.5060546970934183e-09
1890,6.554386366985909e-09,6.554386478008212e-10
1891,5.736798147637501e-09,1.2748440081367107e-09
1892,1.3790727448892426e-08,3.1342561879199593e-09
1893,1.4164358130841492e-08,1.847525021858587e-09
1894,1.0082463308691558e-08,1.1342770278588432e-08
1895,1.2037228991346183e-08,0.0
1896,7.66613794667137e-09,5.307326134129653e-09
1897,5.826713334045053e-09,5.826713556089658e-10
1898,2.26334195829736e-09,5.6583548957434e-10
1899,7.738609753005221e-09,2.2110313580014918e-09
1900,8.824790675987515e-09,3.114631885736685e-09
1901,2.0678333711998675e-08,1.1177477832191585e-09
1902,6.38336894454028e-09,3.928227076954727e-09
1903,4.860198465905796e-09,1.6200660812870638e-09
1904,5.374625189347171e-10,5.374625189347171e-10
1905,8.257214467732865e-09,5.160759042333041e-10
1906,7.201858220895474e-09,1.5432553013283723e-09
1907,9.257118072092396e-09,0.0
1908,6.875944702500192e-09,5.40252820258047e-09
1909,1.1001967059609541e-08,2.2003934230241384e-09
1910,2.137660271017694e-09,5.344150677544235e-10
1911,3.7242617878519013e-09,6.384448969498635e-09
1912,8.335073686804861e-09,4.167536982180309e-09
1913,4.772690687104841e-09,2.121195885607108e-09
1914,3.3483718020477227e-09,0.0
1915,1.0602685840410686e-08,0.0
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,2.631941953268324e-08,8.773139548168274e-09
1918,5.743188147278033e-09,0.0
1919,7.366278698128781e-09,3.6831393490643904e-09
1920,4.543339038320937e-09,1.3630017114962811e-08
1921,2.2718242842501013e-09,0.0
1922,5.902348387820666e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,6.687682962969177e-09,1.114613823460786e-08
1927,1.3379070296082318e-08,6.689535148041159e-09
1928,4.5704163786908225e-09,0.0
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,3.4216069977333063e-09,0.0
1932,1.4247398039124448e-08,1.0959536611565568e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0
1935,3.590485242455088e-09,3.590485242455088e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,1.0072894518486919e-08,7.554670666820584e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,6.117620188206274e-09,0.0
1940,0.0,5.0715658339584024e-09
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.032264689866281e-08,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,3.2615663503321457e-09,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,7.444753258312176e-09,6.381216888229346e-09
1951,3.198420528427448e-09,0.0
1952,8.43584291310151e-09,7.381362632230548e-09
1953,5.386913581872932e-09,7.54167928107563e-09
1954,1.4658803948464083e-08,2.9317608341017376e-09
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,8.721141808720745e-09,4.360570571293465e-09
1957,4.4175189062301e-09,8.835037701437898e-10
1958,9.099467679352102e-09,4.1361216673863055e-09
1959,5.425523585955716e-09,3.100299128533379e-09
1960,4.844583290086746e-09,2.076250060767393e-09
1961,1.111705483225478e-08,4.86371165564492e-09
1962,5.0735651235811474e-09,4.43936931660005e-09
1963,7.1126584622049904e-09,3.879631726988464e-09
1964,1.2776333546682395e-08,1.2167936658258327e-09
1965,6.5664522708175355e-09,4.377634699181954e-09
1966,1.0524242033405073e-08,7.754704434148607e-09
1967,7.888536934785861e-09,4.437302081328198e-09
1968,1.2575964492000935e-08,3.1439910674890825e-09
1969,4.995933389206897e-09,3.6334062425424918e-09
1970,5.9783426265003214e-09,2.2993624781975086e-09
1971,6.679916730867319e-09,5.138397485282553e-10
1972,8.721249722398738e-09,4.6171320100540925e-09
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,2.250228725575454e-09,2.812785782069227e-09
1975,6.8537762132336866e-09,1.7134440533084216e-09
1976,3.4281161798155324e-09,5.142174241967723e-09
1977,4.7014254711541525e-09,3.526069214387917e-09
1978,5.346532216954358e-09,2.3762365408686037e-09
1979,7.60756546647201e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,2.2740602734216964e-09
1981,4.427884781055269e-09,6.325549528618524e-10
1982,7.449002747961231e-09,1.2415004579935385e-09
1983,8.84144257806696e-09,1.89459470334441e-09
1984,5.219107812592938e-09,1.739702604197646e-09
1985,5.414002135495366e-09,3.0077789148208467e-09
1986,3.5966912781404403e-09,0.0
1987,5.499735111769155e-09,4.277571630240118e-09
1988,5.396898483667201e-09,5.99655392008458e-09
1989,4.390497632122958e-09,5.488121956886971e-09
1990,5.9935161278446e-09,3.2691906959314565e-09
1991,5.275318681885466e-09,3.5168792322792797e-09
1992,7.713921723606632e-09,5.509944167592096e-10
1993,2.7696037130375828e-09,2.7696036575264316e-09
1994,5.8024192117756e-09,0.0
1995,8.675921314704738e-09,1.626735190995987e-09
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,5.27438381858758e-09,1.438468344439059e-09
1998,3.814503379828693e-09,3.814503379828693e-09
1999,5.484241283326696e-09,4.570201106446348e-09
2000,1.01614719971721e-08,2.6508188977203417e-09
2001,3.94309060403053e-09,8.762423564512289e-10
2002,7.448076710936391e-09,1.752488598683044e-09
2003,6.667076501987168e-09,1.6667691671301554e-09
2004,7.047666006343434e-09,3.523833003171717e-09
2005,5.854874363109275e-09,2.251874686720612e-09
2006,4.529678854225949e-09,5.353256948836815e-09
2007,6.391166984531793e-09,3.595031605740928e-09
2008,7.663391698997657e-09,3.8316958494988285e-09
2009,8.105927040702454e-09,9.53638501499654e-10
2010,9.919965515692297e-09,5.196172381261022e-09
2011,6.883149494818497e-09,3.059177577924288e-09
2012,9.191482353010372e-09,3.4042526575461807e-09
2013,8.088462566391286e-09,3.3469500504423877e-09
2014,1.1043770453689206e-08,6.279790909502481e-09
2015,8.866302025900552e-09,2.438232948875907e-09
2016,1.0356699942093428e-08,4.971216327476213e-09
2017,8.804639906045963e-09,4.779661555431858e-09
2018,1.2649186531543677e-08,4.64663996169179e-09
2019,8.928457140289225e-09,2.806086474294034e-09
