year,présentant_VERB en_ADP,présentant_VERB sans_ADP
1800,1.28910740304633e-07,4.087413785214267e-08
1801,1.2382149350287364e-07,5.2386017301842e-08
1802,6.937304419807333e-08,8.503792514602537e-08
1803,9.946730017418304e-08,3.510610468993036e-08
1804,2.2246657849223084e-08,7.662737999680758e-08
1805,9.950071699904584e-08,5.685755510853596e-08
1806,1.1238509323163726e-07,4.610670600868616e-08
1807,1.537355700520493e-07,5.124519120158766e-08
1808,3.6257183921861724e-08,4.985362878073829e-08
1809,9.03612189517844e-08,7.454800510231507e-08
1810,7.020380365929668e-08,9.126494404654295e-08
1811,6.769107407933461e-08,2.757784400841956e-08
1812,9.601949813031752e-08,2.6672083208723052e-08
1813,1.35159851311073e-07,1.4378708002027452e-08
1814,1.1328037885505182e-07,4.405347908686963e-08
1815,2.1308066777692147e-07,9.710004889029733e-08
1816,2.9897091380348684e-07,9.965696534663948e-08
1817,1.5101672734552096e-07,8.56280379935015e-08
1818,9.536941547594324e-08,3.337929754820834e-08
1819,1.4077427934466868e-07,9.315945348475907e-09
1820,1.1866481131050932e-07,3.797273961936298e-08
1821,8.776724769177235e-08,5.226588939422072e-08
1822,1.45371430448904e-07,6.316138012607553e-08
1823,1.8875932217277125e-07,3.162459805139406e-08
1824,1.7010647646031885e-07,4.126345132249298e-08
1825,1.681839592038159e-07,2.4655239627691117e-08
1826,1.8849086813599314e-07,4.1397527184017235e-08
1827,1.8711064520005039e-07,4.516463647519231e-08
1828,1.9628724601261638e-07,4.3109814384934e-08
1829,1.5517449014623708e-07,4.886710414098161e-08
1830,1.534214817411339e-07,2.1917355041978226e-08
1831,1.091384405071949e-07,5.76874619184764e-08
1832,2.53010436712664e-07,1.6235963684607668e-08
1833,2.247223953588673e-07,3.4750886612755494e-08
1834,1.9509170101628115e-07,6.627517024071494e-08
1835,1.7470732416313695e-07,3.857174846189082e-08
1836,1.9624590769096173e-07,4.301280043250699e-08
1837,2.748366796367918e-07,2.365682938432201e-08
1838,1.7926539896961913e-07,1.9567702125300457e-08
1839,2.3071868326951517e-07,3.775396706373613e-08
1840,1.3949617994057917e-07,2.5478755105723394e-08
1841,2.260033027390307e-07,4.173356416004026e-08
1842,1.6234001520842867e-07,3.4882980060046975e-08
1843,2.4100196971410526e-07,4.1939067330076796e-08
1844,2.2118902098799964e-07,4.116420981858937e-08
1845,2.0702645608938752e-07,2.0088821273134272e-08
1846,1.7914774730343197e-07,3.9810608143397985e-08
1847,1.8606621665639977e-07,7.11905556727288e-08
1848,1.8423557435198745e-07,2.172209789819135e-08
1849,2.664654061845795e-07,2.1786478399121734e-08
1850,1.5954140053509036e-07,1.6293590476834652e-08
1851,2.27665182706005e-07,1.870337307252612e-08
1852,2.141969446256553e-07,9.114764054629632e-09
1853,3.648850395165937e-07,2.030456869306363e-08
1854,2.795267448618688e-07,3.221311928314208e-08
1855,2.669389438381131e-07,4.2986190607052777e-08
1856,2.091584434538163e-07,2.7439103433835044e-08
1857,2.518858650546463e-07,1.8549734193129552e-08
1858,1.7225740123194555e-07,2.9851424443450014e-08
1859,2.91272328922787e-07,3.819129901216911e-08
1860,2.430484755677753e-07,1.5562426014525954e-08
1861,2.527756534087544e-07,2.9238975685075275e-08
1862,2.5391082658643427e-07,1.2650361647104091e-08
1863,3.1166434055762693e-07,3.446288232566985e-08
1864,2.3350325761839485e-07,2.6371003158942585e-08
1865,2.3204743332394528e-07,2.2122168985561075e-08
1866,2.6566246447146113e-07,3.16264845423575e-08
1867,2.892275663413102e-07,4.464586567110018e-08
1868,2.815728237237636e-07,4.2482916740027576e-08
1869,2.3587396924540371e-07,2.3440891894210836e-08
1870,2.3681621863502755e-07,1.8922360567330543e-08
1871,2.8146121011651815e-07,6.37270636261178e-09
1872,3.3018472667123433e-07,1.5118347462816928e-08
1873,3.3761065088011577e-07,3.412022664406322e-08
1874,3.8954451042627625e-07,1.7923827755339516e-08
1875,3.089624556196213e-07,4.062284375550007e-08
1876,3.8331732876706326e-07,1.934724735974669e-08
1877,4.694275300698436e-07,1.2988113695655557e-08
1878,4.0643067222845275e-07,2.294853729267743e-08
1879,4.814148313325717e-07,2.3826368433788048e-08
1880,3.600411664361758e-07,2.6954953824542827e-08
1881,4.3020371720547956e-07,1.8825771164188154e-08
1882,3.95995401580862e-07,2.3959387362992857e-08
1883,3.6273005427078786e-07,2.274962085380139e-08
1884,3.8817978520455654e-07,2.9047466654219534e-08
1885,3.532208304735107e-07,1.353583467533781e-08
1886,3.884985346758185e-07,1.2261581083805595e-08
1887,3.2644624070599093e-07,3.0685946228459215e-08
1888,3.081538657578875e-07,1.6485598663962264e-08
1889,3.546067262050201e-07,1.3156786771162388e-08
1890,3.4738247328691685e-07,1.9007721618891082e-08
1891,4.168739818899425e-07,2.2309770031370135e-08
1892,4.870634029430221e-07,1.3790726782758611e-08
1893,4.1569310843536655e-07,1.2932674486876294e-08
1894,4.278745149299823e-07,2.2685540557176864e-08
1895,3.707466476043919e-07,4.1528441130367355e-08
1896,4.3638013380586926e-07,2.6536630670648265e-08
1897,3.7116166140549467e-07,1.0488084178916779e-08
1898,3.7345142800404574e-07,2.2067583316243145e-08
1899,3.0291129959891805e-07,1.879376654301268e-08
1900,3.690838803471763e-07,2.2321527737290126e-08
1901,3.688567744575266e-07,2.459045056468767e-08
1902,6.756550754438706e-07,9.820567470342212e-09
1903,3.3427364587446107e-07,1.5120615870500842e-08
1904,3.6816182280574594e-07,1.0211787859759625e-08
1905,4.892399667610903e-07,3.1996705729397945e-08
1906,3.832417405646993e-07,2.211999294843281e-08
1907,3.4405621418542864e-07,1.697138252154673e-08
1908,3.914377089131449e-07,1.6698722404839828e-08
1909,4.0542247425889855e-07,1.7603147384193107e-08
1910,4.841800338439839e-07,2.3514262537105424e-08
1911,3.1603022421222704e-07,2.2345570727111408e-08
1912,3.6518042634270387e-07,3.1777467768279166e-08
1913,3.754516626486293e-07,2.7575547179026216e-08
1914,3.194346867019249e-07,1.6741859454327823e-08
1915,4.040801363514035e-07,2.1205371680821372e-08
1916,3.966473798300285e-07,2.4172416956957932e-08
1917,4.1343420775774575e-07,1.973956464951243e-08
1918,2.504029907868244e-07,1.1486376294556067e-08
1919,3.4805667925574824e-07,1.1970202606903513e-08
1920,2.9834592396582593e-07,1.514446346106979e-08
1921,3.8090919929345546e-07,9.844571380313027e-09
1922,4.079998291994791e-07,2.2871599725249325e-08
1923,3.206016288004321e-07,1.6985516992917837e-08
1924,2.887723764555261e-07,2.578324886925998e-09
1925,3.277457039096987e-07,8.798542339150117e-09
1926,2.8422652997850406e-07,1.5604593173179637e-08
1927,3.6011996940032986e-07,1.7838759802657478e-08
1928,3.656333154022917e-07,1.2568645679778001e-08
1929,3.097032907906083e-07,1.893869061575515e-08
1930,3.15108110271467e-07,1.470504518152893e-08
1931,3.4786336478020985e-07,1.9389105432310316e-08
1932,3.6056874819223594e-07,1.4247397928102146e-08
1933,3.659141272205346e-07,2.2941325283909464e-08
1934,4.2414793810507945e-07,5.990790086229936e-09
1935,3.626390228106402e-07,1.3165112555668657e-08
1936,3.734411961886508e-07,1.8187071404440758e-08
1937,3.336646176022029e-07,2.7700460591972842e-08
1938,3.020894977501243e-07,3.3709557811789637e-08
1939,3.012927853873748e-07,9.176430282309411e-09
1940,2.637214322476211e-07,1.5214697057785997e-08
1941,6.02106524638657e-07,1.4757512545315876e-08
1942,3.489343498586095e-07,3.034211815133858e-08
1943,4.470982171156379e-07,1.4516175816936538e-08
1944,2.731208326167689e-07,2.2492303131116387e-08
1945,2.570634762832924e-07,1.742803235060819e-08
1946,2.798141887083716e-07,1.9489545977080525e-08
1947,3.182872443385776e-07,1.6689218895749036e-08
1948,3.8269044622118997e-07,6.523132700664291e-09
1949,3.465403908275988e-07,1.7670615193310368e-08
1950,3.5734815795329666e-07,1.4889506516624351e-08
1951,3.049160837154119e-07,9.595261474260042e-09
1952,4.4182727432229285e-07,1.2653764258629963e-08
1953,3.5445890800289703e-07,1.0773827163745864e-08
1954,2.980623605708388e-07,8.795282724349818e-09
1955,4.5050916286371034e-07,1.595553378308523e-08
1956,4.0378886678738013e-07,2.2674967681268754e-08
1957,3.6665405289681985e-07,1.6786572132332367e-08
1958,3.7638706906761854e-07,2.0680609225109947e-08
1959,3.278566271802674e-07,2.1702094343822864e-08
1960,2.941354055874257e-07,2.0070416439921246e-08
1961,3.7936950914030376e-07,1.598076693198891e-08
1962,3.234397696338931e-07,1.3952304200870458e-08
1963,3.3946780675364607e-07,8.405868889838075e-09
1964,3.1271597888959946e-07,1.764350798794112e-08
1965,3.13548082608861e-07,1.586892572902343e-08
1966,2.7639981636795596e-07,1.5509408868297214e-08
1967,2.938479890524093e-07,2.218651040664099e-08
1968,2.5062099862083187e-07,1.257596426995633e-08
1969,2.8113480099456467e-07,1.9983733778872192e-08
1970,2.635069407119772e-07,1.839489982558007e-08
1971,2.666828295971868e-07,9.762954888969944e-09
1972,2.4983815749557436e-07,2.0007572487656944e-08
1973,2.3431116602523616e-07,1.268036875501366e-08
1974,2.554009479460717e-07,1.518904291231138e-08
1975,2.701530013027309e-07,8.567219822452898e-09
1976,2.3368324431061183e-07,1.428381679602353e-08
1977,2.40948055285628e-07,1.469195431980097e-08
1978,2.465345358970694e-07,1.128712323605896e-08
1979,2.6977596689903294e-07,1.0533551808578068e-08
1980,2.2740603089488332e-07,2.21720881654619e-08
1981,2.890776240604964e-07,1.5813874654213578e-08
1982,2.340228357766705e-07,1.3656505259973528e-08
1983,2.797685083599788e-07,2.0209011353244932e-08
1984,2.3022063988520358e-07,1.6237223121606803e-08
1985,2.1956786211418944e-07,1.6242006850575308e-08
1986,2.259921036973367e-07,1.1389522214244607e-08
1987,2.1021210017124758e-07,1.8943532964499354e-08
1988,2.212728413830689e-07,1.4391728697660255e-08
1989,2.0251171140017732e-07,1.4269117443177493e-08
1990,2.24484415056736e-07,1.0352437129768077e-08
1991,2.0984046056327088e-07,2.2859714121636898e-08
1992,1.834811431677963e-07,1.5427843891302473e-08
1993,2.2378397801503525e-07,1.4401939196773128e-08
1994,1.8884237773519885e-07,8.439882570598911e-09
1995,2.1256007265435528e-07,1.7351842629409475e-08
1996,1.7028514420758256e-07,1.3879040139386234e-08
1997,2.1337280919908608e-07,1.6782131240233866e-08
1998,1.964469191761964e-07,1.2397135762398648e-08
1999,1.5401578012941286e-07,1.1882523409667556e-08
2000,1.7407044472506072e-07,8.83606254831193e-09
2001,1.866396210914445e-07,2.015357480900093e-08
