year,furent_VERB avant_ADP,furent_VERB savants_ADJ
1942,5.461581054078124e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,5.446259976338297e-08,0.0
1946,6.12528623378239e-08,2.7842208538686464e-09
1947,8.106191984325051e-08,0.0
1948,5.762100485640076e-08,2.174377566888097e-09
1949,7.362756093698408e-08,0.0
1950,4.785912821603233e-08,0.0
1951,5.863770979885885e-08,0.0
1952,5.694194271654851e-08,0.0
1953,4.417269394707546e-08,0.0
1954,6.449873524161376e-08,0.0
1955,5.255940394022218e-08,1.8771215692936494e-09
1956,8.110662008675718e-08,0.0
1957,6.979679767482594e-08,0.0
1958,4.218844296133284e-08,8.272243445794913e-10
1959,7.053180439697826e-08,0.0
1960,9.412333668024075e-08,0.0
1961,5.628008992175637e-08,1.3896318540318475e-09
1962,5.200404373795209e-08,2.5367825617905737e-09
1963,6.207410763181542e-08,6.466053248388448e-10
1964,5.41473177406715e-08,0.0
1965,6.292849974443016e-08,5.472043373977442e-10
1966,8.087049252480938e-08,1.1078149508847446e-09
1967,5.324762497593838e-08,4.930335584241163e-10
1968,7.455750505869219e-08,8.982831700699023e-10
1969,4.9505160859553143e-08,0.0
1970,5.6104443757476474e-08,4.5987250119061684e-10
1971,5.241165368374823e-08,1.0276794970565106e-09
1972,5.23274970021248e-08,0.0
1973,5.8991279416886755e-08,1.6539611902288698e-09
1974,5.513060230555311e-08,1.1251143350321513e-09
1975,4.569184142155791e-08,0.0
1976,4.913633233627479e-08,0.0
1977,4.7014253823363106e-08,5.876781838942691e-10
1978,6.95049209298304e-08,1.1881182704343018e-09
1979,5.0326971035019596e-08,0.0
1980,4.43441763309238e-08,1.1370301367108482e-09
1981,4.933928465788995e-08,6.325549528618524e-10
1982,5.959202198368985e-08,0.0
1983,4.16810870262907e-08,6.315316047889041e-10
1984,5.567048333432467e-08,5.799008495621649e-10
1985,5.0530687190075696e-08,0.0
1986,5.514926471050785e-08,1.7983456945813714e-09
1987,5.010869941202145e-08,0.0
1988,4.557380961500712e-08,5.996553809062277e-10
1989,4.116091645300912e-08,2.7440609784434855e-09
1990,5.4486509526441296e-08,1.089730194969718e-09
1991,4.8064013213888757e-08,0.0
1992,4.683452559106627e-08,0.0
1993,7.200969776022248e-08,5.539207426075166e-10
1994,5.1694279079583794e-08,0.0
1995,4.2837360325620466e-08,0.0
1996,5.765139476920922e-08,1.067618438099771e-09
1997,5.130537061859286e-08,0.0
1998,5.9124801055077114e-08,4.768129224785866e-10
1999,5.804155378541509e-08,9.140402323914998e-10
2000,5.257457402763066e-08,1.7672125984802278e-09
2001,4.337399772680328e-08,8.762423564512289e-10
2002,5.432714544895134e-08,8.76244299341522e-10
2003,4.7086228249781925e-08,0.0
2004,5.109557932314601e-08,4.404791253964646e-10
2005,6.125099361042885e-08,0.0
2006,4.941468034758145e-08,0.0
2007,4.314037838071272e-08,3.994479469415779e-10
2008,4.001993403335291e-08,0.0
2009,3.9099177229218185e-08,9.53638501499654e-10
2010,3.495607003856094e-08,0.0
2011,3.250376323649107e-08,0.0
2012,2.6212745751763578e-08,6.808505426114664e-10
2013,2.621777461797592e-08,0.0
2014,2.8367331594836287e-08,4.330890368553497e-10
2015,2.770719298439417e-08,6.649726325136385e-10
2016,2.6720286427917017e-08,4.1426800878596737e-10
2017,4.17591472512413e-08,5.031222660711876e-10
2018,2.8912428007288327e-08,0.0
2019,3.061185438468783e-08,5.1019755087367e-10
