year,faut_VERB ôter_VERB,faut_VERB oter_VERB,faut_VERB sauter_VERB
1948,2.9354097819123126e-08,0.0,4.783630558335972e-08
1949,1.570721330779179e-08,0.0,5.3011845579931105e-08
1950,2.5524867552917385e-08,1.0635361480382244e-09,5.530387880980925e-08
1951,4.371174711081949e-08,1.0661401761424827e-09,4.264560615752089e-08
1952,1.687168627029223e-08,0.0,4.323369751091377e-08
1953,2.9089333608567358e-08,2.1547654771580937e-09,4.201792691560513e-08
1954,1.7590565448699635e-08,9.772536113672459e-10,2.247683283940205e-08
1955,3.378819002364253e-08,0.0,3.848099083825218e-08
1956,2.9651880950609666e-08,3.488456634670456e-09,6.279221764771137e-08
1957,2.3854601849393475e-08,8.835037701437898e-10,3.799066305987253e-08
1958,1.5717262158432277e-08,0.0,3.557064687242928e-08
1959,2.4802393028267034e-08,3.100299128533379e-09,3.952881399982289e-08
1960,2.4914999841030294e-08,2.7683333403416555e-09,4.014083287984249e-08
1961,4.238377115939329e-08,6.948159270159238e-10,3.61304266505158e-08
1962,4.50278889729816e-08,1.2683912808952869e-09,5.136984526643573e-08
1963,2.7804029301137234e-08,6.466053248388448e-10,4.590897972889252e-08
1964,5.293052396382336e-08,2.4335873316516654e-09,3.832900219435942e-08
1965,3.83043037288644e-08,1.6416130677043839e-09,4.6512369067386317e-08
1966,5.81602854765606e-08,5.539074754423723e-10,4.375868911665748e-08
1967,4.338695447358987e-08,4.930335584241163e-10,3.7963584276212714e-08
1968,3.09907690621003e-08,3.1439910674890825e-09,5.075299824852664e-08
1969,5.223021304345821e-08,2.2708788183223305e-09,4.087582183842642e-08
1970,5.104584843707016e-08,2.2993624781975086e-09,4.460763136648893e-08
1971,4.4704059121158934e-08,2.0553589941130213e-09,4.007949883089168e-08
1972,4.924940810724365e-08,3.5911027485013847e-09,3.9502129567381417e-08
1973,2.536073751002732e-08,1.6539611902288698e-09,3.3079221140042137e-08
1974,1.9689501584707614e-08,0.0,4.219178606490459e-08
1975,2.227477224892027e-08,1.7134440533084216e-09,3.3126585918807905e-08
1976,3.428116102099921e-08,1.7140580621521906e-09,4.056603941648973e-08
1977,2.703319701424789e-08,4.11374712072643e-09,3.114694280270669e-08
1978,2.3762364520507617e-08,5.940591352171509e-10,3.2079192635592335e-08
1979,3.3941446986318624e-08,0.0,4.037861600636461e-08
1980,3.467942022439274e-08,1.7055452605774235e-09,4.3207144528878416e-08
1981,3.7320742052315836e-08,0.0,4.427884547908434e-08
1982,2.855450986771757e-08,2.483000915987077e-09,3.7245012407538525e-08
1983,2.9681984869966982e-08,1.89459470334441e-09,3.789189761960188e-08
1984,4.465236713713239e-08,0.0,2.609553817478627e-08
1985,2.6468455871508922e-08,6.015558051686298e-10,3.66949031160857e-08
1986,2.45773907892044e-08,1.1988970927134801e-09,3.5367463624425e-08
1987,2.9331921780340053e-08,6.110816852533674e-10,3.299841111470414e-08
1988,2.938311283173789e-08,5.996553809062277e-10,3.47800117594943e-08
1989,3.5123981945162086e-08,0.0,4.774666351181622e-08
1990,3.2691904294779306e-08,1.089730194969718e-09,3.705082818328265e-08
1991,2.6376593353916178e-08,1.1722930404189924e-09,4.278869525364826e-08
1992,3.4161654838271716e-08,5.509944167592096e-10,3.8018615811097334e-08
1993,2.4926434250005514e-08,0.0,2.7696037463442735e-08
1994,2.5319646823618314e-08,5.274926606624319e-10,4.325439917352014e-08
1995,3.470368525881895e-08,0.0,3.0907969517102174e-08
1996,3.736664666575962e-08,5.338092190498855e-10,3.5231408901381656e-08
1997,4.075660342550691e-08,4.79489448146353e-10,2.972834600711849e-08
1998,3.242328006081152e-08,0.0,4.005228504411207e-08
1999,3.062034892309384e-08,4.570201161957499e-10,2.970630674781205e-08
2000,2.6066386382694873e-08,8.836062992401139e-10,3.887867805474343e-08
2001,3.5487815353008045e-08,2.6287270138425356e-09,2.9792239786274877e-08
2002,3.2859162502063555e-08,0.0,3.417352800738627e-08
2003,4.333599790129483e-08,8.333845835650777e-10,3.2918691772465536e-08
2004,4.052407831522942e-08,4.404791253964646e-10,3.479784993487556e-08
2005,3.1075870765562286e-08,9.007499190971657e-10,3.918261981539217e-08
2006,3.211954080484247e-08,4.1178899179428186e-10,4.364963146485934e-08
2007,3.235528467371296e-08,0.0,4.7134857794617346e-08
2008,4.001993403335291e-08,8.514879357157668e-10,3.661398295662366e-08
2009,4.768192596316112e-08,0.0,4.243691265060079e-08
2010,3.023227534981743e-08,0.0,5.1961723812610217e-08
2011,3.135657067332431e-08,3.82397197240536e-10,4.5505267110002023e-08
2012,4.391485930455019e-08,3.404252713057332e-10,6.774462946168569e-08
2013,4.490491178898992e-08,0.0,5.829271287893789e-08
2014,4.049382340554075e-08,0.0,6.712880207260241e-08
2015,3.657349267882637e-08,2.2165753954528356e-10,6.006919051060322e-08
2016,3.997686448542481e-08,0.0,6.110452943630662e-08
2017,3.245138557872451e-08,0.0,5.584657003510074e-08
2018,3.046130814254866e-08,1.0325866828253538e-09,5.730856145191865e-08
2019,3.3673039467885246e-08,0.0,5.612173126223752e-08
