year,faut_VERB ôter_VERB,faut_VERB oter_VERB,faut_VERB sauter_VERB
1800,2.86118961412285e-07,1.8864987794131594e-08,1.2576657937302116e-08
1801,3.0717254162482277e-07,2.3811825844433088e-09,4.7623651688866175e-09
1802,5.035140020481776e-07,4.475680270843441e-09,2.2378401354217203e-08
1803,2.9060055339868995e-07,1.950339223455444e-09,3.900678446910888e-09
1804,3.633620906384749e-07,7.4155526164076946e-09,7.415552971679062e-08
1805,1.8762992226584174e-07,0.0,0.0
1806,2.1612518708025164e-07,0.0,2.305335300434308e-08
1807,1.9643989901396708e-07,2.8469551160981155e-09,8.540865792383556e-09
1808,1.8581806671136292e-07,4.5321479902327155e-09,2.2660739951163578e-09
1809,2.1234886560250743e-07,0.0,9.036122072814123e-09
1810,2.527336846469552e-07,2.3401267590372754e-09,2.574139479349924e-08
1811,1.855236746450828e-07,2.5070767684098882e-09,3.5099073869560016e-08
1812,2.2671270016871858e-07,5.3344164641089264e-09,0.0
1813,1.8404746526812232e-07,0.0,3.163315653864629e-08
1814,2.0453401816666883e-07,0.0,1.5733386149463513e-08
1815,7.552225866902518e-08,0.0,1.8880564667256294e-08
1816,4.959672423865413e-07,4.6352077731626196e-09,2.0858434979231788e-08
1817,2.1796228111270466e-07,0.0,7.784366928831332e-09
1818,2.0504424469436344e-07,0.0,5.2453181353939726e-08
1819,2.2151246525936585e-07,1.2421260464634543e-08,3.1053151161586356e-09
1820,1.8511710209168086e-07,0.0,2.7292905713238724e-08
1821,1.617284084431958e-07,1.97229765852569e-09,1.7750679148775816e-08
1822,2.1956098805731017e-07,1.0025615893027862e-09,2.8071724500478012e-08
1823,1.2946320282480883e-07,4.941343334508019e-09,3.854247765389118e-08
1824,1.3557990996559965e-07,8.421112696055388e-10,1.1789557774477544e-08
1825,1.620201572904989e-07,8.805443041381977e-10,4.3146670236637874e-08
1826,1.6294771398861485e-07,8.807984341885344e-10,2.642395191543301e-09
1827,1.7420646258869965e-07,1.8434546111834038e-09,8.295545583791863e-09
1828,1.8344601926401083e-07,9.172301251858528e-10,1.2841221419535032e-08
1829,1.4402935732960032e-07,0.0,1.8860987438529264e-08
1830,1.586399065445221e-07,2.0873671680021744e-09,1.461157062010443e-08
1831,1.933309619062129e-07,1.5591206103948707e-09,9.354723218280014e-09
1832,1.2853470821028168e-07,1.3529969367098715e-09,4.464889968858188e-08
1833,1.2394482951094687e-07,0.0,3.70676112027013e-08
1834,1.4841904771856207e-07,1.8669061851994684e-09,1.4935249481595747e-08
1835,1.792451769233594e-07,5.294161553592858e-09,1.5126175867408165e-08
1836,1.901972268569807e-07,2.0162250202737653e-09,2.2178475944656384e-08
1837,1.6072728215021925e-07,6.957890930081589e-10,9.045257876039159e-09
1838,1.218247263068406e-07,1.8936485712828244e-09,1.64116205070286e-08
1839,1.1815593126129897e-07,1.3982950353153e-09,1.3283802502428443e-08
1840,1.6815978653994534e-07,1.2739377330817092e-09,1.0828470564661075e-08
1841,1.194221965761244e-07,4.494383976094696e-09,1.1556987367100646e-08
1842,1.3148199684565043e-07,2.0124795163667386e-09,1.609983613093391e-08
1843,1.8252355005188292e-07,3.544146642830981e-09,3.071593823733565e-08
1844,1.2953005068538914e-07,5.488561272137815e-10,1.0977122322231025e-08
1845,1.2276501593078137e-07,5.580227946389016e-10,1.0044410636567136e-08
1846,1.0011197559833818e-07,2.3418005312692003e-09,1.5221703009160592e-08
1847,8.143767615820252e-08,2.6966118227278457e-09,9.707802561820245e-09
1848,6.516629724728773e-08,8.045221711050488e-10,4.82713291560799e-09
1849,9.803915190786938e-08,8.379414939696517e-10,8.379414495607307e-09
1850,8.078905011643656e-08,6.788996032014438e-10,1.3577992064028876e-08
1851,7.67483214758613e-08,3.2247193804124663e-09,1.9348316726564008e-08
1852,8.593919886834556e-08,6.510545436100301e-10,1.4323200403509873e-08
1853,1.0331442013011838e-07,5.971931837933653e-10,1.911018188138769e-08
1854,1.3404813614670275e-07,2.0782657816909023e-09,3.688921879074769e-08
1855,8.438030363322468e-08,2.653468555990912e-09,1.6982198758341838e-08
1856,1.0250834492353533e-07,5.177189232874468e-10,1.2425253714809514e-08
1857,9.47012779306533e-08,1.9526036343364694e-09,1.8061584228235006e-08
1858,8.417122643322728e-08,4.893676019968041e-10,2.7404585267731818e-08
1859,8.300242626546606e-08,1.5276520048956854e-09,1.0693564256314403e-08
1860,1.1168328484245649e-07,4.119465601970518e-09,3.112485202905191e-08
1861,9.431927594505396e-08,2.3579819208308095e-09,2.263662679524714e-08
1862,1.3147339927854773e-07,4.066187719864445e-09,1.490935552794781e-08
1863,1.598278629444394e-07,1.9978483867255648e-09,9.989241434027463e-09
1864,1.1459399473778831e-07,2.3973640850272204e-09,2.9247839705703882e-08
1865,1.143763199706882e-07,3.765475542483188e-09,2.871175119878444e-08
1866,1.041241191046538e-07,1.9462451650298362e-09,2.3354942868536455e-08
1867,1.1598219629149753e-07,4.367530337390235e-09,1.8925964795357686e-08
1868,1.397984306095168e-07,2.4699371437009177e-09,2.1735445443482604e-08
1869,6.104399119521986e-08,0.0,2.0022428159904848e-08
1870,7.396923251690168e-08,1.7202146374017957e-09,2.465641024684828e-08
1871,9.877695106297324e-08,1.0621177271019633e-09,1.5931766128574054e-08
1872,6.77301983387224e-08,1.8142017887967654e-09,1.269941218851045e-08
1873,7.781805777540285e-08,5.986004469882289e-10,2.5141218884527916e-08
1874,5.078417686377179e-08,1.792382742227261e-09,2.1508592240593316e-08
1875,9.040012827199462e-08,5.721527140956084e-10,3.776207790906483e-08
1876,9.613163598487517e-08,0.0,2.7811667635546655e-08
1877,9.895705943563371e-08,3.7108897066318036e-09,2.3502300550148902e-08
1878,8.333942247418236e-08,3.6234530931267273e-09,2.2344627481629686e-08
1879,1.1546624989478005e-07,3.054662633950045e-09,2.932476128592043e-08
1880,6.802917340564818e-08,1.9253538763308597e-09,2.6954953824542827e-08
1881,9.62206030408197e-08,6.972507571312292e-10,4.183504387356152e-08
1882,4.5256619785050134e-08,0.0,2.1297232422057277e-08
1883,3.4756364897248204e-08,6.319338941018771e-10,2.338155447034751e-08
1884,7.327883366770038e-08,6.601696966868076e-10,3.4328824227713994e-08
1885,6.252266615547342e-08,2.5782542767416317e-09,2.320428826863008e-08
1886,4.5174246565693466e-08,0.0,2.3232470169887165e-08
1887,6.659502815864471e-08,6.528924623161458e-10,3.4603299781110763e-08
1888,3.7409627395845746e-08,1.9021844099853524e-09,3.4873380627686856e-08
1889,6.57839365203472e-08,2.506054641582267e-09,3.00726554769426e-08
1890,4.129263331265065e-08,2.6217545912032847e-09,4.653614382732485e-08
1891,4.270727416155751e-08,1.2748440081367107e-09,3.059625441892422e-08
1892,5.140180192597654e-08,0.0,3.2596265242545996e-08
1893,2.7097032173628577e-08,0.0,2.9560400349737392e-08
1894,3.150769600779313e-08,1.2603078580752936e-09,3.528862180246506e-08
1895,5.8982422501685505e-08,2.4074457982692365e-09,3.370423939941247e-08
1896,3.184395680477792e-08,1.179405795248556e-09,3.774098544795379e-08
1897,3.96216535136773e-08,0.0,4.5448366847722355e-08
1898,7.129526835569777e-08,1.13167097914868e-09,4.356933303029109e-08
1899,3.758753308602536e-08,2.2110313580014918e-09,2.4874102777516782e-08
1900,3.218453059616877e-08,3.114631885736685e-09,3.218453059616877e-08
1901,3.520905522691464e-08,5.588738916095792e-10,4.247441509619421e-08
1902,3.5845072687834545e-08,0.0,2.6024505217492333e-08
1903,5.400220359774721e-08,5.400220270956879e-10,2.970121215639665e-08
1904,2.5260739278110123e-08,2.1498500757388683e-09,4.08471514390385e-08
1905,4.902721073563043e-08,5.160759042333041e-10,3.818961857859904e-08
1906,3.755254596171653e-08,5.144184522798412e-10,3.961022088105892e-08
1907,2.674278576364486e-08,1.028568674676933e-09,3.754275823553144e-08
1908,4.5675918158849527e-08,0.0,2.701263923654551e-08
1909,4.34577707153494e-08,0.0,3.960708028216686e-08
1910,4.435645095668406e-08,3.206490406526541e-09,1.9238942883248455e-08
1911,4.735132819178034e-08,2.6601870706244313e-09,2.3409645777405785e-08
1912,5.678269232589628e-08,1.5628263128064646e-09,1.614920641657136e-08
1913,4.7726906871048413e-08,0.0,2.0681659052002033e-08
1914,2.9465672568562695e-08,6.696743715117748e-10,3.080502253283157e-08
1915,2.591767689352764e-08,0.0,1.5314990164938536e-08
1916,3.4061130804730055e-08,0.0,2.197492321442951e-08
1917,2.3029491202919417e-08,5.483212106582869e-09,3.838248474608008e-08
1918,5.168869421368072e-08,0.0,1.722956355365568e-08
1919,3.498982437122322e-08,0.0,2.5781975665495338e-08
1920,2.6502810612782923e-08,7.572231730534895e-10,1.514446346106979e-08
1921,3.559191341651058e-08,0.0,2.6504615391331754e-08
1922,3.024953443286904e-08,0.0,1.9920426197472807e-08
1923,3.290944050604594e-08,1.0615948120573648e-09,4.140219900250486e-08
1924,3.480738541838946e-08,0.0,4.383152329978657e-08
1925,2.639562701745035e-08,0.0,4.7292164850887275e-08
1926,2.8979959765251806e-08,0.0,5.684530535177146e-08
1927,3.3447673075670536e-08,3.3447675740205796e-09,3.2332753363562006e-08
1928,2.6279895593006586e-08,0.0,3.7705934374798744e-08
1929,3.230717737778832e-08,0.0,2.6736975300423182e-08
1930,2.520864939015155e-08,2.100720708497761e-09,3.7812974085227324e-08
1931,1.2545892325022123e-08,1.1405356659111021e-09,3.5356606531422585e-08
1932,2.9590749406338546e-08,0.0,6.02774505864545e-08
1933,3.211785326584504e-08,0.0,3.326492148403304e-08
1934,2.156684431042777e-08,0.0,4.193552882725271e-08
1935,2.752705441366743e-08,0.0,3.4708023122220766e-08
1936,3.8799086610197264e-08,1.2124714565686645e-09,2.0612015205756506e-08
1937,3.5255130370615007e-08,0.0,3.1477796369472344e-08
1938,2.463390735840676e-08,0.0,3.241303758727554e-08
1939,3.364691281149135e-08,0.0,5.199976982339649e-08
1940,6.846613587185857e-08,0.0,6.085878823114399e-08
1941,3.5418032950929046e-08,0.0,4.427253941230447e-08
1942,2.730790527039062e-08,0.0,9.102635090130207e-09
1943,3.193558839598154e-08,0.0,6.67744117777147e-08
1944,2.5705489292704442e-08,0.0,2.5705489292704442e-08
1945,1.9606536838523425e-08,0.0,4.7927088075994106e-08
1946,2.227376683094917e-08,0.0,4.733175273941015e-08
1947,3.5762614203349585e-08,1.1920870957027319e-09,5.364391952866754e-08
