year,marchant_VERB en_ADP
1952,8.435843135146115e-09
1953,8.619061908632375e-09
1954,4.886268278880834e-09
1955,5.631364707880948e-09
1956,6.104799332717903e-09
1957,1.7670075402875796e-09
1958,3.3088974338291166e-09
1959,5.425523585955716e-09
1960,2.7683333958528067e-09
1961,6.94815938118154e-09
1962,6.341956404476434e-09
1963,1.2932106829843804e-08
1964,4.867174663303331e-09
1965,4.377634699181954e-09
1966,3.8773522170743036e-09
1967,5.423369198176431e-09
1968,2.245707841908029e-09
1969,6.358460868938209e-09
1970,5.058597374318907e-09
1971,3.083038491169532e-09
1972,7.182205719047374e-09
1973,2.7566018911961976e-09
1974,2.250228725575454e-09
1975,2.2845920710778955e-09
1976,9.141642887122714e-09
1977,1.7630346071939584e-09
1978,1.1881182704343018e-09
1979,4.096381456264453e-09
1980,5.116635559687666e-09
1981,9.488323904349727e-09
1982,6.828252296919857e-09
1983,3.78918940668882e-09
1984,5.219107812592938e-09
1985,5.4140022465176685e-09
1986,7.193382389747427e-09
1987,5.49973533381376e-09
1988,3.597932174415064e-09
1989,3.2928733073589456e-09
1990,3.814055737905164e-09
1991,4.68917216167597e-09
1992,6.611933001110515e-09
1993,4.985286850001103e-09
1994,2.637463358823311e-09
1995,7.0491861237087505e-09
1996,1.014237493990322e-08
1997,5.753873488778538e-09
1998,3.814503490850996e-09
1999,8.226361813967742e-09
2000,6.627047466345459e-09
2001,6.571817756650944e-09
2002,7.00995456126563e-09
2003,7.083768960303161e-09
2004,5.285749615779878e-09
2005,5.404499514582994e-09
2006,6.588624035241963e-09
2007,9.586750948642475e-09
2008,3.8316958494988285e-09
2009,1.0013204487790972e-08
2010,8.502827775203059e-09
2011,1.1471915833949353e-08
2012,1.0212757750593937e-08
2013,1.6734750085678485e-08
2014,1.2126493101338731e-08
2015,1.4407740070443431e-08
2016,1.3049442554313728e-08
2017,1.4590545660553289e-08
2018,1.2907333535316923e-08
2019,1.4285531590996214e-08
