year,avait_VERB ôté_VERB,avait_VERB oté_VERB,avait_VERB sauté_VERB
1800,3.9302057075474295e-07,9.432493897065797e-09,3.458580977167003e-08
1801,3.7384566553555487e-07,2.3811825844433088e-09,3.809892135109294e-08
1802,1.7455153056289419e-07,0.0,2.9091921760482364e-08
1803,1.911332390136522e-07,0.0,2.145373123596528e-08
1804,1.4336735887354735e-07,0.0,7.168367943677367e-08
1805,4.09374393939288e-07,0.0,7.107194477384837e-08
1806,1.671368039524168e-07,2.881669125542885e-09,2.0171682990621775e-08
1807,4.3558412698985194e-07,0.0,2.562259560079383e-08
1808,3.285807395059237e-07,4.5321479902327155e-09,6.798221985349073e-09
1809,3.140052342587296e-07,0.0,2.9367397402779716e-08
1810,3.205973655440175e-07,0.0,5.148278958699848e-08
1811,3.8358274423444527e-07,2.5070767684098882e-09,3.259199843341776e-08
1812,2.960601079848857e-07,8.00162425207418e-09,5.867858021701977e-08
1813,5.090062700219278e-07,0.0,8.339650747757332e-08
1814,4.688548926878866e-07,0.0,5.664018942752591e-08
1815,4.881974859927141e-07,8.091670444798638e-09,2.1577788444915313e-08
1816,3.73134213305093e-07,1.622322720606917e-08,1.8540831092650478e-08
1817,4.1101458236880717e-07,0.0,4.981994905506326e-08
1818,4.3989143705402967e-07,1.1921177378582115e-09,8.344824209416402e-08
1819,4.927100007989793e-07,2.070210003424222e-09,6.003609342997152e-08
1820,5.826442475154181e-07,2.3732962262101864e-09,5.93324074316115e-08
1821,4.5855921371185104e-07,4.930744257336528e-09,8.678109963966563e-08
1822,5.28349971773423e-07,1.303330066093622e-08,9.023054303725075e-08
1823,6.315036671367125e-07,7.906149623870817e-09,9.78386012207011e-08
1824,4.724244320186699e-07,3.3684450784221553e-09,3.9579230559638745e-08
1825,5.362514912121696e-07,8.805443041381977e-10,5.723537910284904e-08
1826,5.504990099325369e-07,3.5231937367541377e-09,6.78214817639855e-08
1827,5.447408284453559e-07,1.8434546111834038e-09,4.147772969531616e-08
1828,5.182350264476554e-07,5.5033806956039655e-09,8.988855171310206e-08
1829,6.026942855896777e-07,6.858540846366168e-09,4.886710414098161e-08
1830,3.64245579476119e-07,3.1310507520032616e-09,7.827626546941246e-08
1831,4.240808095801185e-07,1.5591206103948707e-09,1.1693404644574912e-07
1832,4.600189527081966e-07,1.3529969367098715e-09,1.2312271735481772e-07
1833,4.2743587869154e-07,1.2741991461950875e-08,1.4942881421120546e-07
1834,4.471240231396223e-07,2.8003592777992026e-09,1.0081293311259287e-07
1835,5.089958108328574e-07,8.31939672707449e-09,9.756383434478266e-08
1836,4.496181702506874e-07,6.048675060821296e-09,5.443807538085821e-08
1837,5.635891398014792e-07,7.653679912067446e-09,1.384620276212445e-07
1838,5.384274004427425e-07,5.049729523420865e-09,9.531364497661343e-08
1839,4.2717914539025514e-07,2.7965901816529026e-09,9.368577025270497e-08
1840,6.019355964781425e-07,3.184844332704273e-09,1.0191502042289358e-07
1841,4.404496394272428e-07,5.1364388298225094e-09,9.309795245826535e-08
1842,5.467235837386397e-07,6.037438549100216e-09,1.2343207345111296e-07
1843,3.9930719708536344e-07,6.4976020675011625e-09,7.029224491361674e-08
1844,5.093384629617503e-07,4.939705144924034e-09,9.440325499099345e-08
1845,5.172871055947326e-07,3.348136878855712e-09,6.194053270291988e-08
1846,4.753855193939671e-07,6.439951460990301e-09,7.903576459966644e-08
1847,4.379297706691432e-07,7.550513103637968e-09,1.1379702158365035e-07
1848,3.000867820901476e-07,2.413566457803995e-09,8.930196315759531e-08
1849,3.670183730264398e-07,8.379414939696517e-10,1.466397634430905e-07
1850,3.7746818293271645e-07,6.1100964288129944e-09,1.0319273968661946e-07
1851,3.7471238556463504e-07,9.674158141237399e-09,6.255955753431408e-08
1852,3.001361505994282e-07,8.463709066930392e-09,6.575650957074686e-08
1853,3.786204842981533e-07,8.360704795151719e-09,6.5094056367343e-08
1854,4.0058571926238074e-07,5.195664565249558e-09,1.0027632413311949e-07
1855,4.081034603586886e-07,8.491099379170919e-09,1.1091498208770645e-07
1856,3.6188552599014656e-07,4.141751275277272e-09,9.733116002053066e-08
1857,4.6471967607430997e-07,1.2203772437047178e-08,1.1813251887815568e-07
1858,4.1253687754760904e-07,6.361778603913848e-09,8.368186144025458e-08
1859,4.0431856973555114e-07,7.1290429115578036e-09,1.2577667973801e-07
1860,4.810620453099546e-07,1.4189270536313359e-08,1.739329889005603e-07
1861,4.1311841414426453e-07,1.0846716969048487e-08,1.2355825163012923e-07
1862,4.540576128420071e-07,7.2287781316404676e-09,1.2153383011082042e-07
1863,3.601121534302365e-07,3.995696662428827e-09,1.1337789374010754e-07
1864,2.828889478223573e-07,5.753673537611803e-09,1.107582150439157e-07
1865,3.9396286410919856e-07,1.4120533631256649e-09,9.272483225686301e-08
1866,3.1285890145227313e-07,4.379051787850585e-09,9.244664767038557e-08
1867,3.2707950481380976e-07,3.88224918879132e-09,1.0433544872512357e-07
1868,3.191158555182483e-07,4.445886658821507e-09,1.3288261868638074e-07
1869,3.403812911528803e-07,3.9068152046795035e-09,1.7043481648215675e-07
1870,3.245471589252702e-07,4.587239033071455e-09,1.0780011905353604e-07
1871,2.8783389893760614e-07,8.496941816815706e-09,1.5400706843138323e-07
1872,3.2957998996607785e-07,1.8142017887967654e-09,1.6509235933881428e-07
1873,2.933142297933955e-07,2.9930022904522957e-09,1.3348790162126534e-07
1874,3.2262889249068394e-07,2.9873046258899194e-09,1.8521288325246132e-07
1875,3.15828287966724e-07,4.577221879298321e-09,9.211658635877029e-08
1876,2.557464142682875e-07,7.255217537860403e-09,1.1789728660005494e-07
1877,2.8017217346132384e-07,6.184815992682502e-09,1.2555176454043249e-07
1878,2.518299879739061e-07,3.019544336790858e-09,9.119023758330513e-08
1879,2.840836259565549e-07,3.665595160740054e-09,1.23408369745448e-07
1880,2.554302795942931e-07,3.8507077526617195e-09,1.1744658934276231e-07
1881,2.5310203000117326e-07,2.789003084036068e-09,1.5409241882480273e-07
1882,3.161307802201918e-07,3.9932310791357395e-09,1.3377324137309188e-07
1883,2.0474658413149882e-07,5.6874050469168935e-09,1.308103207975364e-07
1884,2.2115685283097264e-07,4.621187876807653e-09,1.2345172706318408e-07
1885,1.7274304298098286e-07,3.86738152613475e-09,1.540506957553589e-07
1886,2.0457480331970146e-07,3.2267319927115068e-09,1.742435244977969e-07
1887,1.7889253456360166e-07,3.9173548849191775e-09,1.3449584912450518e-07
1888,2.0036343073570606e-07,2.53624587998047e-09,1.6675816993938497e-07
1889,1.7479732150604832e-07,3.132568426877924e-09,9.961567570826446e-08
1890,1.763129944265529e-07,3.9326319978272295e-09,1.0749193535275481e-07
1891,1.8485238229004608e-07,2.549687905251119e-09,8.413970675746896e-08
1892,1.5295169930595875e-07,2.5074049503359674e-09,1.1596748095143994e-07
1893,1.6196635499454715e-07,1.847525021858587e-09,1.2132080939863954e-07
1894,1.9660802763610263e-07,2.520615716150587e-09,1.4556555072431365e-07
1895,1.5768769401347527e-07,1.2037228991346183e-09,1.3240952512205695e-07
1896,1.1499206209464319e-07,2.94851448812139e-09,1.297346443607239e-07
1897,1.299357137440893e-07,1.1653427112179315e-09,1.0488084711823831e-07
1898,1.2618131961517065e-07,2.26334195829736e-09,1.1712794645291069e-07
1899,1.8462111484041088e-07,1.6582735185011188e-09,1.7356596515583078e-07
1900,1.4794501623782708e-07,1.038210628578895e-09,1.3860112346719689e-07
1901,1.4195396147442807e-07,3.353243294146324e-09,9.668518430316908e-08
1902,1.0508007619591808e-07,2.946170252204894e-09,1.2226607282173063e-07
1903,1.2096492696400674e-07,1.6200660812870638e-09,1.0800440719549442e-07
1904,1.0211788037395308e-07,3.7622376325430196e-09,1.1985413550519297e-07
1905,1.0940809147541586e-07,4.128607344888735e-09,9.186150862205977e-08
1906,1.2397484283610538e-07,3.6009292214700395e-09,1.3220554251347494e-07
1907,1.4451390484282456e-07,2.5714216866923323e-09,1.4142818827167503e-07
1908,1.4046572971437854e-07,1.4734167219643268e-09,1.2573156027428922e-07
1909,1.958350139830145e-07,5.5009836685826485e-09,1.5897842331469292e-07
1910,1.5444595646840753e-07,5.878565967343263e-09,1.7475372260378208e-07
1911,1.4897047151407605e-07,2.128149656499545e-09,1.3247731089904846e-07
1912,1.437800278836221e-07,4.167536982180309e-09,1.0523030624653984e-07
1913,1.1719607329041537e-07,1.060597942803554e-09,1.3363533923893556e-07
1914,1.372832514334732e-07,3.3483718020477227e-09,1.1853236259184996e-07
1915,1.0838301278681683e-07,2.3561523843085297e-09,1.8260180922879954e-07
1916,6.372727767711694e-08,1.0987462051303964e-09,1.7689814058030606e-07
1917,1.2721052655706444e-07,1.0966424435210342e-09,1.6449637030291342e-07
1918,1.0912057746281789e-07,1.1486376294556067e-09,2.0445749271402747e-07
1919,1.436424383882695e-07,1.8415696745321952e-09,2.2835463653336774e-07
1920,1.2418459505170176e-07,7.572231730534895e-10,2.2110916120254842e-07
1921,1.5145495524393482e-07,7.572747429129834e-10,1.6660044366290094e-07
1922,1.2468710508528602e-07,1.4755870969551665e-09,2.1248453663247346e-07
1923,1.390689163827119e-07,1.0615948120573648e-09,1.4543849147230503e-07
1924,1.1602462279824977e-07,0.0,2.2947091338210157e-07
1925,1.6167321348348196e-07,1.0998177923937646e-09,1.8366957021953567e-07
1926,1.8168205428992223e-07,3.3438415369957397e-09,1.5938978492613387e-07
1927,1.9734127931769763e-07,1.1149224876660924e-09,2.608918521218584e-07
1928,1.3139947441231925e-07,1.1426041224282812e-09,1.6224979049184185e-07
1929,1.8047458638648095e-07,4.4561625500705304e-09,2.2726429449448915e-07
1930,1.3654684494213143e-07,1.0503603542488804e-09,1.2604324695075775e-07
1931,1.2659945980431075e-07,0.0,1.7564249787938024e-07
1932,1.4028206862803927e-07,1.0959536611565568e-09,1.6877686448424356e-07
1933,1.066771559976587e-07,2.2941324395731044e-09,1.6632459676202416e-07
1934,9.824896096688462e-08,1.1981580172459871e-09,1.7612923386423063e-07
1935,1.2686381012372294e-07,4.787313656606784e-09,1.7473695379521814e-07
1936,1.1397231958198972e-07,2.424942913137329e-09,2.1097002900205553e-07
1937,1.2968851592631836e-07,1.2591118148108649e-09,2.291583456326407e-07
1938,1.1539040656316502e-07,0.0,1.9707125886725407e-07
1939,9.941133072288721e-08,3.058810094103137e-09,1.9729324662876024e-07
1940,1.1664601373695405e-07,2.5357829169792012e-09,1.5975432177128823e-07
1941,1.1806010036252701e-07,2.9515025978810172e-09,2.036536841387715e-07
1942,9.406056733496371e-08,0.0,1.9115533689273434e-07
1943,1.4225852851268428e-07,2.9032352077962287e-09,2.29355578085233e-07
1944,1.6708568750800623e-07,3.2131861615880553e-09,3.052526835745084e-07
1945,1.7863733603462606e-07,0.0,3.463821371951781e-07
1946,1.6566113458793552e-07,2.7842208538686464e-09,2.9234320209070574e-07
1947,1.7642888394675538e-07,3.5762612871081956e-09,2.3722533626369113e-07
1948,1.4894486355387926e-07,0.0,2.1961213292343018e-07
1949,1.5020022203771077e-07,9.817008317369869e-10,2.1695588259262877e-07
1950,1.106077576196185e-07,0.0,2.4886745109142794e-07
1951,1.6738400177018775e-07,2.1322803522849654e-09,2.40947684915227e-07
1952,1.9507886861447332e-07,1.0544803918932644e-09,2.414760160718288e-07
1953,1.249763954547234e-07,1.0773827385790469e-09,2.564170813457167e-07
1954,1.495198063139469e-07,9.772536113672459e-10,2.5897219302351004e-07
1955,1.3233706397386413e-07,9.385607846468247e-10,2.6655126816876873e-07
1956,1.42154604532152e-07,8.72114158667614e-10,2.4855253855093906e-07
1957,1.325255709616613e-07,8.835037701437898e-10,2.809541967963014e-07
1958,1.6958098569830327e-07,1.6544486891589827e-09,2.6884791282100196e-07
1959,1.5734018177226972e-07,0.0,2.363978097719155e-07
1960,1.6125541435485502e-07,1.3841666701708277e-09,2.5883917942337575e-07
1961,1.8204177365532814e-07,0.0,2.3206851551549335e-07
1962,1.7123282702868892e-07,0.0,2.4606791271253314e-07
1963,2.0497388675266848e-07,1.2932106496776896e-09,2.263118688006216e-07
1964,1.8069385987473652e-07,6.083968329129164e-10,2.3970835627551423e-07
1965,1.477451689879672e-07,2.188817349590977e-09,1.958991475703442e-07
1966,1.6340270292403147e-07,2.215629901769489e-09,2.409497597000154e-07
1967,1.6565927296596783e-07,5.423369309198733e-09,2.696893659503985e-07
1968,1.6348754172668123e-07,3.5931326802796093e-09,2.1558795992859814e-07
1969,1.3216515526437433e-07,3.179230406713529e-09,2.0982921000722854e-07
1970,1.200267263357091e-07,3.219107425067591e-09,1.779706622073718e-07
1971,1.4181976837335242e-07,1.0276794970565106e-09,1.983421498152893e-07
1972,1.1645433062312804e-07,1.0260293725750103e-09,1.3492285688698757e-07
1973,1.141233170187661e-07,3.3079223804577396e-09,1.6815270953429717e-07
1974,1.1138632061147291e-07,1.6876715580593782e-09,1.6876714425961836e-07
1975,1.2793715598036215e-07,1.1422960355389478e-09,1.564945506515869e-07
1976,1.1369918695436354e-07,1.7140580621521906e-09,1.6454957574296714e-07
1977,1.0519439541667452e-07,5.876781838942691e-10,1.6102382005556137e-07
1978,1.2178212216440443e-07,1.1881182704343018e-09,1.7524745032915234e-07
1979,1.5215130133583443e-07,0.0,1.6619604537027044e-07
1980,1.1654558562668171e-07,1.7055452050662723e-09,1.8135631307814037e-07
1981,1.4485507904282713e-07,1.897664858585557e-09,1.859711602492098e-07
1982,1.5332530267642142e-07,0.0,2.2098707574969012e-07
1983,1.0988649989940313e-07,6.315316047889041e-10,1.9324866684655717e-07
1984,1.4265560821513645e-07,5.799008495621649e-10,2.2616133321662346e-07
1985,1.3956095301637106e-07,1.8046674155058895e-09,2.2077098549289076e-07
1986,1.5345882786732545e-07,5.994485463567401e-10,2.0680974444076128e-07
1987,1.466596017962729e-07,6.110816852533674e-10,1.6315881623540918e-07
1988,1.4391729052931623e-07,5.996553809062277e-10,1.762986840958547e-07
1989,1.3994711878240196e-07,5.488122178931576e-10,1.9867002265527844e-07
1990,1.1605626326627316e-07,2.179460389939436e-09,1.8035034088370594e-07
1991,1.3305526636031573e-07,5.861465202094962e-10,1.7936083906988642e-07
1992,1.4050357322048512e-07,1.1019888335184191e-09,1.834811342860121e-07
1993,1.3404881826772908e-07,5.539207426075166e-10,1.883330469354405e-07
1994,1.6510520595147682e-07,3.164955852952289e-09,1.8620491459842015e-07
1995,1.2796984094620711e-07,1.0844901643380922e-09,1.6863822338564205e-07
1996,1.0996470223290089e-07,1.6014276571496566e-09,1.617441967027844e-07
1997,1.3281857036417932e-07,0.0,1.8604190188398206e-07
1998,1.292163034349869e-07,0.0,1.7928165618741332e-07
1999,1.1836821300903466e-07,0.0,1.5127365315947827e-07
2000,1.2017045492029865e-07,8.836062992401139e-10,1.7981388111820706e-07
2001,1.415131407611625e-07,1.3143635069212678e-09,1.5684737775245594e-07
2002,1.5816209497643285e-07,1.3143663935011318e-09,1.97593095663251e-07
2003,1.4292545813532342e-07,8.333845835650777e-10,2.0084569030132116e-07
2004,1.5989392920801038e-07,4.404791253964646e-10,1.867631453933427e-07
2005,1.7834848620168486e-07,9.007499190971657e-10,2.2383635212008812e-07
2006,1.7995178325236338e-07,4.1178899179428186e-10,2.1989532683619473e-07
2007,2.812113564232277e-07,7.988958938831558e-10,2.967898353745113e-07
2008,2.852484612958506e-07,8.514879357157668e-10,3.3761497775230964e-07
2009,3.480780605968903e-07,0.0,4.219850495701394e-07
2010,4.6718312773919024e-07,0.0,5.380400125432061e-07
2011,5.885092946300574e-07,0.0,6.309553555183811e-07
2012,7.16935630862281e-07,3.404252713057332e-10,8.136163955896336e-07
2013,7.862543611736328e-07,2.789125042035323e-10,9.29894270029763e-07
2014,7.940687396512658e-07,0.0,9.796474387258058e-07
2015,8.221277880693378e-07,0.0,9.389413548888115e-07
2016,7.771668038003554e-07,4.1426800878596737e-10,9.200892350236245e-07
2017,7.561927759525133e-07,0.0,8.940482416619489e-07
2018,7.870892204664415e-07,5.162933414126769e-10,1.0294888852513395e-06
2019,7.155520620472089e-07,7.65296326310505e-10,9.622325478630955e-07
