year,eurent_VERB eu_VERB,eurent_VERB su_VERB
1800,6.60274537267469e-08,0.0
1801,3.095537337571841e-08,4.7623651688866175e-09
1802,1.1189200677108602e-08,4.475680270843441e-09
1803,2.3404069793286908e-08,0.0
1804,7.4155526164076946e-09,2.4718509461507665e-09
1805,1.9900143755080535e-08,0.0
1806,3.458002950651462e-08,5.76333825108577e-09
1807,2.562259560079383e-08,0.0
1808,2.2660739062985158e-08,2.039466551195801e-08
1809,1.581321384946932e-08,0.0
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,0.0,2.0056614147279106e-08
1812,4.5342538612658245e-08,8.00162425207418e-09
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,2.6972236000233352e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.0898113522728181e-08,1.0898113522728181e-08
1818,1.0729059418679299e-08,7.152706427149269e-09
1819,3.3123360054787554e-08,1.035105001712111e-09
1820,7.119888678630559e-09,2.0173018810965004e-08
1821,7.396116075142345e-08,2.9584463767662328e-09
1822,8.02049271442229e-09,4.010246357211145e-09
1823,3.854247765389118e-08,2.569498569471307e-08
1824,8.336901657912676e-08,0.0
1825,4.402721387464226e-08,0.0
1826,1.4885493726524146e-07,3.5231937367541377e-09
1827,2.488663675137559e-08,3.6869092223668076e-09
1828,2.2930752408001354e-08,0.0
1829,4.372319750700626e-08,8.57317605795771e-10
1830,2.400472176589119e-08,6.262101504006523e-09
1831,2.3386808933878456e-08,0.0
1832,2.841293600397421e-08,0.0
1833,2.4325620628928846e-08,0.0
1834,1.5868701908061666e-08,1.3068342852307069e-08
1835,3.2521278114927554e-08,7.563087933704082e-10
1836,6.72075017860152e-08,6.720750067579218e-10
1837,4.0355768504696243e-08,1.3915781860163179e-09
1838,6.817134590164642e-08,9.468243078458727e-09
1839,4.264799713382672e-08,6.9914751765765e-10
1840,3.3759349093998026e-08,0.0
1841,2.118781061710706e-08,1.926164561183441e-09
1842,1.0062397137744483e-08,0.0
1843,1.1223130869097986e-08,5.906911071384968e-10
1844,8.232841963717874e-09,5.488561161115513e-09
1845,2.4553003186156275e-08,1.1160455892778032e-09
1846,6.439951683034906e-09,9.952652035849496e-09
1847,1.6718992412734224e-08,3.775256551818984e-09
1848,8.04522137798358e-09,0.0
1849,2.513824526317876e-08,0.0
1850,2.2403686017469226e-08,3.394498016007219e-09
1851,2.3217978650791338e-08,3.2247193804124663e-09
1852,1.2370036550635177e-08,6.510545436100301e-10
1853,1.970737528722566e-08,0.0
1854,2.338049043260071e-08,1.558699391779328e-09
1855,1.751289246954002e-08,3.1841622671890946e-09
1856,1.0872097000458325e-08,5.177189232874468e-10
1857,1.8061584228235006e-08,1.4644527812635033e-09
1858,2.495774786837046e-08,1.9574704079872163e-09
1859,2.64793023063703e-08,6.619825576592575e-09
1860,9.15436793036406e-09,4.577183909670879e-10
1861,1.226150558863992e-08,2.8295783494058924e-09
1862,2.1686334505943705e-08,0.0
1863,1.6482248454963155e-08,9.989241656072068e-10
1864,7.671564716815737e-09,9.589455896019672e-10
1865,9.413688495385486e-09,4.706844358715045e-10
1866,9.731225603104576e-09,1.9462451650298362e-09
1867,9.7056229719783e-09,1.94112459439566e-09
1868,3.951899252285784e-09,9.87974813071446e-10
1869,2.8324411260882698e-08,4.883519144627257e-10
1870,1.2614907340946502e-08,4.013834153937523e-09
1871,1.4869648623516696e-08,0.0
1872,2.7817760539505798e-08,0.0
1873,1.3169209722718733e-08,5.986004469882289e-10
1874,8.364453130127458e-09,5.974609140757536e-10
1875,1.4875970677508121e-08,0.0
1876,1.3905833817773328e-08,2.418405919968336e-09
1877,1.7317484335421796e-08,0.0
1878,1.0870359723469392e-08,0.0
1879,2.3826368433788048e-08,3.665595160740054e-09
1880,1.0268554007097919e-08,0.0
1881,1.3945014920579979e-08,1.3945015142624584e-09
1882,1.7969540522244642e-08,2.6621540527571597e-09
1883,1.516641390253426e-08,0.0
1884,3.9610181801208455e-09,6.601696966868076e-10
1885,5.80107206715752e-09,6.445635580831777e-09
1886,2.2587123282846733e-08,1.2906927748801422e-09
1887,1.3710741875172516e-08,0.0
1888,5.706553452000662e-09,0.0
1889,6.891650361495749e-09,2.5060546970934183e-09
1890,9.831579994568074e-09,6.554386478008212e-10
1891,1.0836173736095134e-08,0.0
1892,1.8805536683430546e-08,0.0
1893,9.23762488724833e-09,1.2316833108982905e-09
1894,1.5753848003896564e-08,0.0
1895,6.018614495673091e-09,3.611168697403855e-09
1896,1.4152869098893461e-08,0.0
1897,1.2236098356765979e-08,1.1653427112179315e-09
1898,1.0750873968845553e-08,5.6583548957434e-10
1899,3.8693048765026106e-09,0.0
1900,9.34389543516545e-09,0.0
1901,1.676621685930968e-08,0.0
1902,1.0311596021495006e-08,0.0
1903,1.296052865029651e-08,0.0
1904,3.7622376325430196e-09,0.0
1905,7.2250627702885595e-09,0.0
1906,6.173021205313489e-09,0.0
1907,1.4399961223432456e-08,0.0
1908,1.276961114626829e-08,1.4734167219643268e-09
1909,8.801573692096554e-09,0.0
1910,6.947395991829808e-09,0.0
1911,9.576673676292558e-09,1.5961122423746588e-09
1912,5.730363294986773e-09,1.0418842455450772e-09
1913,9.015082902408267e-09,1.060597942803554e-09
1914,7.366418142140674e-09,0.0
1915,1.295883844676382e-08,0.0
1916,1.0987461607214755e-08,3.2962386153911893e-09
1917,2.1932848870420685e-09,0.0
1918,4.594550517822427e-09,0.0
1919,1.5653341733923298e-08,0.0
1920,9.843901693784574e-09,0.0
1921,2.2718242842501013e-09,0.0
1922,2.951174193910333e-09,7.377935484775833e-10
1923,7.431163684401554e-09,0.0
1924,1.289162443462999e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,7.998228745975666e-09,0.0
1929,6.684243825105796e-09,6.684243825105796e-09
1930,8.402882833991043e-09,0.0
1931,1.2545892325022123e-08,3.4216069977333063e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,1.0323596200123575e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,4.787313656606784e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,6.295559185076627e-09,0.0
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,0.0,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,2.3841741914054637e-09,0.0
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,0.0
1950,7.444753258312176e-09,0.0
1951,6.396841278899501e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,4.886268278880834e-09,0.0
1955,6.569925492527773e-09,0.0
1956,1.744228317335228e-09,0.0
1957,5.301022731885041e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,5.425523585955716e-09,0.0
1960,2.076250060767393e-09,6.920833350854139e-10
1961,1.250668635321972e-08,6.948159270159238e-10
1962,5.0735651235811474e-09,0.0
1963,0.0,3.2330267352165265e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,2.73602163147757e-09,0.0
1966,5.539074976468328e-09,1.1078149508847446e-09
1967,5.423369309198733e-09,4.930335584241163e-10
1968,4.940557296606585e-09,3.1439910674890825e-09
1969,5.450109252791435e-09,1.3625273131978588e-09
1970,1.1496812390987543e-08,0.0
1971,6.166076982339064e-09,0.0
1972,5.643161493651405e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,1.102640756478479e-09
1974,7.313243344242437e-09,0.0
1975,3.998036124386317e-09,0.0
1976,4.570821499072508e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,0.0
1978,1.0099005187669263e-08,0.0
1979,4.681578680276743e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,0.0
1981,4.427884725544118e-09,0.0
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,6.315316047889041e-10
1984,4.639206796497319e-09,0.0
1985,1.142956040922627e-08,1.2031116103372597e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,4.888653482026939e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,0.0
1989,4.939309850016116e-09,5.488122178931576e-10
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,7.162927584403178e-09,0.0
1993,3.877445031719162e-09,0.0
1994,5.274926606624319e-10,5.274926606624319e-10
1995,5.964695848348356e-09,0.0
1996,5.871901187504136e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,0.0
1998,5.2449422582867555e-09,2.3840645013706308e-09
1999,1.8280804647829996e-09,1.3710603763428253e-09
2000,5.743440834038438e-09,1.3254094488601709e-09
2001,3.5049694258049158e-09,1.3143635069212678e-09
2002,5.257465574004527e-09,8.76244299341522e-10
2003,6.250384210204629e-09,0.0
2004,6.607186797680242e-09,8.809582507929292e-10
2005,6.305249655724765e-09,0.0
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,7.988958938831558e-10
2008,5.5346713878634546e-09,1.7029758714315335e-09
2009,8.582746957586096e-09,0.0
2010,8.030448306328708e-09,4.723793023408973e-10
2011,3.059177577924288e-09,3.82397197240536e-10
2012,5.7872298064864935e-09,2.0425516833455504e-09
2013,4.741512515948898e-09,8.367375126105969e-10
2014,4.547434873103384e-09,2.1654451842767486e-10
2015,4.43315073539452e-09,6.649726325136385e-10
2016,6.214019965256057e-09,4.1426800878596737e-10
2017,3.5218559180094644e-09,1.0062445321423752e-09
2018,4.3884935685412074e-09,5.162933414126769e-10
2019,5.612172948588068e-09,3.3162841361900064e-09
