year,voulant_VERB ôter_VERB,voulant_VERB oter_VERB,voulant_VERB sauter_VERB
1842,4.628703020870262e-08,0.0,2.0795621225033756e-08
1843,1.4176586238257016e-08,0.0,1.8311423488626133e-08
1844,3.402907822191992e-08,0.0,2.305195678786731e-08
1845,1.7298706467272496e-08,0.0,1.1718478631905782e-08
1846,2.8687057396226123e-08,5.854501328173001e-10,5.269050973311096e-09
1847,1.7258315665458213e-08,5.393223645455691e-10,1.0247124926365814e-08
1848,2.7353753817571658e-08,8.045221711050488e-10,2.413566591030758e-08
1849,2.0948537127196687e-08,0.0,3.3517659758786067e-09
1850,2.7155984128057753e-08,0.0,3.394498016007219e-09
1851,3.676180071465751e-08,0.0,1.0319102017319892e-08
1852,1.6276363590250753e-08,0.0,1.5625309046640723e-08
1853,4.658106744770407e-08,5.971931837933653e-10,5.971931837933653e-09
1854,3.117398605922972e-08,5.195664454227256e-10,2.0782657816909023e-09
1855,3.8209947206269135e-08,0.0,1.539011762474729e-08
1856,4.40061072026765e-08,1.0354378465748937e-09,9.318940286107136e-09
1857,1.610898081594314e-08,0.0,5.369659827891837e-09
1858,2.5447114526677694e-08,0.0,1.1255455234504552e-08
1859,3.4626779665813956e-08,5.092173349652285e-10,7.638259802433822e-09
1860,2.3801356441310872e-08,0.0,1.6020143434047895e-08
1861,3.0182167432002416e-08,4.715963730639317e-10,6.6023493339173456e-09
1862,2.5300723405230485e-08,4.517986262886353e-10,1.445755604123633e-08
1863,1.548332484446746e-08,0.0,1.9479021062807078e-08
1864,3.596046049825219e-08,4.794727948009836e-10,9.109982990196386e-09
1865,2.5887643639865843e-08,0.0,1.6003271596787272e-08
1866,4.670988573707291e-08,0.0,8.75810357570117e-09
1867,1.5043715606566366e-08,0.0,9.7056229719783e-09
1868,2.1241459036147603e-08,9.87974813071446e-10,1.2349684830326169e-08
1869,9.278686263769487e-09,0.0,1.904572499711321e-08
1870,1.3188312664169644e-08,0.0,4.587239033071455e-09
1871,1.5931766128574054e-08,0.0,9.559059321873065e-09
1872,2.9027228620748247e-08,0.0,6.652073114565837e-09
1873,2.9331421014244796e-08,0.0,1.3169209722718733e-08
1874,1.3741600746186577e-08,0.0,9.559374625212058e-09
1875,1.4303817685856757e-08,5.721527140956084e-10,1.1443054503956773e-08
1876,1.209202959984168e-08,0.0,7.859819461941697e-09
1877,5.566334504436554e-09,0.0,1.2988113695655557e-08
1878,1.509772218355465e-08,6.039088673581716e-10,4.831270938865373e-09
1879,5.498392852132383e-09,0.0,1.0385853066452455e-08
1880,1.0910338854586143e-08,1.2835692508872398e-09,9.626769603698904e-09
1881,8.367009307619355e-09,0.0,1.2550513517339823e-08
1882,7.986461936226874e-09,6.655385131892899e-10,1.0648616211028639e-08
1883,2.338155447034751e-08,0.0,8.21514056781325e-09
1884,1.2543224237049344e-08,0.0,5.941527270181268e-09
1885,9.023890079618013e-09,6.445635691854079e-10,7.090199094506033e-09
1886,3.872078213618124e-09,0.0,1.0325542199041138e-08
1887,6.528924512139156e-09,0.0,6.528924512139156e-09
1888,1.2047167707862627e-08,0.0,6.340614699951175e-09
1889,1.2530273707511697e-08,0.0,6.265136742733546e-10
1890,7.865263829121005e-09,6.554386478008212e-10,1.5075089621063853e-08
1891,1.0836173736095134e-08,0.0,7.0116419337296065e-09
1892,5.014809900671935e-09,0.0,1.1283322720601063e-08
1893,6.15841644346915e-09,6.158416554491453e-10,5.542574843531156e-09
1894,7.561847148451761e-09,0.0,1.0082462864602348e-08
1895,1.2037228547256973e-08,0.0,1.2639090662958097e-08
1896,1.1204354777305525e-08,0.0,6.486732040400511e-09
1897,9.322741689743452e-09,0.0,8.157399200570126e-09
1898,9.05336783318944e-09,0.0,7.921697076085366e-09
1899,3.3165470370022376e-09,1.6582735185011188e-09,7.185851913504848e-09
1900,8.824790675987515e-09,0.0,5.710158568206225e-09
1901,5.588738916095792e-10,0.0,3.912117296778206e-09
1902,7.856453987376e-09,0.0,3.928227076954727e-09
1903,6.480264325148255e-09,0.0,9.720396931811592e-09
1904,3.7622376325430196e-09,0.0,6.987012746151322e-09
1905,7.741138396966107e-09,0.0,4.1286072338664326e-09
1906,2.572092261399206e-09,0.0,7.716276506641861e-09
1907,7.199980778249682e-09,0.0,7.71426478252124e-09
1908,5.893666887857307e-09,0.0,9.822778146428846e-09
1909,7.151278402783845e-09,0.0,8.251475058784763e-09
1910,7.481810726517324e-09,0.0,1.7635697346918278e-08
1911,2.6601870706244313e-09,0.0,9.044636151145369e-09
1912,4.1675369266691575e-09,0.0,4.688478938419394e-09
1913,5.833288574397244e-09,0.0,2.6514948014977335e-09
1914,6.027069510139427e-09,1.3393487430235496e-09,1.2054139020278853e-08
1915,2.3561523843085297e-09,0.0,0.0
1916,0.0,0.0,3.2962386153911893e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09,4.386569774084137e-09
1918,5.743188147278033e-09,0.0,4.594550517822427e-09
1919,2.762354567309444e-09,0.0,3.6831393490643904e-09
1920,6.057785384427916e-09,0.0,3.028892692213958e-09
1921,1.060184651180407e-08,0.0,1.5145494858259667e-09
1922,2.951174193910333e-09,0.0,7.377935595798135e-09
1923,8.492758496458919e-09,0.0,2.1231896241147297e-08
1924,3.867487219366694e-09,1.289162443462999e-09,3.867487219366694e-09
1925,3.299453377181294e-09,0.0,1.4297631523163545e-08
1926,0.0,0.0,2.229227691330493e-09
1927,5.574612327308159e-09,0.0,1.3379070296082318e-08
1928,1.1426041224282812e-09,0.0,4.570416489713125e-09
1929,1.1140406375176326e-09,0.0,4.4561625500705304e-09
1930,2.100720708497761e-09,1.0503603542488804e-09,9.453243521306831e-09
1931,1.8248570654577634e-08,0.0,4.5621426636444085e-09
1932,3.287861094491973e-09,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,0.0,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0,8.38710612072191e-09
1935,4.787313656606784e-09,0.0,5.98414207075848e-09
1936,0.0,0.0,6.0623572828433225e-09
1937,2.5182236296217297e-09,0.0,3.777335333410292e-09
1938,1.1668692678767911e-08,0.0,1.1668692678767911e-08
1939,4.588215141154706e-09,0.0,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0,6.068423541449874e-09
1943,8.709705845433291e-09,0.0,5.806470415592457e-09
1944,0.0,0.0,6.4263723231761105e-09
1945,0.0,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,0.0,5.568441707737293e-09
1947,9.536696765621855e-09,0.0,2.3841741914054637e-09
1948,4.348755133776194e-09,0.0,1.0871887834440486e-09
1949,9.817008539414473e-09,0.0,3.9268033269479474e-09
1950,6.381216888229346e-09,0.0,1.0635361480382244e-09
1951,1.0661401539380222e-08,0.0,6.396841278899501e-09
1952,4.2179215675730575e-09,0.0,1.0544803918932644e-09
1953,4.3095309543161875e-09,0.0,5.386913581872932e-09
1954,2.9317608341017376e-09,0.0,2.9317608341017376e-09
1955,9.385607846468247e-10,0.0,2.815682353940474e-09
1956,1.1337483840634377e-08,0.0,5.232684952005684e-09
1957,4.417518795207798e-09,0.0,1.7670075402875796e-09
1958,4.1361216673863055e-09,0.0,8.272243445794913e-10
1959,6.200598257066758e-09,0.0,4.650448914844674e-09
1960,5.536666680683311e-09,6.920833350854139e-10,1.038124963770315e-08
1961,4.16889545107324e-09,0.0,1.3896318540318475e-09
1962,3.170978146727066e-09,0.0,2.5367825617905737e-09
1963,3.233026624194224e-09,0.0,1.2932106496776896e-09
1964,7.909158661334459e-09,0.0,6.6923653285755336e-09
1965,1.4227312661319047e-08,0.0,1.0944086747954884e-09
1966,5.539074976468328e-09,0.0,6.6468897053084675e-09
1967,8.381570326676524e-09,0.0,4.437302081328198e-09
1968,4.042274071025531e-09,0.0,2.6948494546985557e-09
1969,8.629339909305145e-09,0.0,7.72098829315837e-09
1970,5.518470042042978e-09,0.0,3.6789800095249348e-09
1971,4.1107179882260425e-09,0.0,5.652237344833111e-09
1972,7.69522046084603e-09,5.130146862875051e-10,3.0780880067027283e-09
1973,8.269805285010534e-09,0.0,1.0475087464101307e-08
1974,6.750685843659454e-09,5.625571675160757e-10,3.3753431161187564e-09
1975,5.140332159925265e-09,0.0,5.711480177694739e-10
1976,3.4281160132820787e-09,0.0,3.4281160132820787e-09
1977,2.9383909194713453e-09,0.0,2.3507127355770763e-09
1978,4.75247319275951e-09,0.0,5.940591130126904e-09
1979,1.7555920051037788e-09,0.0,6.437170796402825e-09
1980,3.97960553399912e-09,0.0,2.2740602734216964e-09
1981,6.325549528618524e-10,0.0,4.427884725544118e-09
1982,4.9660017209518514e-09,0.0,1.8622506869903077e-09
1983,2.5261264191556165e-09,0.0,5.052252838311233e-09
1984,1.739702604197646e-09,0.0,2.8995041922996734e-09
1985,3.0077789148208467e-09,0.0,1.2031116103372597e-09
1986,5.994485352545098e-09,0.0,2.997242676272549e-09
1987,1.8332451112712533e-09,0.0,2.4443267410134695e-09
1988,1.798966087207532e-09,0.0,6.596209356501959e-09
1989,1.0976244357863152e-09,0.0,1.6464366536794728e-09
1990,5.44865097484859e-10,5.44865097484859e-10,3.814055737905164e-09
1991,2.930732601047481e-09,0.0,4.10302547493302e-09
1992,4.407955445095979e-09,0.0,3.30596661157756e-09
1993,5.539207315052863e-09,0.0,5.539207315052863e-09
1994,3.1649559639745917e-09,0.0,2.1099706426497278e-09
1995,4.880205572987961e-09,0.0,3.253470381991974e-09
1996,4.270473530354479e-09,0.0,2.6690460952494277e-09
1997,1.917957792585412e-09,0.0,1.917957792585412e-09
1998,4.7681290027412615e-09,0.0,5.72175506974304e-09
1999,9.597422329088445e-09,0.0,4.570201106446348e-09
2000,4.418031385178267e-09,0.0,4.418031274155965e-09
2001,3.0668482198237257e-09,0.0,2.6287270138425356e-09
2002,5.257465907071435e-09,0.0,7.009954394732176e-09
2003,4.166923084358842e-09,0.0,3.333538334260311e-09
2004,5.7262286579096155e-09,4.404791253964646e-10,1.3214374039449694e-09
2005,3.602999676388663e-09,0.0,3.1526248278623825e-09
2006,2.0589450144825605e-09,0.0,9.059357708451898e-09
2007,7.988958938831558e-10,0.0,3.1955835755326234e-09
2008,5.5346713878634546e-09,0.0,3.8316958494988285e-09
2009,4.291373478793048e-09,0.0,4.76819250749827e-09
2010,9.447586046817946e-10,0.0,4.2514138876015295e-09
2011,2.2943831279320648e-09,0.0,6.118355155848576e-09
2012,1.7021263287730903e-09,0.0,6.808505315092361e-09
2013,4.741512515948898e-09,0.0,9.204113027294625e-09
2014,3.8978013316981475e-09,0.0,1.0394137106572998e-08
2015,6.206411301556969e-09,0.0,8.422986752520956e-09
2016,5.59261792432153e-09,0.0,7.871092222444531e-09
2017,3.018733707449428e-09,0.0,7.54683426862357e-09
2018,4.64663996169179e-09,0.0,1.290733386838383e-08
2019,5.867272001580659e-09,0.0,9.94885240857002e-09
