year,tentant_VERB en_ADP,tentant_VERB sans_ADP
1932,9.863582839386709e-09,0.0
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,4.849885826274658e-09,0.0
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.01431314458722e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,0.0
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,1.570721330779179e-08,2.945102384188658e-09
1950,9.571825110299415e-09,9.571825110299415e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,2.2144087452602434e-08,2.1089607837865287e-09
1953,1.508335856215126e-08,3.232148326759443e-09
1954,1.3681550115052232e-08,0.0
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,1.2209597999301991e-08,7.849027205963921e-09
1957,8.835037590415595e-09,8.835037701437898e-10
1958,8.272243612328367e-09,1.6544486891589827e-09
1959,1.4726420971555854e-08,4.650448914844674e-09
1960,1.9378334104036554e-08,1.3841666701708277e-09
1961,1.528595028332802e-08,5.55852741612739e-09
1962,1.4586499841318101e-08,1.2683912808952869e-09
1963,1.3578711488548834e-08,9.052474325699222e-09
1964,1.3384730601639916e-08,1.2167936658258327e-09
1965,1.9699356201829943e-08,4.924839203113152e-09
1966,1.1078149397825143e-08,5.539074754423723e-10
1967,1.972134211492005e-08,3.451234853457663e-09
1968,9.88111459321317e-09,1.3474247273492779e-09
1969,2.407131582948807e-08,5.904285060864822e-09
1970,2.069426266460006e-08,5.058597540852361e-09
1971,1.490135304038631e-08,7.707596338946132e-09
1972,2.103360258187692e-08,2.565073486948677e-09
1973,1.598829119098255e-08,4.410563025913916e-09
1974,2.3627401424253236e-08,6.1881286761433785e-09
1975,2.056132863970106e-08,2.2845920710778955e-09
1976,2.2282755085534234e-08,3.4281161798155324e-09
1977,1.7042666666799988e-08,5.876781727920388e-09
1978,1.9603950685009863e-08,3.5643548113029055e-09
1979,2.1652302062413753e-08,7.607565244427406e-09
1980,2.4446148438883597e-08,3.411090521154847e-09
1981,2.4037087653638878e-08,6.958104314946922e-09
1982,2.2347008910017507e-08,6.828252629986764e-09
1983,1.515675762675528e-08,1.89459470334441e-09
1984,2.145633182237816e-08,4.059305780401701e-09
1985,2.7671566371623157e-08,7.218669662023558e-09
1986,3.117132341134976e-08,5.994485408056249e-09
1987,3.91092271900817e-08,4.277571630240118e-09
1988,2.8183803513215366e-08,5.99655392008458e-09
1989,2.689179945392084e-08,9.329807704183679e-09
1990,3.05124451260852e-08,1.0897302227252936e-08
1991,3.3410350319673654e-08,2.344586080837985e-09
1992,3.195767628305646e-08,5.509944167592096e-10
1993,3.37891670199042e-08,4.985286683467649e-09
1994,3.956195016030506e-08,7.3848970827405935e-09
1995,3.145021459927122e-08,1.138714633697191e-08
1996,2.1352368095861607e-08,9.074756945892659e-09
1997,2.6851409984374186e-08,1.1028257640433026e-08
1998,2.813196331441503e-08,6.675381136744818e-09
1999,3.199140669041256e-08,4.113180906983871e-09
2000,2.4299172562969318e-08,8.394259620736477e-09
2001,3.6802177832973015e-08,7.448060113102173e-09
2002,3.5487892957597467e-08,1.1391176002462089e-08
2003,3.208530774401197e-08,1.2500768420409258e-08
2004,3.039305895846667e-08,5.726228741176342e-09
2005,3.873224718731194e-08,1.4411998927599257e-08
2006,4.529678743203647e-08,8.235780224463696e-09
2007,4.6335962622379157e-08,1.398067850377771e-08
2008,4.640609141404184e-08,9.792111205220166e-09
2009,5.054284124561548e-08,2.002640786535892e-08
2010,6.093692972442e-08,1.511613750837526e-08
2011,5.8506769873289954e-08,1.2619107508937688e-08
2012,7.489356179668505e-08,2.28084932052397e-08
2013,7.223834175285049e-08,1.9523875849358774e-08
2014,7.600712248478914e-08,2.6851520923409922e-08
2015,6.0734165030496e-08,2.0614150567088707e-08
2016,7.08398264492871e-08,2.3406142940496366e-08
2017,6.389652762450737e-08,2.1131135952145996e-08
2018,8.260693729056356e-08,2.6589107748886676e-08
2019,6.964196774816855e-08,1.913240832429608e-08
