year,soient_VERB en_ADP,soient_VERB sans_ADP
1887,2.167602978886407e-06,1.5995865965123812e-07
1888,1.9858805977435168e-06,1.445660160470652e-07
1889,1.8049859296098703e-06,1.67279154084099e-07
1890,2.081673034837195e-06,1.4812913207151723e-07
1891,2.071621601373863e-06,1.376831590960137e-07
1892,1.997147990095982e-06,1.654887284985307e-07
1893,2.1228061157785305e-06,1.5026536459572526e-07
1894,1.996957877281602e-06,1.1783878761661981e-07
1895,1.910308284891471e-06,1.4143743953809462e-07
1896,1.9194829867785757e-06,1.3858017666734668e-07
1897,2.0014760231390483e-06,1.6606134067842504e-07
1898,1.9583566057690405e-06,1.7257983131457877e-07
1899,2.099926920351436e-06,2.012038464727084e-07
1900,1.984539654387163e-06,1.692283291276908e-07
1901,1.914701897476334e-06,1.1065703375834346e-07
1902,2.1944058516965015e-06,1.1735578198113217e-07
1903,2.007261826975082e-06,1.9710803655925702e-07
1904,1.9268031294927823e-06,1.5102696693247708e-07
1905,1.9373488946428097e-06,2.0333391148597002e-07
1906,2.009318453843889e-06,1.1831624391334117e-07
1907,1.971766135255848e-06,1.8925663880509092e-07
1908,1.972413787854066e-06,1.8614164787322807e-07
1909,1.915992623224838e-06,1.4907665502050804e-07
1910,1.9244286875164107e-06,1.9933682438022515e-07
1911,1.998332599839614e-06,1.9791791316947638e-07
1912,1.8363210010363673e-06,1.4325908637147222e-07
1913,1.9233943326923963e-06,1.7446836864110082e-07
1914,2.002996108529942e-06,1.9688425823005673e-07
1915,1.8990588337430836e-06,1.5550605780845217e-07
1916,2.106296406623187e-06,1.5602195446717815e-07
1917,2.128582984539662e-06,1.601097920911343e-07
1918,2.1422091158740386e-06,1.3553923849940475e-07
1919,1.888529716609355e-06,1.9612717494510434e-07
1920,2.0588899118934023e-06,1.7113244155098073e-07
1921,1.8712258551545347e-06,1.438822039290244e-07
1922,1.9426104067576944e-06,1.4829650751835288e-07
1923,1.9204250207849327e-06,1.4331530451272556e-07
1924,1.8318998620259208e-06,1.418078738879558e-07
1925,1.830096799437797e-06,1.583737656574158e-07
1926,1.8413420548313297e-06,1.5493132821120525e-07
1927,1.80171472052848e-06,1.5385930396405456e-07
1928,1.95156788862505e-06,1.3368467932650674e-07
1929,1.9395447594661164e-06,1.6153589399436896e-07
1930,1.754101802475816e-06,1.4494972333523037e-07
1931,2.016467149701384e-06,1.3914535657022498e-07
1932,1.7228391371304497e-06,1.753525822323354e-07
1933,1.9316595327723007e-06,1.3764794459802943e-07
1934,1.9326288480669973e-06,1.1023053758663082e-07
1935,1.8215728907478024e-06,1.4720988872340968e-07
1936,1.7447464735198537e-06,1.4428410111122503e-07
1937,1.6658049730722269e-06,1.23392950968082e-07
1938,1.6764022454651695e-06,1.7503039373423235e-07
1939,1.7588158520709385e-06,1.2847002039961808e-07
1940,1.7953342563714614e-06,1.749690170527174e-07
1941,1.7827076206344827e-06,1.475751361112998e-07
1942,1.8144586917401284e-06,2.2453167503044824e-07
1943,1.7506508456222036e-06,1.5387146845569077e-07
1944,1.7801051228616416e-06,1.6065931163211644e-07
1945,1.86697801751734e-06,1.524952892850706e-07
1946,1.9614836261894197e-06,1.280741628306714e-07
1947,1.7976673447606117e-06,1.5258714824994968e-07
1948,1.8536568902050021e-06,1.380729770517064e-07
1949,1.9712552337125544e-06,1.2369430635317258e-07
1950,1.986685596477855e-06,1.733563976813457e-07
1951,1.7442053348304398e-06,1.3006909682644618e-07
1952,1.779962943260216e-06,1.8664303524928982e-07
1953,1.8153899059569767e-06,1.6053002127591753e-07
1954,1.9134625262040572e-06,1.3095198880819225e-07
1955,1.8724288182170312e-06,1.924049541912609e-07
1956,1.8541147319695028e-06,1.6395746627040353e-07
1957,1.8041147349379116e-06,1.3959359534965188e-07
1958,1.843055784434e-06,1.455914855341689e-07
1959,1.897383068438785e-06,1.4261375724800018e-07
1960,1.8374812960075815e-06,1.543345860000045e-07
1961,1.888509686409634e-06,1.479957916217245e-07
1962,1.8023840109293587e-06,1.236681441696419e-07
1963,1.926237295890587e-06,1.3643372653859842e-07
1964,1.9858073017076094e-06,1.435816585626526e-07
1965,1.8714388136942262e-06,1.6087807352960226e-07
1966,1.9680331995175493e-06,1.2961434947555972e-07
1967,1.9745992929642853e-06,1.6911050693124707e-07
1968,1.8194725637243891e-06,1.5675041709073412e-07
1969,2.062866341745462e-06,1.362527370929456e-07
1970,1.921807227134309e-06,1.4210060328423424e-07
1971,1.8344078966947563e-06,1.2948761707320955e-07
1972,1.89251120730205e-06,1.3389683317655e-07
1973,1.7708410613437309e-06,1.5657498408927495e-07
1974,1.810309004923738e-06,1.3501372109203658e-07
1975,1.6569003911115487e-06,1.2793715598036215e-07
1976,1.7671938818963895e-06,1.0741430855887302e-07
1977,1.7806648866525165e-06,1.2517544689671922e-07
1978,1.7495041899628916e-06,1.1643559361118605e-07
1979,1.7866074255579178e-06,1.644404505896091e-07
1980,1.7538689576213073e-06,1.2734737708797184e-07
1981,1.6402149611849381e-06,1.4485507904282713e-07
1982,1.7585854275026236e-06,1.3408204324605322e-07
1983,1.6824001551896117e-06,1.2693784867678914e-07
1984,1.7576794482110358e-06,1.3743650129072194e-07
1985,1.6687158055361806e-06,1.3535004939058126e-07
1986,1.6394917237150253e-06,1.3187867864417058e-07
1987,1.6786414223091128e-06,1.0266172267847651e-07
1988,1.6730385530294711e-06,9.594486272135327e-08
1989,1.745771616157299e-06,1.273244407684615e-07
1990,1.6634731689890714e-06,1.1278707745532301e-07
1991,1.6429686633401275e-06,1.3364140727389895e-07
1992,1.578047973183061e-06,1.2066777799191186e-07
1993,1.6994288669636148e-06,1.262939264279339e-07
1994,1.6362822057303106e-06,1.0338855815916759e-07
1995,1.674452789757197e-06,1.220051473183048e-07
1996,1.6425309485867956e-06,1.3345230343020376e-07
1997,1.6619104341586421e-06,1.3281857036417932e-07
1998,1.6769510216008143e-06,1.1443510317121763e-07
1999,1.7910618783645305e-06,1.2339543786765717e-07
2000,1.7115454156169108e-06,1.1221799667282539e-07
2001,1.7962968628104647e-06,9.857726723794258e-08
2002,1.7231343640844443e-06,9.945372880793002e-08
2003,1.7801094163161224e-06,1.1417368739330414e-07
2004,1.7711665138975263e-06,1.1452457471250455e-07
2005,1.7154782563366666e-06,8.557124431263219e-08
2006,1.7739870248334455e-06,9.924114863224531e-08
2007,1.6501194899376515e-06,1.1064707905461546e-07
2008,1.6774312694423088e-06,9.110920728971905e-08
2009,1.761370268971163e-06,1.0156249885540092e-07
2010,1.6736398946726183e-06,1.034510646036324e-07
2011,1.6917252438908292e-06,9.368731213044157e-08
2012,1.5751476891701088e-06,7.931908641012342e-08
2013,1.6165768923492863e-06,8.925199779241666e-08
2014,1.4551792080208514e-06,8.250346184013324e-08
2015,1.4997348631862195e-06,8.688975583481806e-08
2016,1.518499351371716e-06,9.611017759425522e-08
2017,1.5191776606693352e-06,8.427297615298812e-08
2018,1.5122231866726565e-06,7.899288334556331e-08
2019,1.4525323999148299e-06,7.448884531413569e-08
