year,écoutant_VERB en_ADP,écoutant_VERB sans_ADP
1871,1.274541272522356e-08,2.2304472935275044e-08
1872,8.4662747923403e-09,2.1770421576583487e-08
1873,1.3767810003173508e-08,1.915521447015678e-08
1874,7.169530746864439e-09,1.4936523129449597e-08
1875,1.1443054503956773e-08,2.1741803690744632e-08
1876,2.418405919968336e-08,1.753344314181504e-08
1877,7.421779191219002e-09,1.9791411176584006e-08
1878,6.039088784604019e-09,1.268208649207736e-08
1879,1.3440515367335593e-08,1.8327976358811782e-08
1880,1.9895322722618403e-08,1.9253538763308597e-08
1881,7.669758217421219e-09,1.7431268650724974e-08
1882,9.317538740560849e-09,2.5290462835059202e-08
1883,6.319338829996468e-09,2.338155447034751e-08
1884,7.922036360241691e-09,2.0465260597291035e-08
1885,1.0957580620640783e-08,1.804778027025833e-08
1886,1.4842966855610484e-08,2.0005737511041843e-08
1887,1.5016526300204447e-08,4.570247291724172e-09
1888,1.9021843655764314e-08,1.1413106015822905e-08
1889,6.265136853755848e-09,2.004843729919159e-08
1890,5.243509182406569e-09,9.831579994568074e-09
1891,1.0836173736095134e-08,1.0836173736095134e-08
1892,1.3790727448892426e-08,1.817868522380195e-08
1893,8.005941687372342e-09,1.6011883374744684e-08
1894,4.411077725308132e-09,2.142523314319078e-08
1895,1.023164486468886e-08,7.824199066419624e-09
1896,1.2973464080801023e-08,1.592197840238896e-08
1897,7.574727511894253e-09,1.5732126712464378e-08
1898,1.4145887239358501e-08,9.619203211741478e-09
1899,6.633094074004475e-09,1.9346524382513053e-08
1900,7.786579936386318e-09,1.0901211155989188e-08
1901,8.941982265753268e-09,1.2854099118442264e-08
1902,6.383369222096036e-09,1.1293652957267142e-08
1903,4.860198465905796e-09,1.0800440541913758e-08
1904,5.912087708281888e-09,1.6123875568041512e-08
1905,1.0837593933388234e-08,4.1286072338664326e-09
1906,2.572092316910357e-09,6.6874399351490865e-09
1907,6.685696163355459e-09,1.542852956504248e-08
1908,5.40252820258047e-09,9.331639461152008e-09
1909,1.7053048750881317e-08,1.3202360704678284e-08
1910,1.4963621453034648e-08,1.3894791983659616e-08
1911,2.2877609140437016e-08,3.7242617878519013e-09
1912,1.3544495303108306e-08,1.7712032729377825e-08
1913,1.4318072061314524e-08,2.0151361468379037e-08
1914,1.0714789944188396e-08,2.0090231700464756e-09
1915,7.068456930880984e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,2.0836205649743533e-08,1.315970976634162e-08
1918,1.4932290071101306e-08,1.033773866510046e-08
1919,1.1970202606903513e-08,2.4861190439651182e-08
1920,1.0601124422748853e-08,1.741613253614105e-08
1921,3.4077363153528495e-08,9.844571380313027e-09
1922,2.1396012073182646e-08,2.87739485571592e-08
1923,1.0615948120573648e-08,1.5923921736771263e-08
1924,5.156649773851996e-09,2.3204924093356283e-08
1925,1.759708534443405e-08,9.898360353588487e-09
1926,1.7833821974733155e-08,2.452150482668003e-08
1927,1.6723836537835268e-08,3.4562597672760376e-08
1928,1.3711249025050165e-08,1.1426041446327417e-08
1929,5.570203187588163e-09,1.6710609784809094e-08
1930,1.575540586884472e-08,1.575540586884472e-08
1931,1.0264820993199919e-08,1.710803587684495e-08
1932,6.575722188983946e-09,1.3151443600811774e-08
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,1.7972370258689807e-08,1.0783422155213884e-08
1935,1.9149254626427137e-08,8.377798899061872e-09
1936,1.4549657478823974e-08,9.699771208460106e-09
1937,8.813782592653752e-09,1.3850230295986421e-08
1938,1.1668692678767911e-08,1.1668692678767911e-08
1939,6.117620188206274e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,8.854508237732261e-09
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,8.709705845433291e-09,1.7419411690866582e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,1.3071024262956144e-08,1.9606536838523425e-08
1946,1.9489545977080525e-08,6.960552134671616e-09
1947,1.907339353124371e-08,1.4305045148432782e-08
1948,1.4133454406817236e-08,1.9569398546082084e-08
1949,8.835307596655184e-09,1.1780409536754632e-08
1950,7.444753258312176e-09,1.5953042664662576e-08
1951,1.919052317056469e-08,4.264560704569931e-09
1952,1.687168627029223e-08,2.1089608281954497e-08
1953,1.0773827385790469e-08,9.69644453618912e-09
1954,7.818028890937967e-09,1.07497895029951e-08
1955,8.447047505910632e-09,9.385607846468247e-09
1956,5.232684729961079e-09,9.593255301254544e-09
1957,9.718541527092839e-09,1.0602045463770082e-08
1958,2.1507833403155985e-08,9.099467845885556e-09
1959,6.975672928177801e-09,5.425523585955716e-09
1960,1.038124963770315e-08,1.4533750203327145e-08
1961,9.03260666262895e-09,1.250668635321972e-08
1962,1.3318108227355907e-08,9.512934440181198e-09
1963,1.2932106829843804e-08,1.4871922249248826e-08
1964,1.4601523545820783e-08,2.2510682873289056e-08
1965,1.3680108601477059e-08,1.1491291473930687e-08
1966,1.5509408868297214e-08,1.883285383197375e-08
1967,1.1832805346667641e-08,1.725617448933292e-08
1968,1.2126823101255013e-08,1.3474247495537384e-08
1969,1.3171097934527864e-08,6.8126366770115965e-09
1970,9.657322941336588e-09,8.27770510469783e-09
1971,1.2845993713206383e-08,8.735275613958038e-09
1972,3.0780880067027283e-09,8.721249500354133e-09
1973,8.269805285010534e-09,4.410563025913916e-09
1974,1.1251143128276908e-08,1.6876715136504572e-08
1975,1.5420996479775795e-08,1.313640396460869e-08
1976,8.570290255249802e-09,7.998937512354587e-09
1977,9.990529292736028e-09,7.052138428775834e-09
1978,1.0099005187669263e-08,1.0099005187669263e-08
1979,1.053355236368958e-08,1.1703946811714161e-08
1980,6.253665585376211e-09,1.2507331170752423e-08
1981,6.3255494731073725e-09,9.488323904349727e-09
1982,1.179425412889401e-08,8.069752865935698e-09
1983,6.315316269933646e-09,1.4525227243211702e-08
1984,1.1598016769198694e-08,8.69851302098823e-09
1985,9.02333674446254e-09,1.0828004270990732e-08
1986,1.0790073723399018e-08,8.392279815527814e-09
1987,1.2832715334809564e-08,5.499735000746853e-09
1988,8.395175166153734e-09,1.2592763276586538e-08
1989,1.0976243913773942e-08,1.042743191792539e-08
1990,8.172976073694826e-09,1.5801088437683575e-08
1991,8.7921980806982e-09,1.3481369798284959e-08
1992,1.0468894195980738e-08,1.322386644631024e-08
1993,4.985286850001103e-09,1.4401939196773128e-08
1994,5.274926717646622e-09,6.857404422078162e-09
1995,1.5725107771480396e-08,1.7351842629409475e-08
1996,1.1209993600047596e-08,8.540947504798169e-09
1997,1.4384683777457496e-08,1.1507746866534774e-08
1998,1.859570453177639e-08,9.536258005482523e-09
1999,1.1882523409667556e-08,8.683381930163492e-09
2000,1.9439339027371716e-08,8.394259509714175e-09
2001,1.8839211080035057e-08,9.20054432640427e-09
2002,1.2267420579359367e-08,1.971549651313964e-08
2003,1.1667384391955693e-08,1.2084076850271686e-08
2004,1.6297727084557678e-08,9.250062049659391e-09
2005,1.7114248795913056e-08,2.1167622543671882e-08
2006,2.0177660764453265e-08,1.4000825387938676e-08
2007,9.586750948642475e-09,1.477957436990529e-08
2008,2.639612536881053e-08,1.617827133371108e-08
2009,1.2874119548200724e-08,1.8595951001287858e-08
2010,2.7398000146394708e-08,2.1257068549829228e-08
2011,2.3708627033824925e-08,1.7972667576415802e-08
2012,3.165955103634488e-08,2.2808493566062182e-08
2013,3.625862515788114e-08,2.6775600181494497e-08
2014,3.9411100966058044e-08,2.4469530734982925e-08
2015,2.9037137694309934e-08,2.8372164728729388e-08
2016,3.314143995347685e-08,3.1898637509186756e-08
2017,2.8929530770938072e-08,2.7168602145799525e-08
2018,3.872200027288386e-08,2.8137987329035496e-08
2019,3.061185355202056e-08,2.627517320386019e-08
