year,souffrant_VERB en_ADP
1894,2.142523314319078e-08
1895,2.828748768557432e-08
1896,2.0049897742069334e-08
1897,6.409385022720926e-09
1898,2.8291774478717002e-08
1899,1.5477219506010442e-08
1900,2.076421168339948e-08
1901,1.9001712259214543e-08
1902,1.5712908307818907e-08
1903,5.940242076007962e-09
1904,2.579820090886642e-08
1905,2.786809877308727e-08
1906,1.903348206822031e-08
1907,1.4399961223432456e-08
1908,2.0627833663411366e-08
1909,7.151278680339601e-09
1910,1.7101282168141552e-08
1911,1.276889793899727e-08
1912,2.2921453790569757e-08
1913,1.0605979705591295e-08
1914,2.74566485103378e-08
1915,1.4136913861761968e-08
1916,7.69122365795738e-09
1917,3.289927441585405e-09
1918,9.189101035644853e-09
1919,1.1970202606903513e-08
1920,1.2115570768855832e-08
1921,9.087297137000405e-09
1922,1.9920425309294387e-08
1923,1.9108707505210987e-08
1924,5.027733585016847e-08
1925,2.5295808780967377e-08
1926,2.1177662290483568e-08
1927,1.5608915049369898e-08
1928,1.3711249025050165e-08
1929,1.4482528509773829e-08
1930,2.520864939015155e-08
1931,3.079446386777818e-08
1932,2.6302888755935783e-08
1933,1.9500125958415992e-08
1934,1.5576054224197833e-08
1935,1.3165112555668657e-08
1936,3.273672888326473e-08
1937,2.1404900962807005e-08
1938,3.241303758727554e-08
1939,1.988226472349197e-08
1940,2.5357828725702802e-08
1941,3.8369533328364014e-08
1942,0.0
1943,1.1612940831184915e-08
1944,1.2852744646352221e-08
1945,2.3963544482086263e-08
1946,2.9234318077442367e-08
1947,3.814678706248742e-08
1948,1.9569398546082084e-08
1949,1.3743811422273211e-08
1950,1.4889506516624351e-08
1951,1.5992101864981123e-08
1952,2.0035128001083535e-08
1953,1.6160741633797215e-08
1954,1.172704333640695e-08
1955,1.8771215692936494e-08
1956,2.2674967681268754e-08
1957,1.3252556385623393e-08
1958,1.3235589513271862e-08
1959,1.7826719656000023e-08
1960,2.0070416439921246e-08
1961,2.1539294070560544e-08
1962,1.5854891455280296e-08
1963,1.0345685197421517e-08
1964,1.8860301764789256e-08
1965,2.2435377999840966e-08
1966,1.4955502058988657e-08
1967,1.9228308223429025e-08
1968,1.527081389118834e-08
1969,1.4533625303236875e-08
1970,9.657322497247378e-09
1971,1.3873672988218289e-08
1972,1.744250005542014e-08
1973,1.984753439376874e-08
1974,5.625571619649605e-09
1975,1.1994108817248161e-08
1976,1.656922776760439e-08
1977,1.1753564010952289e-08
1978,1.900989232694883e-08
1979,1.7555919384903973e-08
1980,1.1370301145063877e-08
1981,2.0241758103001217e-08
1982,1.2415004690957687e-08
1983,1.7051352996233504e-08
1984,1.681712458179163e-08
1985,1.5640450379272863e-08
1986,1.9781802029772422e-08
1987,1.2221633483022742e-08
1988,2.0388283061834045e-08
1989,1.8110803523541108e-08
1990,8.717841781802349e-09
1991,1.8756688924259635e-08
1992,2.2039776448323778e-08
1993,1.9387225436151567e-08
1994,1.6352272314001937e-08
1995,1.5182862078688686e-08
1996,1.8683323110835204e-08
1997,2.5412940640734405e-08
1998,2.3840646790063147e-08
1999,2.14799446007774e-08
2000,2.4299173340125435e-08
2001,2.1906059521903387e-08
2002,2.2782350894701153e-08
2003,2.2501383201145586e-08
2004,1.8500123766251875e-08
2005,3.017512228975505e-08
2006,2.017765970974139e-08
2007,2.276853305893667e-08
2008,2.2138685995543028e-08
2009,2.6225058347151275e-08
2010,2.7870379115668698e-08
2011,2.638540580468529e-08
2012,2.28084932052397e-08
2013,2.7333425411946166e-08
2014,2.6201886549337416e-08
2015,2.5268959369384447e-08
2016,3.2105771596846466e-08
2017,2.9935774747968935e-08
2018,2.4265786713328907e-08
2019,2.372418539398069e-08
