year,abandonnant_VERB en_ADP,abandonnant_VERB sans_ADP
1913,3.2878535449754054e-08,3.606033160963307e-08
1914,2.6117300322425763e-08,1.8081207919795617e-08
1915,5.301342997920955e-08,4.358881966481931e-08
1916,2.6369908923129515e-08,2.6369908923129515e-08
1917,3.72858446340274e-08,1.5352993543160665e-08
1918,4.709414369585829e-08,1.378365155346728e-08
1919,2.5781976331629153e-08,3.038589824200244e-08
1920,3.33178178379967e-08,2.0445025228355007e-08
1921,3.559191341651058e-08,2.2718241510233383e-08
1922,2.1396012073182646e-08,2.877394900124841e-08
1923,3.715581931018619e-08,3.29094387296891e-08
1924,2.1915761205804074e-08,2.5783249202326886e-08
1925,1.0998177923937646e-09,6.598906754362588e-09
1926,2.452150482668003e-08,1.114613823460786e-08
1927,3.233275258640589e-08,1.3379070296082318e-08
1928,2.170947854818195e-08,2.0566874314731365e-08
1929,4.233354422567004e-08,2.562293510699476e-08
1930,1.9956846175617216e-08,2.2057568216382606e-08
1931,2.8513390759599133e-08,2.167017854048936e-08
1932,2.520693342944469e-08,1.2055489939655217e-08
1933,2.408838994938378e-08,2.408838994938378e-08
1934,2.2765002327673756e-08,2.7557634396657704e-08
1935,1.6755596909945325e-08,1.795242532409702e-08
1936,3.6374142808881516e-08,2.3036957230715416e-08
1937,2.392312481447334e-08,1.888667711114067e-08
1938,2.8523471029551217e-08,3.241303758727554e-08
1939,1.5294050470515685e-08,1.6823456405745674e-08
1940,3.296517903095264e-08,7.607348528892999e-09
1941,4.7224041566096275e-08,1.7709016475464523e-08
1942,2.1239483061208375e-08,1.5171058853624686e-08
1943,1.1612940831184915e-08,2.0322646676618206e-08
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,3.703456741277478e-08,1.5249527862692958e-08
1946,1.6705326011390298e-08,1.9489545088902105e-08
1947,4.649139762058496e-08,2.6225916327504706e-08
1948,2.5005341575123907e-08,1.1959077061973744e-08
1949,1.178041031391075e-08,1.6688914028506474e-08
1950,5.211327280818523e-08,1.3825969702452312e-08
1951,2.3455083653090014e-08,9.595261474260042e-09
1952,1.0544803918932644e-08,2.8470969581917416e-08
1953,2.0470271810957286e-08,1.7238124039309355e-08
1954,3.322662234239715e-08,1.9545072671434127e-08
1955,1.6894094567732054e-08,1.5016972554349195e-08
1956,2.7907653077363648e-08,1.4825940475304833e-08
1957,2.6505113215335996e-08,1.8553578673419224e-08
1958,2.8952852559882558e-08,1.5717262880077243e-08
1959,1.8601794438133368e-08,2.325224279786653e-08
1960,3.1835833746995945e-08,2.283874933617369e-08
1961,2.570818891101112e-08,1.9454845179289748e-08
1962,3.868593267952747e-08,1.9660064909388097e-08
1963,3.4916686875163805e-08,2.069137117199915e-08
1964,2.068549243006146e-08,2.3727476816670645e-08
1965,3.119064589940379e-08,1.9699356812452606e-08
1966,2.547974453648294e-08,1.2739872046196865e-08
1967,2.958201261726856e-08,2.2186510628685596e-08
1968,2.2906220809026934e-08,2.4253644648197792e-08
1969,2.270878884935712e-08,1.680450434360381e-08
1970,2.8052222988961262e-08,1.4256047897731605e-08
1971,1.9525910111006795e-08,1.5415192788914567e-08
1972,2.462470471975564e-08,1.4364411160538992e-08
1973,2.0950174151046497e-08,1.1026407842340546e-08
1974,2.8127857598647665e-08,1.6876714303837304e-08
1975,2.1132477101559743e-08,1.2565256835017635e-08
1976,1.5426522170791657e-08,1.3141112142900369e-08
1977,2.4094805262109276e-08,1.2341241639735046e-08
1978,1.663365545301332e-08,1.9009892548993435e-08
1979,1.931151172307466e-08,1.3459538261706427e-08
1980,2.330911841319505e-08,1.876099742226245e-08
1981,2.656730757610859e-08,1.0120879245789638e-08
1982,2.296775925003658e-08,1.4898005495922462e-08
1983,2.1472075117934253e-08,1.0104505454577861e-08
1984,2.4355836458767044e-08,1.159801704675445e-08
1985,3.188245756291508e-08,1.2031115659283387e-08
1986,1.9182353705460287e-08,1.9182352650748413e-08
1987,2.3832186002437084e-08,2.0165695613361123e-08
1988,1.7989661205142227e-08,7.795519785247507e-09
1989,3.1282295642753866e-08,9.329807926228284e-09
1990,2.8332985291257273e-08,2.0704873870958096e-08
1991,1.5825955934634095e-08,1.1722930182145319e-08
1992,2.4243754559449826e-08,1.4876849585565566e-08
1993,3.489700795000772e-08,1.4955860105914098e-08
1994,2.0044721216194716e-08,1.8989735561802945e-08
1995,2.1689803286761844e-08,1.3556126610136943e-08
1996,2.6690461396583487e-08,1.975094043871195e-08
1997,2.4453961966486304e-08,1.0548768192286673e-08
1998,2.1456580956424887e-08,1.5734826108726452e-08
1999,3.244842777805346e-08,1.0968482844209149e-08
2000,2.5624581900807186e-08,8.39425973175878e-09
2001,2.0591695459870607e-08,1.095302959441824e-08
2002,2.4534840381562617e-08,1.3581786806327045e-08
2003,2.583492264562892e-08,2.0001230005561865e-08
2004,2.0702519532012076e-08,1.2773895052831108e-08
2005,2.2068373795036678e-08,1.216012357474483e-08
2006,2.2648394271129746e-08,1.2765458468066981e-08
2007,2.077129401811817e-08,1.9572949927493255e-08
2008,2.4267406528721835e-08,2.4267406972811045e-08
2009,2.1456866727831425e-08,2.0980046366858573e-08
2010,2.7397998980660532e-08,2.409134514103073e-08
2011,2.7532597424162475e-08,2.4091023176353588e-08
2012,2.0765941410871847e-08,2.2127642829161687e-08
2013,2.4544299481732423e-08,2.5659950608769577e-08
2014,2.2737174032450014e-08,2.7284609682709515e-08
2015,2.3495698941999876e-08,2.5490617394652304e-08
2016,2.6720286427917017e-08,2.941302801318102e-08
2017,1.836396212873126e-08,2.1634258162706033e-08
2018,1.936100102462035e-08,2.0393587818468006e-08
2019,2.0918098975197807e-08,2.5764976818720697e-08
