year,était_VERB en_PRON,était_VERB sans_ADP,etait_VERB en_PRON,etait_VERB sans_ADP
1800,3.772997558826319e-08,2.6914046884485288e-06,0.0,2.2009152278457123e-08
1801,1.1905912700171939e-08,2.4169003154383972e-06,0.0,1.4287095284615248e-08
1802,1.5664880947952042e-08,2.2512672330776695e-06,0.0,8.951360541686881e-09
1803,7.801356893821776e-09,1.8703752857618383e-06,0.0,7.801356893821776e-09
1804,1.9774807569206132e-08,3.159025482091238e-06,2.4718509461507665e-09,2.4718509461507665e-09
1805,1.9900143755080535e-08,2.3169452560978243e-06,0.0,1.9900144199169745e-08
1806,3.1698359492793315e-08,2.4753537672950188e-06,0.0,2.881669125542885e-09
1807,1.7081731584767113e-08,3.305314976387308e-06,0.0,2.562259560079383e-08
1808,9.064295980465431e-09,2.8915103484905558e-06,0.0,1.1330369975581789e-08
1809,4.518061036407062e-09,3.1219801712722983e-06,0.0,1.581321384946932e-08
1810,3.978215445954447e-08,2.707526618905831e-06,0.0,1.6380887313260928e-08
1811,3.5099073869560016e-08,4.169268777332036e-06,0.0,1.7549536490690798e-08
1812,8.00162425207418e-09,4.550257017399417e-06,0.0,8.00162425207418e-09
1813,1.7254450312975678e-08,4.7190919758577365e-06,0.0,1.7254449646841863e-08
1814,5.97868634599763e-08,4.244867341185454e-06,0.0,3.1466771410748606e-09
1815,1.1058616422587875e-07,4.002679816039745e-06,0.0,1.0788894222457657e-08
1816,1.3905623319487859e-08,3.5946036405221093e-06,0.0,1.3905623319487859e-08
1817,2.0239355080775567e-08,3.7318254726415034e-06,0.0,2.3353100786493997e-08
1818,5.48374146092101e-08,4.294008249416947e-06,0.0,1.1921176934492905e-08
1819,3.519356894798875e-08,3.859906428260729e-06,0.0,6.210630232317271e-09
1820,3.441279616822612e-08,4.737099061458139e-06,0.0,1.779972080839798e-08
1821,4.437669787193954e-08,5.0776802709151525e-06,9.86148829262845e-10,2.1695273577648777e-08
1822,5.9151133768864383e-08,4.9396207941754255e-06,0.0,2.2056354964661296e-08
1823,1.8777104315859106e-08,5.238812263996806e-06,0.0,7.906149512848515e-09
1824,3.03160057057994e-08,5.304458682076074e-06,0.0,1.7684336661716316e-08
1825,2.905796137042671e-08,5.145020168129122e-06,0.0,1.2327620702023978e-08
1826,2.2019960965735663e-08,4.950087259203428e-06,0.0,2.290075906685729e-08
1827,4.055600300034712e-08,5.6280669014086016e-06,0.0,1.935627425009301e-08
1828,3.66892045633449e-08,5.314431291481014e-06,0.0,4.310981671640235e-08
1829,3.600733933240008e-08,6.874829978187336e-06,0.0,3.172075191404389e-08
1830,3.965997663613052e-08,6.242271410883404e-06,0.0,3.444155893816969e-08
1831,4.053713453799901e-08,5.324397079675691e-06,0.0,2.8064170987107673e-08
1832,2.1647950987357945e-08,5.711000085284468e-06,0.0,1.894195655882669e-08
1833,4.40177885252524e-08,6.128897894086549e-06,0.0,1.1583628833911064e-08
1834,3.827157613045529e-08,5.511107247002656e-06,0.0,8.401077833397608e-09
1835,3.479020449503878e-08,5.536180196941132e-06,0.0,9.075705520444899e-09
1836,4.368487438455304e-08,5.072150088381022e-06,0.0,1.4113575197427508e-08
1837,2.922314124020886e-08,5.591361059487099e-06,0.0,7.653680245134353e-09
1838,4.039783618736692e-08,5.2902228162565734e-06,0.0,1.0099459268886335e-08
1839,4.47454411300896e-08,5.354771019483451e-06,0.0,1.0487213097931658e-08
1840,3.630722389402763e-08,6.248027602850925e-06,6.369688665408546e-10,1.4013315119409953e-08
1841,5.1364388298225094e-08,5.6809012676239945e-06,0.0,9.630822805917205e-09
1842,3.890793820460203e-08,6.002555437589763e-06,6.708265054555795e-10,1.2074877098200432e-08
1843,3.5441466650354414e-08,5.6387370932498015e-06,5.906911071384968e-10,7.088293507706567e-09
1844,4.50062032086862e-08,5.8700161389424466e-06,0.0,1.1525978504955958e-08
1845,5.357019006169139e-08,5.878770025447011e-06,0.0,7.812319235966925e-09
1846,7.435216531348487e-08,5.6858916650526226e-06,5.854501328173001e-10,9.367201903032196e-09
1847,5.2853593501822616e-08,5.695783329429105e-06,0.0,1.4561703842730367e-08
1848,9.010648227558704e-08,5.042744760430651e-06,0.0,1.206783295515379e-08
1849,6.200767188602185e-08,5.220375442149816e-06,2.513824481908955e-09,1.5920888163378777e-08
1850,3.1229383523623255e-08,5.127728854859015e-06,0.0,1.0183494048021657e-08
1851,7.28786559989203e-08,5.4697688938176725e-06,6.449438760824933e-10,1.1608989991529484e-08
1852,3.1250618093281446e-08,4.845799139729934e-06,0.0,1.1718982007025147e-08
1853,5.912212586167698e-08,5.412362042989116e-06,0.0,7.763511389313749e-09
1854,4.1565314745639625e-08,4.990435627405532e-06,0.0,1.3508727692013167e-08
1855,5.094659627502551e-08,5.490557214216096e-06,0.0,1.2736649068756378e-08
1856,5.177189166261087e-08,5.125934876559768e-06,5.177189232874468e-10,6.730345780692204e-09
1857,3.4658715009072694e-08,5.056755071564112e-06,0.0,6.345962033638131e-09
1858,4.3553715300959084e-08,5.411427082435694e-06,0.0,1.5170395162300565e-08
1859,3.971895168319861e-08,5.407888238551095e-06,0.0,6.61982535454797e-09
1860,4.485640303641958e-08,5.523745585378492e-06,0.0,9.154368013630787e-09
1861,6.555189457913002e-08,5.044666522735497e-06,0.0,8.017138064531082e-09
1862,4.9697849391350246e-08,5.254417828837177e-06,0.0,9.035972636795009e-09
1863,5.244351797273339e-08,5.142961072124308e-06,0.0,6.992469381295052e-09
1864,4.746780746245349e-08,4.938569873047527e-06,0.0,2.1576275877066564e-08
1865,5.45993934508715e-08,5.2250679800636135e-06,0.0,5.648213063924601e-09
1866,5.352174170525359e-08,4.976062427886063e-06,0.0,8.758103242634263e-09
1867,4.270474107670452e-08,4.7232415454345755e-06,0.0,4.367530337390235e-09
1868,5.3844626535237694e-08,4.879113475908525e-06,0.0,9.385760613156435e-09
1869,5.323035878745941e-08,4.7467806325585116e-06,0.0,1.8069020057964735e-08
1870,6.651496420317926e-08,5.44562635695911e-06,5.734048791339319e-10,6.307453670473251e-09
1871,5.947859449406678e-08,4.526745669863885e-06,0.0,9.559059765962274e-09
1872,5.9868661139717e-08,4.750184871227248e-06,0.0,7.861540751719076e-09
1873,4.6092235805872406e-08,4.472742602956714e-06,0.0,7.781805422268917e-09
1874,3.7042575229406793e-08,4.7020175770740025e-06,0.0,7.169530746864439e-09
1875,5.492665877682157e-08,4.555479790724348e-06,5.721527140956084e-10,4.0050688876469565e-09
1876,5.38095328295185e-08,4.412986072566127e-06,0.0,2.418405919968336e-09
1877,5.318941731502491e-08,4.608306426234776e-06,0.0,2.4739263970730008e-09
1878,4.891661831152305e-08,4.609636562236119e-06,0.0,6.039088673581716e-09
1879,4.520900631632685e-08,4.618038929038448e-06,0.0,6.109325489944695e-09
1880,7.31634486328403e-08,4.337822247180156e-06,0.0,7.059630879879819e-09
1881,5.299105865219644e-08,4.3898908188566566e-06,0.0,4.183504653809678e-09
1882,6.788492612486152e-08,4.540969257504912e-06,0.0,2.6621540527571597e-09
1883,4.9922778799782463e-08,4.228269517625449e-06,0.0,7.583206618200222e-09
1884,4.291102939646407e-08,4.229707428748952e-06,0.0,4.621187876807653e-09
1885,5.02759576193057e-08,3.989203833043575e-06,0.0,1.2891271383708158e-09
1886,5.227305877042454e-08,4.060519586346345e-06,0.0,7.744156427236248e-09
1887,4.83140425444617e-08,3.9382471186399926e-06,0.0,5.8760321608453125e-09
1888,3.9311810695608074e-08,4.331273885327391e-06,0.0,1.394935211784798e-08
1889,4.0723389105323804e-08,3.947662662540097e-06,0.0,3.132568426877924e-09
1890,5.83340380444497e-08,4.027015165775083e-06,0.0,5.898947663673937e-09
1891,4.3344694944380535e-08,3.896560883731581e-06,0.0,1.2748440081367107e-09
1892,4.952124754709075e-08,3.96796849599923e-06,0.0,1.002961980134387e-08
1893,3.87980243488073e-08,3.892119366355473e-06,0.0,3.079208221734575e-09
1894,3.843938856107343e-08,4.155865099164657e-06,0.0,6.9316932194141145e-09
1895,4.995450098022047e-08,4.135390099690994e-06,6.018614495673091e-10,6.6204761672850054e-09
1896,3.833068973335685e-08,3.786482238865574e-06,0.0,3.538217385745668e-09
1897,3.729096675897381e-08,3.5181697057851125e-06,0.0,7.574727622916555e-09
1898,4.6964345301603316e-08,3.7594109016936272e-06,0.0,7.92169685404076e-09
1899,4.532614283903058e-08,3.665890062620747e-06,0.0,4.9748205555033564e-09
1900,4.879590065343109e-08,3.630103492469061e-06,5.191053142894475e-10,5.191053031872173e-09
1901,4.5827658112784775e-08,3.7438962863234337e-06,0.0,5.588738860584641e-09
1902,4.4192553616539954e-08,3.0453579711320344e-06,0.0,2.9461704187383475e-09
1903,5.886240117547459e-08,3.4998827231902396e-06,0.0,8.100329962346109e-09
1904,4.245953988402107e-08,3.5762755032919813e-06,0.0,4.837162670412454e-09
1905,5.676835002077496e-08,3.6244011880626203e-06,0.0,7.74113850798841e-09
1906,4.372556716703002e-08,3.503189645925886e-06,0.0,8.745113966313056e-09
1907,4.319988278211895e-08,3.504333562887041e-06,0.0,2.5714217422034835e-09
1908,4.0764529529724314e-08,3.7542658901656978e-06,0.0,2.9468334439286537e-09
1909,5.666013080940502e-08,3.4573681659821887e-06,0.0,3.85068837926994e-09
1910,4.5959694716657395e-08,3.3860537769214716e-06,0.0,4.275320542035388e-09
1911,2.7133907565257687e-08,3.5609264159575105e-06,0.0,4.2562992019767876e-09
1912,7.345283847826067e-08,3.6012729651702102e-06,0.0,6.772247651554153e-09
1913,5.1438998838193584e-08,3.5954269606008893e-06,0.0,3.71209285532359e-09
1914,5.2904276515164383e-08,3.3878825433930615e-06,0.0,1.0045115239609714e-08
1915,4.358881966481931e-08,3.3162843919853913e-06,0.0,2.3561523843085297e-09
1916,5.383856560570166e-08,3.2149314392881934e-06,0.0,5.493730803607377e-09
1917,6.250861872558744e-08,3.5289954212203156e-06,0.0,3.289927441585405e-09
1918,8.614782132099208e-08,3.5240202578279423e-06,0.0,3.44591288836682e-09
1919,5.985101125816072e-08,3.358102276251884e-06,0.0,3.6831394045755417e-09
1920,4.316171953178127e-08,3.29619251715485e-06,0.0,2.2716695191604686e-09
1921,5.452378104564559e-08,3.4493864404794294e-06,7.572747429129834e-10,3.7863738810983705e-09
1922,5.6810101511928224e-08,3.557640411600005e-06,0.0,8.115729421831475e-09
1923,7.961961046021315e-08,3.656132548712776e-06,0.0,7.431163684401554e-09
1924,6.83256118350073e-08,3.6457513488130644e-06,0.0,1.1602462102189293e-08
1925,8.248633776020142e-08,3.6085020838072523e-06,0.0,7.698724546756353e-09
1926,7.244990030130793e-08,3.750675659830449e-06,0.0,3.343841648018042e-09
1927,6.243566019747959e-08,3.950170594180236e-06,0.0,4.4596899506643695e-09
1928,3.5420729460611255e-08,3.4655183753784513e-06,0.0,1.4853853147478446e-08
1929,7.129860080112849e-08,3.948160156141967e-06,1.1140406375176326e-09,4.4561625500705304e-09
1930,6.722306267192835e-08,3.7392828744486906e-06,0.0,4.201441416995522e-09
1931,5.5886246741465584e-08,3.61207639798522e-06,0.0,7.983749661377715e-09
1932,9.863583017022393e-08,3.5651371490530437e-06,0.0,4.383814644626227e-09
