year,est_VERB allemand_ADJ,est_VERB salement_ADV
1800,2.829748080301897e-08,6.288328968651058e-09
1801,2.3811826288522298e-08,0.0
1802,9.84649659585557e-08,0.0
1803,8.191424694103944e-08,3.900678446910888e-09
1804,6.921182738039988e-08,0.0
1805,6.822906506442905e-08,0.0
1806,2.0171683878800195e-08,0.0
1807,8.25616961463993e-08,0.0
1808,3.852325747288887e-08,0.0
1809,4.51806094758922e-08,0.0
1810,4.680253518074551e-08,0.0
1811,3.7606151082059114e-08,0.0
1812,1.5203086789483677e-07,0.0
1813,5.7514832008109806e-08,0.0
1814,1.4789382873914292e-07,0.0
1815,4.315557688983063e-08,0.0
1816,4.8669681618207505e-08,0.0
1817,4.51493296083072e-08,0.0
1818,5.12610629499477e-08,0.0
1819,4.5544620519422097e-08,0.0
1820,4.865257352548724e-08,0.0
1821,6.311352507282209e-08,0.0
1822,8.020492714422289e-08,1.0025615893027862e-09
1823,9.586206317635515e-08,0.0
1824,3.8737118401854786e-08,0.0
1825,4.6668848341369085e-08,0.0
1826,4.668231845528226e-08,0.0
1827,3.410391080649333e-08,0.0
1828,6.604056856929219e-08,0.0
1829,4.029392641768936e-08,0.0
1830,5.740259645392598e-08,0.0
1831,1.0602020239502963e-07,0.0
1832,7.170883620233326e-08,0.0
1833,6.370995642157595e-08,4.6334514003376626e-09
1834,6.160790455567167e-08,9.334530925997342e-10
1835,9.378229037793062e-08,0.0
1836,5.847052442220502e-08,6.720750067579218e-10
1837,6.888312142905306e-08,0.0
1838,8.39517539930057e-08,0.0
1839,6.012668585242409e-08,0.0
1840,4.45878196586591e-08,0.0
1841,4.237562123421412e-08,0.0
1842,4.561620148280099e-08,0.0
1843,7.147362346415775e-08,0.0
1844,5.2690186436166186e-08,5.488561272137815e-10
1845,5.133809644064513e-08,1.1160455892778032e-09
1846,7.727941664370519e-08,0.0
1847,1.0193192778729099e-07,0.0
1848,8.125674000325489e-08,0.0
1849,7.54147322368226e-08,0.0
1850,7.807345525634446e-08,0.0
1851,4.9660679124485796e-08,0.0
1852,7.291810888432337e-08,6.510545436100301e-10
1853,7.584353411971279e-08,0.0
1854,9.196325834182062e-08,0.0
1855,6.315255163258371e-08,0.0
1856,4.6076982229692476e-08,0.0
1857,7.224633691294002e-08,9.763018171682347e-10
1858,1.1157581170095909e-07,9.787352039936081e-10
1859,7.230886467368691e-08,0.0
1860,7.552353409323587e-08,4.577183909670879e-10
1861,1.3629135509063417e-07,0.0
1862,9.216692120617154e-08,0.0
1863,1.1138004296640247e-07,4.994620828036034e-10
1864,8.726404843173441e-08,0.0
1865,8.660593664444605e-08,0.0
1866,8.174229648716391e-08,0.0
1867,1.2714366448562942e-07,0.0
1868,8.595380762699278e-08,0.0
1869,9.767038378072357e-08,0.0
1870,1.152543802618311e-07,0.0
1871,1.656903663160847e-07,0.0
1872,1.638828948102855e-07,6.047339295989218e-10
1873,8.739566226267925e-08,0.0
1874,1.511576144253013e-07,0.0
1875,9.09722821518244e-08,0.0
1876,1.2333870103020672e-07,0.0
1877,1.1132668831237424e-07,0.0
1878,9.300196524009152e-08,6.039088673581716e-10
1879,1.3745982130330958e-07,6.10932526790009e-10
1880,1.193719398884241e-07,0.0
1881,8.924809691279734e-08,0.0
1882,9.583754589925775e-08,2.6621540527571597e-09
1883,6.129758922668316e-08,0.0
1884,9.308392634466145e-08,0.0
1885,1.1344318551209653e-07,0.0
1886,1.1164492974558016e-07,0.0
1887,1.240495670629116e-07,4.570247291724172e-09
1888,1.2173980223906256e-07,1.268122939990235e-09
1889,1.3657997754989992e-07,0.0
1890,1.415747448163529e-07,0.0
1891,1.0262494498647357e-07,0.0
1892,1.0969896635515397e-07,0.0
1893,1.3794853259696538e-07,6.158416554491453e-10
1894,1.1090708795791215e-07,0.0
1895,8.60661870660806e-08,0.0
1896,8.491721814607445e-08,0.0
1897,1.1711694725136113e-07,0.0
1898,1.2561548246026177e-07,3.3950129374460403e-09
1899,1.7743526825597655e-07,5.527578395003729e-10
1900,1.3029543666220889e-07,1.038210628578895e-09
1901,1.0730378718903921e-07,1.1177477832191585e-09
1902,1.247212111366025e-07,9.820567692386817e-10
1903,1.3878565852110114e-07,1.6200660812870638e-09
1904,1.0158041519048311e-07,0.0
1905,1.2076176147957085e-07,5.160759042333041e-10
1906,8.385020855428138e-08,3.0865106026567446e-09
1907,1.2445680752648514e-07,3.599990305858114e-09
1908,1.2818725991792235e-07,9.822778146428846e-10
1909,1.4137528125957033e-07,5.500983557560346e-10
1910,1.4482648325042646e-07,5.344150677544235e-10
1911,1.5163066535706093e-07,0.0
1912,1.6826430737637565e-07,0.0
1913,1.6121088108889126e-07,5.30298971401777e-10
1914,3.495700298117299e-07,2.0090231700464756e-09
1915,1.0708712636642304e-06,1.1780761921542648e-09
1916,1.0075503098505578e-06,1.0987462051303964e-09
1917,6.250862014667291e-07,0.0
1918,6.397911676003787e-07,1.1486376294556067e-09
1919,4.410559313328122e-07,0.0
1920,2.256525064581183e-07,5.300562211374427e-09
1921,2.2112422470854654e-07,2.2718242842501013e-09
1922,2.2428923074357954e-07,0.0
1923,1.6560879245730575e-07,0.0
1924,9.281969681751434e-08,1.289162443462999e-09
1925,1.5727394853115584e-07,6.598906754362588e-09
1926,1.4267056869243788e-07,0.0
1927,1.5831899347062972e-07,1.1149224876660924e-09
1928,1.496811421475286e-07,0.0
1929,1.8270266366471333e-07,2.2280812750352652e-09
1930,1.6595693352883245e-07,3.1510811737689437e-09
1931,1.4370749212844203e-07,0.0
1932,2.0494332986231711e-07,1.0959536611565568e-09
1933,1.9729539246782224e-07,4.588264879146209e-09
1934,1.7852554634600892e-07,2.3963160344919743e-09
1935,1.448162372241768e-07,1.196828414151696e-09
1936,1.43071630986924e-07,2.424942913137329e-09
1937,1.322067397779847e-07,1.2591118148108649e-09
1938,1.9707126241996775e-07,2.5930428915188486e-09
1939,2.0799908817537016e-07,1.5294050470515685e-09
1940,1.9525528571762152e-07,2.5357829169792012e-09
1941,1.239631082228243e-07,5.9030051957620344e-09
1942,1.911553439981617e-07,9.102635090130207e-09
1943,1.3354882000271573e-07,5.806470415592457e-09
1944,1.1567470536988367e-07,3.2131861615880553e-09
1945,2.853840328498336e-07,0.0
1946,1.865427918801288e-07,6.960552134671616e-09
1947,1.7285262643440547e-07,5.960435700558264e-09
1948,1.391601678335519e-07,5.435944139264848e-09
1949,9.522497990133161e-08,7.853606653895895e-09
1950,1.1379837161484829e-07,3.190608444114673e-09
1951,1.2367225821208194e-07,3.1984206394497505e-09
1952,6.85412260281737e-08,3.1634410646574906e-09
1953,8.726800437841575e-08,7.54167928107563e-09
1954,1.5245156248511194e-07,1.07497895029951e-08
1955,8.822471109226626e-08,9.385607846468247e-10
1956,9.942101186766195e-08,1.744228317335228e-09
1957,7.068030072332476e-08,6.184526224473075e-09
1958,8.685855590329083e-08,4.1361216673863055e-09
1959,9.84344978860463e-08,3.100299128533379e-09
1960,7.889750186507172e-08,6.920833239831836e-09
1961,1.0978091324886918e-07,9.72742331128984e-09
1962,9.766613118245004e-08,3.805173953708163e-09
1963,9.181795412871452e-08,4.526237162849611e-09
1964,9.125952615818278e-08,3.041984220075733e-09
1965,9.90439872339266e-08,4.377634699181954e-09
1966,1.1576666025803206e-07,5.539074976468328e-09
1967,1.1882108452709872e-07,8.381570104631919e-09
1968,1.3564076084549015e-07,9.431973424511852e-09
1969,1.0309789999496388e-07,2.7250546263957176e-09
1970,1.0163182118105851e-07,7.3579600190498695e-09
1971,1.1047554515641878e-07,5.652237344833111e-09
1972,1.231235238208228e-07,5.643161493651405e-09
1973,1.2239312674466873e-07,6.615844760915479e-09
1974,1.17011893507879e-07,1.6876715580593782e-09
1975,1.1137386124460136e-07,5.711480177694739e-09
1976,9.255913369088375e-08,6.8562320265641574e-09
1977,9.16777933568369e-08,4.7014254711541525e-09
1978,1.0217817347779601e-07,1.1881182704343018e-09
1979,1.351805813953888e-07,2.925986564150662e-09
1980,9.323646743553127e-08,5.6851505725319385e-09
1981,1.1449244929906399e-07,9.488323904349727e-09
1982,9.869928518924098e-08,1.1173503899897241e-08
1983,1.1493875096135753e-07,5.68378455412244e-09
1984,1.3279729138560015e-07,3.479405208395292e-09
1985,1.1068626815102789e-07,7.820225356169885e-09
1986,1.0790073723399018e-07,6.593933843390687e-09
1987,1.3321580460967652e-07,3.0554083707556856e-09
1988,1.145341803621136e-07,5.99655392008458e-09
1989,1.339101833863765e-07,5.488121956886971e-09
1990,1.3785087205064883e-07,7.628111475810329e-09
1991,1.20746186382803e-07,5.8614650910726596e-09
1992,1.509724736337148e-07,3.856960972825618e-09
1993,1.4014194960054738e-07,2.7696036575264316e-09
1994,1.6246773881789522e-07,6.329911705904578e-09
1995,1.3881474281163264e-07,3.253470381991974e-09
1996,1.2170850460790916e-07,4.270473752399084e-09
1997,1.275441938730637e-07,7.671831170341648e-09
1998,1.1109741038239918e-07,4.7681290027412615e-09
1999,1.5492981653153493e-07,6.398281460207045e-09
2000,1.3121553266159935e-07,3.97622823555821e-09
2001,1.2311205210835396e-07,4.8193329327261836e-09
2002,1.1522612730630044e-07,8.324320788233308e-09
2003,1.2792453318866137e-07,1.0000615446870142e-08
2004,1.4667955028357937e-07,8.369103632333008e-09
2005,1.337613628749068e-07,5.854874363109275e-09
2006,1.3506678797625682e-07,7.412201963319376e-09
2007,1.3581229652004367e-07,1.0385647009059085e-08
2008,1.396440278966793e-07,7.663391698997657e-09
2009,1.1252934672967285e-07,5.721831008997924e-09
2010,1.351004836891434e-07,3.070465481869178e-08
2011,1.2810305882737794e-07,3.097417433650662e-08
2012,1.3651053443197725e-07,4.255315744217114e-08
2013,1.444766795088981e-07,3.5979713430833726e-08
2014,1.6587309481508328e-07,3.724565544871439e-08
2015,1.4562900219061703e-07,3.4135261728351907e-08
2016,1.3422283728914408e-07,3.127723502416302e-08
2017,1.152149984307016e-07,4.955754207003338e-08
2018,1.3423626654684995e-07,4.1561612817986315e-08
2019,1.2295760853930915e-07,3.90301124753023e-08
