year,fallait_VERB ôter_VERB,fallait_VERB oter_VERB,fallait_VERB sauter_VERB
1800,0.0,3.144164484325529e-09,0.0
1801,1.1905912700171939e-08,0.0,1.6668277424969347e-08
1802,3.1329761895904085e-08,0.0,0.0
1803,1.1702034896643454e-08,0.0,1.1702034896643454e-08
1804,4.449331569844617e-08,0.0,0.0
1805,2.842877711017877e-09,0.0,0.0
1806,5.76333825108577e-09,0.0,5.76333825108577e-09
1807,0.0,0.0,0.0
1808,2.2660739062985158e-08,0.0,0.0
1809,2.4849335034105025e-08,0.0,0.0
1810,2.3401266702194334e-08,0.0,0.0
1811,1.504245972228091e-08,0.0,1.2535384286138651e-08
1812,2.400487453257938e-08,0.0,5.3344164641089264e-09
1813,1.4378708002027452e-08,0.0,0.0
1814,9.125363931161701e-08,0.0,0.0
1815,1.3486118000116676e-08,0.0,0.0
1816,1.1588019432906549e-08,0.0,0.0
1817,5.7604317760251433e-08,1.556873407970727e-09,3.113746815941454e-09
1818,2.1458118837358597e-08,0.0,0.0
1819,3.2088255608186955e-08,2.070210003424222e-09,7.24573512300708e-09
1820,3.20394981656591e-08,0.0,3.5599443393152796e-09
1821,6.114122896860863e-08,9.86148829262845e-10,1.2819934447350079e-08
1822,5.413832582235045e-08,1.0025615893027862e-09,0.0
1823,6.522573414713406e-08,0.0,1.680056804787e-08
1824,7.579001248814166e-08,0.0,0.0
1825,2.3774695989686734e-08,0.0,0.0
1826,3.2589543508265706e-08,0.0,0.0
1827,2.6730091917670507e-08,1.8434546111834038e-09,4.608636583469661e-09
1828,4.586150570418113e-09,0.0,9.172301251858528e-10
1829,4.372319750700626e-08,0.0,1.971830521085849e-08
1830,2.817945699007396e-08,0.0,8.349468672008697e-09
1831,3.274153215215847e-08,0.0,9.354723218280014e-09
1832,7.441482807735156e-08,0.0,5.411987746839486e-09
1833,1.9692167896323554e-08,0.0,1.1583628278799551e-08
1834,3.080395316601425e-08,0.0,3.733812370398937e-09
1835,2.3445572594482655e-08,0.0,5.294161553592858e-09
1836,1.008112526790228e-08,0.0,9.409050427677812e-09
1837,2.922314124020886e-08,0.0,1.3915781860163179e-09
1838,2.5248647617104325e-08,0.0,2.019891809368346e-08
1839,2.7965899818127582e-08,0.0,6.292327547896548e-09
1840,2.8663599493938818e-08,0.0,1.52872523528913e-08
1841,3.467096121312352e-08,2.5682194149112547e-09,3.852329122366882e-09
1842,3.6224630406422875e-08,1.341653010911159e-09,4.695785538189057e-09
1843,3.4260082770742883e-08,0.0,5.906910960362666e-09
1844,2.4698525891153622e-08,0.0,9.330554107123135e-09
1845,3.124927516751086e-08,0.0,3.9061593959388574e-09
1846,3.102885770545072e-08,1.1709002656346001e-09,1.5807152919933287e-08
1847,2.1572894581822766e-08,0.0,2.1572894581822766e-09
1848,1.769948809737798e-08,5.63165514222419e-09,1.6090443422100975e-09
1849,3.267971848686102e-08,8.379414939696517e-10,1.005529792763582e-08
1850,2.7155984128057753e-08,1.3577992064028876e-09,2.3761487000228954e-08
1851,3.0957306051959677e-08,6.449438760824933e-10,6.449438760824933e-09
1852,2.9948509450150596e-08,0.0,1.4974254725075298e-08
1853,1.970737528722566e-08,0.0,4.180352064508952e-09
1854,3.065441944727354e-08,5.195664454227256e-10,2.0782657816909023e-09
1855,1.326734277995456e-08,0.0,1.9104973603134567e-08
1856,4.245295315286057e-08,0.0,6.212626857404757e-09
1857,2.0990489346672803e-08,0.0,1.9526036343364694e-09
1858,2.300027723833864e-08,0.0,3.9149408159744326e-09
1859,1.884104072757964e-08,0.0,9.675129142294736e-09
1860,1.785101666484934e-08,9.154367819341758e-10,1.5562426014525954e-08
1861,2.782418562219391e-08,0.0,6.6023493339173456e-09
1862,2.710791768834042e-08,4.517986262886353e-10,7.228778020618165e-09
1863,1.1987090431375691e-08,4.994620828036034e-10,7.991393324857654e-09
1864,2.4932585773740357e-08,0.0,5.753673537611803e-09
1865,4.000817810378976e-08,0.0,6.589582213223366e-09
1866,1.897589108068587e-08,4.865612912574591e-10,3.8924903300596725e-09
1867,1.3102591012170706e-08,4.85281148598915e-10,2.91168689159349e-09
1868,2.0253484223076157e-08,0.0,6.421836395986702e-09
1869,3.076617005604021e-08,0.0,3.906815315701806e-09
1870,3.4404294524392753e-08,0.0,6.880858549607183e-09
1871,8.496941816815706e-09,0.0,7.434824311758348e-09
1872,2.116568786902917e-08,6.047339295989218e-10,9.071008832961525e-09
1873,1.4366410283628284e-08,0.0,6.584604861359367e-09
1874,2.0313670745508716e-08,0.0,8.961913877669758e-09
1875,1.4875970677508121e-08,0.0,9.154443425529735e-09
1876,1.5115036333668286e-08,0.0,3.627608879952504e-09
1877,2.535774612510977e-08,6.184815992682502e-10,6.80329748092845e-09
1878,6.6429977074733415e-09,0.0,1.3285995414946683e-08
1879,1.7717043832021773e-08,0.0,9.163987790827832e-09
1880,5.776061406947974e-09,0.0,8.984985200299889e-09
1881,7.669758161910067e-09,6.972507571312292e-10,5.5780060570498335e-09
1882,9.983077475794744e-09,6.655385131892899e-10,7.986462158271479e-09
1883,4.423537092179686e-09,0.0,8.21514056781325e-09
1884,1.7164412113856997e-08,0.0,1.7164412113856997e-08
1885,2.2559724754955823e-08,1.2891271383708158e-09,1.4180398189012067e-08
1886,1.8069698626277386e-08,0.0,7.744156427236248e-09
1887,1.7628096316002484e-08,6.528924623161458e-10,1.566941953967671e-08
1888,1.9655905347804037e-08,0.0,8.242799331981132e-09
1889,1.4409814674820609e-08,6.265136742733546e-10,7.51816386923565e-09
1890,2.2940351840361473e-08,0.0,5.898947996740844e-09
1891,1.1473596295275001e-08,0.0,7.649063604731055e-09
1892,1.4417578242387208e-08,0.0,1.3163876211308434e-08
1893,1.4780200174868696e-08,0.0,1.6627724974682678e-08
1894,1.827446460822557e-08,0.0,3.780923574225881e-09
1895,4.213029924926559e-09,0.0,1.023164486468886e-08
1896,2.181900704556483e-08,0.0,5.307326134129653e-09
1897,4.661370844871726e-09,0.0,8.740070001067579e-09
1898,1.9804241802034994e-08,0.0,9.05336783318944e-09
1899,1.4371703827009696e-08,0.0,8.291367592505594e-09
1900,9.863001082521805e-09,5.191053142894475e-10,9.34389543516545e-09
1901,4.470991132876634e-09,0.0,2.235495566438317e-09
1902,2.9461704187383475e-09,0.0,4.419255628107521e-09
1903,1.5660639007819555e-08,0.0,1.0800440541913758e-08
1904,3.7622376325430196e-09,0.0,1.2361637935498493e-08
1905,5.676835002077496e-09,5.160759042333041e-10,1.186974607492175e-08
1906,8.230695236477459e-09,0.0,9.773950537805831e-09
1907,1.3885677496716653e-08,1.5428529565042481e-09,1.2857108266928208e-08
1908,1.4734167663732478e-08,0.0,1.4734167663732478e-08
1909,1.4852655993990993e-08,0.0,1.265226234892225e-08
1910,9.619471441624228e-09,0.0,2.2979847358328698e-08
1911,1.0108711201439746e-08,0.0,1.3832972989291648e-08
1912,1.719108944087111e-08,0.0,8.335073964360618e-09
1913,6.363587878865928e-09,0.0,7.954484182448596e-09
1914,1.2054139020278853e-08,0.0,1.3393487430235496e-09
1915,2.0027295377644805e-08,0.0,3.534228465440492e-09
1916,1.7579939282086343e-08,0.0,1.538244731591476e-08
1917,9.869782324756216e-09,0.0,2.52227767560953e-08
1918,0.0,0.0,1.033773866510046e-08
1919,4.603924352863942e-09,0.0,1.749491218561161e-08
1920,8.329454459499175e-09,0.0,8.329454459499175e-09
1921,5.300923255902035e-09,0.0,7.572747762196741e-09
1922,9.591316185719734e-09,0.0,1.1066902949607993e-08
1923,6.369568872344189e-09,0.0,1.3800733000834953e-08
1924,1.804827398643738e-08,0.0,1.1602462102189293e-08
1925,1.0998177923937646e-09,0.0,2.1996355847875293e-09
1926,1.114613823460786e-08,0.0,1.3375366592072169e-08
1927,3.3447675740205796e-09,0.0,2.2298449309232637e-08
1928,4.570416489713125e-09,0.0,2.5137291359556002e-08
1929,2.33948540540041e-08,0.0,1.0026365515614089e-08
1930,4.201441416995522e-09,0.0,8.402882833991043e-09
1931,5.7026783295555106e-09,0.0,6.843213995466613e-09
1932,8.767629289252454e-09,0.0,7.6716757391182e-09
1933,5.735331320977366e-09,0.0,1.1470662641954732e-08
1934,2.3963160344919743e-09,0.0,4.7926320689839486e-09
1935,5.98414207075848e-09,0.0,1.3165112555668657e-08
1936,7.274828739411987e-09,0.0,1.6974599503782883e-08
1937,5.0364472592434595e-09,0.0,2.5182236296217297e-09
1938,9.075650453382877e-09,0.0,2.074434313215079e-08
1939,6.117620188206274e-09,0.0,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0,2.2822046474857416e-08
1941,5.9030051957620344e-09,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,0.0,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0,1.4516175816936538e-08
1944,0.0,0.0,2.2492303131116387e-08
1945,2.178504043826024e-09,0.0,8.714016175304096e-09
1946,1.1136883415474585e-08,0.0,1.6705325123211878e-08
1947,1.1920871401116528e-08,0.0,1.6689218895749036e-08
1948,1.195907639583993e-08,0.0,1.7395020535104777e-08
1949,3.9268033269479474e-09,0.0,1.1780409536754632e-08
1950,1.2762433776458693e-08,1.0635361480382244e-09,7.444753258312176e-09
1951,4.264560704569931e-09,0.0,1.3859822622919182e-08
1952,4.2179215675730575e-09,0.0,2.5307528517259925e-08
1953,6.464296653518886e-09,0.0,1.1851209791302608e-08
1954,1.07497895029951e-08,0.0,1.3681550115052232e-08
1955,9.385607846468247e-10,0.0,1.407841132561316e-08
1956,6.976913269340912e-09,0.0,8.72114114258693e-09
