year,tout_ADV en_ADP,tout_ADV sans_ADP
1840,3.8571648474317044e-05,1.7255487136935699e-06
1841,4.11499390793324e-05,1.5280905927284039e-06
1842,4.428394004207803e-05,1.5120428997761337e-06
1843,4.4460728076956e-05,1.5948660347930854e-06
1844,4.503090167418122e-05,1.611990455785417e-06
1845,4.604525202012155e-05,1.6171500192285748e-06
1846,4.4961982894164976e-05,1.4993378272265545e-06
1847,4.4796656311518745e-05,1.7085732224586536e-06
1848,4.633484513760777e-05,1.339529376309656e-06
1849,4.92734725412447e-05,1.4353937558553298e-06
1850,4.515157479545451e-05,1.4935791341486038e-06
1851,4.68390503556293e-05,1.5504450630032807e-06
1852,4.4760649871022906e-05,1.7292009033553768e-06
1853,4.7161540351225995e-05,1.4529709915223066e-06
1854,4.853581776842475e-05,1.6740431192374672e-06
1855,5.267241158435354e-05,1.451978050681646e-06
1856,5.059615159552777e-05,1.5914679352135863e-06
1857,5.221066794547369e-05,1.659713120716333e-06
1858,5.353143433239893e-05,1.4612517134082736e-06
1859,5.6231344387924764e-05,1.4095136293690302e-06
1860,5.836184118379606e-05,1.4180116068018833e-06
1861,5.80591708967404e-05,1.6769967032814748e-06
1862,5.692843296856154e-05,1.4778332797504845e-06
1863,5.686075974153937e-05,1.5068770835569012e-06
1864,5.95059309489443e-05,1.4782145854042028e-06
1865,5.929541248406167e-05,1.639864535718516e-06
1866,5.88987309129152e-05,1.5175846783677116e-06
1867,6.039323761797277e-05,1.4014919997862307e-06
1868,6.098620133343502e-05,1.4434311879085726e-06
1869,6.161682586025563e-05,1.4777529031562153e-06
1870,6.073160511732567e-05,1.352662138742744e-06
1871,6.467765842899098e-05,1.1980688441326492e-06
1872,6.238435162231326e-05,1.376979184897209e-06
1873,5.985465713820304e-05,1.1798414334407425e-06
1874,6.044751080480637e-05,1.3705753190151881e-06
1875,5.9252708524581976e-05,1.4052070582692977e-06
1876,5.895650519960327e-05,1.2503159041443723e-06
1877,5.7761850712267915e-05,1.2858232594226138e-06
1878,5.8003032791020814e-05,1.1800378842963255e-06
1879,5.93801978538977e-05,1.3709326367461472e-06
1880,5.8438341056898935e-05,1.721266357890272e-06
1881,6.110845151852118e-05,1.2104272855140152e-06
1882,6.044553992978763e-05,1.2412293699526344e-06
1883,5.797361700388137e-05,1.1848760550492443e-06
1884,6.130797828518553e-05,1.3203393791627605e-06
1885,6.137921036497573e-05,1.1859970072691794e-06
1886,6.029858514011721e-05,1.1867920193253667e-06
1887,6.213512097019702e-05,1.2019750101899263e-06
1888,6.138412618383882e-05,1.173647774521669e-06
1889,5.950313607172575e-05,1.1321102419969975e-06
1890,6.181900880619651e-05,1.1234218391109607e-06
1891,6.195550804477534e-05,1.0160506462852936e-06
1892,6.047860779290204e-05,1.4054004395802622e-06
1893,6.003285989208962e-05,1.107283310375351e-06
1894,6.267573962759343e-05,1.0838647312993999e-06
1895,6.087587780712056e-05,1.218769398292352e-06
1896,6.294960394370719e-05,1.0007257742472575e-06
1897,6.0901976212335285e-05,1.0470604365764302e-06
1898,6.353313983709086e-05,9.715395208331756e-07
1899,6.098687890698784e-05,1.0303406270395499e-06
1900,6.169670450617559e-05,9.333513730780396e-07
1901,6.238206378839095e-05,1.0305634532414842e-06
1902,6.914170353411464e-05,9.07911498870817e-07
1903,6.18822032265598e-05,9.304579293711868e-07
1904,6.041616143193096e-05,9.389470392306976e-07
1905,6.0498546190501656e-05,9.511279017715424e-07
1906,6.083461357775377e-05,1.0134043577636476e-06
1907,6.083572134230053e-05,9.838258847594261e-07
1908,6.107803574195714e-05,9.68525910138851e-07
1909,6.198948267410742e-05,9.863263130682753e-07
1910,6.30182230452192e-05,9.469835049458197e-07
1911,6.030165241099894e-05,9.608595519239316e-07
1912,6.144356029835762e-05,8.892482128430856e-07
1913,6.121294200056582e-05,8.638569966024079e-07
1914,6.00128678343026e-05,8.80621826127026e-07
1915,5.668784706358565e-05,8.140506224663113e-07
1916,6.164405886011082e-05,8.119734502542997e-07
1917,6.280361685639946e-05,7.873892968746077e-07
1918,6.117644079495221e-05,8.316136472785729e-07
1919,6.138412300060736e-05,7.550435725534044e-07
1920,6.324782316369237e-05,8.253732630691957e-07
1921,6.098333506088238e-05,7.428865274050622e-07
1922,6.439019307435956e-05,7.761587994536967e-07
1923,6.159373242553556e-05,7.558555239484122e-07
1924,6.262493207032094e-05,7.992807127266133e-07
1925,6.068794391467236e-05,8.468596774946491e-07
1926,6.0364141972968355e-05,7.445620440194034e-07
1927,6.361413261402049e-05,8.272724585367541e-07
1928,6.272554037423106e-05,7.803986363796866e-07
1929,6.228378333617002e-05,8.578113011026289e-07
1930,6.346066993501154e-05,8.7705092255419e-07
1931,6.31719881312165e-05,8.976015806183568e-07
1932,6.402341932698619e-05,6.685317543997371e-07
1933,6.223293212315184e-05,6.274452175603074e-07
1934,6.21580429651658e-05,6.709684612360434e-07
1935,6.214890527189709e-05,7.803321295796195e-07
1936,6.155475011837552e-05,1.033025682772859e-06
1937,6.106440650910372e-05,9.833663625613553e-07
1938,6.228100164662465e-05,1.1176015277669649e-06
1939,6.0090324041084386e-05,1.5615225947840372e-06
1940,5.7148940413753735e-05,1.0320636647520587e-06
1941,5.6471100378985284e-05,9.858018756858655e-07
1942,5.767429775005439e-05,7.646213475709374e-07
1943,6.107245553721441e-05,8.041961336857639e-07
1944,6.486137499450706e-05,8.868393592820212e-07
1945,6.52832304695039e-05,7.755474484838487e-07
1946,6.540830690937582e-05,6.918788812981802e-07
1947,6.452648221966228e-05,8.022745987545932e-07
1948,6.534439580718754e-05,6.697082994833181e-07
1949,6.503964414150687e-05,6.204349460858793e-07
1950,6.25571947239223e-05,6.38121662177582e-07
1951,6.33127328910632e-05,6.620730346185155e-07
1952,6.224070375537849e-05,6.927936055944883e-07
1953,6.382738411048194e-05,6.615130132558988e-07
1954,6.607016121051856e-05,7.309856755455257e-07
1955,6.199006202223245e-05,5.621978971248609e-07
1956,6.389457303157542e-05,5.947818522145099e-07
1957,6.502322594315046e-05,5.866464789505699e-07
1958,6.42356249045406e-05,6.427533207897795e-07
1959,6.371192284859717e-05,6.541631023537775e-07
1960,6.48855798317527e-05,5.778895797448058e-07
1961,6.663840576948132e-05,7.114915092643059e-07
1962,6.73629938319209e-05,6.037542448211752e-07
1963,6.698119796055835e-05,6.711763376188173e-07
1964,6.603295696550049e-05,6.966143928366364e-07
1965,6.550254829562618e-05,7.190265023382381e-07
1966,6.702335667796433e-05,6.286849725256616e-07
1967,6.545168480442953e-05,6.843305868642346e-07
1968,6.768428738723742e-05,7.231179779410013e-07
1969,6.496121523014153e-05,7.766406042719609e-07
1970,6.72011669848871e-05,7.229195944091771e-07
1971,6.582698279089527e-05,6.906006433382572e-07
1972,6.58715994177328e-05,6.38190272184147e-07
1973,6.535572447319282e-05,5.524230459741375e-07
1974,6.526338211187976e-05,5.372421014726569e-07
1975,6.50566148578946e-05,5.500155566551257e-07
1976,6.621463262490579e-05,5.302152885633404e-07
1977,6.871485993542592e-05,5.018771958020807e-07
1978,7.04500644133077e-05,5.399997462518513e-07
1979,7.002588426985312e-05,5.974864620839071e-07
1980,7.097057687133201e-05,5.958037831987895e-07
1981,7.370593721134355e-05,4.7631388611080183e-07
1982,7.49208247725619e-05,5.835051979374839e-07
1983,7.586526135128224e-05,4.427036515153304e-07
1984,7.533666212111712e-05,5.120524519952596e-07
1985,7.574730807391461e-05,5.558375733016874e-07
1986,7.620189899171237e-05,5.317108389135683e-07
1987,7.709161855018465e-05,5.096421205053048e-07
1988,7.856505089876009e-05,5.660746751345869e-07
1989,7.644405650353292e-05,5.735087711400411e-07
1990,7.855810417822795e-05,5.443202439892048e-07
1991,8.05763902462786e-05,5.679759738086432e-07
1992,8.205904759961413e-05,5.14628766268288e-07
1993,8.149891164066503e-05,5.234551281319e-07
1994,8.415354022872634e-05,4.831832711715833e-07
1995,8.57652794366004e-05,5.422450612968532e-07
1996,8.652994165458949e-05,5.183287612453569e-07
1997,8.82188660398242e-05,5.192870844439312e-07
1998,8.936666472436627e-05,5.693146363228152e-07
1999,8.81523255884531e-05,5.593926175606612e-07
2000,9.181288169202162e-05,6.088047257435392e-07
2001,9.201464581565233e-05,5.323172445059754e-07
2002,9.430141290067695e-05,5.625488483929075e-07
2003,9.602090722182766e-05,6.050372007848637e-07
2004,9.732518356031505e-05,5.642537530547997e-07
2005,9.862356000667205e-05,5.742280677623057e-07
2006,9.998566383728758e-05,5.744456643697049e-07
2007,0.00010604783983581001,6.031664270267356e-07
2008,0.0001069886102413875,6.083881203267083e-07
2009,0.00010820936313393759,6.127127107902197e-07
2010,0.00011428603102103807,6.400739493983565e-07
2011,0.00011602925314946333,7.013164804448024e-07
2012,0.00011851905583171174,7.540419915130769e-07
2013,0.00011846975849039154,7.78444814386603e-07
2014,0.00012029611207253765,8.202706567317364e-07
2015,0.0001209197289426811,8.403037554671755e-07
2016,0.00012022182090731803,9.109753591474146e-07
2017,0.00012363550558802672,8.115362106764223e-07
2018,0.00013045183732174337,8.281345458271971e-07
2019,0.00012800881995644886,8.566216820327099e-07
