year,faudrait_VERB aider_VERB,faudrait_VERB céder_VERB
1800,0.0,3.144164484325529e-09
1801,4.7623651688866175e-09,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,1.9774807569206132e-08
1805,1.421438877713399e-08,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,2.8469551160981155e-09
1808,1.3596443970698147e-08,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,1.0788894222457657e-08,0.0
1816,0.0,6.952811659743929e-09
1817,9.341240669868967e-09,1.556873407970727e-09
1818,1.1921177378582115e-09,0.0
1819,6.210630232317271e-09,1.0351049795076506e-08
1820,0.0,4.746592452420373e-09
1821,3.94459531705138e-09,3.648750634965836e-08
1822,1.0025615893027862e-09,3.0076847679083585e-09
1823,0.0,2.174191138237802e-08
1824,8.421112696055388e-10,2.5263338088166165e-09
1825,8.805443041381977e-10,2.641632912414593e-09
1826,8.807984341885344e-10,3.082794464148719e-08
1827,2.7651818612639545e-09,7.373818444733615e-09
1828,0.0,4.586150570418113e-09
1829,0.0,6.858540846366168e-09
1830,8.349468672008697e-09,1.461157062010443e-08
1831,0.0,1.091384405071949e-08
1832,0.0,9.470978667991403e-09
1833,0.0,0.0
1834,0.0,7.467624740797874e-09
1835,7.563087933704082e-10,6.806779140333674e-09
1836,1.3441500135158435e-09,0.0
1837,6.957890930081589e-10,3.478945576063097e-09
1838,0.0,1.8936486156917454e-08
1839,0.0,2.7965899818127582e-08
1840,5.095750932326837e-09,1.52872523528913e-08
1841,6.420548537278137e-10,1.9903700021473014e-08
1842,4.695785538189057e-09,8.049918065466954e-09
1843,0.0,1.0041748765843295e-08
1844,0.0,1.0428266250528395e-08
1845,5.580227946389016e-10,1.5066614622583074e-08
1846,7.610851504580296e-09,1.1709002656346001e-09
1847,3.775256551818984e-09,1.5101026207275936e-08
1848,8.045221711050488e-10,1.448139919091318e-08
1849,0.0,1.9272654583346593e-08
1850,6.788996032014438e-10,9.504594444820214e-09
1851,1.2898877521649865e-09,5.159551008659946e-09
1852,6.510545436100301e-10,1.0416872697760482e-08
1853,2.9859659189668264e-09,5.971931837933653e-09
1854,5.195664454227256e-10,6.234797567117312e-09
1855,1.5920811335945473e-09,6.368324534378189e-09
1856,0.0,8.28350277259915e-09
1857,1.9526036343364694e-09,3.905207268672939e-09
1858,1.468102750479261e-09,5.872411001917044e-09
1859,7.129042689513199e-09,1.2730433596175317e-08
1860,5.034902272882391e-09,1.1900677776566226e-08
1861,1.8863854922557266e-09,9.903524222920623e-09
1862,0.0,1.9427341513278407e-08
1863,3.496234635136375e-09,9.989241434027463e-09
1864,9.109982990196386e-09,9.589456340108882e-09
1865,9.413688495385486e-09,1.1296426905005319e-08
1866,1.4596839292835284e-09,8.75810357570117e-09
1867,2.426405742994575e-09,9.7056229719783e-09
1868,5.9278488784286765e-09,3.457911734727759e-09
1869,4.395167341186834e-09,1.5627261262807224e-08
1870,9.17447806614291e-09,1.2614907340946502e-08
1871,0.0,1.4869648623516696e-08
1872,1.0280476914203973e-08,3.628403577593531e-09
1873,1.7958012854535355e-09,7.781805422268917e-09
1874,5.974609251779839e-09,5.974609251779839e-09
1875,9.7265964171811e-09,8.58229043387837e-09
1876,0.0,2.418405919968336e-09
1877,6.184815992682502e-10,1.2369632429454214e-08
1878,2.4156354694326865e-09,4.22736201599605e-09
1879,1.832797580370027e-09,4.27652757650776e-09
1880,2.5671385017744797e-09,6.417846254436199e-09
1881,6.972507571312292e-10,5.5780060570498335e-09
1882,1.3310770263785798e-09,1.9966155395678697e-09
1883,3.791603475633565e-09,1.2638677882037541e-09
1884,3.9610181801208455e-09,1.5844072720483382e-08
1885,0.0,5.80107206715752e-09
1886,1.2906927748801422e-09,2.3877817056927597e-08
1887,0.0,1.3710741875172516e-08
1888,3.1703073499755874e-09,7.60873763994141e-09
1889,0.0,9.397704836544563e-09
1890,2.6217545912032847e-09,1.2453334363726754e-08
1891,1.2748440081367107e-09,8.286486163910922e-09
1892,7.522214851007902e-09,1.002961980134387e-08
1893,1.2316833108982905e-09,1.2316833108982905e-09
1894,0.0,3.780923574225881e-09
1895,0.0,7.824199066419624e-09
1896,2.948514543632541e-09,7.66613794667137e-09
1897,5.826713556089658e-10,5.826713334045053e-09
1898,2.8291773368493978e-09,6.224190496340043e-09
1899,2.2110313580014918e-09,3.8693048765026106e-09
1900,7.786579381274805e-09,4.671947717582725e-09
1901,2.235495566438317e-09,2.235495566438317e-09
1902,7.856454153909453e-09,6.38336894454028e-09
1903,1.6200660812870638e-09,1.9440793863623185e-08
1904,5.374625189347171e-09,2.1498500757388683e-09
1905,1.651442893546573e-08,7.741138396966107e-09
1906,1.5432553013283723e-09,1.0288369267641428e-08
1907,5.142843484406967e-09,2.5714217422034835e-09
1908,5.893666887857307e-09,1.4734167663732478e-08
1909,1.1001967115120692e-09,3.300590023513905e-09
1910,2.67207544979442e-09,7.481810726517324e-09
1911,6.384448969498635e-09,3.7242617878519013e-09
1912,7.293189607793238e-09,3.125652625612929e-09
1913,7.954484182448596e-09,1.3787773589513108e-08
1914,2.678697486047099e-09,1.2054139020278853e-08
1915,0.0,9.424609537234119e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,1.4256351654751143e-08,0.0
1918,1.1486376294556067e-09,0.0
1919,1.4732557396257562e-08,1.6574126959767455e-08
1920,6.057785384427916e-09,9.843901693784574e-09
1921,4.543648568500203e-09,6.815472630705699e-09
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,7.431163684401554e-09,1.2739137744688378e-08
1924,3.867487219366694e-09,6.445812328337297e-09
1925,4.399271169575059e-09,1.5397448649423495e-08
1926,0.0,5.57306911730393e-09
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,6.8556245125250825e-09,4.570416489713125e-09
1929,3.342121912552898e-09,7.798284684668033e-09
1930,1.2604324695075775e-08,7.352522590764465e-09
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,4.383814644626227e-09,1.0959536389520963e-08
1933,0.0,1.1470662197865522e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,1.2124714565686645e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,1.0072894518486919e-08
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.5249527862692958e-08,0.0
1946,9.744772988540262e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,0.0
1951,1.4925962688039363e-08,5.330700769690111e-09
1952,5.272402070488624e-09,8.435843135146115e-09
1953,5.386913581872932e-09,4.3095309543161875e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,5.631364707880948e-09,6.569925492527773e-09
1956,6.104799332717903e-09,3.488456634670456e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,6.617794756635931e-09,3.3088973783179654e-09
1959,5.425523585955716e-09,7.750747599288843e-09
1960,1.1765417085030094e-08,5.536666680683311e-09
1961,9.03260666262895e-09,6.25334317660986e-09
1962,3.805173953708163e-09,3.170978146727066e-09
1963,1.3578711488548834e-08,5.1728425987107585e-09
1964,6.6923653285755336e-09,1.2776333768727e-08
1965,1.1491291473930687e-08,4.377634699181954e-09
1966,6.092982118843793e-09,2.769537488234164e-09
1967,9.367637332502454e-09,3.944268467392931e-09
1968,1.0330256650092906e-08,4.491415683816058e-09
1969,6.8126366770115965e-09,2.7250546263957176e-09
1970,1.4715920038099739e-08,3.6789800095249348e-09
1971,1.284599360218408e-08,5.138397263237948e-09
1972,1.1799337507056862e-08,3.0780880067027283e-09
1973,1.3783009400469837e-08,3.3079223804577396e-09
1974,7.313243344242437e-09,6.750686232237513e-09
1975,1.0851811893530794e-08,3.998036124386317e-09
1976,1.0284348483935446e-08,3.4281160132820787e-09
1977,9.402850942308305e-09,1.1753563677885381e-09
1978,6.534650598410963e-09,5.346532105932056e-09
1979,9.948355028654987e-09,4.681578680276743e-09
1980,5.6851505725319385e-09,1.1370301367108482e-09
1981,6.958104314946922e-09,1.8976649140967083e-09
1982,1.6139505731871395e-08,2.483000915987077e-09
1983,2.1472073896688926e-08,2.5261264191556165e-09
1984,1.0438215625185876e-08,2.3196033982486597e-09
1985,5.414002135495366e-09,6.617113967877231e-09
1986,1.0790073723399018e-08,4.7955883708539204e-09
1987,5.49973533381376e-09,3.6664902225425067e-09
1988,1.139345240375178e-08,5.99655392008458e-09
1989,1.1525056464734007e-08,8.232182935330457e-09
1990,9.262707045820662e-09,4.358920779878872e-09
1991,8.7921980806982e-09,5.2753188484189195e-09
1992,1.652983172562017e-08,4.4079553340736766e-09
1993,1.1632335983335906e-08,4.4313659408601325e-09
1994,1.6879765141197822e-08,5.274926717646622e-09
1995,8.675921314704738e-09,4.337960657352369e-09
1996,1.1209993822092201e-08,2.135236876199542e-09
1997,1.3425704992187093e-08,1.917957792585412e-09
1998,7.629006759657386e-09,3.814503379828693e-09
1999,1.3253583119876566e-08,2.7421207526856506e-09
2000,1.1045078629479121e-08,3.5344251969604557e-09
2001,1.7524847351069184e-08,2.6287270138425356e-09
2002,1.0514931148009055e-08,7.448076377869484e-09
2003,8.750538071922165e-09,1.2500769308587678e-09
2004,1.1452457648886138e-08,4.845270407116686e-09
2005,1.1259373877692269e-08,1.8014998381943315e-09
2006,8.64756888319107e-09,3.706100981659688e-09
2007,1.3181781888249589e-08,3.1955835755326234e-09
2008,9.366367237362283e-09,2.9802078582719105e-09
2009,1.3350939020995156e-08,5.721831008997924e-09
2010,1.0864724231396394e-08,8.030448306328708e-09
2011,1.0324724186716594e-08,4.206369030868018e-09
2012,1.0212757750593937e-08,7.829781267787439e-09
2013,9.483025031897796e-09,6.693900100884775e-09
2014,1.3209215943277286e-08,1.0827226226695075e-08
2015,9.752931795503628e-09,5.54143841924315e-09
2016,7.45682449121432e-09,7.663958356829426e-09
2017,8.301517695485927e-09,2.5156112748447867e-09
2018,5.162933192082164e-09,6.195520096952123e-09
2019,4.591778068885333e-09,4.846876677788714e-09
