year,devait_VERB ôter_VERB,devait_VERB oter_VERB,devait_VERB sauter_VERB
1896,4.717623180994224e-09,0.0,5.307326134129653e-09
1897,5.2440420894583895e-09,0.0,5.2440420894583895e-09
1898,1.6975064687230201e-09,0.0,1.3014216371232123e-08
1899,1.0502398950507086e-08,0.0,3.8693048765026106e-09
1900,5.19105292084987e-09,5.191053142894475e-10,1.1939421895590385e-08
1901,8.38310842965484e-09,0.0,2.1237207548097103e-08
1902,1.3748794991386148e-08,0.0,9.820567470342212e-09
1903,1.6200660812870638e-09,5.400220270956879e-10,4.320176216765503e-09
1904,1.3974025492302644e-08,0.0,1.0749250378694342e-08
1905,3.096455536422127e-09,0.0,1.857873321853276e-08
1906,6.6874399351490865e-09,5.144184522798412e-10,5.658602919567102e-09
1907,6.1714118260169926e-09,0.0,1.337139288182243e-08
1908,6.875944702500192e-09,0.0,1.1787333775714615e-08
1909,3.300590023513905e-09,0.0,1.265226234892225e-08
1910,9.085056262847502e-09,1.068830135508847e-09,1.1222716089775986e-08
1911,4.25629931299909e-09,0.0,9.044636151145369e-09
1912,7.293189607793238e-09,0.0,1.0939784189645252e-08
1913,2.121195885607108e-09,0.0,8.484783542428431e-09
1914,2.678697486047099e-09,0.0,4.68772043404897e-09
1915,1.1780761921542648e-09,0.0,1.6493066468115103e-08
1916,7.69122365795738e-09,0.0,2.197492410260793e-09
1917,4.386569774084137e-09,0.0,1.2063066989753679e-08
1918,1.1486376294556067e-09,0.0,3.44591288836682e-09
1919,9.207848705727883e-09,9.207848372660976e-10,1.012863304339362e-08
1920,7.572231730534895e-09,0.0,1.0601124422748853e-08
1921,9.087297137000405e-09,0.0,1.060184651180407e-08
1922,7.377935484775833e-10,0.0,3.6889677978990676e-09
1923,3.1847844361720945e-09,0.0,4.246379248229459e-09
1924,2.578324886925998e-09,0.0,7.734974438733389e-09
1925,5.499089184013428e-09,0.0,8.798542339150117e-09
1926,3.343841648018042e-09,0.0,2.1177662290483568e-08
1927,7.804457524684949e-09,0.0,1.4493992672726108e-08
1928,1.2568645679778001e-08,0.0,1.5996457491951332e-08
1929,4.4561625500705304e-09,0.0,1.1140406375176326e-09
1930,6.302162347537887e-09,0.0,1.05036033204442e-08
1931,5.7026783295555106e-09,0.0,7.983749661377715e-09
1932,2.1919073223131136e-09,0.0,9.863582839386709e-09
1933,1.0323596200123575e-08,0.0,1.3764794637438627e-08
1934,5.990790086229936e-09,0.0,1.1981580172459871e-08
1935,4.787313656606784e-09,0.0,4.787313656606784e-09
1936,1.33371855781661e-08,0.0,8.487299751891442e-09
1937,3.777335333410292e-09,0.0,1.1332006444320086e-08
1938,0.0,0.0,6.482607339819424e-09
1939,7.647025235257843e-09,0.0,2.141167065872196e-08
1940,0.0,0.0,1.5214697057785997e-08
1941,1.4757512545315876e-08,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,0.0,9.102635090130207e-09
1943,1.4516175816936538e-08,0.0,1.7419411690866582e-08
1944,3.2131861615880553e-09,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0,1.9606536838523425e-08
1946,4.1763312808029696e-09,0.0,3.6194869323935563e-08
1947,7.152522574216391e-09,0.0,1.549713246618012e-08
1948,4.348755133776194e-09,0.0,9.784699273041042e-09
1949,9.817008317369869e-10,0.0,1.47255123650325e-08
1950,6.381216888229346e-09,0.0,1.4889506516624351e-08
1951,6.396841278899501e-09,0.0,2.6653504292539765e-08
1952,2.1089607837865287e-09,0.0,3.057992969957013e-08
1953,7.54167928107563e-09,0.0,9.69644453618912e-09
1954,0.0,0.0,6.840775057526116e-09
1955,4.6928039232341234e-09,0.0,1.9709776921672528e-08
1956,3.488456634670456e-09,0.0,2.1802854632824165e-08
1957,2.6505113659425206e-09,0.0,1.1485549400447326e-08
1958,5.790570245522986e-09,0.0,2.0680609225109947e-08
1959,2.325224457422337e-09,0.0,1.2401196514133517e-08
1960,6.920833350854139e-10,0.0,2.629916728835724e-08
1961,2.779263708063695e-09,6.948159270159238e-10,2.153929301584867e-08
1962,1.9025869768540815e-09,0.0,2.4099433559854333e-08
1963,4.526237162849611e-09,6.466053248388448e-10,1.939815952312074e-08
1964,7.300761772910391e-09,0.0,1.520992043424485e-08
1965,4.924839203113152e-09,0.0,1.7510538796727815e-08
1966,3.8773522170743036e-09,0.0,2.4925835617750636e-08
1967,3.451234853457663e-09,0.0,1.3311906243984595e-08
1968,7.635406973349745e-09,0.0,1.7067380397861598e-08
1969,1.4533624970169967e-08,0.0,1.3625273354023193e-08
1970,4.598724956395017e-09,4.5987250119061684e-10,2.2533752641606952e-08
1971,3.5968783507200897e-09,1.0276794970565106e-09,1.4387513402880359e-08
1972,4.6171320100540925e-09,5.130146862875051e-10,2.0007572487656944e-08
1973,2.205281512956958e-09,0.0,1.4885650045926013e-08
1974,0.0,0.0,1.2938814464291681e-08
1975,9.709516746170266e-09,0.0,9.709516746170266e-09
1976,3.4281160132820787e-09,0.0,1.4855169538918744e-08
1977,2.938390863960194e-09,0.0,1.9393379346865913e-08
1978,4.752473081737207e-09,0.0,1.485147826940647e-08
1979,4.096381456264453e-09,0.0,1.462993370893173e-08
1980,2.8425752862659692e-09,3.97960553399912e-09,1.0233271119375331e-08
1981,5.060439622894819e-09,0.0,1.0120879245789638e-08
1982,3.1037510339615437e-09,0.0,6.828252629986764e-09
1983,4.4207211225000265e-09,0.0,1.326216381158929e-08
1984,3.479405208395292e-09,0.0,2.2616132966390978e-08
1985,4.210890747202711e-09,0.0,1.4437339324047116e-08
1986,8.392279760016663e-09,0.0,1.498621315931814e-08
1987,3.0554083707556856e-09,6.110816852533674e-10,9.166225112267057e-09
1988,5.396898483667201e-09,0.0,9.594486094499644e-09
1989,6.585746614717891e-09,0.0,1.4817929994137558e-08
1990,3.2691906959314565e-09,5.44865097484859e-10,2.2339468941368068e-08
1991,2.344586080837985e-09,0.0,2.1687421636329418e-08
1992,6.61193322315512e-09,0.0,1.4876849085965205e-08
1993,5.539207315052863e-09,0.0,9.970573700002205e-09
1994,5.802419433820205e-09,0.0,1.8989736005892155e-08
1995,4.337960657352369e-09,2.7112254663563817e-09,1.1929391696696712e-08
1996,2.6690460952494277e-09,0.0,1.2811421257197253e-08
1997,3.835915585170824e-09,0.0,1.1507746755512471e-08
1998,1.9072516899143466e-09,4.768129224785866e-10,1.3350762273489636e-08
1999,5.0272213059088244e-09,0.0,1.1425503210205079e-08
2000,3.092622158362701e-09,0.0,1.1045078629479121e-08
2001,2.190605918883648e-09,0.0,1.3143635513301888e-08
2002,8.76244299341522e-10,0.0,1.4019908789464353e-08
2003,3.7502307925763034e-09,0.0,7.91715315529018e-09
2004,6.166707589017051e-09,0.0,1.2333415178034102e-08
2005,8.106749049829887e-09,0.0,1.170974872621855e-08
2006,6.58862386870851e-09,0.0,1.4000825387938676e-08
2007,8.787854888225866e-09,0.0,1.8774054311165855e-08
2008,5.108927503272298e-09,0.0,1.9158479247494142e-08
2009,5.721831008997924e-09,0.0,1.5735034608610476e-08
2010,7.085689368580006e-09,0.0,2.8342757474320024e-08
2011,6.500752380844688e-09,0.0,2.370862617340208e-08
2012,6.468080293586809e-09,0.0,2.7574447614142628e-08
2013,9.483025031897796e-09,0.0,3.151711425175563e-08
2014,1.3858849179371191e-08,0.0,3.313131102800071e-08
2015,8.644644111654998e-09,0.0,3.214034194343185e-08
2016,9.942432654952427e-09,0.0,3.231290435223855e-08
2017,8.301517695485927e-09,5.031222660711876e-10,3.773417134311785e-08
2018,9.29327992338358e-09,0.0,3.123574643382199e-08
2019,7.652963596171958e-09,0.0,2.9591458172717466e-08
