year,portant_VERB en_ADP,portant_VERB cent_DET
1885,1.177617619863014e-06,1.933690763067375e-09
1886,1.2564893694388957e-06,6.453463874400711e-10
1887,1.3893551429333684e-06,0.0
1888,1.2750976559061655e-06,0.0
1889,1.1283511387460976e-06,1.8795409673089125e-09
1890,1.2866260354904568e-06,1.9663159989136147e-09
1891,1.2002656415432966e-06,5.736798147637501e-09
1892,1.3232829285669823e-06,0.0
1893,1.2292199473851184e-06,3.079208221734575e-09
1894,1.1960321515402939e-06,6.301539290376468e-10
1895,1.2584923112513025e-06,6.018614495673091e-10
1896,1.1782264301984924e-06,3.5382172747233653e-09
1897,1.2952783938757761e-06,1.7480140668268973e-09
1898,1.1673185675853404e-06,1.13167097914868e-09
1899,1.1994845223739503e-06,5.527578395003729e-10
1900,1.2551966372953416e-06,2.595526460424935e-09
1901,1.2351112674835463e-06,1.676621730339889e-09
1902,1.6326693224044675e-06,2.9461704187383475e-09
1903,1.1702276783154275e-06,5.400220270956879e-10
1904,1.287222755053108e-06,2.6873125946735854e-09
1905,1.3428294884931802e-06,4.1286072338664326e-09
1906,1.2958201374146938e-06,2.0576738091193647e-09
1907,1.151996913861808e-06,3.599990305858114e-09
1908,1.1669460882046678e-06,4.911389073214423e-10
1909,1.2157174182902963e-06,1.6502950117569526e-09
1910,1.1853326613575632e-06,0.0
1911,1.1784628526356755e-06,5.320374141248863e-10
1912,1.2268186875274978e-06,5.209421227725386e-10
1913,1.2462026255377623e-06,1.060597942803554e-09
1914,1.36211761958549e-06,0.0
1915,1.4631706619638862e-06,0.0
1916,1.2921254990416742e-06,0.0
1917,1.3488701526842561e-06,1.0966424435210342e-09
1918,1.2589068880686227e-06,2.2972752589112133e-09
1919,1.4704933350984106e-06,1.8415696745321952e-09
1920,1.3342271820704354e-06,0.0
1921,1.5047049695127157e-06,0.0
1922,1.3110591243759018e-06,7.377935484775833e-10
1923,1.2314500352772484e-06,1.0615948120573648e-09
1924,1.1112580473593425e-06,0.0
1925,1.1922024771848783e-06,4.399271169575059e-09
1926,1.1168430322783252e-06,0.0
1927,1.097083738521576e-06,2.2298449753321847e-09
1928,1.1597432401089236e-06,1.1426041224282812e-09
1929,1.1608302949994709e-06,0.0
1930,1.1764035972028353e-06,3.1510811737689437e-09
1931,1.1622058320170936e-06,0.0
1932,1.2208923223511192e-06,2.1919073223131136e-09
1933,1.2491550949178531e-06,1.1470662197865522e-09
1934,1.3647019496687562e-06,0.0
1935,1.4338004863390097e-06,1.196828414151696e-09
1936,1.2852197137647181e-06,2.424942913137329e-09
1937,1.1999335853829507e-06,1.2591118148108649e-09
1938,1.3937605913838524e-06,0.0
1939,1.1898770786444857e-06,1.5294050470515685e-09
1940,1.6482589249022794e-06,0.0
1941,1.7502410223357856e-06,0.0
1942,1.4867637982973747e-06,0.0
1943,1.5038757812391168e-06,5.806470415592457e-09
1944,1.5005579498961197e-06,0.0
1945,1.148071634204939e-06,2.178504043826024e-09
1946,1.055219680523578e-06,4.1763312808029696e-09
1947,1.2004317078151416e-06,1.1920870957027319e-09
1948,1.20677956871873e-06,0.0
1949,1.0278407174268978e-06,3.9268033269479474e-09
1950,1.2560361923874552e-06,2.1270722960764488e-09
1951,1.0831984607051481e-06,0.0
1952,1.2031620837404944e-06,1.0544803918932644e-09
1953,1.185121021762825e-06,0.0
1954,1.1756360756010054e-06,9.772536113672459e-10
1955,1.0830991659105393e-06,0.0
1956,1.0997359538578166e-06,0.0
1957,1.1741765284511985e-06,0.0
1958,1.045611554673087e-06,1.6544486891589827e-09
1959,9.773693490089386e-07,0.0
1960,9.751454523865277e-07,6.920833350854139e-10
1961,1.046392789305628e-06,2.779263708063695e-09
1962,9.13875918939766e-07,0.0
1963,9.395175215587415e-07,3.2330267352165265e-09
1964,9.697845060330224e-07,6.083968329129164e-10
1965,9.083591940850511e-07,1.0944086747954884e-09
1966,8.895753893511937e-07,0.0
1967,8.337197439090005e-07,4.930335584241163e-10
1968,9.0097802285527e-07,1.3474247273492779e-09
1969,8.99722210512266e-07,9.083515606356229e-10
1970,8.075361019876937e-07,9.197450023812337e-10
1971,7.964515873482014e-07,5.138397485282553e-10
1972,7.561836747882467e-07,0.0
1973,7.332561211548239e-07,2.205281512956958e-09
1974,7.352622199974235e-07,1.1251143350321513e-09
1975,7.002274795553376e-07,5.711480177694739e-10
1976,6.896226834030017e-07,1.142705374768127e-09
1977,6.799436516047308e-07,0.0
1978,6.386135602554077e-07,2.970295565063452e-09
1979,7.455414055002052e-07,1.1703946700691858e-09
1980,6.816495758954488e-07,5.685150683554241e-10
1981,6.51531617990031e-07,0.0
1982,6.232332374622729e-07,1.2415004579935385e-09
1983,5.829036524573894e-07,0.0
1984,5.828003351027178e-07,1.1598016991243298e-09
1985,6.274227075664385e-07,0.0
1986,6.066419464545447e-07,0.0
1987,7.100769332524237e-07,0.0
1988,5.864629866181303e-07,0.0
1989,6.025958052546798e-07,2.1952488715726304e-09
1990,5.475893987139102e-07,1.6345953479657283e-09
1991,4.99396809239272e-07,1.7584396161396398e-09
1992,5.438314643058106e-07,0.0
1993,5.722001343855254e-07,1.1078414852150331e-09
1994,5.306576005281727e-07,3.164955852952289e-09
1995,6.273775525755809e-07,0.0
1996,5.364782582617522e-07,5.338092190498855e-10
1997,5.269588934098124e-07,4.79489448146353e-10
1998,5.154347846314522e-07,4.768129224785866e-10
1999,5.068353354786836e-07,0.0
2000,5.253039576658125e-07,4.4180314962005696e-10
2001,5.494039676534612e-07,4.3812117822561447e-10
2002,4.885061786197298e-07,0.0
2003,5.28782508446568e-07,0.0
2004,5.131581524153717e-07,0.0
2005,4.909087172322302e-07,0.0
2006,4.974411123015443e-07,0.0
2007,4.501778230192599e-07,7.988958938831558e-10
2008,4.593777367389862e-07,0.0
2009,4.305677965277255e-07,0.0
2010,4.383679970132448e-07,0.0
2011,3.846915856975386e-07,0.0
2012,3.7106355943450353e-07,6.808505426114664e-10
2013,3.9745032953675263e-07,1.1156500168141292e-09
2014,4.2659269983147396e-07,0.0
2015,4.324538656064192e-07,4.433150790905671e-10
2016,4.5258778857970583e-07,1.86420612280358e-09
2017,3.632542742160183e-07,0.0
2018,3.77152297836858e-07,2.5814667070633845e-10
2019,3.903011283057367e-07,0.0
