year,soient_VERB avant_ADV,soient_VERB savants_ADJ
1989,2.1952488715726304e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,7.628111475810329e-09
1991,2.9307325455363298e-09,5.2753188484189195e-09
1992,4.958949695321735e-09,5.509944056569793e-09
1993,4.985286850001103e-09,4.985286850001103e-09
1994,6.329911705904578e-09,6.857404422078162e-09
1995,4.880205572987961e-09,3.795715741716776e-09
1996,5.3380921904988554e-09,2.6690460952494277e-09
1997,3.835915585170824e-09,9.58978851883785e-09
1998,4.7681290027412615e-09,2.86087753487152e-09
1999,0.0,5.0272213059088244e-09
2000,6.185244316725402e-09,4.418031274155965e-09
2001,2.190605918883648e-09,5.257454027685071e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,5.416999737661854e-09,8.333845613606172e-09
2004,4.404791198453495e-09,7.047666006343434e-09
2005,4.503749373441224e-09,4.954124666056714e-09
2006,2.8825228870488218e-09,8.235780057930242e-09
2007,3.595031605740928e-09,9.18730247434496e-09
2008,3.8316958494988285e-09,3.8316958494988285e-09
2009,3.337734755248789e-09,2.860915504498962e-09
2010,3.3066551718974324e-09,4.2514138876015295e-09
2011,3.059177577924288e-09,8.030340836739924e-09
2012,1.7021263287730903e-09,2.0425516833455504e-09
2013,2.7891249310130206e-09,6.693900100884775e-09
2014,1.9489005964601347e-09,4.547434873103384e-09
2015,2.659890530054554e-09,2.659890530054554e-09
2016,3.1070099826280284e-09,3.5212781579474495e-09
2017,3.2702947017071438e-09,1.0062445321423752e-09
2018,1.290733298020541e-09,3.0977600484760615e-09
2019,1.7856913725466939e-09,4.846876677788714e-09
