year,acceptant_VERB en_ADP,acceptant_VERB cent_DET
1800,3.144164484325529e-09,0.0
1801,0.0,0.0
1802,8.951360541686881e-09,0.0
1803,0.0,0.0
1804,5.9324420931261557e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,1.9928686256776018e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,1.129515236897305e-08,0.0
1810,9.360507036149102e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,2.384235475716423e-09,7.152706427149269e-09
1819,5.175524897538253e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,1.1833785951154141e-08,0.0
1822,1.303330066093622e-08,0.0
1823,2.9648061783404955e-09,1.9765373782121287e-09
1824,1.6842225392110777e-09,0.0
1825,8.805443041381977e-10,0.0
1826,6.1655889282974385e-09,0.0
1827,5.530363722527909e-09,9.217273055917019e-10
1828,1.0089530988466322e-08,9.172301251858528e-10
1829,6.001223074036943e-09,0.0
1830,6.262101504006523e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,1.488296597074168e-08,0.0
1833,1.6217079235048004e-08,1.1583628500844156e-09
1834,1.120143711119681e-08,0.0
1835,1.1344631900556124e-08,0.0
1836,1.2769425516978572e-08,6.048674894287842e-09
1837,6.957891152126194e-09,0.0
1838,2.019891809368346e-08,0.0
1839,1.3982949909063791e-08,0.0
1840,3.4396318682183846e-08,0.0
1841,2.247191943638427e-08,1.926164561183441e-09
1842,6.708265054555795e-09,0.0
1843,1.1223130869097986e-08,0.0
1844,1.920996517412732e-08,0.0
1845,2.17628883802945e-08,0.0
1846,1.6392604607062822e-08,1.1709002656346001e-09
1847,2.8584086209093584e-08,0.0
1848,3.700802153616678e-08,0.0
1849,2.0948537127196687e-08,0.0
1850,1.9009188889640427e-08,0.0
1851,3.611685883697646e-08,0.0
1852,8.463708844885787e-09,0.0
1853,1.6124216628554677e-08,0.0
1854,2.909572138776184e-08,0.0
1855,2.3350523292720027e-08,0.0
1856,3.313401081284084e-08,5.177189232874468e-10
1857,9.274867096564776e-09,4.881509085841174e-10
1858,1.8106600663259087e-08,0.0
1859,4.0228169240208445e-08,0.0
1860,2.3801356663355477e-08,2.288591982591015e-09
1861,2.971057178058345e-08,0.0
1862,2.0782737308877586e-08,0.0
1863,2.8469338886338846e-08,1.4983863039219614e-09
1864,2.349416661218129e-08,3.835782358407869e-09
1865,3.388927893865912e-08,9.41368871743009e-10
1866,3.113992141923205e-08,0.0
1867,2.7661025470138156e-08,0.0
1868,2.7663294877022793e-08,0.0
1869,1.8557372527538973e-08,0.0
1870,2.1789384963000202e-08,5.734048791339319e-10
1871,2.7615060460561835e-08,0.0
1872,2.53988243770209e-08,0.0
1873,2.573981916498269e-08,0.0
1874,2.2703514623856336e-08,1.1949218281515073e-09
1875,2.4030413214859436e-08,5.721527140956084e-10
1876,2.3579457275602067e-08,0.0
1877,3.710889728836264e-08,6.184815992682502e-10
1878,1.5701630218245555e-08,0.0
1879,4.4598075343849075e-08,6.10932526790009e-10
1880,7.059631146333345e-08,0.0
1881,5.368830713337047e-08,0.0
1882,4.1263388927959e-08,0.0
1883,4.3603439081607576e-08,0.0
1884,3.9610181801208455e-08,0.0
1885,3.609555876415982e-08,1.2891271383708158e-09
1886,2.0005737511041843e-08,0.0
1887,4.113222434876107e-08,0.0
1888,3.487338218199909e-08,0.0
1889,4.38559585869136e-08,0.0
1890,4.3914388847543506e-08,0.0
1891,3.888274235919198e-08,0.0
1892,6.26851246465776e-08,0.0
1893,3.017624061740776e-08,0.0
1894,4.978215883966186e-08,0.0
1895,3.5509824414248214e-08,0.0
1896,5.071444775239797e-08,0.0
1897,4.2535007405142267e-08,0.0
1898,3.4515963642789416e-08,0.0
1899,1.6582735185011188e-08,0.0
1900,2.9069898377365178e-08,0.0
