year,seraient_VERB avant_ADP,seraient_VERB savants_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,4.405347908686963e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,9.023054303725075e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,8.421112696055388e-10,0.0
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,1.8434546111834038e-09,0.0
1828,0.0,0.0
1829,7.715858174606183e-09,0.0
1830,1.3567886369969528e-08,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,2.8003592777992026e-09,0.0
1835,7.563087933704082e-10,0.0
1836,4.704525213838906e-09,0.0
1837,6.262101948095733e-09,0.0
1838,3.1560809521380406e-09,0.0
1839,6.9914751765765e-10,0.0
1840,1.2739377552861697e-08,0.0
1841,1.8619591202195807e-08,6.420548537278137e-10
1842,7.379091560011375e-09,1.341653010911159e-09
1843,1.1813822142769936e-09,0.0
1844,7.683985892015244e-09,0.0
1845,1.674068439427856e-09,5.580227946389016e-10
1846,4.0981511517657054e-09,0.0
1847,4.853901280910122e-09,0.0
1848,4.82713291560799e-09,8.045221711050488e-10
1849,1.4245005175439474e-08,0.0
1850,0.0,0.0
1851,3.8696632564949596e-09,0.0
1852,0.0,0.0
1853,4.180352064508952e-09,2.9859659189668264e-09
1854,6.754363734984281e-09,0.0
1855,1.4328730202350926e-08,0.0
1856,1.1907535402144731e-08,0.0
1857,1.4644527812635033e-09,9.763018171682347e-10
1858,1.0766087576996597e-08,0.0
1859,5.601390462572908e-09,0.0
1860,3.204028820036342e-09,7.323494255473406e-09
1861,8.488735048217677e-09,0.0
1862,1.355395884417021e-08,0.0
1863,6.493007020935693e-09,0.0
1864,4.794728170054441e-09,0.0
1865,4.706844247692743e-09,0.0
1866,1.4596839292835284e-09,0.0
1867,9.7056229719783e-10,0.0
1868,5.9278488784286765e-09,0.0
1869,6.348574999037737e-09,0.0
1870,4.013834153937523e-09,0.0
1871,8.496941816815706e-09,0.0
1872,3.628403577593531e-09,0.0
1873,9.577607151811662e-09,0.0
1874,8.961913877669758e-09,0.0
1875,5.149374260327022e-09,0.0
1876,3.02300739996042e-09,0.0
1877,6.80329748092845e-09,0.0
1878,2.4156354694326865e-09,0.0
1879,1.4051448005147904e-08,0.0
1880,1.5402831010646878e-08,0.0
1881,1.2550513517339823e-08,5.5780060570498335e-09
1882,1.9966155395678697e-09,0.0
1883,3.159669414998234e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,6.445635580831777e-09,0.0
1886,2.5813855497602844e-09,6.453463874400711e-10
1887,6.528924512139156e-09,0.0
1888,1.1413106904001324e-08,0.0
1889,3.132568426877924e-09,0.0
1890,5.243509182406569e-09,3.2771931834929546e-09
1891,4.461953917456185e-09,0.0
1892,1.002961980134387e-08,0.0
1893,1.3548516086814288e-08,0.0
1894,1.827446460822557e-08,6.301539290376468e-10
1895,9.027921521465032e-09,3.611168697403855e-09
1896,1.0614652268259306e-08,0.0
1897,2.330685422435863e-09,0.0
1898,1.4711722506888236e-08,0.0
1899,1.2160672469008205e-08,3.8693048765026106e-09
1900,1.5573159428683425e-09,0.0
1901,4.470991132876634e-09,0.0
1902,1.4730852093691738e-09,0.0
1903,7.020286574288548e-09,0.0
1904,2.6873125946735854e-09,0.0
1905,1.5482276793932215e-08,1.0321518084666081e-09
1906,2.2634411678268407e-08,0.0
1907,5.65712765521198e-09,0.0
1908,1.080505640516094e-08,0.0
1909,4.950885035270858e-09,0.0
1910,1.2825961626106164e-08,1.068830135508847e-09
1911,1.1704822888702893e-08,3.7242617878519013e-09
1912,3.125652625612929e-09,0.0
1913,3.71209285532359e-09,0.0
1914,4.018046340092951e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,2.197492321442951e-08,0.0
1917,1.315970976634162e-08,0.0
1918,1.378365155346728e-08,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,9.843901693784574e-09,0.0
1921,8.330022005509363e-09,0.0
1922,4.426761179843197e-09,0.0
1923,9.554353752605493e-09,0.0
1924,0.0,0.0
1925,2.1996355847875293e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,3.3447675740205796e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,8.912325100141061e-09,0.0
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,7.983749661377715e-09,0.0
1932,2.1919072779041926e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,7.180970484910176e-09,0.0
1936,8.487299751891442e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,7.647025235257843e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,2.178504132643866e-08,0.0
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,1.0728784083369192e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.0635361036293034e-08,0.0
1951,5.330700769690111e-09,0.0
1952,8.435843135146115e-09,0.0
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,0.0
1955,6.569925492527773e-09,0.0
1956,1.1337483840634377e-08,0.0
1957,7.068030161150318e-09,0.0
1958,5.790570245522986e-09,0.0
1959,8.525822714489095e-09,3.100299128533379e-09
1960,8.997083078554624e-09,0.0
1961,7.64297514166401e-09,0.0
1962,8.8787386332001e-09,1.2683912808952869e-09
1963,1.0345685197421517e-08,6.466053248388448e-10
1964,1.7035111099517053e-08,1.8251904432275978e-09
1965,6.0192477668863376e-09,3.830430195250756e-09
1966,1.38476865529924e-08,5.539074754423723e-10
1967,1.3311906243984595e-08,9.860671168482327e-10
1968,8.084548142051062e-09,1.3474247273492779e-09
1969,1.1354394757745467e-08,0.0
1970,1.103694025061941e-08,4.5987250119061684e-10
1971,1.1818314327172175e-08,0.0
1972,1.0260293947794707e-08,5.130146862875051e-10
1973,5.513203671370093e-09,1.102640756478479e-09
1974,4.500457340128605e-09,0.0
1975,1.2565256390928425e-08,0.0
1976,7.427584769459372e-09,1.142705374768127e-09
1977,1.23412418062685e-08,0.0
1978,7.128709622605811e-09,0.0
1979,5.851973128301324e-09,5.851973350345929e-10
1980,1.0801786132219604e-08,0.0
1981,6.958104314946922e-09,0.0
1982,5.586751949948621e-09,6.207502289967692e-10
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,9.278413592994639e-09,0.0
1985,5.414002135495366e-09,0.0
1986,1.3787316177626963e-08,0.0
1987,7.944062296871834e-09,1.8332451112712533e-09
1988,1.199310784016916e-08,0.0
1989,8.232182935330457e-09,0.0
1990,1.6345952147389653e-08,0.0
1991,1.2895223555631219e-08,0.0
1992,1.4876849085965205e-08,0.0
1993,7.200969598386564e-09,0.0
1994,1.2659823411809157e-08,5.274926606624319e-10
1995,1.3013881527967897e-08,0.0
1996,1.975094043871195e-08,0.0
1997,1.4864173003559245e-08,0.0
1998,1.5258013519314773e-08,0.0
1999,1.3253583119876566e-08,0.0
2000,1.988114206596947e-08,0.0
2001,2.015357480900093e-08,0.0
2002,1.445803121669087e-08,8.76244299341522e-10
2003,1.12506919336397e-08,0.0
2004,1.805964444656638e-08,4.404791253964646e-10
2005,1.6213498099659773e-08,4.5037495954858286e-10
2006,1.2353670086895363e-08,0.0
2007,2.077129401811817e-08,0.0
2008,2.171294255504108e-08,0.0
2009,2.0026408975581944e-08,0.0
2010,1.795041271179798e-08,0.0
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,1.05531832161887e-08,3.404252713057332e-10
2013,1.338780020176955e-08,0.0
2014,1.4941571535587173e-08,2.1654451842767486e-10
2015,1.0639562120218216e-08,1.329945265027277e-09
2016,1.0563834251797743e-08,6.214020409345267e-10
2017,1.0062445099379147e-08,5.031222660711876e-10
2018,1.2649186587054828e-08,2.5814667070633845e-10
2019,1.1479444950168727e-08,0.0
