year,sont_VERB avant_ADP,sont_VERB savants_ADJ
1800,2.0751485863002017e-07,6.288328968651058e-09
1801,1.6668278135512082e-07,7.143547975374531e-09
1802,1.4545960880241182e-07,6.713520406265161e-09
1803,1.9308357934733067e-07,3.900678446910888e-09
1804,1.557266102736321e-07,2.4718509461507665e-09
1805,1.847870549909203e-07,0.0
1806,1.9595350408962986e-07,5.76333825108577e-09
1807,1.9359295322374237e-07,0.0
1808,2.1074488643080258e-07,0.0
1809,6.551188391767937e-08,6.7770917766551975e-09
1810,2.3167254425970896e-07,9.360507036149102e-09
1811,9.27618373225414e-08,0.0
1812,4.267533171287141e-08,0.0
1813,1.8404746526812232e-07,2.8757416448144113e-09
1814,7.552024783308298e-08,6.293354282149721e-09
1815,1.5104451733805035e-07,0.0
1816,8.57513455798653e-08,2.3176038865813098e-09
1817,6.85024303948012e-08,9.341240669868967e-09
1818,1.6689648418832803e-07,2.8610825708597076e-08
1819,2.4635500039948965e-07,3.1053151161586356e-09
1820,9.967844505354151e-08,1.898636980968149e-08
1821,1.3717329920837074e-06,1.7750679148775816e-08
1822,1.0927921323400369e-07,4.010246357211145e-09
1823,7.708495530778237e-08,6.917880934764753e-09
1824,8.926379280183028e-08,1.0105335235266466e-08
1825,5.0191026446100295e-08,1.3208164340028361e-08
1826,3.963592831723872e-08,2.8185549894033102e-08
1827,6.452091128039683e-08,9.217273166939322e-09
1828,3.3020285172824515e-08,3.393751413227619e-08
1829,7.887322084343396e-08,5.143905745796928e-09
1830,5.5315229730013016e-08,8.349468672008697e-09
1831,1.1849316905454543e-07,1.2472964883158966e-08
1832,9.470978312720035e-08,1.8941957335982806e-08
1833,1.1236119945579048e-07,6.950177322551099e-09
1834,9.801257760955195e-08,7.467624740797874e-09
1835,7.563087933704082e-08,9.075705520444899e-09
1836,1.4046368335129955e-07,3.2259599436201825e-08
1837,1.5168201628057432e-07,5.844628248041772e-08
1838,1.0604431821548133e-07,4.5447563934430946e-08
1839,8.529599426765344e-08,2.7266752411492234e-08
1840,9.873017603467815e-08,3.4396318682183846e-08
1841,1.335474166808126e-07,3.2102743574569104e-08
1842,1.3349448124699848e-07,5.0311989241436095e-08
1843,1.6834697191825398e-07,4.6073907356003474e-08
1844,1.0647809034480815e-07,6.366730787021879e-08
1845,1.3727360226312157e-07,6.41726245476093e-08
1846,1.7914774730343197e-07,6.322861167973315e-08
1847,1.2728007448004064e-07,4.6921044827286096e-08
1848,1.592953964291155e-07,2.574470947536156e-08
1849,1.8686095870634745e-07,3.6869426622843093e-08
1850,1.6565149962843861e-07,4.412847331991543e-08
1851,2.2702025148646499e-07,7.223371767395292e-08
1852,1.0286661478176029e-07,6.315229228448516e-08
1853,1.7975514765566913e-07,4.538668108011734e-08
1854,1.7561346510319709e-07,3.896748168585873e-08
1855,1.8892696118655294e-07,4.086341576226005e-08
1856,1.9569775133732037e-07,3.986435714864456e-08
1857,2.279664812476767e-07,5.369659916709679e-08
1858,2.1189616461469996e-07,2.6425849952715907e-08
1859,2.444243136778823e-07,4.7357211485632433e-08
1860,2.828699621204578e-07,3.61597543019343e-08
1861,2.2023550627636723e-07,2.452301117727984e-08
1862,2.6294679855709546e-07,2.84633134839396e-08
1863,2.01782683006968e-07,3.845858032036631e-08
1864,1.7548704533965065e-07,3.5960461275408306e-08
1865,2.626419188800355e-07,4.6127073716206723e-08
1866,2.3598222753662412e-07,2.6274308950746672e-08
1867,2.9699205583710864e-07,3.299911810472622e-08
1868,2.628013078265212e-07,3.6061081232219294e-08
1869,3.569852538021223e-07,4.150991372853241e-08
1870,3.056248090160807e-07,3.2110673231500186e-08
1871,2.2198260296590888e-07,4.991953161948004e-08
1872,2.7817759473691694e-07,3.5679303067581714e-08
1873,3.3701203960845305e-07,5.6268440573603584e-08
1874,2.569081800629647e-07,3.584765551067903e-08
1875,2.631902589200763e-07,2.689117728493784e-08
1876,3.282985971964081e-07,4.474050996350343e-08
1877,3.6614110854316095e-07,1.4225077116236662e-08
1878,3.2611077926958387e-07,3.5026715750063886e-08
1879,3.48842462472021e-07,2.932476128592043e-08
1880,3.2538480354560306e-07,3.273101611966922e-08
1881,3.7163465549383545e-07,2.091752193678076e-08
1882,3.1879295647740946e-07,2.0631693686823382e-08
1883,3.406123596505495e-07,3.917990198942789e-08
1884,3.1754163387631706e-07,2.6406787867472303e-08
1885,3.480643329112354e-07,2.320428826863008e-08
1886,3.652660609532177e-07,2.710454793941608e-08
1887,3.414627656184166e-07,1.566941953967671e-08
1888,3.639512726749672e-07,2.1558090423923204e-08
1889,4.2164370483988023e-07,2.318100555953606e-08
1890,4.293123083698447e-07,3.5393686204088226e-08
1891,3.716170340339886e-07,2.1672347472190268e-08
1892,4.206171695386729e-07,3.63573704476039e-08
1893,4.3170498997824325e-07,1.847524977449666e-08
1894,4.4299821411186713e-07,2.520615716150587e-08
1895,4.5681284177589987e-07,2.2268872967856623e-08
1896,4.753005384827702e-07,2.7126333179694484e-08
1897,4.981840220352751e-07,2.505486840220783e-08
1898,5.386754082792322e-07,1.867257104493092e-08
1899,5.312002713253605e-07,3.0954439012020885e-08
1900,4.84325255456497e-07,2.491705508589348e-08
1901,4.86779185848718e-07,1.5089595351014395e-08
1902,4.704051832504774e-07,2.995273007400101e-08
1903,5.114008558848582e-07,2.430099144135056e-08
1904,5.379999947763281e-07,3.7622378101787035e-08
1905,5.336224830898573e-07,3.148063143498803e-08
1906,4.799524049303727e-07,2.36632491379396e-08
1907,5.307414312483161e-07,3.4971336049238744e-08
1908,5.996806180519343e-07,2.553922229253658e-08
1909,5.671514031746483e-07,1.870334465081669e-08
1910,5.076943239146203e-07,3.954671612405036e-08
1911,5.346976195141906e-07,3.085817112946643e-08
1912,6.152326363917382e-07,3.3861237369592345e-08
1913,5.202232955525687e-07,2.4393752795504042e-08
1914,5.973495262878714e-07,1.808120764223986e-08
1915,4.841893428420008e-07,1.8849219074468238e-08
1916,4.911395308226929e-07,4.504859418830165e-08
1917,6.579854812116537e-07,9.869782324756216e-09
1918,6.880339356030163e-07,2.2972752589112133e-08
1919,6.36262313946645e-07,1.012863304339362e-08
1920,6.118362989582238e-07,1.590168707821249e-08
1921,6.164216301840497e-07,3.180553775905537e-08
1922,6.499961386907671e-07,2.2133805899215986e-08
1923,5.881234983462491e-07,7.855801698042342e-08
1924,6.79388620028476e-07,3.867487308184536e-08
1925,6.037999469299393e-07,2.1996356736053713e-08
1926,6.018914859851066e-07,2.452150482668003e-08
1927,6.310461344583018e-07,3.4562596340492746e-08
1928,6.718512395309517e-07,2.399468712610542e-08
1929,6.940473440408823e-07,1.7824650200282122e-08
1930,6.669788490398787e-07,2.6259009189288918e-08
1931,6.774781695639831e-07,2.167017854048936e-08
1932,7.046982091196696e-07,2.301502632917618e-08
1933,7.10033987161296e-07,2.982372038218273e-08
1934,7.907842700660694e-07,1.9170528275935794e-08
1935,7.540019169027801e-07,2.393656828303392e-08
1936,7.832565529497515e-07,2.66743711563322e-08
1937,7.806493158568628e-07,1.510934133364117e-08
1938,8.297737394968863e-07,1.4261735792331365e-08
1939,7.907024155429099e-07,2.141167065872196e-08
1940,8.114505476441991e-07,2.2822046474857416e-08
1941,6.58185058455274e-07,8.854508237732261e-09
1942,8.677845926285954e-07,2.730790527039062e-08
1943,7.664540930818475e-07,1.7419411690866582e-08
1944,8.900525472199661e-07,1.927911696952833e-08
1945,8.561520985495008e-07,3.0499055725385915e-08
1946,8.756374541007972e-07,4.037120149291695e-08
1947,7.533990356023423e-07,1.6689218895749036e-08
1948,8.208275517063157e-07,3.8051606310318675e-08
1949,9.620667924536974e-07,1.7670615193310368e-08
1950,8.582736654716427e-07,2.5524867552917385e-08
1951,8.369200372726482e-07,1.5992101864981123e-08
1952,7.855878720874898e-07,4.2179216563908994e-08
1953,8.942276963352924e-07,7.54167928107563e-09
1954,8.316428079524485e-07,1.8567819282111486e-08
1955,8.63475918322365e-07,3.660387193349379e-08
1956,9.488601904195093e-07,2.52913103793162e-08
1957,8.128234867399442e-07,1.9437083054185678e-08
1958,7.941353601381707e-07,2.2335056470978998e-08
1959,8.394059705096879e-07,2.325224279786653e-08
1960,8.388050218854914e-07,2.422291700554524e-08
1961,9.102088824874954e-07,2.848745239703021e-08
1962,8.720190294297936e-07,1.8391673961559718e-08
1963,9.104202831622388e-07,1.8104948651398445e-08
1964,8.651402936266095e-07,2.251068309533366e-08
1965,8.673188744978688e-07,3.009623839034248e-08
1966,9.02869203400769e-07,3.932743197765376e-08
1967,8.268172564385168e-07,2.070740912074598e-08
1968,8.68190682012937e-07,2.8295920273535557e-08
1969,7.684654406148184e-07,1.9529558414888015e-08
1970,8.507641382493603e-07,3.219107469476512e-08
1971,8.118668120005168e-07,2.8775026805760717e-08
1972,8.664817983117246e-07,1.6929485369132635e-08
1973,8.793559800324147e-07,1.4334330167287135e-08
1974,8.865901008903165e-07,1.1813700240281833e-08
1975,9.252597692466225e-07,1.4849848462006321e-08
1976,9.341616191704816e-07,1.5997875024709174e-08
1977,9.232424531546712e-07,1.9981058585472056e-08
1978,8.976233516477805e-07,1.128712323605896e-08
1979,9.7727956926974e-07,2.3407892513205297e-08
1980,1.0244641543977195e-06,1.9329512213062117e-08
1981,1.0595294952508993e-06,1.8976647808699454e-08
1982,1.0807261787704192e-06,2.669225906970496e-08
1983,1.040764118442894e-06,2.841892232652299e-08
1984,1.0548396858212072e-06,3.015484395518797e-08
1985,1.1525809213708271e-06,1.9249785765396155e-08
1986,1.0826040579559049e-06,1.3787316177626963e-08
1987,1.1445559948697337e-06,3.299841111470414e-08
1988,1.1429431197029771e-06,1.739000587974715e-08
1989,1.1354924254192156e-06,1.3720305780395847e-08
1990,1.1801778327935608e-06,1.6345952147389653e-08
1991,1.14239958293183e-06,3.3996499837485317e-08
1992,1.2215546121296939e-06,1.652983172562017e-08
1993,1.1527090464369394e-06,1.550978012687665e-08
1994,1.1831660913230735e-06,1.3714808844156323e-08
1995,1.2693957387455157e-06,1.4640617607142303e-08
1996,1.3051635505689774e-06,2.1352368761995422e-08
1997,1.4221657238522312e-06,1.2946214766884623e-08
1998,1.4232865623853286e-06,1.859570453177639e-08
1999,1.355064682684315e-06,1.8737825513426287e-08
2000,1.4990380350354826e-06,1.4579503826439577e-08
2001,1.4471143003902398e-06,1.9277331730904734e-08
2002,1.310861421188747e-06,2.102986229601811e-08
2003,1.5367611467809184e-06,1.5417615628621206e-08
2004,1.4328785482575768e-06,1.4095332012686868e-08
