year,soient_VERB en_PRON,soient_VERB sans_ADP
1800,3.458580977167003e-08,6.351212391564331e-07
1801,7.619784447854272e-08,3.0955374086261145e-07
1802,1.0741632650024258e-07,2.1483265300048515e-07
1803,8.776526527753958e-08,2.398917331447592e-07
1804,6.179627121127851e-08,2.1505103120489366e-07
1805,1.0518647552970606e-07,3.439882050315646e-07
1806,9.509508203109363e-08,3.544452908954554e-07
1807,2.3629726797480544e-07,3.5871633485839993e-07
1808,1.0197333155659294e-07,2.741949458595627e-07
1809,8.584315747128812e-08,3.0722816291017807e-07
1810,8.658468919620077e-08,3.1123684607337054e-07
1811,9.27618422075227e-08,2.2563691004506836e-07
1812,1.1468995619878797e-07,2.053750307595692e-07
1813,4.3136123117903935e-08,1.2653262615458516e-07
1814,4.72001566720337e-08,2.8949429520253034e-07
1815,2.966945977789237e-08,2.832084646797739e-07
1816,9.038655512938476e-08,2.688420579488593e-07
1817,1.1987924608547473e-07,2.631116160500824e-07
1818,3.457141417584353e-08,3.361772087373538e-07
1819,6.314140499341647e-08,3.405495476727083e-07
1820,1.4239777712532486e-07,3.53621146587102e-07
1821,9.171183990019927e-08,2.810524222240929e-07
1822,9.825103575167304e-08,2.7971469762633205e-07
1823,9.388552868472289e-08,2.5497331535007106e-07
1824,1.145271335545317e-07,2.1726471288729954e-07
1825,7.132409196586309e-08,2.7825200277220574e-07
1826,6.60598833412962e-08,3.091602422955475e-07
1827,9.032927295038462e-08,3.216828190488741e-07
1828,7.979902250099258e-08,3.164443853620469e-07
1829,9.17329860961047e-08,3.197794740117388e-07
1830,1.1584887715798686e-07,3.0162456710058905e-07
1831,4.365537620287796e-08,1.9489007740958186e-07
1832,8.659180217307494e-08,2.232444984429094e-07
1833,6.71850450828515e-08,3.01174338801502e-07
1834,8.681114027631054e-08,3.0243879223235126e-07
1835,7.487457054367042e-08,2.6017022491942043e-07
1836,1.1492482521191505e-07,2.143919317632026e-07
1837,1.1758835682940116e-07,2.6648723405742203e-07
1838,1.1235647789931136e-07,2.2597539839352976e-07
1839,7.341049013120937e-08,3.2440445352222014e-07
1840,1.1975014757581448e-07,2.73259644245627e-07
1841,6.2921378329861e-08,2.52969613256937e-07
1842,1.2745703870109537e-07,2.2875184413351235e-07
1843,9.628265074113074e-08,2.3804851423392392e-07
1844,6.531388185848641e-08,2.189935912610963e-07
1845,7.644912614068744e-08,2.1986097920034808e-07
1846,7.669396495657566e-08,2.42961817775722e-07
1847,6.741529734455298e-08,1.9577402099457686e-07
1848,7.482056219032529e-08,2.3170238705461088e-07
1849,6.535943786190046e-08,2.103233214256761e-07
1850,1.1269733324326126e-07,1.8669739176857547e-07
1851,1.025460747428042e-07,1.9154833807988325e-07
1852,1.1002822120076416e-07,1.946653043205515e-07
1853,1.009256465067665e-07,2.2693340895330039e-07
1854,5.8191442442456776e-08,2.2549183142928086e-07
1855,7.16436545644683e-08,2.4411912136201863e-07
1856,6.367942662066639e-08,2.3918613578644e-07
1857,5.906625899498863e-08,2.1966791052818735e-07
1858,9.738415052140681e-08,2.373432863578273e-07
1859,7.179964578440945e-08,2.0012241463973623e-07
1860,9.01705232703165e-08,2.279437580909871e-07
1861,1.0186481791407687e-07,2.3626978418178624e-07
1862,8.132375495240041e-08,2.001467862555728e-07
1863,9.289994579164684e-08,2.2675578748021508e-07
1864,5.561884375282489e-08,2.0952961676812265e-07
1865,1.1014016099153423e-07,2.0380636556183163e-07
1866,5.887391552050758e-08,1.8586641203910403e-07
1867,7.95861101465789e-08,1.9168605547292827e-07
1868,7.656804790201477e-08,2.0747471296544973e-07
1869,3.613804100410789e-08,1.640862450358327e-07
1870,8.601072920555453e-08,2.3738961374419887e-07
1871,7.647247457498452e-08,1.8587060424124502e-07
1872,7.680120717168393e-08,1.5420715726577328e-07
1873,1.0116347626265565e-07,1.8436894322348962e-07
1874,9.38013648976721e-08,1.3980584867567813e-07
1875,6.522540968445512e-08,1.52764769723035e-07
1876,6.046014622285156e-08,1.7231141669071803e-07
1877,7.174386418284939e-08,2.0162499936304812e-07
1878,9.964496594516703e-08,1.6788666812317388e-07
1879,1.0019293394947226e-07,2.1199358002377267e-07
1880,7.444701788372754e-08,1.8419218861254194e-07
1881,7.111957667227387e-08,1.2759689127506135e-07
1882,4.924984975396285e-08,2.2295540702543803e-07
1883,8.341527113486791e-08,1.7251795725314878e-07
1884,7.856019657026536e-08,1.485381773136396e-07
1885,7.734762530464678e-08,2.139951078561353e-07
1886,5.679048031836942e-08,1.7166213694963517e-07
1887,8.030577003381723e-08,1.5995865965123812e-07
1888,7.798956058735484e-08,1.445660160470652e-07
1889,8.207329482701198e-08,1.67279154084099e-07
1890,6.357754911423541e-08,1.4812913207151723e-07
1891,6.82041534361133e-08,1.376831590960137e-07
1892,6.268512287022077e-08,1.654887284985307e-07
1893,6.774258315411785e-08,1.5026536459572526e-07
1894,5.734400687629204e-08,1.1783878761661981e-07
1895,8.125129369318529e-08,1.4143743953809462e-07
1896,1.014288981693312e-07,1.3858017666734668e-07
1897,6.059782009515402e-08,1.6606134067842504e-07
1898,9.39286937118311e-08,1.7257983131457877e-07
1899,7.517506617205072e-08,2.012038464727084e-07
1900,7.578937477603631e-08,1.692283291276908e-07
1901,5.085752285971523e-08,1.1065703375834346e-07
1902,1.0802624661465643e-07,1.1735578198113217e-07
1903,6.102249017203576e-08,1.9710803655925702e-07
1904,7.040758998044794e-08,1.5102696693247708e-07
1905,5.16075902012858e-08,2.0333391148597002e-07
1906,7.561951065326866e-08,1.1831624391334117e-07
1907,6.83998173656164e-08,1.8925663880509092e-07
1908,5.598983587873363e-08,1.8614164787322807e-07
1909,7.316308270333138e-08,1.4907665502050804e-07
1910,7.107720367827142e-08,1.9933682438022515e-07
1911,6.597263846330748e-08,1.9791791316947638e-07
1912,4.115442919783163e-08,1.4325908637147222e-07
1913,7.212066233108771e-08,1.7446836864110082e-07
1914,5.022557747480505e-08,1.9688425823005673e-07
1915,5.772573485884891e-08,1.5550605780845217e-07
1916,8.899844416987435e-08,1.5602195446717815e-07
1917,5.9218690839912824e-08,1.601097920911343e-07
1918,6.087779436114715e-08,1.3553923849940475e-07
1919,2.9465115680693543e-08,1.9612717494510434e-07
1920,3.7861157320406846e-08,1.7113244155098073e-07
1921,6.058198170899587e-08,1.438822039290244e-07
1922,4.500540784491136e-08,1.4829650751835288e-07
1923,4.883336268690641e-08,1.4331530451272556e-07
1924,6.316896117297688e-08,1.418078738879558e-07
1925,5.719052387220813e-08,1.583737656574158e-07
1926,8.805449080995231e-08,1.5493132821120525e-07
1927,4.9056590900597996e-08,1.5385930396405456e-07
1928,6.627103654732736e-08,1.3368467932650674e-07
1929,3.119313873867213e-08,1.6153589399436896e-07
1930,4.8316574741136264e-08,1.4494972333523037e-07
1931,6.044839295782367e-08,1.3914535657022498e-07
1932,5.808554437436442e-08,1.753525822323354e-07
1933,6.882397451946076e-08,1.3764794459802943e-07
1934,7.548395508649719e-08,1.1023053758663082e-07
1935,4.4282651323612754e-08,1.4720988872340968e-07
1936,6.18360447290911e-08,1.4428410111122503e-07
1937,6.547381481425418e-08,1.23392950968082e-07
1938,5.0564336273595245e-08,1.7503039373423235e-07
1939,8.717608857011783e-08,1.2847002039961808e-07
1940,8.875240098404902e-08,1.749690170527174e-07
1941,9.149658142248995e-08,1.475751361112998e-07
1942,3.6410541692788456e-08,2.2453167503044824e-07
1943,3.774205858952939e-08,1.5387146845569077e-07
1944,6.105053529381621e-08,1.6065931163211644e-07
1945,5.2284097051824574e-08,1.524952892850706e-07
1946,5.986074569364064e-08,1.280741628306714e-07
1947,5.006765668724711e-08,1.5258714824994968e-07
1948,5.762100485640076e-08,1.380729770517064e-07
1949,6.871905666727685e-08,1.2369430635317258e-07
1950,6.168509547599399e-08,1.733563976813457e-07
1951,6.076998948501e-08,1.3006909682644618e-07
1952,6.959570642006696e-08,1.8664303524928982e-07
1953,7.541678881395342e-08,1.6053002127591753e-07
1954,9.088458652328768e-08,1.3095198880819225e-07
1955,6.569925714572378e-08,1.924049541912609e-07
1956,6.279222097838044e-08,1.6395746627040353e-07
1957,6.714628497661579e-08,1.3959359534965188e-07
1958,5.4596807075313336e-08,1.455914855341689e-07
1959,6.43312061399115e-08,1.4261375724800018e-07
1960,6.436375343810141e-08,1.543345860000045e-07
1961,6.600751589758147e-08,1.479957916217245e-07
1962,8.054284705849568e-08,1.236681441696419e-07
1963,9.440437498398069e-08,1.3643372653859842e-07
1964,7.787479439080869e-08,1.435816585626526e-07
1965,8.700548770335104e-08,1.6087807352960226e-07
1966,8.807129026067173e-08,1.2961434947555972e-07
1967,9.219727226117413e-08,1.6911050693124707e-07
1968,7.276093449970489e-08,1.5675041709073412e-07
1969,7.675570484755312e-08,1.362527370929456e-07
1970,8.001781859334756e-08,1.4210060328423424e-07
1971,7.450676209330709e-08,1.2948761707320955e-07
1972,8.618646774039007e-08,1.3389683317655e-07
1973,6.560712662029289e-08,1.5657498408927495e-07
1974,8.550868646484133e-08,1.3501372109203658e-07
1975,9.53817216320374e-08,1.2793715598036215e-07
1976,7.82753204475739e-08,1.0741430855887302e-07
1977,8.403797835399018e-08,1.2517544689671922e-07
1978,8.792075179009373e-08,1.1643559361118605e-07
1979,9.246117826933187e-08,1.644404505896091e-07
1980,9.607904472019868e-08,1.2734737708797184e-07
1981,8.476236385002167e-08,1.4485507904282713e-07
1982,7.138627933223063e-08,1.3408204324605322e-07
1983,7.073153796000042e-08,1.2693784867678914e-07
1984,1.1018115897432068e-07,1.3743650129072194e-07
1985,8.00069234196954e-08,1.3535004939058126e-07
1986,8.871838647062091e-08,1.3187867864417058e-07
1987,9.838414882779034e-08,1.0266172267847651e-07
1988,7.975416593808404e-08,9.594486272135327e-08
1989,9.659095145941876e-08,1.273244407684615e-07
1990,7.137732854767265e-08,1.1278707745532301e-07
1991,7.971593013467171e-08,1.3364140727389895e-07
1992,6.556833653803551e-08,1.2066777799191186e-07
1993,6.591656642740418e-08,1.262939264279339e-07
1994,7.64864367397422e-08,1.0338855815916759e-07
1995,7.86255398566027e-08,1.220051473183048e-07
1996,7.90037617548478e-08,1.3345230343020376e-07
1997,8.151320685101382e-08,1.3281857036417932e-07
1998,7.724369055495117e-08,1.1443510317121763e-07
1999,7.769342050267802e-08,1.2339543786765717e-07
2000,8.305899257265992e-08,1.1221799667282539e-07
2001,8.49955057447005e-08,9.857726723794258e-08
2002,8.455757694036947e-08,9.945372880793002e-08
2003,7.708807459039235e-08,1.1417368739330414e-07
2004,8.85363036218223e-08,1.1452457471250455e-07
2005,8.286899344511767e-08,8.557124431263219e-08
2006,7.53573843326194e-08,9.924114863224531e-08
2007,7.110173286251076e-08,1.1064707905461546e-07
2008,7.19507307900269e-08,9.110920728971905e-08
2009,7.247652922259817e-08,1.0156249885540092e-07
2010,6.329882751288096e-08,1.034510646036324e-07
