year,trouvant_VERB en_ADP,trouvant_VERB sans_ADP
1971,1.0055844086309662e-06,1.0687866636160948e-07
1972,1.0193601838182076e-06,9.952484836261988e-08
1973,9.201536954606127e-07,1.0750747647669812e-07
1974,9.147179298452102e-07,7.369499060994045e-08
1975,8.567220106669993e-07,7.539153834557055e-08
1976,8.421738471042772e-07,9.198778605501445e-08
1977,7.963039365677105e-07,7.052137862562091e-08
1978,8.423758686149085e-07,8.970293197130275e-08
1979,7.818236440471082e-07,8.309802135286759e-08
1980,8.027432727431005e-07,8.243468241353469e-08
1981,7.388242124761746e-07,1.0373901560001286e-07
1982,7.871112757129595e-07,7.697302939480011e-08
1983,7.092099849614897e-07,6.441622479869125e-08
1984,7.898249805293744e-07,7.074790531191866e-08
1985,9.10755488803261e-07,7.338980534399298e-08
1986,7.894737450442335e-07,7.313271987996472e-08
1987,6.831893415437662e-07,8.310710830627954e-08
1988,7.795520104991738e-07,7.615623309753516e-08
1989,6.871129016872146e-07,9.549332746772166e-08
1990,6.718186682519445e-07,5.394164448446759e-08
1991,6.717239102727035e-07,7.619904884847983e-08
1992,7.427404966620088e-07,8.485313829353913e-08
1993,6.924009312569979e-07,7.09018541655837e-08
1994,6.767730837964336e-07,7.226649489933124e-08
1995,6.66419225581194e-07,4.9344302865961254e-08
1996,6.587205803043616e-07,7.419948322429093e-08
1997,6.382004471561231e-07,6.569005739365252e-08
1998,6.556177822858444e-07,7.295237658411224e-08
1999,6.137780133030901e-07,7.906447940797534e-08
2000,6.644719405812793e-07,7.289751757788565e-08
2001,6.111790185059363e-07,6.440381206118673e-08
2002,5.86207420383289e-07,6.528019769191928e-08
2003,6.46289720407367e-07,7.33378413553254e-08
2004,6.179922138471738e-07,7.488145303824467e-08
2005,6.102580982769723e-07,6.350286640977032e-08
2006,5.61268393539649e-07,5.8885824882892734e-08
2007,5.38056383447838e-07,6.950393971472124e-08
2008,5.866751848770946e-07,5.9178410172222584e-08
2009,5.616930707219581e-07,6.484741543744121e-08
2010,5.380400125432061e-07,5.999216989849288e-08
2011,4.493167011787591e-07,7.342026520085199e-08
2012,4.80680455439142e-07,8.102121107356197e-08
2013,5.062261720922834e-07,8.562613618146031e-08
2014,4.7185051244014176e-07,1.0242555781303508e-07
2015,5.497107053997752e-07,1.2390656323191251e-07
2016,5.559476790040208e-07,1.2780167590875635e-07
2017,4.2161644842053647e-07,6.138091546148416e-08
2018,4.595010807406652e-07,1.022260800453978e-07
2019,4.607083781138499e-07,9.08151656098255e-08
