year,trouvant_VERB en_ADP,trouvant_VERB sans_ADP
1800,9.526818303129403e-07,1.6664071722516383e-07
1801,1.5072886299094534e-06,2.1430643926123594e-07
1802,9.533198976896529e-07,2.1707049313590687e-07
1803,8.288941444334341e-07,3.0815360219094146e-07
1804,8.082952831500734e-07,3.18868758508728e-07
1805,8.557062187719566e-07,3.041879172993589e-07
1806,9.394241260451963e-07,3.371552850239823e-07
1807,8.683213081894792e-07,4.441250016640197e-07
1808,6.526292963826563e-07,3.8749865272080797e-07
1809,9.442747455068456e-07,2.3493916700978446e-07
1810,7.862826123528066e-07,3.5335913395329044e-07
1811,9.276184300688328e-07,3.3344120531353383e-07
1812,8.881803523763665e-07,4.000812365845263e-07
1813,9.576219781592954e-07,5.032547722993996e-07
1814,8.433094649262785e-07,3.713078911005141e-07
1815,9.602115369489184e-07,2.778140242298832e-07
1816,1.2190596407890553e-06,3.5922860774917353e-07
1817,1.111607616621768e-06,2.3820162842191905e-07
1818,1.169467509498645e-06,3.2067966992954666e-07
1819,8.705233085493091e-07,4.026558357850263e-07
1820,1.047810314958042e-06,3.5480779470020707e-07
1821,1.0926529512289562e-06,2.6527403118592474e-07
1822,1.2973147249795147e-06,3.52901665223726e-07
1823,1.2768431361109833e-06,2.8363310455858937e-07
1824,1.217692897625966e-06,3.183180652399642e-07
1825,1.1543935443114606e-06,2.808936470088952e-07
1826,1.0366997003075085e-06,2.8185550959847205e-07
1827,1.106994545807538e-06,3.161524772532509e-07
1828,1.0520629984966945e-06,4.4393937992381893e-07
1829,1.0382116215623682e-06,3.394977842186009e-07
1830,1.1031735311917146e-06,2.1186777043880056e-07
1831,1.1272442179688369e-06,2.1359952651067715e-07
1832,1.0336896139051532e-06,2.3542146720956225e-07
1833,1.0297845847162534e-06,2.629483608629357e-07
1834,9.735915682540508e-07,2.548326836215864e-07
1835,1.0890846624533879e-06,3.2218753887036655e-07
1836,1.1559690165086067e-06,3.2259601279172045e-07
1837,1.2760772278852528e-06,3.1240929843079357e-07
1838,1.2030980087729404e-06,2.9225310882452504e-07
1839,1.175966076516488e-06,2.600828814536271e-07
1840,1.0573683084658114e-06,3.197583793301817e-07
1841,1.1274482858425472e-06,2.3820234851257283e-07
1842,1.0800306426972384e-06,2.9918862409772373e-07
1843,9.456964562559733e-07,3.1897320029727894e-07
1844,1.1438161209298414e-06,3.320579682331015e-07
1845,1.04908281173266e-06,3.113767119700128e-07
1846,1.246423380507622e-06,3.741026226578015e-07
1847,1.1137007049910608e-06,2.281333619791326e-07
1848,9.847351520875236e-07,2.71928485950923e-07
1849,1.0625097957017715e-06,2.002680143942115e-07
1850,1.1025329058611533e-06,2.2878917071977867e-07
1851,1.0390045872554765e-06,2.302449597646472e-07
1852,9.850455171545036e-07,2.0768639630297514e-07
1853,9.746192972670542e-07,2.872499313966159e-07
1854,9.77304466687201e-07,2.9823114777727255e-07
1855,1.105434989767673e-06,2.685310178662803e-07
1856,1.1410525075916667e-06,2.3556210437813974e-07
1857,1.2106143003620673e-06,2.5530291347664047e-07
1858,1.2278233043616638e-06,2.6132231201181355e-07
1859,1.1503219639052986e-06,2.7701423377379797e-07
1860,1.167639652521757e-06,2.663920937173714e-07
1861,1.258219072042266e-06,2.5041767975908513e-07
1862,9.573612942403997e-07,1.933698073885992e-07
1863,1.070347252607462e-06,2.3724449427220407e-07
1864,1.1248431519561564e-06,2.641895173738362e-07
1865,1.0392711828899337e-06,2.706435378030392e-07
1866,1.026644326884707e-06,2.4230752870835204e-07
1867,1.204953036904044e-06,2.8825700404411236e-07
1868,1.0823264346981887e-06,2.568734616126278e-07
1869,1.1945087408093968e-06,2.6957026255658434e-07
1870,1.208164121635491e-06,2.1617363987758154e-07
1871,1.2267460078874137e-06,2.0605084394276219e-07
1872,1.3406951211436535e-06,2.388699007482842e-07
1873,1.195405047837994e-06,2.2507376229441434e-07
1874,1.097535687222262e-06,2.95743157963102e-07
1875,1.1866446811836795e-06,2.563244030362455e-07
1876,1.1021885484296945e-06,2.230979507800157e-07
1877,1.0656438007572433e-06,2.0904677588973186e-07
1878,1.0483857977305888e-06,2.3431664430972887e-07
1879,1.067910034180386e-06,2.645337719986429e-07
1880,1.0236465186608257e-06,2.3681853256185548e-07
1881,1.0493623676666175e-06,2.3776250146489986e-07
1882,1.0874899771806668e-06,2.3027632289895905e-07
1883,1.2044660024912446e-06,2.6541223929754665e-07
1884,1.0034578963313834e-06,2.2379753161771987e-07
1885,1.102848273148993e-06,1.8047779670737896e-07
1886,1.0622401305226958e-06,2.555571754214725e-07
1887,1.0380990715930238e-06,2.6180987333646044e-07
1888,1.1324337947371532e-06,2.2318963655010293e-07
1889,1.107049683923833e-06,2.4183428282142927e-07
1890,1.1050696002712357e-06,2.3268072446569477e-07
1891,1.2805808182747569e-06,1.9122659722370372e-07
1892,1.117675765271997e-06,2.3820347516689822e-07
1893,1.0383090511822957e-06,1.872158608140495e-07
1894,1.1708259535225807e-06,2.3567756457509859e-07
1895,1.1321013744236552e-06,2.702357781991793e-07
1896,1.1853028354380513e-06,2.5652075130722096e-07
1897,1.2655622185775428e-06,2.4239128748604344e-07
1898,1.239745529346692e-06,1.8955488290117728e-07
1899,1.1674245570247876e-06,1.752242297925477e-07
1900,1.2536393114714883e-06,2.3826933803761108e-07
1901,1.1333962675053044e-06,1.9392923933381212e-07
1902,1.5118763485588715e-06,1.7529713725039642e-07
1903,1.1048850865336135e-06,2.3220946498980766e-07
1904,1.0953485798381735e-06,2.0262337052656676e-07
1905,1.0749861303338548e-06,1.76497957415922e-07
1906,1.036038725032995e-06,1.677004193290088e-07
1907,1.0949113402602961e-06,1.8308522697907392e-07
1908,1.0151841252081795e-06,1.8908847376764015e-07
1909,1.069391259989061e-06,1.6502951005747946e-07
1910,1.1142553830723045e-06,1.8490760833600461e-07
1911,1.125791186495917e-06,1.6652770806757644e-07
1912,1.1158580264236662e-06,1.6565958871339603e-07
1913,1.080219021787343e-06,1.7287746856275987e-07
1914,1.2596574379131198e-06,1.600521697397994e-07
1915,1.6693339830453624e-06,1.4843759998939277e-07
1916,2.0304830741224578e-06,1.5492320848409236e-07
1917,1.744758151289716e-06,1.5791650564978e-07
1918,1.7516723573862691e-06,1.493228847238015e-07
1919,1.7052934708772227e-06,1.5469185798977492e-07
1920,1.3531578133552102e-06,1.4235795298134235e-07
1921,1.5107631270439015e-06,1.5902769906483982e-07
1922,1.297778908337932e-06,1.3058946191080167e-07
1923,1.563729142617376e-06,1.8365589937729965e-07
1924,1.428392010893731e-06,1.817718984220562e-07
1925,1.4682567552881665e-06,1.594735805632297e-07
1926,1.4133303238850203e-06,1.5381671136793784e-07
1927,1.43490524351364e-06,1.6835329574860225e-07
1928,1.526519099570578e-06,1.4396812608730158e-07
1929,1.6387538153139758e-06,1.626499299689499e-07
1930,1.3528641602533753e-06,1.29194324571813e-07
1931,1.5283177390301717e-06,1.494101731225328e-07
1932,1.3644622640640591e-06,1.1617108919281804e-07
1933,1.4280974482971942e-06,1.39942080146227e-07
1934,1.4401858834389714e-06,1.198158052773124e-07
1935,1.4266195194068132e-06,1.6875280994810282e-07
1936,1.3907047105021775e-06,1.394342206140209e-07
1937,1.3333993820197065e-06,1.0450628229463632e-07
1938,1.4637727190347505e-06,1.335417088021984e-07
1939,1.6792866972537013e-06,1.2388180437028495e-07
1940,2.561140718171373e-06,9.382396681800742e-08
1941,1.5672478639316978e-06,1.269146139293298e-07
1942,1.3320189964360907e-06,1.8508691357332907e-07
1943,1.3441979263006942e-06,1.3935529352693266e-07
1944,1.7801050944399321e-06,1.25314262078291e-07
1945,1.620806983737566e-06,1.3288874045613852e-07
1946,1.445010639145039e-06,1.2111360447875086e-07
1947,1.5246794191625668e-06,1.2278497751871953e-07
1948,1.2285232742215157e-06,8.697510378574691e-08
1949,1.277192836823815e-06,8.933477335659745e-08
1950,1.3475003015628317e-06,9.571825643206466e-08
1951,1.3188154071031022e-06,1.322013747362405e-07
1952,1.338135575679189e-06,8.857635580561407e-08
1953,1.2357579635136062e-06,1.2820854378148283e-07
1954,1.3056107945885742e-06,1.192249410308932e-07
1955,1.1900950767085305e-06,1.2764427070877105e-07
1956,1.2009012380076456e-06,1.194796390713293e-07
1957,1.1989145605184603e-06,1.316420559227538e-07
1958,1.1920302540602279e-06,1.0340304168465764e-07
1959,1.1416851748435874e-06,9.610927209635634e-08
1960,1.092107481781568e-06,9.066291783987879e-08
1961,1.1561736528165056e-06,8.824162023302051e-08
1962,1.05276478734595e-06,1.1478941308595836e-07
1963,1.0856502967726556e-06,1.0539666994713315e-07
1964,1.1480448165457346e-06,9.612670115455302e-08
1965,1.0621236015140312e-06,1.1381849995828475e-07
1966,1.035253035297501e-06,1.2961435402747412e-07
1967,9.949417290044948e-07,9.71276123973297e-08
1968,9.310705308962497e-07,1.140819607670096e-07
1969,1.0237122296530288e-06,1.2171911600855623e-07
1970,1.13634496301529e-06,1.0531080080200539e-07
