year,était_VERB au_ADP,était_VERB sot_ADJ,etait_VERB au_ADP
1856,8.661955689603928e-06,6.73034605824796e-09,6.730345780692204e-09
1857,9.225564099324401e-06,1.4644527812635033e-09,6.345961645060072e-09
1858,9.205494279740378e-06,1.565976326389773e-08,1.2723557762939208e-08
1859,9.632354704081081e-06,7.129042689513199e-09,7.638260024478427e-09
1860,9.672046871855855e-06,1.373155145145688e-09,1.0985241494232412e-08
1861,8.904211426852271e-06,5.187560159214399e-09,1.2261505866195677e-08
1862,9.412320650881156e-06,2.2589932147099034e-09,1.490935552794781e-08
1863,9.279506230086554e-06,1.9978483312144135e-09,1.6981711148389422e-08
1864,8.924426765588578e-06,5.753673537611803e-09,1.2945765348604255e-08
1865,8.976422577688936e-06,9.41368871743009e-10,5.648213063924601e-09
1866,9.757500265550334e-06,2.919367858567057e-09,5.352174259343201e-09
1867,9.03447926248191e-06,4.85281148598915e-10,5.338092634588065e-09
1868,8.477318260702305e-06,3.457911734727759e-09,1.0373735981339394e-08
1869,9.139505891653243e-06,2.9301114867763545e-09,2.5882651355502162e-08
1870,8.927340786613058e-06,1.204150201772336e-08,8.027668307875047e-09
1871,8.707241249794606e-06,2.1242354542039266e-09,1.5931766128574054e-08
1872,9.233077435055748e-06,6.047339295989218e-10,1.2699412965666568e-08
1873,8.127796718326863e-06,3.591602570907071e-09,1.2570609775330865e-08
1874,9.236147889168933e-06,4.779687312606029e-09,6.572069888299836e-09
1875,8.740204975765664e-06,8.58229043387837e-09,5.721527251978387e-09
1876,8.483768397127278e-06,2.418405919968336e-09,7.255217537860403e-09
1877,8.591946425440256e-06,9.895705588292003e-09,6.184816214727107e-09
1878,8.56161568663083e-06,7.2469061862534545e-09,1.0870359723469392e-08
1879,8.568939847464208e-06,8.55305515301552e-09,8.55305515301552e-09
1880,7.938234375615139e-06,1.2835692508872398e-09,1.0268554007097919e-08
1881,8.101356797851622e-06,3.4862537301449947e-09,9.761510710859511e-09
1882,8.253343366959598e-06,3.3276925659464496e-09,7.986461936226874e-09
1883,8.058421371970326e-06,2.5277355764075082e-09,5.0554711528150165e-09
1884,8.287770469905809e-06,6.601696966868076e-10,3.300848483434038e-09
1885,8.139548299368471e-06,9.66845359329227e-09,7.7347630522695e-09
1886,7.729313438176177e-06,3.2267319927115068e-09,8.389503092232076e-09
1887,7.4116351242992096e-06,3.9173548849191775e-09,1.3710741431083306e-08
1888,7.849681423977017e-06,3.804368819970705e-09,1.0144983297877275e-08
1889,7.586454103147844e-06,8.14467782106476e-09,8.14467782106476e-09
1890,7.314695267268689e-06,2.6217545912032847e-09,9.83157938394541e-09
1891,7.239201750053326e-06,6.374220040683554e-10,8.92390783491237e-09
1892,7.515319339290727e-06,6.8953633913793055e-09,1.567128071755519e-08
1893,7.736818588455208e-06,6.158416554491453e-10,1.046930819814662e-08
1894,7.505763278459199e-06,2.520615716150587e-09,1.07126170156846e-08
1895,7.680353519390337e-06,3.611168697403855e-09,9.027921521465032e-09
1896,7.210297553683631e-06,1.7691086373616827e-09,9.435246584033052e-09
1897,7.077709142322419e-06,3.4960281336537946e-09,9.322741911788057e-09
1898,6.979580575716682e-06,1.1316709347397591e-08,6.7900258748920805e-09
1899,7.390372502413811e-06,6.080336234504102e-09,1.2713430308508578e-08
1900,7.004287908785045e-06,4.671947717582725e-09,6.7483690857628176e-09
1901,6.6584234446054325e-06,1.676621730339889e-09,1.676621691482083e-08
1902,5.914436769671738e-06,2.9461704187383475e-09,1.2275709337927765e-08
1903,6.845859388704412e-06,1.2420506401156217e-08,6.48026410310365e-09
1904,6.594127626158297e-06,1.0749250378694342e-09,1.0211787859759625e-08
1905,6.734790531481849e-06,2.580379465655369e-09,5.1607592088664944e-09
1906,6.540830781887053e-06,1.5432553013283723e-09,8.745113522223846e-09
1907,6.473811026808107e-06,1.0799970695529737e-08,9.771402076363955e-09
1908,6.722218131471891e-06,9.331639461152008e-09,1.080505551698252e-08
1909,7.04235935700126e-06,3.300590023513905e-09,1.1001967337165297e-08
1910,6.762488283129642e-06,1.6032452032632705e-09,1.1222716089775986e-08
1911,6.63450646243291e-06,1.1172785363555704e-08,5.852411666396051e-09
1912,6.497711183328647e-06,3.125652625612929e-09,9.897900277167082e-09
1913,6.532222869282123e-06,3.71209285532359e-09,1.0605979317013237e-08
1914,6.329762072709855e-06,6.027069510139427e-09,1.1384464482233625e-08
1915,6.67380163577036e-06,2.3561523843085297e-09,8.246533234057551e-09
1916,6.469417712651193e-06,0.0,1.538244731591476e-08
1917,6.971356015128549e-06,4.386569774084137e-09,2.522277586791688e-08
1918,6.658652182522928e-06,0.0,1.4932289182922887e-08
1919,6.471275810326915e-06,1.8415696745321952e-09,1.7494911408455494e-08
1920,6.426553227356635e-06,1.514446346106979e-09,9.086678076641874e-09
1921,6.256604137888644e-06,4.543648568500203e-09,1.4388219726768625e-08
1922,6.5552958403714e-06,6.640141769764796e-09,3.6889677978990676e-09
1923,6.506514637294458e-06,3.1847844361720945e-09,1.1677542488541803e-08
1924,6.5283184085274115e-06,7.734974438733389e-09,6.445812328337297e-09
1925,6.545015821757261e-06,1.0998177923937646e-09,1.5397448649423495e-08
1926,6.522720013890648e-06,4.458455382660986e-09,4.458455382660986e-09
1927,7.399740752589423e-06,6.689535148041159e-09,1.2264147031260109e-08
1928,6.331169515760848e-06,2.2852082448565625e-09,9.140832757381645e-09
1929,6.744402071490185e-06,4.4561625500705304e-09,8.912325100141061e-09
1930,6.378838406817522e-06,6.302162347537887e-09,8.402883056035648e-09
1931,5.80418600293342e-06,1.1405356659111021e-08,9.124285327288817e-09
1932,6.434343958972022e-06,6.575722188983946e-09,1.2055489939655217e-08
1933,6.3318057073047385e-06,8.02946331646126e-09,8.02946376055047e-09
1934,6.121389105828712e-06,1.1981580172459871e-09,8.38710612072191e-09
1935,6.011669029248878e-06,1.196828414151696e-09,2.5133395809007197e-08
1936,5.7058905440499075e-06,4.849885826274658e-09,9.699771208460106e-09
1937,5.833464911120245e-06,0.0,1.8886676889096066e-08
1938,5.831753242091509e-06,2.5930428915188486e-09,1.6854778905894818e-08
1939,5.845386112923734e-06,6.117620188206274e-09,4.588215141154706e-09
1940,5.715654879168142e-06,5.0715658339584024e-09,1.5214697057785997e-08
1941,5.89119918004144e-06,5.9030051957620344e-09,1.1806010391524069e-08
1942,5.816583779960638e-06,0.0,3.034211770724937e-09
1943,6.439375738409581e-06,1.1612940831184915e-08,1.1612940831184915e-08
1944,6.378174475685228e-06,0.0,6.4263723231761105e-09
1945,6.947249403310707e-06,0.0,1.5249527862692958e-08
1946,6.4287660279660486e-06,2.7842208538686464e-09,1.6705325123211878e-08
1947,6.447999112424441e-06,5.960435700558264e-09,1.5497132688224724e-08
1948,6.043682333256584e-06,6.523132700664291e-09,6.523132700664291e-09
1949,5.714480721508153e-06,9.817008539414473e-09,1.178041031391075e-08
1950,5.570802386500873e-06,4.2541445921528975e-09,7.444752814222966e-09
1951,6.181480785016902e-06,5.330700769690111e-09,1.1727541826545007e-08
1952,5.971522568870569e-06,4.2179215675730575e-09,1.7926167217297007e-08
1953,5.659491307596909e-06,1.1851209791302608e-08,1.1851209791302608e-08
1954,5.821499598823721e-06,8.795282724349818e-09,1.9545072227344917e-09
1955,5.620102001557825e-06,7.508486277174597e-09,1.595553333899602e-08
1956,5.547517957893433e-06,3.488456634670456e-09,1.2209597777257386e-08
1957,5.730405518988846e-06,1.501956425897788e-08,5.301022731885041e-09
1958,5.782298103440553e-06,1.0753916868111446e-08,9.099467679352102e-09
1959,5.360417162592057e-06,2.325224457422337e-09,6.200598368089061e-09
1960,5.657089332089527e-06,4.152500121534786e-09,7.612916630428401e-09
1961,5.694016635970911e-06,6.94815938118154e-09,2.153929390402709e-08
1962,6.0546658460225444e-06,4.43936931660005e-09,1.4586500007851555e-08
1963,5.657796464220155e-06,6.466053470433053e-09,1.0345685197421517e-08
1964,5.756042355642421e-06,4.867174663303331e-09,7.30076216148845e-09
1965,5.773552857135655e-06,3.830430195250756e-09,1.4227312661319047e-08
1966,5.870311269973172e-06,9.416426749453422e-09,5.539074754423723e-09
1967,5.805470209452324e-06,6.409436092980059e-09,1.627010748350699e-08
1968,6.161324108688859e-06,3.5931326802796093e-09,1.392338955241712e-08
1969,5.56819486519089e-06,6.8126366770115965e-09,9.083515689622956e-09
1970,5.26278108736733e-06,2.7592350626548523e-09,1.057706744411746e-08
1971,5.28073087480152e-06,7.193756701440179e-09,1.3873673321285196e-08
1972,5.181448159419233e-06,4.104117490300041e-09,1.179933784012377e-08
1973,5.236440756561933e-06,4.410563025913916e-09,1.3783009178425232e-08
1974,4.93868947160081e-06,7.875800456247362e-09,1.2938814686336286e-08
1975,4.755949703394435e-06,3.4268881066168433e-09,1.5420996479775795e-08
1976,5.02333296026336e-06,2.285410749536254e-09,1.0284348428424295e-08
1977,5.040515588916605e-06,5.876781838942691e-10,8.22749424145286e-09
1978,5.319799583958229e-06,8.316828115084718e-09,1.5445537515645924e-08
1979,5.09121673530899e-06,5.266775904289034e-09,1.4629933375864823e-08
1980,5.104128376842709e-06,3.411090521154847e-09,1.1938816268930452e-08
1981,5.16860654897755e-06,5.060439622894819e-09,1.1385989540091401e-08
1982,5.434668310044799e-06,8.069752865935698e-09,1.738100596782033e-08
1983,5.249922196526313e-06,5.052252838311233e-09,8.209910973278056e-09
1984,5.306092589307809e-06,5.219107812592938e-09,9.278413815039244e-09
1985,5.443478585220873e-06,2.4062232206745193e-09,9.624893104742682e-09
1986,5.475363195728278e-06,4.7955883708539204e-09,2.997242765090391e-08
1987,5.401961971074343e-06,3.0554083707556856e-09,8.555143260480236e-09
1988,5.44906833965797e-06,2.398621523624911e-09,1.3792073927376691e-08
1989,5.399763267632807e-06,1.0976244357863152e-09,1.2073868349560257e-08
1990,5.213813892623875e-06,4.90378582185258e-09,1.5801088049105516e-08
1991,5.677415174432099e-06,2.9307325455363298e-09,9.378344600907695e-09
1992,5.654304914060049e-06,2.2039776670368383e-09,8.264916417921597e-09
1993,5.524251719180029e-06,8.862731881720265e-09,6.64704896680135e-09
1994,5.510715709533542e-06,3.164955852952289e-09,1.6352272202979634e-08
1995,5.680559297616128e-06,5.422450821690461e-10,8.675921092660133e-09
1996,5.557487838814268e-06,1.6014276571496566e-09,8.007138063703678e-09
1997,5.609546860796399e-06,2.3974471297094624e-09,1.5343662340683295e-08
1998,5.7866018323693424e-06,5.2449422582867555e-09,3.0516027038629545e-08
1999,5.614035217149649e-06,2.7421207526856506e-09,1.690974427148717e-08
2000,5.472615612234222e-06,1.3254094488601709e-09,1.0603275923948274e-08
2001,5.626790425594663e-06,2.6287270138425356e-09,9.638665865452367e-09
2002,5.887047336727846e-06,5.6955880012310445e-09,7.448076710936391e-09
2003,6.123710136307636e-06,5.000307723435071e-09,7.91715359937939e-09
2004,6.100635800976306e-06,3.9643119897903034e-09,7.92862434040309e-09
2005,6.102580755396048e-06,4.503749373441224e-09,1.216012357474483e-08
2006,6.370787559717428e-06,3.294311934354255e-09,1.029472451730129e-08
2007,6.924829449417302e-06,3.595031605740928e-09,6.790614959228947e-09
2008,7.200607797130942e-06,4.257439734089985e-09,7.2376473703172906e-09
2009,7.638167517143302e-06,3.337734755248789e-09,4.76819250749827e-09
2010,8.917576451494824e-06,2.8342759250676863e-09,7.558068837454357e-09
2011,9.417295586899854e-06,4.971163480860241e-09,3.82397197240536e-09
2012,1.1385863217583392e-05,5.1063788752969685e-09,6.127654827992046e-09
2013,1.1943870049435645e-05,6.693900100884775e-09,5.299337524355963e-09
2014,1.2907785276183859e-05,9.527958866328845e-09,3.4647122532094343e-09
2015,1.2684352441283409e-05,7.314698624583116e-09,2.881548111233201e-09
2016,1.2870063983427826e-05,8.078226088059637e-09,2.485607997204653e-09
2017,1.2344607966952026e-05,5.282783988036499e-09,1.5093667982135628e-09
2018,1.3175547792343423e-05,7.228107001822082e-09,1.0842160336199669e-08
2019,1.2619480912690051e-05,5.101975730781305e-09,1.53059265262101e-09
