year,détruisant_VERB en_ADP,détruisant_VERB sans_ADP
1884,3.1688145440966764e-08,2.0465261485469455e-08
1885,2.900535989169839e-08,1.933690718658454e-08
1886,4.58195934527339e-08,1.4842966855610484e-08
1887,2.6768590899450828e-08,1.8933882017790893e-08
1888,3.867775077992519e-08,1.014498351992188e-08
1889,3.3831739187917265e-08,1.1903759755682586e-08
1890,1.9007721618891082e-08,7.209825181320184e-09
1891,4.84440718651058e-08,1.1473596295275001e-08
1892,2.820830502514582e-08,8.149066310636499e-09
1893,2.5249507373814595e-08,6.774258043407144e-09
1894,1.764431090123253e-08,1.0082462864602348e-08
1895,3.250051960890232e-08,1.2037228991346183e-08
1896,2.4767521367152767e-08,8.845543852942228e-09
1897,3.612562338162206e-08,6.992056267307589e-09
1898,3.395012981854961e-08,6.7900258748920805e-09
1899,2.65323762960179e-08,1.1607914629507832e-08
1900,2.699347589896206e-08,1.349673794948103e-08
1901,4.3033288932292635e-08,1.0618603774048552e-08
1902,4.812078202576231e-08,6.38336894454028e-09
1903,3.6181475593366486e-08,1.1340462791054051e-08
1904,2.7948050984605288e-08,7.524475265086039e-09
1905,2.0643035725242953e-08,1.0837593933388234e-08
1906,3.806696469155213e-08,1.18316245689698e-08
1907,2.3657079850636364e-08,5.65712765521198e-09
1908,3.97822503828138e-08,6.875944702500192e-09
1909,2.585462333115629e-08,4.400786846048277e-09
1910,3.313373397872965e-08,6.412980813053082e-09
1911,1.9685383989553884e-08,4.788336838146279e-09
1912,2.6047105805560022e-08,2.031674206648404e-08
1913,3.075734156254839e-08,6.363587878865928e-09
1914,2.6117300322425763e-08,1.2723813114234872e-08
1915,4.476689596799588e-08,1.1780762143587253e-08
1916,2.5271162940043723e-08,2.7468654906215306e-08
1917,3.728584374584898e-08,1.4256351654751143e-08
1918,1.4932290071101306e-08,8.040463406189247e-09
1919,2.025726608678724e-08,1.1049418269237776e-08
1920,1.665890891899835e-08,7.572231730534895e-09
1921,1.5145495524393482e-08,1.1359120755116692e-08
1922,2.951174238319254e-08,4.426761179843197e-09
1923,2.1231896241147297e-08,3.1847844361720945e-09
1924,2.707241186783449e-08,1.1602462102189293e-08
1925,2.0896537833436923e-08,5.499089184013428e-09
1926,2.229227646921572e-08,5.57306911730393e-09
1927,2.5643217327342427e-08,2.2298449753321847e-09
1928,2.9707706517001498e-08,1.1426041224282812e-09
1929,2.6736975300423182e-08,0.0
1930,2.4158287814657342e-08,8.402882833991043e-09
1931,3.42160717536899e-08,2.2810713318222042e-09
1932,2.7398842306070037e-08,9.863582839386709e-09
1933,3.555905436769535e-08,3.4411986593596566e-09
1934,2.2765002327673756e-08,7.188948103475923e-09
1935,2.5133395809007197e-08,4.787313656606784e-09
1936,4.4861444337129797e-08,1.091224355320719e-08
1937,2.6441348666139675e-08,6.295559185076627e-09
1938,1.6854778905894818e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,6.675266206457309e-08,3.034211770724937e-09
1943,4.935499831049128e-08,8.709705845433291e-09
1944,2.8918675454292497e-08,1.927911696952833e-08
1945,4.7927088075994106e-08,4.357008087652048e-09
1946,3.7586982415405146e-08,8.352662561605939e-09
1947,2.9802176726434482e-08,1.0728784083369192e-08
1948,1.195907639583993e-08,9.784699273041042e-09
1949,2.0615717133409817e-08,7.853606653895895e-09
1950,1.701657836861159e-08,4.2541445921528975e-09
1951,2.1322803078760444e-08,6.396841278899501e-09
1952,2.003512733494972e-08,1.687168627029223e-08
1953,2.8011951869189033e-08,5.386913581872932e-09
1954,1.8567819282111486e-08,5.863521668203475e-09
1955,2.5341140741375057e-08,1.595553378308523e-08
1956,2.616342520411763e-08,2.616342476002842e-09
1957,2.1204090927540165e-08,2.6505113659425206e-09
1958,1.6544486669545222e-08,4.9633461784992505e-09
1959,2.8677767716089875e-08,1.5501495198577686e-08
1960,2.422291700554524e-08,4.152500121534786e-09
1961,2.848745239703021e-08,4.16889545107324e-09
1962,2.029426049432459e-08,3.805173953708163e-09
1963,1.2285501505004959e-08,7.1126584622049904e-09
1964,1.8860301764789256e-08,6.6923653285755336e-09
1965,1.6963333848707407e-08,4.924839203113152e-09
1966,2.6033651678858405e-08,1.2185964237687585e-08
1967,2.5637744371920235e-08,6.409436092980059e-09
1968,2.0660513300185812e-08,7.635406973349745e-09
1969,2.4071315607443466e-08,8.175163657142548e-09
1970,2.713247759800197e-08,1.103694025061941e-08
1971,2.3122789016838396e-08,2.0553589941130213e-09
1972,1.487742551375959e-08,1.5903454553267693e-08
1973,2.4258095976392724e-08,7.718485406371656e-09
1974,2.2502286256553816e-08,6.750686232237513e-09
1975,2.056132863970106e-08,6.282628195464213e-09
1976,1.9997344224975677e-08,9.141642998145016e-09
1977,1.2928920156696222e-08,6.464460078348111e-09
1978,2.3762364520507617e-08,4.158414057542359e-09
1979,2.925986741786346e-08,5.851973128301324e-09
1980,1.7055452161685025e-08,5.6851505725319385e-09
1981,2.213942273954217e-08,3.1627747087981106e-09
1982,2.1726258125909226e-08,4.345251713999687e-09
1983,1.2630632539867293e-08,6.946847541655643e-09
1984,2.8995042811175153e-08,9.278413592994639e-09
1985,2.466378745680231e-08,4.210890747202711e-09
1986,1.7384007122700496e-08,3.5966913891627428e-09
1987,2.749867533680117e-08,7.944062296871834e-09
1988,1.5591039570495013e-08,4.197587610832443e-09
1989,1.4817929994137558e-08,4.390497743145261e-09
1990,1.961514328741032e-08,4.90378582185258e-09
1991,1.934283488935762e-08,7.033758464558559e-09
1992,2.259077191979486e-08,7.713921945651236e-09
1993,1.550978012687665e-08,4.4313659408601325e-09
1994,2.795711040448623e-08,5.802419433820205e-09
1995,1.843633334885908e-08,6.506940763983948e-09
1996,1.1209993822092201e-08,3.736664311304594e-09
1997,1.4384683666435194e-08,4.315404922294874e-09
1998,1.6688451509594415e-08,5.72175506974304e-09
1999,2.7878227726318983e-08,6.398281460207045e-09
2000,2.076474814316498e-08,5.743440834038438e-09
2001,1.840108865280854e-08,4.381211837767296e-09
2002,2.0153619217921914e-08,6.571832411594869e-09
2003,2.6668306674082487e-08,9.167230530238157e-09
2004,2.070251881036711e-08,3.0833537945085254e-09
2005,1.3961623857028371e-08,5.854874363109275e-09
2006,1.4000825387938676e-08,1.1118302722934459e-08
2007,2.157018919035636e-08,5.991719120856942e-09
2008,1.702975893635994e-08,3.8316958494988285e-09
2009,1.8119131084404216e-08,7.629108011997232e-09
2010,1.7005655550406118e-08,5.668551850135373e-09
2011,1.9502257586623273e-08,3.823971805871906e-09
2012,1.736168897537027e-08,4.425528388196653e-09
2013,1.9802786965783525e-08,6.414987652192394e-09
2014,1.6024294779981574e-08,6.063246349441442e-09
2015,1.9284206231873213e-08,5.984753581600444e-09
2016,2.3199008936103382e-08,6.8354220061905835e-09
2017,1.685459594114036e-08,5.282783988036499e-09
2018,1.987729447705533e-08,3.872199894061623e-09
2019,1.4540630033366142e-08,2.5509878653906526e-09
