year,soit_VERB en_ADP,soit_VERB sans_ADP
1880,3.613889148823546e-06,3.5554867849896254e-07
1881,3.68287844310089e-06,3.1515733667220047e-07
1882,3.4554758556737397e-06,2.808572503454343e-07
1883,3.617821462853499e-06,3.6778553180738527e-07
1884,3.440144396904543e-06,3.2216280487773474e-07
1885,3.4993356052837044e-06,3.6675666592600464e-07
1886,3.3383768922590207e-06,2.684641060568538e-07
1887,3.5811152088172093e-06,3.1077681228453e-07
1888,3.461341634647397e-06,2.7074423769590794e-07
1889,3.3311731897356367e-06,2.7190694140699634e-07
1890,3.426633291780945e-06,2.9494739806068537e-07
1891,3.305033146716596e-06,2.721791929616302e-07
1892,3.583081728208981e-06,3.165598627674626e-07
1893,3.3674221100454815e-06,3.3932874998754414e-07
1894,3.3291032366378204e-06,3.1003574463284167e-07
1895,3.4438512130918753e-06,3.159772745675582e-07
1896,3.7617147228274916e-06,2.830574032941513e-07
1897,3.500106842579953e-06,2.6744615411189443e-07
1898,3.465176547479132e-06,2.812202524182794e-07
1899,3.337551888193957e-06,2.7195684992875613e-07
1900,3.3373279819670643e-06,2.746067195857904e-07
1901,3.2817075918956107e-06,3.213524735201645e-07
1902,3.927245074919483e-06,2.700656125398382e-07
1903,3.4183395314357767e-06,3.364337146649632e-07
1904,3.3344175278671173e-06,2.4884514004952507e-07
1905,3.463901393274682e-06,2.6526302576712624e-07
1906,3.3637822625109948e-06,2.6801200192494434e-07
1907,3.4801621353608425e-06,3.003420658842515e-07
1908,3.5111520020336684e-06,2.7405550895309716e-07
1909,3.476071469776798e-06,3.311592138288688e-07
1910,3.2267982277289775e-06,3.0408216389332665e-07
1911,3.4194044076230057e-06,2.564420356065966e-07
1912,3.370495605281576e-06,3.016254765952908e-07
1913,3.5174730896869733e-06,2.9166443482608884e-07
1914,3.3677924804464965e-06,3.1809531719773076e-07
1915,3.3822568283881083e-06,2.462179224949068e-07
1916,3.5665301894027834e-06,2.472178834977967e-07
1917,3.649626108881421e-06,2.7635388732960564e-07
1918,3.488412488650283e-06,2.7911895017496136e-07
1919,3.584615349438991e-06,2.845225139935792e-07
1920,3.6543590624660283e-06,2.786581205782568e-07
1921,3.3729017943073814e-06,2.4838612944222405e-07
1922,3.283919177476946e-06,3.069221179430315e-07
1923,3.5128172797271873e-06,3.3334077897961834e-07
1924,3.2319301794814237e-06,2.9650735200448253e-07
1925,3.5755076623900095e-06,3.4094352940883255e-07
1926,3.4943143703003443e-06,2.864557586690353e-07
1927,3.4562596340492746e-06,3.1329321359407913e-07
1928,3.441523688252346e-06,2.959344556074939e-07
1929,3.3242973103142504e-06,2.9633480380653054e-07
1930,3.764491438573714e-06,3.0145341156639915e-07
1931,3.548206436221335e-06,2.828528522513807e-07
1932,3.818302559466247e-06,2.827560479090607e-07
1933,3.3769629084190456e-06,2.9823721092725464e-07
1934,3.2997272043644443e-06,2.51613187174371e-07
1935,3.3571036937019016e-06,3.027975878922007e-07
1936,3.324596683285108e-06,2.66743711563322e-07
1937,3.646387710887211e-06,2.493041506568261e-07
1938,3.443560991911454e-06,2.9301384074642556e-07
1939,3.584925380550885e-06,2.5235183898075775e-07
1940,3.4664151797869636e-06,3.0682971896567324e-07
1941,3.5978816441684103e-06,2.9219876296338043e-07
1942,3.216264552463599e-06,2.8521591843855276e-07
1943,3.3764624767229634e-06,2.700008678857557e-07
1944,3.4638146715337825e-06,3.373845345322479e-07
1945,3.5945316341212674e-06,2.8756252845596464e-07
1946,3.5262157851434495e-06,2.519719828342204e-07
1947,3.6608994236075887e-06,3.2901604640755977e-07
1948,3.3778956307628505e-06,3.511619866003457e-07
1949,3.628366357588675e-06,2.4149841237885994e-07
1950,3.627721767429648e-06,3.424586338951485e-07
1951,3.602487737452975e-06,2.9425467573673814e-07
1952,3.4091352034693045e-06,2.868186754767521e-07
1953,3.5219642100514648e-06,2.4025635525504185e-07
1954,3.636360716541276e-06,3.078348811413889e-07
1955,3.5477596753707985e-06,2.9752376917713264e-07
1956,3.5913660880737552e-06,3.462293136635708e-07
1957,3.4209266672746708e-06,2.7653666734295257e-07
1958,3.566164217261303e-06,2.8870130108771264e-07
1959,3.7250093853913313e-06,2.782518606636586e-07
1960,3.840370396801518e-06,2.920591555266583e-07
1961,3.936132287662986e-06,3.2031013574851386e-07
1962,3.7633168687989382e-06,2.727041135131003e-07
1963,3.726386566427209e-06,3.233026575344411e-07
1964,3.964922072441368e-06,3.139327588996821e-07
1965,3.9513623377729346e-06,3.2886981671254034e-07
1966,3.870151495277696e-06,2.9357096309468034e-07
1967,3.915179288327408e-06,2.8595945877896156e-07
1968,3.742247699278778e-06,3.314664809295209e-07
1969,3.913178375114512e-06,2.679637134406221e-07
1970,4.0146867377188755e-06,3.3018844192156394e-07
1971,3.773125218486939e-06,2.969993886381417e-07
1972,3.694731802283968e-06,2.86775218683033e-07
1973,3.721963892644453e-06,2.806220606998977e-07
1974,3.766320222808872e-06,2.3064843901465792e-07
1975,3.7084641419937725e-06,2.7129530622005404e-07
1976,3.703508113517273e-06,2.4453893843201513e-07
1977,3.606581017834287e-06,2.83848549997856e-07
1978,3.5851468709324763e-06,2.4475235704812803e-07
1979,3.6147639619343863e-06,2.7387235945752764e-07
1980,3.6328112109629274e-06,2.370707790078086e-07
1981,3.6643908565281436e-06,2.3088256284609088e-07
1982,3.864791025876002e-06,2.7685459258464107e-07
1983,3.7298255506357236e-06,2.652432726790721e-07
1984,3.6429371004231825e-06,2.7429311444393534e-07
1985,3.5401559355108247e-06,2.5626277988521906e-07
1986,3.68241251891277e-06,2.78743584658514e-07
1987,3.7453195904646464e-06,2.7559784143704746e-07
1988,3.6968755203758974e-06,2.680459658677137e-07
1989,3.6770418780918135e-06,2.7660135515361617e-07
1990,3.807517366283264e-06,2.7515687861523475e-07
1991,3.787678858557797e-06,2.7490273168950807e-07
1992,3.6238902367813353e-06,2.732932387061737e-07
1993,3.7794013358904976e-06,2.7197509666621045e-07
1994,3.774737514561366e-06,2.2629434681675775e-07
1995,3.8033068925358293e-06,2.808829435707594e-07
1996,3.894138220772447e-06,2.829188758823875e-07
1997,3.830161613649352e-06,2.7762439458456356e-07
1998,3.974235792014724e-06,2.5175722839776427e-07
1999,3.9143773804539705e-06,3.0437539066952013e-07
2000,3.974019177732657e-06,2.3062123943873303e-07
2001,4.025457364775775e-06,2.6550142706582847e-07
2002,4.014951493047647e-06,2.2168980251535686e-07
2003,4.239844091813438e-06,2.3251429581705452e-07
2004,4.262957041589743e-06,2.5768028422135103e-07
2005,4.162365264903656e-06,2.508588465843786e-07
2006,4.150009417003275e-06,2.4624981165288773e-07
2007,4.130291737070024e-06,2.51252771477084e-07
2008,4.144617534507233e-06,2.3543641702872264e-07
2009,4.127347605020759e-06,2.989656593399559e-07
2010,4.079940122636572e-06,2.867342345780344e-07
2011,4.1390674709873565e-06,2.6844284661819984e-07
2012,4.003741755909118e-06,2.822125395596231e-07
2013,3.944380518206003e-06,3.151711212012742e-07
2014,3.652889551730709e-06,3.4408924420858966e-07
2015,3.908708933408889e-06,3.4645074720174307e-07
2016,3.833014861953643e-06,3.218862332232675e-07
2017,4.022210834619955e-06,3.297966486570658e-07
2018,3.875555844246037e-06,3.508213239911129e-07
2019,3.890511475646008e-06,3.5637299333757255e-07
