year,posant_VERB en_ADP,posant_VERB sans_ADP
1800,9.432493897065797e-09,0.0
1801,6.667311436281409e-08,2.3811825844433088e-09
1802,2.9091921760482364e-08,2.2378401354217203e-09
1803,2.7304748240197796e-08,1.5602713787643552e-08
1804,2.7190360185613827e-08,4.943701892301533e-09
1805,3.4114531644036106e-08,2.842877711017877e-09
1806,2.881669125542885e-09,0.0
1807,1.7081731584767113e-08,0.0
1808,5.6651849433819734e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,1.0764583180389309e-07,0.0
1811,1.0028307073639553e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,1.8979895344273245e-07,0.0
1814,2.5173417128598885e-08,3.1466771410748606e-09
1815,1.213750626671839e-07,5.394447111228828e-09
1816,6.952811304472561e-08,4.6352077731626196e-09
1817,6.07180652423267e-08,1.556873407970727e-09
1818,7.271917934481564e-08,0.0
1819,5.693077564927762e-08,1.035105001712111e-09
1820,2.7292905713238724e-08,1.1866481131050932e-09
1821,6.015507914014506e-08,0.0
1822,6.416394171537831e-08,1.0025615893027862e-09
1823,3.755421085216426e-08,1.9765373782121287e-09
1824,2.273700339117113e-08,0.0
1825,6.163810262194147e-08,1.7610886082763955e-09
1826,9.424542912750411e-08,8.807984341885344e-10
1827,9.862482297506858e-08,0.0
1828,8.255071048957063e-08,1.8344602503717056e-09
1829,9.773420561742796e-08,1.714635211591542e-09
1830,9.393152433645469e-08,2.0873671680021744e-09
1831,1.2940700400143612e-07,1.5591206103948707e-09
1832,1.1906373131864711e-07,0.0
1833,9.035230275067363e-08,6.950177322551099e-09
1834,1.0548020235034983e-07,9.334530925997342e-10
1835,1.4369867074037757e-07,3.781543966852041e-09
1836,1.3844745572200168e-07,1.0753200441193655e-08
1837,1.308083459328202e-07,5.5663127440652715e-09
1838,1.0225702595789699e-07,6.312161904276081e-10
1839,1.3703291845690302e-07,4.194885327990505e-09
1840,1.808991578755581e-07,1.1465439264668476e-08
1841,1.669342641896776e-07,4.494383976094696e-09
1842,1.7173157873529021e-07,4.695785538189057e-09
1843,1.884304643984258e-07,3.5441467538532834e-09
1844,1.8880651092567646e-07,7.683985892015244e-09
1845,2.3827573425450055e-07,5.580227835366713e-09
1846,2.0842024328615594e-07,8.196302303531411e-09
1847,2.362232010000298e-07,4.314578916364553e-09
1848,2.099802829391706e-07,0.0
1849,2.81548352631944e-07,0.0
1850,2.640919438690048e-07,1.2899092460827433e-08
1851,2.0122249133613934e-07,6.449438760824933e-09
1852,2.102906160317275e-07,4.557382027314816e-09
1853,2.257390159243755e-07,6.569124799682413e-09
1854,2.187374681383858e-07,1.0391328908454511e-09
1855,1.9688737395995304e-07,9.552486801567284e-09
1856,1.8430794024304475e-07,2.5885946719483854e-09
1857,1.747580251620917e-07,1.4644527812635033e-09
1858,2.451731730968021e-07,3.9149408159744326e-09
1859,2.8312484712245123e-07,5.092173349652285e-09
1860,2.1329676708203849e-07,2.288591982591015e-09
1861,1.9335451284518967e-07,1.131831339762357e-08
1862,2.164115447400583e-07,6.776979422085105e-09
1863,2.2675578037478772e-07,3.995696662428827e-09
1864,1.9226859193643975e-07,7.1920918109924514e-09
1865,1.9250993910091552e-07,1.882737743486018e-09
1866,1.5813241527329325e-07,3.4059290943133647e-09
1867,1.5820165799595998e-07,4.85281148598915e-09
1868,2.0204084894004382e-07,9.87974813071446e-10
1869,2.0706121484082018e-07,5.371870948067681e-09
1870,2.373896239582507e-07,2.8670243956696595e-09
1871,1.7631154802799642e-07,2.1242354542039266e-09
1872,1.6932549384840456e-07,3.0236697590169115e-09
1873,1.999325533463825e-07,5.986004469882289e-10
1874,1.953697144063682e-07,8.364453130127458e-09
1875,1.882382374418512e-07,1.0298748520654044e-08
1876,2.019368965378021e-07,4.232210359944588e-09
1877,2.387338988718568e-07,1.1751150275074451e-08
1878,1.6426320970097663e-07,4.22736201599605e-09
1879,1.5456592328266794e-07,7.331190321480108e-09
1880,1.8290862113801154e-07,4.492492600149944e-09
1881,1.4293640898666027e-07,2.789003084036068e-09
1882,1.6904677524465228e-07,3.9932310791357395e-09
1883,1.7188601919571056e-07,4.423537092179686e-09
1884,1.822068371737373e-07,6.601696966868076e-10
1885,1.7983323208348168e-07,2.5782542767416317e-09
1886,1.4649363400121018e-07,7.744156427236248e-09
1887,1.7301649624101856e-07,3.9173548849191775e-09
1888,2.1304465414040408e-07,2.53624587998047e-09
1889,1.5286934251790285e-07,3.759081934617825e-09
1890,1.8417825398131527e-07,5.243509182406569e-09
1891,1.695542566348962e-07,8.92390783491237e-09
1892,1.4229522493636182e-07,6.268512375839919e-10
1893,1.4472279086241713e-07,8.621783287310336e-09
1894,1.5249724771848605e-07,8.192000855444803e-09
1895,1.625025842777461e-07,3.611168697403855e-09
1896,1.1558177037684914e-07,7.076434549446731e-09
1897,1.852894944143202e-07,4.078699600285063e-09
1898,1.2844466046324499e-07,1.0750873968845553e-08
1899,1.5366667760474684e-07,8.844125432005967e-09
1900,1.4275396109653116e-07,6.22926377147337e-09
1901,1.7995738699205788e-07,1.1736351446245408e-08
1902,1.5369188455238714e-07,9.329538919189417e-09
1903,1.8414750591055906e-07,8.640352433531007e-09
1904,1.6177622175206352e-07,5.374625189347171e-09
1905,1.5121024055098076e-07,2.0643036169332163e-09
1906,2.1451249110349124e-07,5.144184633820714e-09
1907,1.5788529683646857e-07,3.5999902503469627e-09
1908,1.7681001307501276e-07,5.40252820258047e-09
1909,1.7218078074421328e-07,1.4852655993990993e-08
1910,1.67806332385112e-07,2.137660271017694e-09
1911,1.5375880613177628e-07,1.0108711201439746e-08
1912,1.5576169776210236e-07,1.0939784189645252e-08
1913,1.3946862775782165e-07,1.5378670781274195e-08
1914,1.8549980462800875e-07,1.1384464038144415e-08
1915,1.4254722291440203e-07,2.1205371680821372e-08
1916,1.362445360975073e-07,1.4283700444650549e-08
1917,1.6120643664407908e-07,7.676496771580332e-09
1918,1.619578995359916e-07,2.2972752589112133e-09
1919,1.427216483329552e-07,7.366278698128781e-09
1920,1.7719021894180287e-07,3.786115865267448e-09
1921,1.332803600817556e-07,3.0290989716519334e-09
1922,1.7485706571562787e-07,8.853522359686394e-09
1923,1.7622473746925493e-07,3.1847844361720945e-09
1924,1.663019614239758e-07,5.156649773851996e-09
1925,1.7927030082631745e-07,4.399271169575059e-09
1926,1.6384823631199197e-07,7.802296586589819e-09
1927,1.5608914827325293e-07,8.919379901328739e-09
1928,1.6339238584350824e-07,3.4278122562625413e-09
1929,1.637639694962445e-07,1.1140405931087116e-08
1930,1.7330945745186455e-07,1.0503603542488804e-09
1931,1.8818839020440237e-07,6.843213995466613e-09
1932,1.4466588460493313e-07,2.1919073223131136e-09
1933,1.5370687211913037e-07,3.4411986593596566e-09
1934,1.6294949034545425e-07,3.5944740517379614e-09
1935,2.0465765615540477e-07,2.393656828303392e-09
1936,1.6368364352814524e-07,2.424942913137329e-09
1937,2.1656723214746876e-07,1.1332006444320086e-08
1938,1.400243101468135e-07,5.186085783037697e-09
1939,1.4682288629330742e-07,3.058810094103137e-09
1940,1.166460159574001e-07,5.0715658339584024e-09
1941,1.3576912172297284e-07,0.0
1942,1.4867637432303127e-07,6.068423541449874e-09
1943,1.7709735233850665e-07,1.1612940831184915e-08
1944,1.8315161476323283e-07,1.2852744646352221e-08
1945,1.873513451045028e-07,2.178504043826024e-09
1946,2.0742445894228467e-07,4.1763312808029696e-09
1947,2.0861523530868453e-07,1.4305045148432782e-08
1948,1.8264770940135122e-07,3.370285384107774e-08
1949,2.0812057233143832e-07,9.817008539414473e-09
1950,1.7761053960896334e-07,1.0635361036293034e-08
1951,1.4712734675015327e-07,1.0661401539380222e-08
1952,1.992968003960982e-07,1.0544804140977249e-08
1953,1.8746459140572824e-07,1.2928592529881655e-08
