year,auront_VERB eu_VERB,auront_VERB su_VERB
1800,6.005354293847631e-07,5.65949598296811e-08
1801,3.881327472754492e-07,3.095537337571841e-08
1802,4.3637882640723547e-07,3.1329761895904085e-08
1803,6.631153155467473e-07,2.145373123596528e-08
1804,6.995338139859086e-07,5.6852570651244605e-08
1805,4.918178433399589e-07,3.4114531644036106e-08
1806,9.912942005030345e-07,4.034336598124355e-08
1807,1.0135159982382902e-06,1.4234775136401367e-08
1808,8.089884317996621e-07,2.2660739951163578e-09
1809,5.489443992701126e-07,6.551188391767937e-08
1810,7.605411838085274e-07,2.3401266702194334e-08
1811,7.01981491602055e-07,3.259199843341776e-08
1812,8.375033644369978e-07,1.3336041604361526e-08
1813,5.722725973100751e-07,1.4378708002027452e-08
1814,5.066150379207102e-07,6.922689976818219e-08
1815,5.36747506885149e-07,1.3486118000116676e-08
1816,6.929635674168821e-07,2.3176038865813098e-08
1817,6.38318113033165e-07,9.341240669868967e-09
1818,7.832213668734767e-07,2.6226590676969863e-08
1819,6.728182597726118e-07,4.5544620519422097e-08
1820,6.348567467284738e-07,4.9839222526770754e-08
1821,6.715673634971608e-07,4.437669787193954e-08
1822,7.248520432767691e-07,5.514088741165324e-08
1823,3.9728402612126956e-07,2.569498569471307e-08
1824,4.875824402006401e-07,3.03160057057994e-08
1825,5.697121423509088e-07,3.3460683113162304e-08
1826,6.500292215605441e-07,1.5854372037438225e-08
1827,9.927002793119755e-07,3.3182182335167454e-08
1828,8.025763804653252e-07,5.044765671868845e-08
1829,6.849967917332833e-07,2.4004892296147773e-08
1830,6.658701181549986e-07,6.157733167810875e-08
1831,6.111752668402914e-07,3.4300654760954785e-08
1832,6.318495593404805e-07,8.117981309396782e-08
1833,5.096796371617529e-07,6.370995464521911e-08
1834,7.402283017654554e-07,5.694063887062839e-08
1835,4.7042408368724864e-07,4.159698363537245e-08
1836,6.619939085794613e-07,2.6210924986003192e-08
1837,6.199480822033365e-07,3.6181031504156635e-08
1838,5.529453801500495e-07,4.292270006089893e-08
1839,5.607163302556728e-07,6.711816524784808e-08
1840,6.407906880667724e-07,3.4396318682183846e-08
1841,5.05939226513874e-07,3.659712533021775e-08
1842,5.554443305300083e-07,3.152884531232303e-08
1843,4.4951593736186624e-07,3.2488010504039266e-08
1844,4.2371692643428105e-07,5.2690189988879865e-08
1845,4.519984599937743e-07,4.296775557577348e-08
1846,3.9283705177695083e-07,3.2785209214125643e-08
1847,5.743783049183548e-07,4.260646591092154e-08
1848,4.545550211787486e-07,7.803865287314693e-08
1849,5.178478659217944e-07,4.022119171054328e-08
1850,3.849360723506834e-07,4.3449574604892405e-08
1851,4.4630115780819324e-07,5.095056465620473e-08
1852,4.908951041215914e-07,3.5156944022674e-08
1853,3.3920574082912935e-07,4.837264810930719e-08
1854,4.0058571926238074e-07,3.844791862661623e-08
1855,3.7360837268352043e-07,3.343370380548549e-08
1856,4.995987410438829e-07,3.209857268871019e-08
1857,3.592790562834125e-07,2.7336451324799782e-08
1858,3.5870644410351815e-07,4.502182093801821e-08
1859,3.5696135114449135e-07,4.073738679721828e-08
1860,4.5405664650388644e-07,3.570203332969868e-08
1861,4.234935317981581e-07,2.782418562219391e-08
1862,4.350820859144733e-07,4.246907181482129e-08
1863,3.995696715719532e-07,2.6471489888990618e-08
1864,3.950855784751184e-07,4.027571520737183e-08
1865,3.101810364114499e-07,4.471502279557171e-08
1866,3.960608978559321e-07,2.2868380966656332e-08
1867,3.542552349244943e-07,4.2219461704462447e-08
1868,3.6110478163209336e-07,3.112120694481746e-08
1869,3.652872351267433e-07,2.539429999615095e-08
1870,3.0734500455764646e-07,3.1537268796455464e-08
1871,4.790151137967769e-07,4.142259157902117e-08
1872,3.5497882322488294e-07,3.1446163006876304e-08
1873,2.9630723474838305e-07,3.6514627765882324e-08
1874,2.778193390895467e-07,3.2860349108432274e-08
1875,3.472966909612296e-07,3.3757011408397375e-08
1876,3.367630370121333e-07,2.1765654167893445e-08
1877,2.92541784574496e-07,2.535774612510977e-08
1878,3.104091490513383e-07,2.8987624745013818e-08
1879,3.2929261806202703e-07,1.5273313280772527e-08
1880,3.3501157759019407e-07,5.326812413386506e-08
1881,3.256160994169477e-07,4.6018548971460405e-08
1882,3.4075571875291644e-07,4.858431168486277e-08
1883,3.418762446472101e-07,2.401348808689363e-08
1884,3.3668655419205606e-07,2.5746619058963915e-08
1885,3.255046010508522e-07,3.222817923642651e-08
1886,2.891151780204382e-07,3.1621972595985426e-08
1887,3.82594976144901e-07,5.092561039532484e-08
1888,3.9184999423014233e-07,3.297119732792453e-08
1889,2.744129972143128e-07,2.5687061366852504e-08
1890,3.290302004188561e-07,3.080561583601593e-08
1891,3.3847109648377227e-07,5.2268603667471325e-08
1892,2.9211267360551574e-07,4.2625885043889866e-08
1893,2.919089467923186e-07,5.480990594719515e-08
1894,2.9617234531542636e-07,5.041231432301174e-08
1895,3.5389453501011303e-07,4.273216447359118e-08
1896,3.213880859220808e-07,5.425266635938897e-08
1897,3.047371137654409e-07,5.477110676110897e-08
1898,3.230920526675618e-07,4.0740154361174064e-08
1899,3.532122718752362e-07,4.919544949189003e-08
1900,2.8550792308124073e-07,7.215563613272025e-08
1901,3.2805897376420035e-07,6.147612907625444e-08
1902,2.71538709739616e-07,5.8432377159078897e-08
1903,2.835115537891397e-07,7.128290491209555e-08
1904,2.6389409413241083e-07,4.5146851590516235e-08
1905,2.8951859576409333e-07,5.160758931310738e-08
1906,2.474352811532299e-07,5.864370322683499e-08
1907,2.679421413631644e-07,6.839981381290272e-08
1908,3.0745295021006314e-07,5.6972112361108884e-08
1909,3.1300595537686604e-07,2.2003934674330594e-08
1910,2.5812246917666926e-07,3.7943468811363346e-08
1911,3.027292905244394e-07,4.8947441655400326e-08
1912,2.2660982779143524e-07,5.1052328586820295e-08
1913,2.932553400114557e-07,4.5075413623862914e-08
1914,3.026928254712402e-07,6.161004506566314e-08
1915,4.3353205114726734e-07,5.183535378705528e-08
1916,3.603887535064132e-07,1.1866458748954756e-07
1917,3.9150134512055956e-07,7.018511638534619e-08
1918,3.331049072130554e-07,1.1945832056881045e-07
1919,3.4069037724293594e-07,8.379142002468143e-08
1920,2.953170508135372e-07,5.906340660999376e-08
1921,2.86249843384212e-07,6.361107551811074e-08
1922,2.6339230885241705e-07,5.6072309462251724e-08
1923,2.802610197250033e-07,4.883336046646036e-08
1924,3.210014369869896e-07,3.9964035636330664e-08
1925,2.9475117457877786e-07,5.0591619782380803e-08
1926,2.663927034518565e-07,4.904300965336006e-08
1927,2.463978603373107e-07,3.6792442870137165e-08
1928,2.936492649041611e-07,6.741364444451392e-08
1929,2.651416650678584e-07,5.458799279267623e-08
1930,2.1427351271086081e-07,5.7769820926978355e-08
1931,2.6916640649687906e-07,5.816731984964463e-08
1932,2.454936236517824e-07,4.383814555808385e-08
1933,3.567375870261458e-07,2.6382522833046096e-08
1934,2.3963161766005214e-07,2.156684431042777e-08
1935,2.621054306928272e-07,5.38572777486479e-08
1936,3.1887998375168536e-07,5.577368611398015e-08
1937,2.7826371251649107e-07,5.414180748175568e-08
1938,2.3985646180335607e-07,4.2785206488815675e-08
1939,2.3552837546958472e-07,3.058810094103137e-08
1940,2.155415472770983e-07,4.3108308034334186e-08
1941,2.715382265705557e-07,7.37875680556499e-08
1942,2.5183956608998415e-07,6.675266206457309e-08
1943,3.4548497751529794e-07,1.0161323160673419e-07
1944,3.148922473883431e-07,6.7476911169706e-08
1945,2.7884851760973106e-07,6.535512397931598e-08
1946,2.7563785920392547e-07,4.733175273941015e-08
1947,2.551066415890091e-07,4.52993091926146e-08
1948,2.565765555573307e-07,5.3272248834446145e-08
1949,2.297179975130348e-07,6.184715317658629e-08
1950,2.914088952366001e-07,4.998619829166273e-08
1951,2.270878525223452e-07,3.0918066329377325e-08
1952,2.267132828137619e-07,5.061505703451985e-08
1953,2.3055990538978222e-07,6.464296120611834e-08
1954,2.0522325883121084e-07,3.224936762080688e-08
1955,1.9897488812148367e-07,4.223523575319632e-08
1956,2.389592737017665e-07,4.883839466174322e-08
1957,2.2175944991431606e-07,6.184526313290917e-08
1958,2.0515163612344622e-07,5.4596807075313336e-08
1959,2.9142810831217503e-07,6.66564332618691e-08
1960,2.1177750397782802e-07,5.605874875413974e-08
1961,2.008018071819606e-07,4.307858603169734e-08
1962,2.1435812413983513e-07,6.912732430919277e-08
1963,1.6747077324907877e-07,5.237503231114715e-08
1964,2.0928851540702453e-07,3.528701597588224e-08
1965,2.123152853528154e-07,7.004215518691126e-08
1966,1.9774496706759237e-07,5.428293192721867e-08
1967,2.6623811777426454e-07,5.719189388742052e-08
1968,2.2097765395301394e-07,6.422724396770718e-08
1969,3.6152391658106353e-07,5.132186231548985e-08
1970,2.3545472060959582e-07,3.7709543931896405e-08
1971,2.029667030001292e-07,5.60085311462899e-08
1972,1.995627059159233e-07,5.181448159419233e-08
1973,2.1777154302071722e-07,5.843995865006946e-08
1974,2.087087125346443e-07,4.106667361725158e-08
1975,2.07897883797159e-07,4.683413834527528e-08
1976,1.9940209483593208e-07,4.913633233627479e-08
1977,1.9628451752851106e-07,5.994317575641617e-08
1978,2.0198010020067159e-07,4.81187889533885e-08
1979,2.3817531769054767e-07,4.213420723431227e-08
1980,2.444614892738173e-07,5.1166356485055076e-08
1981,1.7205495339567278e-07,5.4399727389409236e-08
1982,2.1291732821282494e-07,7.386928047026231e-08
1983,1.9135407569592644e-07,7.767838638983449e-08
1984,1.9542657980764488e-07,8.756502722917503e-08
1985,1.9069318568654126e-07,6.075713798736615e-08
1986,2.0680974444076128e-07,7.133437662787401e-08
1987,2.0898993113860342e-07,7.699629378521422e-08
1988,2.1467663202656695e-07,6.596209090048433e-08
1989,2.2501301089050685e-07,6.860152979015766e-08
1990,1.8144007185583177e-07,6.919786699199904e-08
1991,2.168742128105805e-07,7.619905062483667e-08
1992,1.7631820981023338e-07,7.603723162219467e-08
1993,1.9498010317420267e-07,6.924009454678526e-08
1994,2.1416201434476534e-07,7.121150957800637e-08
1995,2.0713761728075042e-07,7.86255398566027e-08
1996,2.0231370001511095e-07,6.192186674525146e-08
1997,2.0953689272573683e-07,6.137464936273318e-08
1998,2.221948278702257e-07,7.962776038539232e-08
1999,2.2713899738846521e-07,6.763897886230552e-08
2000,1.6965240945410187e-07,5.87598201207129e-08
2001,1.9145895180372463e-07,7.535684432014023e-08
2002,2.06355537102354e-07,6.265146623718465e-08
2003,1.82927919922804e-07,5.291992266620582e-08
2004,1.810369241184162e-07,6.03456413728054e-08
2005,1.9816498308955488e-07,4.999161973273658e-08
2006,2.23189630332854e-07,5.80622483425941e-08
2007,2.1170741604237264e-07,5.2727127552998354e-08
2008,1.9413924690070417e-07,5.364373834026992e-08
2009,1.7022446741066233e-07,4.577464807198339e-08
2010,1.681670340758501e-07,5.5268380094730674e-08
2011,1.8125626866094535e-07,6.42427266939194e-08
2012,1.8417007652260509e-07,4.765953676155732e-08
2013,1.665107589587933e-07,4.183687707381978e-08
2014,1.9207499235562864e-07,4.8939060803832035e-08
2015,1.7488780201802e-07,4.4996479431347325e-08
2016,1.9512023641254927e-07,4.184106927596076e-08
2017,1.6099912159006635e-07,3.949509874701107e-08
2018,1.7218383163708495e-07,4.311049295324665e-08
2019,1.8060993056678853e-07,3.979540963428008e-08
