year,passant_VERB en_ADP,passant_VERB sans_ADP
1800,5.753821135101589e-07,8.489244152087849e-08
1801,3.6908330969254166e-07,5.000483582762172e-08
1802,3.312003400424146e-07,2.0140561218795483e-08
1803,4.739324372948772e-07,4.6808139586573816e-08
1804,3.8808059477091206e-07,1.2359254952798437e-08
1805,3.809456208259121e-07,4.5486042488107614e-08
1806,4.783570943800441e-07,4.034336864577881e-08
1807,4.839823652957875e-07,2.2775640928784924e-08
1808,4.804076860764894e-07,4.758755522971114e-08
1809,5.715347368706603e-07,6.777091243748146e-08
1810,5.850316888711404e-07,9.828532654410083e-08
1811,6.242620926855125e-07,6.76910687502641e-08
1812,4.45423786743504e-07,2.6672083208723052e-08
1813,6.556690834713663e-07,5.751483289628823e-09
1814,3.1152103474596515e-07,6.293354282149721e-09
1815,4.612252402225181e-07,1.8880564667256294e-08
1816,3.893574600510874e-07,9.502176112619054e-08
1817,3.845477438702005e-07,5.916118794857539e-08
1818,4.875761800970935e-07,1.907388313959757e-08
1819,6.479757281852017e-07,6.521161566297451e-08
1820,5.446715078960551e-07,2.4919610375206958e-08
1821,6.331075326215796e-07,3.35290586406245e-08
1822,5.724626532810362e-07,3.408709403629473e-08
1823,1.008034061555918e-06,8.795591421861815e-08
1824,6.526362312797573e-07,5.3053010873327366e-08
1825,5.855619455985561e-07,3.081905064483692e-08
1826,5.883733500411381e-07,3.8755132436563144e-08
1827,6.230876792301387e-07,8.479890922785671e-08
1828,6.411438793207935e-07,4.494427585655103e-08
1829,5.221064043325896e-07,3.172075158097698e-08
1830,6.189043375570691e-07,5.740259556574756e-08
1831,6.096161691004909e-07,1.870944643656003e-08
1832,7.238533417108783e-07,3.111892965534935e-08
1833,7.205017134026548e-07,8.340212787061319e-08
1834,5.9834344057208e-07,3.080395205579123e-08
1835,6.284925788690998e-07,7.033671778344797e-08
1836,6.935813949837666e-07,5.376599998552223e-08
1837,8.071153487776428e-07,4.5226290268374214e-08
1838,7.726086224124629e-07,7.511472688292997e-08
1839,6.942534991338789e-07,4.1249704541002075e-08
1840,7.541711646297244e-07,4.9046601446889326e-08
1841,7.852330803359564e-07,5.585877227431979e-08
1842,6.185020318127954e-07,5.1653641808258044e-08
1843,8.074747306352492e-07,4.4892525363771085e-08
1844,6.986938245745478e-07,3.402907844396452e-08
1845,8.163873665978372e-07,6.528866824950796e-08
1846,8.389500294470054e-07,7.259581469298837e-08
1847,7.2269197559649e-07,2.426950729272903e-08
1848,7.313106777928624e-07,5.229393984507169e-08
1849,8.035859018207248e-07,5.111443002192573e-08
1850,6.714317208889042e-07,5.5669766574339974e-08
1851,6.804157806072908e-07,8.900225467733947e-08
1852,6.621224883929244e-07,4.687592891627901e-08
1853,6.921468909126816e-07,5.4344578614973216e-08
1854,7.138843045595422e-07,6.546537517637674e-08
1855,7.387256708568657e-07,3.980202833986368e-08
1856,7.2428877473385e-07,6.937433894016465e-08
1857,8.015438126562913e-07,5.857810947418329e-08
1858,8.81840445998705e-07,4.942612785718836e-08
1859,8.00998840588818e-07,6.670747154657874e-08
1860,8.330474692286316e-07,9.017052127191505e-08
1861,8.050150341887274e-07,9.007490708867749e-08
1862,7.60377101727272e-07,4.563166211557501e-08
1863,8.780543510056305e-07,8.890424929575147e-08
1864,8.237342541406178e-07,1.0979926745591229e-07
1865,8.378182911883414e-07,7.76629320853317e-08
1866,7.677936970651444e-07,1.0266443278839077e-07
1867,9.487246686035178e-07,7.133633062039735e-08
1868,1.067012796340805e-06,8.891773461972008e-08
1869,8.809868390358133e-07,6.153234100025884e-08
1870,8.509328282002571e-07,4.759260496811635e-08
1871,1.1417765612975472e-06,6.054071377548098e-08
1872,1.0667506487038736e-06,5.321658624879433e-08
1873,1.204384126651803e-06,8.500126180699397e-08
1874,1.0545185418209257e-06,5.257656043866632e-08
1875,9.680824035740443e-07,7.78127713374488e-08
1876,9.395506879172899e-07,4.8972719879358806e-08
1877,1.0266794490121356e-06,5.628182397909853e-08
1878,9.5538382538507e-07,6.763779003549075e-08
1879,1.0178135880778427e-06,7.453376982269333e-08
1880,8.792449577299521e-07,3.8507078414795615e-08
1881,9.880043378984738e-07,3.5559788502670386e-08
1882,9.956455926385388e-07,7.121261869080797e-08
1883,1.2379584930499732e-06,5.181857898328701e-08
1884,8.951901264708795e-07,6.733731172658963e-08
1885,9.642670804055342e-07,5.736615849016857e-08
1886,1.011257801053489e-06,5.485444276587259e-08
1887,1.1758593672084316e-06,6.855371115221942e-08
1888,9.745524849336107e-07,6.657645212904129e-08
1889,9.936506941699008e-07,5.200063490917728e-08
1890,9.995439214094404e-07,6.68547395221708e-08
1891,1.281218281690144e-06,9.497587871720725e-08
1892,1.026155494798786e-06,9.277398227425238e-08
1893,1.1805684678733996e-06,6.28158503546139e-08
1894,1.1210438515263377e-06,6.490585691132367e-08
1895,1.0562668464331182e-06,5.537125424837086e-08
1896,1.0703108088705449e-06,8.255840316939711e-08
1897,9.986986810872622e-07,7.982597916011969e-08
1898,1.0722582075572973e-06,7.751946018430544e-08
1899,1.022602013733831e-06,4.311510970467225e-08
1900,1.050150032710917e-06,7.52702709050368e-08
1901,1.099863801812262e-06,4.918090112937534e-08
1902,1.2133311955153658e-06,6.43247184406448e-08
1903,9.990407363602571e-07,4.96820269368925e-08
1904,1.0378400787658393e-06,6.019580300886673e-08
1905,1.0455698031819338e-06,5.676834968770805e-08
1906,1.0488992074897396e-06,6.173021094291187e-08
1907,1.0306258246828293e-06,6.017126841229015e-08
1908,1.0480904109044786e-06,4.0764530417902733e-08
1909,1.074342058871025e-06,5.721022766635997e-08
1910,1.026611343490913e-06,6.145773445709324e-08
1911,1.0257681424263865e-06,6.916486694485968e-08
1912,1.0991878838240154e-06,5.938740110789098e-08
1913,9.821136970344924e-07,6.734796742513538e-08
1914,1.12304390142981e-06,8.43789700333275e-08
1915,1.1215285766752459e-06,2.4739600590351074e-08
1916,1.12621491155096e-06,8.350470892537487e-08
1917,1.1876637557861613e-06,4.6058983849128765e-08
1918,9.728960463917247e-07,4.135095377222342e-08
1919,1.016546484322589e-06,6.169258415233969e-08
1920,1.0813147426347314e-06,4.0132828615924154e-08
1921,1.1790767615593722e-06,1.0223209145898693e-07
1922,1.082343111136197e-06,6.049907130822874e-08
1923,1.0180694474115626e-06,4.989495661078536e-08
1924,1.103523025847153e-06,4.640984796466796e-08
1925,1.045926666165542e-06,4.949180110180862e-08
1926,1.0321324097617435e-06,5.461607699430715e-08
1927,1.0513719246318942e-06,6.355057835527589e-08
1928,1.10032782174585e-06,5.941541281195839e-08
1929,1.0416279820901764e-06,8.13249676490102e-08
1930,9.978423349821242e-07,4.516549623190258e-08
1931,1.1017574621519088e-06,6.843213995466613e-08
1932,9.973178265454408e-07,5.041386907933543e-08
1933,1.0174477225177725e-06,6.538277341761045e-08
1934,1.1035034788164921e-06,7.06913212411564e-08
1935,1.085523379629194e-06,5.984141893122796e-08
1936,1.1009240239445717e-06,1.0912243197935823e-07
1937,1.0198805853178783e-06,5.288269544490021e-08
1938,1.0411066995175133e-06,1.1279736855662748e-07
1939,9.421135018783389e-07,7.647025412893527e-08
1940,1.024456295795062e-06,6.339457314652464e-08
1941,8.972568181775387e-07,9.739958528598436e-08
1942,1.0346662406846008e-06,8.192372069615317e-08
1943,1.0074225968992323e-06,6.67744117777147e-08
1944,9.31823976202395e-07,6.7476911169706e-08
1945,1.0304324220555827e-06,7.624764020164321e-08
1946,9.92574754832276e-07,7.656607525774461e-08
1947,9.715510174146402e-07,6.556479092978407e-08
1948,1.0165215229562818e-06,8.480072466454658e-08
1949,9.561766347587763e-07,8.540797091782792e-08
1950,8.39130002816546e-07,6.0621560882268e-08
1951,1.0075024619027317e-06,7.996051465397613e-08
1952,9.880481002255692e-07,7.803155188668143e-08
1953,9.06078895468454e-07,6.464296520292123e-08
1954,1.000707683829205e-06,8.404381346416301e-08
1955,9.714104294289427e-07,7.226918352642997e-08
1956,9.270573428921125e-07,7.1513363453235e-08
1957,9.488830272630366e-07,7.244731037303609e-08
1958,8.834756073383687e-07,5.956015280972338e-08
1959,8.789347774040834e-07,9.533419609297766e-08
1960,8.076612445506726e-07,7.543708324675436e-08
1961,7.705508906497016e-07,8.26830962585845e-08
1962,7.578637877259098e-07,5.898019428407508e-08
1963,8.334742460647249e-07,4.9142004243662996e-08
1964,7.805731314647346e-07,7.057403106358606e-08
1965,8.312033941137997e-07,6.785333894754331e-08
1966,7.610688825820944e-07,5.816028414429297e-08
1967,7.972352733531807e-07,5.226155885829087e-08
1968,9.69696692720845e-07,6.198153934544592e-08
1969,7.816365439339279e-07,5.450109186178054e-08
1970,7.610889696252343e-07,4.966623157187655e-08
1971,7.240002304342852e-07,5.087013521531958e-08
1972,7.885035842036814e-07,7.490014564126568e-08
1973,7.007282150084393e-07,6.229920135325528e-08
1974,7.380749877938797e-07,6.413151631967651e-08
1975,6.859487768906547e-07,6.339742908423318e-08
1976,7.433298492287577e-07,7.256179213044334e-08
1977,6.711284683547092e-07,6.053085277457626e-08
1978,6.885145324986297e-07,6.772274252497823e-08
1979,6.735621482789611e-07,5.9104929395203953e-08
1980,7.146234679566987e-07,8.982538002300089e-08
