year,passant_VERB en_ADP,passant_VERB sans_ADP
1981,7.312335412734683e-07,7.527404033425e-08
1982,6.542707566836725e-07,7.07655266607432e-08
1983,6.094280209367753e-07,6.315315825844436e-08
1984,6.74424690316755e-07,7.538710722343467e-08
1985,5.95540221581814e-07,7.038203042597502e-08
1986,6.522000077779921e-07,5.93454054786946e-08
1987,6.318584553355322e-07,8.73846772719844e-08
1988,5.882619049657478e-07,1.0973693687077457e-07
1989,5.943636054439594e-07,8.012658625489166e-08
1990,6.020759286684552e-07,7.410165014931636e-08
1991,5.867326891006996e-07,7.619904840439062e-08
1992,5.967269700590805e-07,7.713921590379869e-08
1993,6.591656926957512e-07,8.918123750589757e-08
1994,5.464824042178407e-07,6.804655239278645e-08
1995,6.14363649731331e-07,9.326615657556658e-08
1996,5.951972994466814e-07,7.206424479377915e-08
1997,6.089515807161661e-07,8.774657178634016e-08
1998,6.098437168589044e-07,8.773357773605994e-08
1999,6.133209708991672e-07,6.124069429347401e-08
2000,6.141063622067122e-07,7.245571875813539e-08
2001,6.019784990485277e-07,8.017617503242036e-08
2002,6.177522315908845e-07,8.192884282109958e-08
2003,6.150378411007296e-07,9.333907469155633e-08
2004,6.726116481559075e-07,9.029822312101032e-08
2005,6.494406932233687e-07,8.241861593205613e-08
2006,6.423908303077042e-07,8.359316794326332e-08
2007,6.163481600651721e-07,8.34846201058781e-08
2008,6.356357360459697e-07,8.00398627376353e-08
2009,6.18434576438176e-07,9.536385281450066e-08
2010,6.570796315941152e-07,8.502827419931691e-08
2011,6.70342259923018e-07,9.712888582313894e-08
2012,7.005951800920229e-07,1.0008503137370894e-07
2013,6.571178836622948e-07,9.845611437242496e-08
2014,6.543975601402963e-07,1.396712097090358e-07
2015,7.374546591165654e-07,1.061739589580668e-07
2016,6.487436969848659e-07,9.714584736641996e-08
2017,6.01985785664283e-07,8.9304203587659e-08
2018,6.358152582208731e-07,1.0222608137766542e-07
2019,6.882564989041384e-07,1.1275366063046022e-07
