year,fallait_VERB aider_VERB,fallait_VERB céder_VERB
1890,1.9007721618891082e-08,5.1124214195397144e-08
1891,2.039750413018737e-08,6.884157954800685e-08
1892,8.149066310636499e-09,4.137218212463267e-08
1893,8.005941687372342e-09,4.126139074855928e-08
1894,1.3233232287745977e-08,4.915200690902566e-08
1895,9.629783193076946e-09,5.717683748684976e-08
1896,5.307326134129653e-09,5.071444775239797e-08
1897,4.078699600285063e-09,4.952706689209663e-08
1898,6.7900258748920805e-09,5.6583548513344795e-08
1899,2.2110313580014918e-08,4.477338677588705e-08
1900,1.2977633190303095e-08,3.1665425836990835e-08
1901,1.900171220370339e-08,4.750427962108006e-08
1902,1.7677022512430085e-08,4.271947062761683e-08
1903,1.1880484152015924e-08,6.048246348200337e-08
1904,1.666133897515465e-08,3.493506284257819e-08
1905,1.9610883583709438e-08,3.8705692873008957e-08
1906,1.4918134283448126e-08,3.395161840558103e-08
1907,1.491424583832668e-08,4.731415970127273e-08
1908,7.858222517143076e-09,4.6167055955947944e-08
1909,1.3752458727367411e-08,4.34577707153494e-08
1910,1.336037680488289e-08,4.756294202934441e-08
1911,1.3832972989291648e-08,3.1922244403403965e-08
1912,1.6670147928721235e-08,4.532196484774431e-08
1913,1.484837142129436e-08,3.818152549683873e-08
1914,7.366418142140674e-09,2.8795998474606677e-08
1915,3.180805663305364e-08,4.7123048574349014e-08
1916,7.69122365795738e-09,3.5159878564172686e-08
1917,1.7546279096336548e-08,4.934890895924582e-08
1918,2.986458014220261e-08,5.743188324913717e-08
1919,1.5653341733923298e-08,5.800944435918609e-08
1920,1.0601124422748853e-08,4.240449769099541e-08
1921,1.5145495524393482e-08,2.7261890522822796e-08
1922,9.591316185719734e-09,4.352981974875547e-08
1923,1.0615948120573648e-08,5.201814445854325e-08
1924,1.4180787211159895e-08,3.2229060309418855e-08
1925,2.4195990988573612e-08,3.519416935660047e-08
1926,2.1177662290483568e-08,3.78968714187522e-08
1927,1.4493992672726108e-08,4.4596898618465275e-08
1928,6.8556245125250825e-09,2.399468712610542e-08
1929,1.4482528065684619e-08,5.013182757807044e-08
1930,1.7856125467119455e-08,2.7309368988426286e-08
1931,2.6232321204133768e-08,3.649714130915527e-08
1932,1.6439305028370654e-08,3.3974561830518724e-08
1933,1.605892663292252e-08,3.211785326584504e-08
1934,1.677421224144382e-08,2.2765002327673756e-08
1935,1.196828414151696e-08,3.111753699158726e-08
1936,2.182448710641438e-08,1.6974599503782883e-08
1937,2.2664012888640173e-08,3.5255130370615007e-08
1938,2.9819993585533666e-08,4.537825049055755e-08
1939,2.7529290846928234e-08,3.5176316970364496e-08
1940,2.028626333583361e-08,2.028626333583361e-08
1941,4.132103725851266e-08,2.9515025090631752e-08
1942,2.730790527039062e-08,1.8205270180260413e-08
1943,2.6129116648121453e-08,3.193558839598154e-08
1944,3.855823393905666e-08,3.855823393905666e-08
1945,5.010559434026618e-08,4.357008265287732e-08
1946,3.6194869323935563e-08,3.201854070766785e-08
1947,2.1457568166738383e-08,4.649139739854036e-08
1948,2.8266908813634473e-08,1.7395020535104777e-08
1949,4.515823803785679e-08,1.9634017078828947e-08
1950,4.5732054587688253e-08,2.7651939404904624e-08
1951,2.8785784422780125e-08,2.5587365115598004e-08
1952,1.4762725264461096e-08,1.370824520563474e-08
1953,3.016671712430252e-08,2.693456835345387e-08
1954,1.6613311615287785e-08,2.247683283940205e-08
1955,2.627970197011109e-08,2.3464020060259827e-08
1956,1.657016923672927e-08,3.1396108823855684e-08
1957,2.03205861026845e-08,2.9155623693100097e-08
1958,1.8198935691771112e-08,1.9853384713997002e-08
1959,3.4878365084978213e-08,2.7902691712711203e-08
1960,2.353083417006019e-08,1.591791587429725e-08
1961,2.91822690456911e-08,1.459113452284555e-08
1962,2.980719671086263e-08,1.9660065575521912e-08
1963,2.9743844720542256e-08,2.651081842941494e-08
1964,3.467862086381501e-08,1.8860301764789256e-08
1965,2.2982582947861374e-08,2.0793764932136583e-08
1966,1.9386762417639147e-08,2.2710207048248776e-08
1967,4.141481824149196e-08,3.1554147739143446e-08
1968,2.2007936806289763e-08,2.8745061442236874e-08
1969,2.2254612375149918e-08,2.7250546708046386e-08
1970,3.2650948611490094e-08,2.6212733317265702e-08
1971,2.5178147566862208e-08,2.363662865434435e-08
1972,2.3598675014113724e-08,1.3338381954497436e-08
1973,1.929621262775072e-08,2.4809416743210022e-08
1974,1.8564387360697765e-08,2.1377172032543967e-08
1975,3.541117621352896e-08,2.4559364319998167e-08
1976,3.94233339306993e-08,2.628222439682304e-08
1977,3.173462204131283e-08,2.056873604772136e-08
1978,2.673266052966028e-08,1.6633656230169436e-08
1979,2.2237498953359136e-08,1.8726314721106974e-08
1980,3.524793257270176e-08,2.615169236719339e-08
1981,3.352541355639005e-08,1.8976647808699454e-08
1982,3.1658260013500694e-08,1.2415004135846175e-08
1983,2.9050454486423405e-08,1.1999100379966876e-08
1984,3.7113654371978555e-08,1.5077421977593986e-08
1985,3.308556983938615e-08,1.9249785765396155e-08
1986,4.615753823600244e-08,1.6784559520033326e-08
1987,2.627651163322753e-08,1.2221633483022742e-08
1988,3.058242370457265e-08,1.8589316752581908e-08
1989,2.7440611560791695e-08,1.3720305780395847e-08
1990,3.705082818328265e-08,1.5801088437683575e-08
1991,6.037308963868782e-08,2.3445860364290638e-08
1992,4.1324582866764104e-08,1.322386644631024e-08
1993,4.2651898013446043e-08,1.1078414630105726e-08
1994,4.3781891889693725e-08,2.4264663167627987e-08
1995,4.337960746170211e-08,1.0844901865425527e-08
1996,5.017806614660003e-08,1.2811421257197253e-08
1997,4.315404922294874e-08,1.7261619689179497e-08
1998,5.054216956068558e-08,1.2873949017944142e-08
1999,3.381948943115276e-08,1.416762351880152e-08
2000,3.578605500820231e-08,1.2370488633450805e-08
2001,4.556460098115167e-08,1.2267393323384113e-08
2002,3.4611648658255945e-08,1.0953053575235572e-08
2003,5.3336613348164974e-08,1.7084383685528337e-08
2004,6.210755998381501e-08,1.7178685141061578e-08
2005,4.098412276221097e-08,1.261049931144953e-08
2006,4.2414267653612114e-08,1.93540827808647e-08
2007,3.914589896680809e-08,1.757570977645173e-08
2008,4.38516281064949e-08,1.8732734474724566e-08
2009,4.052963475942306e-08,1.8595951445377068e-08
2010,5.290648275035892e-08,2.1257068993918438e-08
2011,5.7741978309877595e-08,1.3001504761689375e-08
2012,5.582974438311794e-08,2.4170194734551842e-08
2013,5.4109026592641385e-08,2.7054513296320692e-08
2014,5.586848672578526e-08,2.4902620410216514e-08
2015,3.989835661855068e-08,2.5933932334964993e-08
2016,4.142680154473055e-08,4.4119541797726924e-08
2017,4.477788095869073e-08,1.9370206771895937e-08
2018,5.0854893629548314e-08,2.8654280725959325e-08
2019,3.7499521710060435e-08,2.3469088006322636e-08
