year,défendant_VERB en_ADP,défendant_VERB sans_ADP
1879,1.0996785704264767e-08,7.331190321480108e-09
1880,1.9253539207397807e-08,5.134277003548959e-09
1881,2.5101027034679646e-08,0.0
1882,3.4608001797664656e-08,0.0
1883,7.58320695126713e-09,1.0742875922176154e-08
1884,1.1222884843675729e-08,1.3203393933736152e-08
1885,3.8029249083137984e-08,5.80107206715752e-09
1886,1.4197620856748472e-08,2.5813855497602844e-09
1887,1.8933881573701683e-08,4.570247291724172e-09
1888,1.1413106904001324e-08,1.9021844099853524e-09
1889,8.14467782106476e-09,1.8795409673089125e-09
1890,1.8352281472289178e-08,0.0
1891,1.784781566982474e-08,2.5496880162734215e-09
1892,2.8835156484774416e-08,5.641661360300532e-09
1893,2.46336657738766e-08,4.926733243593162e-09
1894,1.9534772022211655e-08,1.2603078580752936e-09
1895,3.91209944439197e-08,3.0093072478365457e-09
1896,2.0639602027472392e-08,2.948514543632541e-09
1897,2.855089720199544e-08,3.4960281336537946e-09
1898,2.37650913392784e-08,7.921697076085366e-09
1899,1.713549302451156e-08,4.4220627160029835e-09
1900,2.076421168339948e-08,3.633737311048435e-09
1901,1.7325090695408107e-08,0.0
1902,1.915010772179926e-08,6.38336894454028e-09
1903,2.4841012802312434e-08,1.6200660812870638e-09
1904,2.1498500757388683e-08,5.374625189347171e-10
1905,1.7030505006232488e-08,3.096455536422127e-09
1906,1.3374879870298173e-08,1.5432553013283723e-09
1907,1.0799970695529737e-08,7.199980611716228e-09
1908,1.2769611812402104e-08,2.9468334439286537e-09
1909,9.901770070541716e-09,4.950885035270858e-09
1910,1.870452770447173e-08,4.809735720812114e-09
1911,9.576673676292558e-09,4.25629931299909e-09
1912,2.6047105805560022e-08,3.646594803896619e-09
1913,1.4318072061314524e-08,1.060597942803554e-09
1914,1.339348720819089e-08,4.68772043404897e-09
1915,2.3561524287174507e-08,8.246533234057551e-09
1916,1.8678685265172135e-08,2.197492410260793e-09
1917,2.0836205649743533e-08,0.0
1918,6.89182577673364e-09,4.594550517822427e-09
1919,1.012863304339362e-08,1.8415696745321952e-09
1920,4.543339038320937e-09,7.572231730534895e-10
1921,2.8019165654313838e-08,5.300923255902035e-09
1922,1.9182632371439468e-08,0.0
1923,6.369568872344189e-09,7.431163684401554e-09
1924,2.062659898438568e-08,1.0313299547703991e-08
1925,1.2097995494286806e-08,6.598906754362588e-09
1926,8.916910765321973e-09,5.57306911730393e-09
1927,2.5643217549387032e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,2.2852082448565625e-09
1929,2.116677166874581e-08,1.1140406375176326e-09
1930,1.2604324695075775e-08,9.453243521306831e-09
1931,1.9389105432310316e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,1.3764794637438627e-08,6.882397318719313e-09
1934,1.7972370258689807e-08,3.5944740517379614e-09
1935,9.574627313213568e-09,1.196828414151696e-09
1936,2.0612015205756506e-08,7.274828739411987e-09
1937,1.1332006444320086e-08,7.554670666820584e-09
1938,5.186085783037697e-09,0.0
1939,3.058810094103137e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,0.0
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,6.535512131478072e-09
1946,1.6705325123211878e-08,8.352662561605939e-09
1947,1.549713246618012e-08,1.0728784083369192e-08
1948,2.174377611297018e-08,5.435944139264848e-09
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,1.0635361036293034e-08,3.190608444114673e-09
1951,7.462981344019681e-09,3.1984206394497505e-09
1952,6.326882129314981e-09,6.326882129314981e-09
1953,2.0470271810957286e-08,7.54167928107563e-09
1954,2.34540866728139e-08,4.886268278880834e-09
1955,1.0324168631115072e-08,3.754243138587299e-09
1956,2.0930739808022736e-08,6.104799332717903e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,9.099467845885556e-09,4.9633461784992505e-09
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,1.3841666479663672e-08,4.844583401109048e-09
1961,1.945484662257968e-08,8.33779090214648e-09
1962,1.712328256964213e-08,1.2683912808952869e-09
1963,2.0044765847160306e-08,5.819448034571906e-09
1964,1.886030154274465e-08,3.6503808864551957e-09
1965,1.5321720781003023e-08,4.377634699181954e-09
1966,1.2185964348709888e-08,5.539074976468328e-09
1967,1.331190557785078e-08,1.4791006197611978e-09
1968,2.155879605392208e-08,6.287982134978165e-09
1969,1.9529557859776503e-08,4.541757636644661e-09
1970,2.2533751975473137e-08,4.1388523719376735e-09
1971,1.6442872285971077e-08,4.624557625731995e-09
1972,1.1286323320369718e-08,6.156176013405457e-09
1973,1.7090931336838366e-08,3.859242703185828e-09
1974,2.1939729200060043e-08,5.06301445213353e-09
1975,1.9419033492340532e-08,5.711480177694739e-09
1976,2.285410793945175e-08,6.2848797277581525e-09
1977,1.4104276857551667e-08,4.11374712072643e-09
1978,1.247524139547096e-08,1.7821774056514528e-09
1979,3.043026208793265e-08,3.5111840102075575e-09
1980,1.876099742226245e-08,9.664756106531058e-09
1981,8.855769062510177e-09,4.427884725544118e-09
1982,1.4898005495922462e-08,8.069752865935698e-09
1983,1.4525227243211702e-08,5.68378455412244e-09
1984,1.91367283131072e-08,6.378909400694965e-09
1985,1.02264483547998e-08,3.609334831011779e-09
1986,1.1988970760601347e-08,2.997242676272549e-09
1987,1.772136820621384e-08,6.110816741511371e-09
1988,2.5785181989590455e-08,3.597932174415064e-09
1989,2.1952488271637094e-08,4.939309850016116e-09
1990,1.6890817855497176e-08,3.2691906959314565e-09
1991,2.05151273746651e-08,1.7584396161396398e-09
1992,1.5978838308061682e-08,8.815910668147353e-09
1993,1.717154241021035e-08,2.2156829704300662e-09
1994,2.162719947573777e-08,2.637463358823311e-09
1995,2.0605312733845693e-08,2.7112254663563817e-09
1996,1.8149513891785318e-08,7.473328622609188e-09
1997,2.0138556933169127e-08,6.233362714880286e-09
1998,1.6688452286750532e-08,4.7681290027412615e-09
1999,2.1936965050040058e-08,1.0054442611817649e-08
2000,1.6788519352495257e-08,8.83606254831193e-09
2001,2.1029816110740285e-08,6.133696661692056e-09
2002,2.453483965991765e-08,7.448076377869484e-09
2003,2.8335075619168038e-08,4.166922806803086e-09
2004,1.8500123571962845e-08,8.369103632333008e-09
2005,2.1617998280376582e-08,7.205999352777326e-09
2006,2.5119127666783925e-08,3.294311934354255e-09
2007,2.716246005896039e-08,5.192823504529542e-09
2008,1.9158479414027596e-08,7.2376473703172906e-09
2009,2.0980047477081598e-08,2.384096253749135e-09
2010,1.795041404406561e-08,4.723792912386671e-09
2011,2.02670511206815e-08,3.823971805871906e-09
2012,1.497871193745226e-08,4.765953853791416e-09
2013,1.1156500334674746e-08,5.578249862026041e-09
2014,1.3858849179371191e-08,3.681256854903836e-09
2015,1.3964425352175347e-08,3.989835573037226e-09
2016,1.4292246497404903e-08,4.349814286541687e-09
2017,1.2829617646037406e-08,6.5405894034142875e-09
2018,1.3939919996097672e-08,4.3884935685412074e-09
2019,1.454063036643305e-08,3.826481798085979e-09
